viper_dwindle v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 301.5 MB
viper_dwindle v13 613 games, 560093 moves, e=0.446, loss: 6.6, -, 28.4% elo% vs. gir, avg. reward: -3.147, 2.256 sec/game, 23.7 min. total, 568.5 MB
viper_dwindle v13 614 games, 561543 moves, e=0.444, loss: 6.2, -, 27.3% elo% vs. gir, avg. reward: -3.139, 2.271 sec/game, 23.8 min. total, 568.9 MB
viper_dwindle v13 615 games, 562771 moves, e=0.443, loss: 6.3, -, 26.4% elo% vs. gir, avg. reward: -3.129, 2.250 sec/game, 23.8 min. total, 568.9 MB
viper_dwindle v13 616 games, 563944 moves, e=0.442, loss: 6.3, -, 25.4% elo% vs. gir, avg. reward: -3.125, 2.242 sec/game, 23.8 min. total, 569.2 MB
viper_dwindle v13 617 games, 565228 moves, e=0.440, loss: 6.0, -, 24.5% elo% vs. gir, avg. reward: -3.114, 2.219 sec/game, 23.9 min. total, 569.8 MB
viper_dwindle v13 618 games, 566518 moves, e=0.439, loss: 5.5, -, 23.7% elo% vs. gir, avg. reward: -3.102, 2.215 sec/game, 23.9 min. total, 570.0 MB
viper_dwindle v13 619 games, 567759 moves, e=0.438, loss: 5.6, -, 22.9% elo% vs. gir, avg. reward: -3.093, 2.212 sec/game, 23.9 min. total, 570.1 MB
viper_dwindle v13 620 games, 569059 moves, e=0.437, loss: 5.8, -, 22.2% elo% vs. gir, avg. reward: -3.088, 2.217 sec/game, 24.0 min. total, 571.5 MB
viper_dwindle v13 621 games, 570400 moves, e=0.435, loss: 6.1, -, 21.5% elo% vs. gir, avg. reward: -3.077, 2.218 sec/game, 24.0 min. total, 571.9 MB
viper_dwindle v13 622 games, 571803 moves, e=0.434, loss: 6.1, -, 20.8% elo% vs. gir, avg. reward: -3.065, 2.227 sec/game, 24.1 min. total, 572.1 MB
viper_dwindle v13 623 games, 573338 moves, e=0.432, loss: 6.5, -, 20.2% elo% vs. gir, avg. reward: -3.053, 2.245 sec/game, 24.1 min. total, 570.9 MB
viper_dwindle v13 624 games, 574858 moves, e=0.431, loss: 7.0, -, 19.6% elo% vs. gir, avg. reward: -3.045, 2.279 sec/game, 24.1 min. total, 574.3 MB
viper_dwindle v13 625 games, 576388 moves, e=0.429, loss: 6.5, -, 19.1% elo% vs. gir, avg. reward: -3.020, 2.302 sec/game, 24.2 min. total, 573.4 MB
viper_dwindle v13 626 games, 577622 moves, e=0.428, loss: 6.7, -, 18.5% elo% vs. gir, avg. reward: -3.015, 2.290 sec/game, 24.2 min. total, 573.5 MB
viper_dwindle v13 627 games, 578922 moves, e=0.427, loss: 6.9, -, 18.0% elo% vs. gir, avg. reward: -3.016, 2.288 sec/game, 24.3 min. total, 572.2 MB
viper_dwindle v13 628 games, 580257 moves, e=0.426, loss: 6.2, -, 17.5% elo% vs. gir, avg. reward: -3.000, 2.288 sec/game, 24.3 min. total, 572.6 MB
viper_dwindle v13 629 games, 581535 moves, e=0.424, loss: 5.9, +, 19.8% elo% vs. gir, avg. reward: -2.991, 2.288 sec/game, 24.3 min. total, 573.1 MB
viper_dwindle v13 630 games, 582842 moves, e=0.423, loss: 6.0, -, 19.3% elo% vs. gir, avg. reward: -2.993, 2.296 sec/game, 24.4 min. total, 572.9 MB
viper_dwindle v13 631 games, 584173 moves, e=0.422, loss: 6.4, -, 18.7% elo% vs. gir, avg. reward: -2.972, 2.304 sec/game, 24.4 min. total, 575.1 MB
viper_dwindle v13 632 games, 585260 moves, e=0.421, loss: 5.9, -, 18.2% elo% vs. gir, avg. reward: -2.971, 2.290 sec/game, 24.4 min. total, 575.3 MB
viper_dwindle v13 633 games, 586595 moves, e=0.419, loss: 5.9, -, 17.7% elo% vs. gir, avg. reward: -2.954, 2.293 sec/game, 24.5 min. total, 576.4 MB
viper_dwindle v13 634 games, 587890 moves, e=0.418, loss: 5.5, -, 17.2% elo% vs. gir, avg. reward: -2.951, 2.271 sec/game, 24.5 min. total, 576.3 MB
viper_dwindle v13 635 games, 589281 moves, e=0.417, loss: 5.4, -, 16.8% elo% vs. gir, avg. reward: -2.941, 2.286 sec/game, 24.6 min. total, 576.7 MB
viper_dwindle v13 636 games, 590328 moves, e=0.416, loss: 5.5, -, 16.4% elo% vs. gir, avg. reward: -2.944, 2.276 sec/game, 24.6 min. total, 576.1 MB
viper_dwindle v13 637 games, 591717 moves, e=0.414, loss: 5.5, -, 15.9% elo% vs. gir, avg. reward: -2.928, 2.285 sec/game, 24.6 min. total, 576.3 MB
viper_dwindle v13 638 games, 592971 moves, e=0.413, loss: 5.6, -, 15.6% elo% vs. gir, avg. reward: -2.911, 2.284 sec/game, 24.7 min. total, 576.4 MB
viper_dwindle v13 639 games, 594610 moves, e=0.411, loss: 5.1, +, 17.7% elo% vs. gir, avg. reward: -2.894, 2.314 sec/game, 24.7 min. total, 578.3 MB
viper_dwindle v13 640 games, 596004 moves, e=0.410, loss: 5.5, -, 17.2% elo% vs. gir, avg. reward: -2.873, 2.325 sec/game, 24.7 min. total, 579.8 MB
viper_dwindle v13 641 games, 597628 moves, e=0.408, loss: 5.3, +, 19.5% elo% vs. gir, avg. reward: -2.846, 2.336 sec/game, 24.8 min. total, 578.0 MB
viper_dwindle v13 642 games, 598913 moves, e=0.407, loss: 5.8, -, 19.0% elo% vs. gir, avg. reward: -2.845, 2.333 sec/game, 24.8 min. total, 578.9 MB
viper_dwindle v13 643 games, 600267 moves, e=0.406, loss: 6.1, -, 18.4% elo% vs. gir, avg. reward: -2.838, 2.333 sec/game, 24.9 min. total, 577.5 MB
viper_dwindle v13 644 games, 601635 moves, e=0.404, loss: 6.4, -, 17.9% elo% vs. gir, avg. reward: -2.828, 2.324 sec/game, 24.9 min. total, 579.6 MB
viper_dwindle v13 645 games, 603132 moves, e=0.403, loss: 6.3, -, 17.4% elo% vs. gir, avg. reward: -2.817, 2.303 sec/game, 25.0 min. total, 579.8 MB
viper_dwindle v13 646 games, 604387 moves, e=0.402, loss: 6.3, -, 17.0% elo% vs. gir, avg. reward: -2.815, 2.309 sec/game, 25.0 min. total, 580.3 MB
viper_dwindle v13 647 games, 605829 moves, e=0.400, loss: 6.0, -, 16.6% elo% vs. gir, avg. reward: -2.802, 2.328 sec/game, 25.0 min. total, 581.1 MB
viper_dwindle v13 648 games, 607146 moves, e=0.399, loss: 6.1, -, 16.1% elo% vs. gir, avg. reward: -2.796, 2.319 sec/game, 25.1 min. total, 580.3 MB
viper_dwindle v13 649 games, 608694 moves, e=0.397, loss: 6.1, -, 15.7% elo% vs. gir, avg. reward: -2.782, 2.337 sec/game, 25.1 min. total, 582.3 MB
viper_dwindle v13 650 games, 610178 moves, e=0.396, loss: 6.3, -, 15.4% elo% vs. gir, avg. reward: -2.771, 2.355 sec/game, 25.2 min. total, 582.8 MB
viper_dwindle v13 651 games, 611489 moves, e=0.395, loss: 6.5, -, 15.0% elo% vs. gir, avg. reward: -2.757, 2.354 sec/game, 25.2 min. total, 581.4 MB
viper_dwindle v13 652 games, 612930 moves, e=0.393, loss: 6.7, -, 14.6% elo% vs. gir, avg. reward: -2.751, 2.366 sec/game, 25.2 min. total, 582.0 MB
viper_dwindle v13 653 games, 614358 moves, e=0.392, loss: 6.4, -, 14.3% elo% vs. gir, avg. reward: -2.741, 2.371 sec/game, 25.3 min. total, 583.7 MB
viper_dwindle v13 654 games, 615586 moves, e=0.391, loss: 6.4, -, 14.0% elo% vs. gir, avg. reward: -2.740, 2.376 sec/game, 25.3 min. total, 582.0 MB
viper_dwindle v13 655 games, 617094 moves, e=0.389, loss: 6.0, -, 13.7% elo% vs. gir, avg. reward: -2.730, 2.383 sec/game, 25.3 min. total, 582.9 MB
viper_dwindle v13 656 games, 618356 moves, e=0.388, loss: 6.2, -, 13.4% elo% vs. gir, avg. reward: -2.718, 2.394 sec/game, 25.4 min. total, 583.8 MB
viper_dwindle v13 657 games, 619823 moves, e=0.386, loss: 5.7, -, 13.1% elo% vs. gir, avg. reward: -2.704, 2.402 sec/game, 25.4 min. total, 583.8 MB
viper_dwindle v13 658 games, 621508 moves, e=0.385, loss: 5.5, -, 12.8% elo% vs. gir, avg. reward: -2.694, 2.429 sec/game, 25.5 min. total, 584.3 MB
viper_dwindle v13 659 games, 622893 moves, e=0.383, loss: 5.9, -, 12.6% elo% vs. gir, avg. reward: -2.683, 2.411 sec/game, 25.5 min. total, 586.5 MB
viper_dwindle v13 660 games, 624195 moves, e=0.382, loss: 5.9, -, 12.3% elo% vs. gir, avg. reward: -2.673, 2.400 sec/game, 25.5 min. total, 584.5 MB
viper_dwindle v13 661 games, 625648 moves, e=0.381, loss: 6.0, -, 12.1% elo% vs. gir, avg. reward: -2.666, 2.392 sec/game, 25.6 min. total, 584.7 MB
viper_dwindle v13 662 games, 626979 moves, e=0.379, loss: 6.2, -, 11.8% elo% vs. gir, avg. reward: -2.660, 2.393 sec/game, 25.6 min. total, 585.2 MB
viper_dwindle v13 663 games, 628374 moves, e=0.378, loss: 5.9, -, 11.6% elo% vs. gir, avg. reward: -2.651, 2.384 sec/game, 25.7 min. total, 584.8 MB
viper_dwindle v13 664 games, 629646 moves, e=0.377, loss: 5.8, -, 11.4% elo% vs. gir, avg. reward: -2.635, 2.375 sec/game, 25.7 min. total, 585.6 MB
viper_dwindle v13 665 games, 631128 moves, e=0.375, loss: 5.4, -, 11.2% elo% vs. gir, avg. reward: -2.626, 2.390 sec/game, 25.7 min. total, 586.8 MB
viper_dwindle v13 666 games, 632681 moves, e=0.374, loss: 5.6, -, 11.0% elo% vs. gir, avg. reward: -2.617, 2.415 sec/game, 25.8 min. total, 586.0 MB
viper_dwindle v13 667 games, 634018 moves, e=0.372, loss: 5.2, -, 10.8% elo% vs. gir, avg. reward: -2.613, 2.410 sec/game, 25.8 min. total, 587.7 MB
viper_dwindle v13 668 games, 635455 moves, e=0.371, loss: 4.9, +, 12.5% elo% vs. gir, avg. reward: -2.604, 2.421 sec/game, 25.9 min. total, 588.6 MB
viper_dwindle v13 669 games, 636875 moves, e=0.369, loss: 5.0, -, 12.2% elo% vs. gir, avg. reward: -2.595, 2.412 sec/game, 25.9 min. total, 587.7 MB
viper_dwindle v13 670 games, 638249 moves, e=0.368, loss: 5.4, -, 12.0% elo% vs. gir, avg. reward: -2.595, 2.403 sec/game, 26.0 min. total, 587.8 MB
viper_dwindle v13 671 games, 639479 moves, e=0.367, loss: 5.2, -, 11.8% elo% vs. gir, avg. reward: -2.584, 2.394 sec/game, 26.0 min. total, 586.8 MB
viper_dwindle v13 672 games, 640970 moves, e=0.365, loss: 5.5, -, 11.5% elo% vs. gir, avg. reward: -2.565, 2.405 sec/game, 26.0 min. total, 588.2 MB
viper_dwindle v13 673 games, 642377 moves, e=0.364, loss: 5.3, -, 11.3% elo% vs. gir, avg. reward: -2.563, 2.405 sec/game, 26.1 min. total, 587.8 MB
viper_dwindle v13 674 games, 643868 moves, e=0.363, loss: 5.6, -, 11.1% elo% vs. gir, avg. reward: -2.554, 2.417 sec/game, 26.1 min. total, 587.8 MB
viper_dwindle v13 675 games, 645218 moves, e=0.361, loss: 5.8, -, 10.9% elo% vs. gir, avg. reward: -2.552, 2.401 sec/game, 26.1 min. total, 587.8 MB
viper_dwindle v13 676 games, 646698 moves, e=0.360, loss: 6.0, -, 10.7% elo% vs. gir, avg. reward: -2.535, 2.424 sec/game, 26.2 min. total, 590.2 MB
viper_dwindle v13 677 games, 648257 moves, e=0.358, loss: 6.2, -, 10.5% elo% vs. gir, avg. reward: -2.528, 2.426 sec/game, 26.2 min. total, 590.5 MB
viper_dwindle v13 678 games, 649909 moves, e=0.357, loss: 5.8, -, 10.3% elo% vs. gir, avg. reward: -2.519, 2.434 sec/game, 26.3 min. total, 591.5 MB
viper_dwindle v13 679 games, 651310 moves, e=0.355, loss: 5.6, -, 10.2% elo% vs. gir, avg. reward: -2.510, 2.434 sec/game, 26.3 min. total, 590.2 MB
viper_dwindle v13 680 games, 652959 moves, e=0.354, loss: 5.5, -, 10.0% elo% vs. gir, avg. reward: -2.489, 2.462 sec/game, 26.4 min. total, 591.6 MB
viper_dwindle v13 681 games, 654549 moves, e=0.352, loss: 5.6, -, 9.8% elo% vs. gir, avg. reward: -2.471, 2.472 sec/game, 26.4 min. total, 591.2 MB
viper_dwindle v13 682 games, 655970 moves, e=0.351, loss: 6.2, -, 9.7% elo% vs. gir, avg. reward: -2.459, 2.472 sec/game, 26.5 min. total, 591.2 MB
viper_dwindle v13 683 games, 657601 moves, e=0.349, loss: 5.7, -, 9.5% elo% vs. gir, avg. reward: -2.453, 2.493 sec/game, 26.5 min. total, 590.8 MB
viper_dwindle v13 684 games, 659121 moves, e=0.347, loss: 6.0, -, 9.4% elo% vs. gir, avg. reward: -2.448, 2.511 sec/game, 26.5 min. total, 591.9 MB
viper_dwindle v13 685 games, 660478 moves, e=0.346, loss: 6.1, -, 9.2% elo% vs. gir, avg. reward: -2.442, 2.495 sec/game, 26.6 min. total, 592.4 MB
viper_dwindle v13 686 games, 661761 moves, e=0.345, loss: 6.2, -, 9.1% elo% vs. gir, avg. reward: -2.440, 2.478 sec/game, 26.6 min. total, 594.5 MB
viper_dwindle v13 687 games, 663344 moves, e=0.343, loss: 6.3, -, 8.9% elo% vs. gir, avg. reward: -2.434, 2.484 sec/game, 26.7 min. total, 587.3 MB
viper_dwindle v13 688 games, 664781 moves, e=0.342, loss: 6.1, -, 8.8% elo% vs. gir, avg. reward: -2.425, 2.481 sec/game, 26.7 min. total, 587.4 MB
viper_dwindle v13 689 games, 666421 moves, e=0.340, loss: 5.9, -, 8.7% elo% vs. gir, avg. reward: -2.413, 2.500 sec/game, 26.7 min. total, 588.1 MB
viper_dwindle v13 690 games, 667801 moves, e=0.339, loss: 6.3, -, 8.6% elo% vs. gir, avg. reward: -2.404, 2.504 sec/game, 26.8 min. total, 589.1 MB
viper_dwindle v13 691 games, 669074 moves, e=0.338, loss: 6.5, ., 9.2% elo% vs. gir, avg. reward: -2.396, 2.522 sec/game, 26.8 min. total, 590.7 MB
viper_dwindle v13 692 games, 670415 moves, e=0.336, loss: 6.9, -, 9.0% elo% vs. gir, avg. reward: -2.386, 2.504 sec/game, 26.9 min. total, 589.3 MB
viper_dwindle v13 693 games, 671856 moves, e=0.335, loss: 7.2, -, 8.9% elo% vs. gir, avg. reward: -2.372, 2.505 sec/game, 26.9 min. total, 589.9 MB
viper_dwindle v13 694 games, 673407 moves, e=0.333, loss: 7.3, -, 8.8% elo% vs. gir, avg. reward: -2.361, 2.507 sec/game, 26.9 min. total, 589.9 MB
viper_dwindle v13 695 games, 674803 moves, e=0.332, loss: 7.8, -, 8.6% elo% vs. gir, avg. reward: -2.349, 2.521 sec/game, 27.0 min. total, 590.4 MB
viper_dwindle v13 696 games, 676159 moves, e=0.331, loss: 7.8, +, 10.1% elo% vs. gir, avg. reward: -2.336, 2.519 sec/game, 27.0 min. total, 590.0 MB
viper_dwindle v13 697 games, 677802 moves, e=0.329, loss: 7.7, -, 9.9% elo% vs. gir, avg. reward: -2.323, 2.534 sec/game, 27.1 min. total, 592.9 MB
viper_dwindle v13 698 games, 679029 moves, e=0.328, loss: 7.7, -, 9.7% elo% vs. gir, avg. reward: -2.310, 2.501 sec/game, 27.1 min. total, 592.5 MB
viper_dwindle v13 699 games, 680733 moves, e=0.326, loss: 7.0, -, 9.6% elo% vs. gir, avg. reward: -2.290, 2.531 sec/game, 27.2 min. total, 593.3 MB
viper_dwindle v13 700 games, 682079 moves, e=0.325, loss: 6.9, -, 9.4% elo% vs. gir, avg. reward: -2.275, 2.506 sec/game, 27.2 min. total, 592.2 MB
viper_dwindle v14 701 games, 683624 moves, e=0.323, loss: 6.8, -, 47.7% elo% vs. gir, avg. reward: -2.263, 2.511 sec/game, 27.2 min. total, 593.5 MB
viper_dwindle v14 702 games, 684973 moves, e=0.322, loss: 6.1, -, 45.5% elo% vs. gir, avg. reward: -2.252, 2.510 sec/game, 27.3 min. total, 592.5 MB
viper_dwindle v14 703 games, 686314 moves, e=0.321, loss: 6.0, -, 43.4% elo% vs. gir, avg. reward: -2.242, 2.493 sec/game, 27.3 min. total, 595.1 MB
viper_dwindle v14 704 games, 687885 moves, e=0.319, loss: 5.8, -, 41.5% elo% vs. gir, avg. reward: -2.226, 2.511 sec/game, 27.4 min. total, 595.2 MB
viper_dwindle v14 705 games, 689478 moves, e=0.317, loss: 6.0, -, 39.6% elo% vs. gir, avg. reward: -2.216, 2.545 sec/game, 27.4 min. total, 595.3 MB
viper_dwindle v14 706 games, 690871 moves, e=0.316, loss: 6.0, -, 37.9% elo% vs. gir, avg. reward: -2.206, 2.551 sec/game, 27.5 min. total, 596.1 MB
viper_dwindle v14 707 games, 692378 moves, e=0.315, loss: 5.4, -, 36.3% elo% vs. gir, avg. reward: -2.194, 2.560 sec/game, 27.5 min. total, 595.9 MB
viper_dwindle v14 708 games, 693912 moves, e=0.313, loss: 5.6, -, 34.8% elo% vs. gir, avg. reward: -2.192, 2.580 sec/game, 27.6 min. total, 596.9 MB
viper_dwindle v14 709 games, 695431 moves, e=0.312, loss: 6.3, -, 33.3% elo% vs. gir, avg. reward: -2.176, 2.592 sec/game, 27.6 min. total, 598.2 MB
viper_dwindle v14 710 games, 697056 moves, e=0.310, loss: 6.5, -, 32.0% elo% vs. gir, avg. reward: -2.152, 2.604 sec/game, 27.7 min. total, 597.6 MB
viper_dwindle v14 711 games, 698624 moves, e=0.308, loss: 6.9, -, 30.7% elo% vs. gir, avg. reward: -2.136, 2.647 sec/game, 27.7 min. total, 599.2 MB
viper_dwindle v14 712 games, 700142 moves, e=0.307, loss: 6.6, -, 29.5% elo% vs. gir, avg. reward: -2.125, 2.663 sec/game, 27.8 min. total, 597.9 MB
viper_dwindle v14 713 games, 701564 moves, e=0.305, loss: 7.2, -, 28.4% elo% vs. gir, avg. reward: -2.118, 2.689 sec/game, 27.8 min. total, 599.3 MB
viper_dwindle v14 714 games, 702965 moves, e=0.304, loss: 6.9, -, 27.3% elo% vs. gir, avg. reward: -2.111, 2.688 sec/game, 27.8 min. total, 599.3 MB
viper_dwindle v14 715 games, 704201 moves, e=0.303, loss: 7.0, -, 26.4% elo% vs. gir, avg. reward: -2.107, 2.688 sec/game, 27.9 min. total, 598.6 MB
viper_dwindle v14 716 games, 705723 moves, e=0.301, loss: 6.9, -, 25.4% elo% vs. gir, avg. reward: -2.091, 2.699 sec/game, 27.9 min. total, 601.1 MB
viper_dwindle v14 717 games, 707284 moves, e=0.300, loss: 6.7, -, 24.5% elo% vs. gir, avg. reward: -2.075, 2.699 sec/game, 28.0 min. total, 599.7 MB
viper_dwindle v14 718 games, 708891 moves, e=0.298, loss: 6.4, -, 23.7% elo% vs. gir, avg. reward: -2.066, 2.741 sec/game, 28.0 min. total, 601.2 MB
viper_dwindle v14 719 games, 710590 moves, e=0.297, loss: 6.6, -, 22.9% elo% vs. gir, avg. reward: -2.050, 2.739 sec/game, 28.1 min. total, 602.1 MB
viper_dwindle v14 720 games, 712295 moves, e=0.295, loss: 6.6, -, 22.2% elo% vs. gir, avg. reward: -2.032, 2.789 sec/game, 28.1 min. total, 602.0 MB
viper_dwindle v14 721 games, 713972 moves, e=0.293, loss: 6.4, -, 21.5% elo% vs. gir, avg. reward: -2.018, 2.799 sec/game, 28.2 min. total, 601.2 MB
viper_dwindle v14 722 games, 715508 moves, e=0.292, loss: 6.4, -, 20.8% elo% vs. gir, avg. reward: -2.004, 2.831 sec/game, 28.2 min. total, 601.5 MB
viper_dwindle v14 723 games, 717107 moves, e=0.290, loss: 6.4, -, 20.2% elo% vs. gir, avg. reward: -1.997, 2.849 sec/game, 28.3 min. total, 601.1 MB
viper_dwindle v14 724 games, 718726 moves, e=0.288, loss: 6.6, -, 19.6% elo% vs. gir, avg. reward: -1.988, 2.861 sec/game, 28.3 min. total, 602.5 MB
viper_dwindle v14 725 games, 720348 moves, e=0.287, loss: 6.6, -, 19.1% elo% vs. gir, avg. reward: -1.982, 2.845 sec/game, 28.4 min. total, 601.2 MB
viper_dwindle v14 726 games, 722040 moves, e=0.285, loss: 7.0, ., 19.9% elo% vs. gir, avg. reward: -1.965, 2.878 sec/game, 28.4 min. total, 602.5 MB
viper_dwindle v14 727 games, 723473 moves, e=0.284, loss: 7.1, -, 19.4% elo% vs. gir, avg. reward: -1.955, 2.876 sec/game, 28.5 min. total, 603.8 MB
viper_dwindle v14 728 games, 724910 moves, e=0.282, loss: 6.8, -, 18.8% elo% vs. gir, avg. reward: -1.947, 2.877 sec/game, 28.5 min. total, 602.9 MB
viper_dwindle v14 729 games, 726345 moves, e=0.281, loss: 6.8, -, 18.3% elo% vs. gir, avg. reward: -1.934, 2.852 sec/game, 28.6 min. total, 605.4 MB
viper_dwindle v14 730 games, 728086 moves, e=0.279, loss: 6.7, -, 17.8% elo% vs. gir, avg. reward: -1.916, 2.892 sec/game, 28.6 min. total, 603.9 MB
viper_dwindle v14 731 games, 729622 moves, e=0.278, loss: 6.8, -, 17.3% elo% vs. gir, avg. reward: -1.903, 2.865 sec/game, 28.7 min. total, 604.1 MB
viper_dwindle v14 732 games, 731228 moves, e=0.276, loss: 7.0, -, 16.9% elo% vs. gir, avg. reward: -1.887, 2.891 sec/game, 28.7 min. total, 605.6 MB
viper_dwindle v14 733 games, 732697 moves, e=0.275, loss: 7.2, -, 16.4% elo% vs. gir, avg. reward: -1.870, 2.878 sec/game, 28.8 min. total, 604.3 MB
viper_dwindle v14 734 games, 734276 moves, e=0.273, loss: 7.1, -, 16.0% elo% vs. gir, avg. reward: -1.860, 2.901 sec/game, 28.8 min. total, 604.4 MB
viper_dwindle v14 735 games, 736023 moves, e=0.271, loss: 7.5, -, 15.6% elo% vs. gir, avg. reward: -1.848, 2.930 sec/game, 28.9 min. total, 604.9 MB
viper_dwindle v14 736 games, 737564 moves, e=0.270, loss: 7.9, -, 15.3% elo% vs. gir, avg. reward: -1.818, 2.937 sec/game, 28.9 min. total, 604.9 MB
viper_dwindle v14 737 games, 739120 moves, e=0.268, loss: 7.8, -, 14.9% elo% vs. gir, avg. reward: -1.805, 2.932 sec/game, 29.0 min. total, 604.9 MB
viper_dwindle v14 738 games, 740588 moves, e=0.267, loss: 7.8, -, 14.6% elo% vs. gir, avg. reward: -1.797, 2.910 sec/game, 29.0 min. total, 605.9 MB
viper_dwindle v14 739 games, 742221 moves, e=0.265, loss: 8.5, -, 14.2% elo% vs. gir, avg. reward: -1.787, 2.912 sec/game, 29.0 min. total, 607.7 MB
viper_dwindle v14 740 games, 743821 moves, e=0.264, loss: 8.3, -, 13.9% elo% vs. gir, avg. reward: -1.779, 2.897 sec/game, 29.1 min. total, 607.0 MB
viper_dwindle v14 741 games, 745263 moves, e=0.262, loss: 7.5, -, 13.6% elo% vs. gir, avg. reward: -1.781, 2.879 sec/game, 29.1 min. total, 608.2 MB
viper_dwindle v14 742 games, 746771 moves, e=0.261, loss: 7.9, +, 15.6% elo% vs. gir, avg. reward: -1.772, 2.876 sec/game, 29.2 min. total, 607.4 MB
viper_dwindle v14 743 games, 748392 moves, e=0.259, loss: 7.4, -, 15.2% elo% vs. gir, avg. reward: -1.763, 2.867 sec/game, 29.2 min. total, 608.0 MB
viper_dwindle v14 744 games, 750280 moves, e=0.257, loss: 6.8, -, 14.9% elo% vs. gir, avg. reward: -1.750, 2.882 sec/game, 29.3 min. total, 607.9 MB
viper_dwindle v14 745 games, 751989 moves, e=0.256, loss: 6.6, +, 16.9% elo% vs. gir, avg. reward: -1.742, 2.893 sec/game, 29.3 min. total, 609.2 MB
viper_dwindle v14 746 games, 753527 moves, e=0.254, loss: 7.1, ., 17.8% elo% vs. gir, avg. reward: -1.725, 2.878 sec/game, 29.4 min. total, 608.0 MB
viper_dwindle v14 747 games, 755250 moves, e=0.252, loss: 7.1, -, 17.3% elo% vs. gir, avg. reward: -1.710, 2.901 sec/game, 29.4 min. total, 610.2 MB
viper_dwindle v14 748 games, 756692 moves, e=0.251, loss: 7.8, -, 16.9% elo% vs. gir, avg. reward: -1.696, 2.888 sec/game, 29.5 min. total, 610.6 MB
viper_dwindle v14 749 games, 758191 moves, e=0.249, loss: 7.2, -, 16.5% elo% vs. gir, avg. reward: -1.690, 2.907 sec/game, 29.5 min. total, 611.3 MB
viper_dwindle v14 750 games, 759706 moves, e=0.248, loss: 7.7, -, 16.0% elo% vs. gir, avg. reward: -1.683, 2.870 sec/game, 29.6 min. total, 610.0 MB
viper_dwindle v14 751 games, 761313 moves, e=0.246, loss: 7.9, -, 15.7% elo% vs. gir, avg. reward: -1.668, 2.873 sec/game, 29.6 min. total, 610.0 MB
viper_dwindle v14 752 games, 762893 moves, e=0.245, loss: 7.6, -, 15.3% elo% vs. gir, avg. reward: -1.652, 2.867 sec/game, 29.7 min. total, 610.7 MB
viper_dwindle v14 753 games, 764410 moves, e=0.243, loss: 7.8, -, 14.9% elo% vs. gir, avg. reward: -1.645, 2.858 sec/game, 29.7 min. total, 611.8 MB
viper_dwindle v14 754 games, 766011 moves, e=0.242, loss: 8.0, -, 14.6% elo% vs. gir, avg. reward: -1.630, 2.857 sec/game, 29.8 min. total, 612.7 MB
viper_dwindle v14 755 games, 767595 moves, e=0.240, loss: 7.1, -, 14.2% elo% vs. gir, avg. reward: -1.627, 2.838 sec/game, 29.8 min. total, 611.3 MB
viper_dwindle v14 756 games, 769133 moves, e=0.239, loss: 8.0, -, 13.9% elo% vs. gir, avg. reward: -1.611, 2.843 sec/game, 29.9 min. total, 613.7 MB
viper_dwindle v14 757 games, 770770 moves, e=0.237, loss: 8.1, -, 13.6% elo% vs. gir, avg. reward: -1.603, 2.847 sec/game, 29.9 min. total, 611.9 MB
viper_dwindle v14 758 games, 772435 moves, e=0.235, loss: 7.4, -, 13.3% elo% vs. gir, avg. reward: -1.594, 2.874 sec/game, 30.0 min. total, 612.3 MB
viper_dwindle v14 759 games, 774136 moves, e=0.234, loss: 7.5, -, 13.0% elo% vs. gir, avg. reward: -1.588, 2.870 sec/game, 30.0 min. total, 612.3 MB
viper_dwindle v14 760 games, 775994 moves, e=0.232, loss: 7.2, -, 12.8% elo% vs. gir, avg. reward: -1.566, 2.895 sec/game, 30.1 min. total, 612.8 MB
viper_dwindle v14 761 games, 777799 moves, e=0.230, loss: 7.4, -, 12.5% elo% vs. gir, avg. reward: -1.551, 2.925 sec/game, 30.1 min. total, 614.3 MB
viper_dwindle v14 762 games, 779713 moves, e=0.228, loss: 7.1, -, 12.3% elo% vs. gir, avg. reward: -1.533, 2.942 sec/game, 30.2 min. total, 615.8 MB
viper_dwindle v14 763 games, 781449 moves, e=0.226, loss: 6.7, -, 12.0% elo% vs. gir, avg. reward: -1.514, 2.966 sec/game, 30.2 min. total, 616.7 MB
viper_dwindle v14 764 games, 783265 moves, e=0.225, loss: 6.9, -, 11.8% elo% vs. gir, avg. reward: -1.493, 2.947 sec/game, 30.3 min. total, 614.5 MB
viper_dwindle v14 765 games, 785105 moves, e=0.223, loss: 6.5, -, 11.6% elo% vs. gir, avg. reward: -1.480, 2.965 sec/game, 30.3 min. total, 616.0 MB
viper_dwindle v14 766 games, 787040 moves, e=0.221, loss: 6.5, -, 11.3% elo% vs. gir, avg. reward: -1.471, 2.984 sec/game, 30.4 min. total, 615.8 MB
viper_dwindle v14 767 games, 788704 moves, e=0.219, loss: 6.1, -, 11.1% elo% vs. gir, avg. reward: -1.458, 2.984 sec/game, 30.4 min. total, 616.3 MB
viper_dwindle v14 768 games, 790528 moves, e=0.217, loss: 6.2, -, 10.9% elo% vs. gir, avg. reward: -1.445, 3.012 sec/game, 30.5 min. total, 617.4 MB
