transpire_herself v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.2 MB
transpire_herself v4 148 games, 109774 moves, e=0.891, loss: 4.4, +, 38.7% elo% vs. random_no_suicide, avg. reward: -9.335, 1.487 sec/game, 3.2 min. total, 491.7 MB
transpire_herself v4 149 games, 110589 moves, e=0.891, loss: 4.6, -, 37.0% elo% vs. random_no_suicide, avg. reward: -9.330, 1.501 sec/game, 3.2 min. total, 493.0 MB
transpire_herself v4 150 games, 111424 moves, e=0.890, loss: 4.8, -, 35.4% elo% vs. random_no_suicide, avg. reward: -9.308, 1.519 sec/game, 3.2 min. total, 497.6 MB
transpire_herself v4 151 games, 112239 moves, e=0.889, loss: 4.8, -, 33.9% elo% vs. random_no_suicide, avg. reward: -9.302, 1.520 sec/game, 3.3 min. total, 498.0 MB
transpire_herself v4 152 games, 112998 moves, e=0.888, loss: 4.5, ., 34.6% elo% vs. random_no_suicide, avg. reward: -9.299, 1.523 sec/game, 3.3 min. total, 493.4 MB
transpire_herself v4 153 games, 113883 moves, e=0.887, loss: 4.8, -, 33.2% elo% vs. random_no_suicide, avg. reward: -9.275, 1.535 sec/game, 3.3 min. total, 493.5 MB
transpire_herself v4 154 games, 114673 moves, e=0.886, loss: 4.5, +, 36.0% elo% vs. random_no_suicide, avg. reward: -9.279, 1.529 sec/game, 3.3 min. total, 493.6 MB
transpire_herself v4 155 games, 115544 moves, e=0.886, loss: 4.7, +, 38.7% elo% vs. random_no_suicide, avg. reward: -9.275, 1.540 sec/game, 3.4 min. total, 493.9 MB
transpire_herself v4 156 games, 116317 moves, e=0.885, loss: 4.7, +, 41.4% elo% vs. random_no_suicide, avg. reward: -9.257, 1.530 sec/game, 3.4 min. total, 498.2 MB
transpire_herself v4 157 games, 117161 moves, e=0.884, loss: 4.7, -, 39.6% elo% vs. random_no_suicide, avg. reward: -9.256, 1.547 sec/game, 3.4 min. total, 498.5 MB
transpire_herself v4 158 games, 117877 moves, e=0.883, loss: 5.0, +, 42.3% elo% vs. random_no_suicide, avg. reward: -9.268, 1.537 sec/game, 3.4 min. total, 494.5 MB
transpire_herself v4 159 games, 118638 moves, e=0.883, loss: 5.1, -, 40.4% elo% vs. random_no_suicide, avg. reward: -9.271, 1.530 sec/game, 3.5 min. total, 499.3 MB
transpire_herself v4 160 games, 119456 moves, e=0.882, loss: 4.9, +, 43.1% elo% vs. random_no_suicide, avg. reward: -9.259, 1.529 sec/game, 3.5 min. total, 494.8 MB
transpire_herself v4 161 games, 120334 moves, e=0.881, loss: 4.8, +, 45.7% elo% vs. random_no_suicide, avg. reward: -9.240, 1.540 sec/game, 3.5 min. total, 496.3 MB
transpire_herself v4 162 games, 121143 moves, e=0.880, loss: 4.8, +, 48.1% elo% vs. random_no_suicide, avg. reward: -9.231, 1.543 sec/game, 3.5 min. total, 496.3 MB
transpire_herself v3 100 games, 73091 moves, e=0.928, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 308.5 MB
transpire_herself v4 101 games, 73889 moves, e=0.927, loss: nan, +, 52.3% elo% vs. random_bot, avg. reward: -9.108, 0.450 sec/game, 0.0 min. total, 318.2 MB
transpire_herself v4 102 games, 74711 moves, e=0.926, loss: nan, +, 54.5% elo% vs. random_bot, avg. reward: -8.615, 0.411 sec/game, 0.0 min. total, 322.8 MB
transpire_herself v4 103 games, 75550 moves, e=0.925, loss: nan, +, 56.6% elo% vs. random_bot, avg. reward: -8.497, 0.414 sec/game, 0.0 min. total, 327.3 MB
transpire_herself v4 104 games, 76254 moves, e=0.925, loss: nan, +, 58.5% elo% vs. random_bot, avg. reward: -8.900, 0.388 sec/game, 0.0 min. total, 331.7 MB
transpire_herself v4 105 games, 77107 moves, e=0.924, loss: nan, +, 60.4% elo% vs. random_bot, avg. reward: -8.728, 0.385 sec/game, 0.0 min. total, 335.5 MB
transpire_herself v4 106 games, 77788 moves, e=0.923, loss: nan, +, 62.1% elo% vs. random_bot, avg. reward: -8.919, 0.373 sec/game, 0.0 min. total, 339.5 MB
transpire_herself v4 107 games, 78464 moves, e=0.922, loss: nan, +, 63.7% elo% vs. random_bot, avg. reward: -9.126, 0.367 sec/game, 0.0 min. total, 343.5 MB
transpire_herself v4 108 games, 79105 moves, e=0.922, loss: nan, +, 65.2% elo% vs. random_bot, avg. reward: -9.392, 0.360 sec/game, 0.0 min. total, 346.6 MB
transpire_herself v4 109 games, 79677 moves, e=0.921, loss: nan, +, 66.7% elo% vs. random_bot, avg. reward: -9.751, 0.350 sec/game, 0.1 min. total, 350.6 MB
transpire_herself v4 110 games, 80432 moves, e=0.920, loss: nan, +, 68.0% elo% vs. random_bot, avg. reward: -9.700, 0.348 sec/game, 0.1 min. total, 355.0 MB
transpire_herself v4 111 games, 81176 moves, e=0.920, loss: nan, +, 69.3% elo% vs. random_bot, avg. reward: -9.652, 0.345 sec/game, 0.1 min. total, 358.9 MB
transpire_herself v4 112 games, 82044 moves, e=0.919, loss: nan, +, 70.5% elo% vs. random_bot, avg. reward: -9.507, 0.346 sec/game, 0.1 min. total, 363.2 MB
transpire_herself v5 113 games, 82836 moves, e=0.918, loss: nan, +, 54.5% elo% vs. guard_bot, avg. reward: -9.454, 0.344 sec/game, 0.1 min. total, 420.7 MB
transpire_herself v5 114 games, 83694 moves, e=0.917, loss: 4.8, +, 56.6% elo% vs. guard_bot, avg. reward: -9.371, 0.411 sec/game, 0.1 min. total, 435.6 MB
transpire_herself v5 115 games, 84415 moves, e=0.916, loss: 5.1, +, 58.5% elo% vs. guard_bot, avg. reward: -9.412, 0.478 sec/game, 0.1 min. total, 437.0 MB
transpire_herself v5 116 games, 85124 moves, e=0.916, loss: 5.1, +, 60.4% elo% vs. guard_bot, avg. reward: -9.450, 0.536 sec/game, 0.1 min. total, 439.1 MB
transpire_herself v5 117 games, 85868 moves, e=0.915, loss: 4.8, +, 62.1% elo% vs. guard_bot, avg. reward: -9.440, 0.577 sec/game, 0.2 min. total, 440.2 MB
transpire_herself v5 118 games, 86673 moves, e=0.914, loss: 4.8, +, 63.7% elo% vs. guard_bot, avg. reward: -9.393, 0.635 sec/game, 0.2 min. total, 440.5 MB
transpire_herself v5 119 games, 87583 moves, e=0.913, loss: 4.7, +, 65.2% elo% vs. guard_bot, avg. reward: -9.310, 0.689 sec/game, 0.2 min. total, 443.1 MB
transpire_herself v5 120 games, 88265 moves, e=0.913, loss: 4.6, +, 66.7% elo% vs. guard_bot, avg. reward: -9.353, 0.722 sec/game, 0.2 min. total, 445.0 MB
transpire_herself v5 121 games, 89181 moves, e=0.912, loss: 5.0, +, 68.0% elo% vs. guard_bot, avg. reward: -9.261, 0.783 sec/game, 0.3 min. total, 446.1 MB
transpire_herself v5 122 games, 89942 moves, e=0.911, loss: 5.2, +, 69.3% elo% vs. guard_bot, avg. reward: -9.245, 0.835 sec/game, 0.3 min. total, 446.2 MB
transpire_herself v5 123 games, 90621 moves, e=0.910, loss: 5.3, +, 70.5% elo% vs. guard_bot, avg. reward: -9.285, 0.882 sec/game, 0.3 min. total, 451.2 MB
transpire_herself v6 124 games, 91305 moves, e=0.910, loss: 5.3, ., 52.2% elo% vs. random_no_suicide, avg. reward: -9.325, 0.938 sec/game, 0.3 min. total, 446.4 MB
transpire_herself v6 125 games, 92151 moves, e=0.909, loss: 5.3, -, 49.8% elo% vs. random_no_suicide, avg. reward: -9.272, 0.993 sec/game, 0.4 min. total, 451.1 MB
transpire_herself v6 126 games, 92995 moves, e=0.908, loss: 5.4, -, 47.5% elo% vs. random_no_suicide, avg. reward: -9.224, 1.060 sec/game, 0.4 min. total, 451.9 MB
transpire_herself v6 127 games, 93646 moves, e=0.907, loss: 5.5, -, 45.3% elo% vs. random_no_suicide, avg. reward: -9.270, 1.103 sec/game, 0.4 min. total, 447.6 MB
transpire_herself v6 128 games, 94449 moves, e=0.906, loss: 5.4, +, 47.8% elo% vs. random_no_suicide, avg. reward: -9.251, 1.161 sec/game, 0.4 min. total, 449.5 MB
transpire_herself v6 129 games, 95282 moves, e=0.906, loss: 5.6, -, 45.6% elo% vs. random_no_suicide, avg. reward: -9.223, 1.235 sec/game, 0.5 min. total, 452.1 MB
transpire_herself v6 130 games, 96032 moves, e=0.905, loss: 5.3, -, 43.6% elo% vs. random_no_suicide, avg. reward: -9.236, 1.292 sec/game, 0.5 min. total, 459.9 MB
transpire_herself v6 131 games, 96711 moves, e=0.904, loss: 5.5, -, 41.6% elo% vs. random_no_suicide, avg. reward: -9.284, 1.336 sec/game, 0.5 min. total, 460.1 MB
transpire_herself v6 132 games, 97498 moves, e=0.903, loss: 5.5, -, 39.8% elo% vs. random_no_suicide, avg. reward: -9.278, 1.389 sec/game, 0.5 min. total, 460.2 MB
transpire_herself v6 133 games, 98357 moves, e=0.903, loss: 5.5, -, 38.0% elo% vs. random_no_suicide, avg. reward: -9.238, 1.456 sec/game, 0.6 min. total, 455.4 MB
transpire_herself v6 134 games, 99243 moves, e=0.902, loss: 5.5, +, 40.7% elo% vs. random_no_suicide, avg. reward: -9.198, 1.476 sec/game, 0.6 min. total, 457.2 MB
transpire_herself v6 135 games, 99903 moves, e=0.901, loss: 5.5, +, 43.4% elo% vs. random_no_suicide, avg. reward: -9.238, 1.467 sec/game, 0.6 min. total, 457.2 MB
transpire_herself v6 136 games, 100801 moves, e=0.900, loss: 5.3, +, 46.0% elo% vs. random_no_suicide, avg. reward: -9.195, 1.483 sec/game, 0.6 min. total, 457.5 MB
transpire_herself v6 137 games, 101612 moves, e=0.899, loss: 5.2, +, 48.5% elo% vs. random_no_suicide, avg. reward: -9.178, 1.496 sec/game, 0.7 min. total, 456.8 MB
transpire_herself v6 138 games, 102323 moves, e=0.899, loss: 5.2, -, 46.2% elo% vs. random_no_suicide, avg. reward: -9.203, 1.487 sec/game, 0.7 min. total, 462.6 MB
transpire_herself v6 139 games, 103045 moves, e=0.898, loss: 5.4, +, 48.7% elo% vs. random_no_suicide, avg. reward: -9.212, 1.475 sec/game, 0.7 min. total, 460.3 MB
transpire_herself v6 140 games, 103775 moves, e=0.897, loss: 5.3, +, 51.1% elo% vs. random_no_suicide, avg. reward: -9.223, 1.470 sec/game, 0.7 min. total, 460.4 MB
transpire_herself v6 141 games, 104618 moves, e=0.896, loss: 5.0, -, 48.7% elo% vs. random_no_suicide, avg. reward: -9.188, 1.469 sec/game, 0.8 min. total, 464.0 MB
transpire_herself v6 142 games, 105355 moves, e=0.896, loss: 5.1, -, 46.5% elo% vs. random_no_suicide, avg. reward: -9.196, 1.469 sec/game, 0.8 min. total, 465.0 MB
transpire_herself v6 143 games, 106162 moves, e=0.895, loss: 5.0, -, 44.3% elo% vs. random_no_suicide, avg. reward: -9.183, 1.475 sec/game, 0.8 min. total, 461.0 MB
transpire_herself v6 144 games, 107079 moves, e=0.894, loss: 5.0, +, 46.9% elo% vs. random_no_suicide, avg. reward: -9.146, 1.489 sec/game, 0.8 min. total, 461.9 MB
transpire_herself v6 145 games, 107981 moves, e=0.893, loss: 5.0, +, 49.3% elo% vs. random_no_suicide, avg. reward: -9.115, 1.500 sec/game, 0.9 min. total, 463.6 MB
transpire_herself v6 146 games, 108765 moves, e=0.892, loss: 5.0, +, 51.7% elo% vs. random_no_suicide, avg. reward: -9.106, 1.492 sec/game, 0.9 min. total, 466.4 MB
transpire_herself v6 147 games, 109526 moves, e=0.892, loss: 4.8, +, 53.9% elo% vs. random_no_suicide, avg. reward: -9.109, 1.515 sec/game, 0.9 min. total, 466.4 MB
transpire_herself v6 148 games, 110281 moves, e=0.891, loss: 5.0, +, 56.0% elo% vs. random_no_suicide, avg. reward: -9.110, 1.517 sec/game, 0.9 min. total, 465.2 MB
transpire_herself v6 149 games, 111180 moves, e=0.890, loss: 5.0, +, 58.0% elo% vs. random_no_suicide, avg. reward: -9.082, 1.526 sec/game, 1.0 min. total, 466.4 MB
transpire_herself v6 150 games, 112050 moves, e=0.889, loss: 5.0, +, 59.8% elo% vs. random_no_suicide, avg. reward: -9.059, 1.537 sec/game, 1.0 min. total, 466.6 MB
transpire_herself v6 151 games, 112852 moves, e=0.888, loss: 4.8, +, 61.6% elo% vs. random_no_suicide, avg. reward: -9.053, 1.557 sec/game, 1.0 min. total, 465.2 MB
transpire_herself v6 152 games, 113692 moves, e=0.887, loss: 4.9, -, 58.9% elo% vs. random_no_suicide, avg. reward: -9.037, 1.591 sec/game, 1.1 min. total, 465.4 MB
transpire_herself v6 153 games, 114429 moves, e=0.887, loss: 4.6, +, 60.7% elo% vs. random_no_suicide, avg. reward: -9.037, 1.580 sec/game, 1.1 min. total, 466.9 MB
transpire_herself v6 154 games, 115259 moves, e=0.886, loss: 4.3, +, 62.4% elo% vs. random_no_suicide, avg. reward: -9.019, 1.597 sec/game, 1.1 min. total, 466.0 MB
transpire_herself v6 155 games, 116169 moves, e=0.885, loss: 4.2, +, 64.0% elo% vs. random_no_suicide, avg. reward: -8.991, 1.621 sec/game, 1.1 min. total, 468.4 MB
transpire_herself v6 156 games, 117049 moves, e=0.884, loss: 4.3, +, 65.5% elo% vs. random_no_suicide, avg. reward: -8.971, 1.620 sec/game, 1.2 min. total, 468.3 MB
transpire_herself v6 157 games, 117854 moves, e=0.883, loss: 4.2, +, 67.0% elo% vs. random_no_suicide, avg. reward: -8.961, 1.626 sec/game, 1.2 min. total, 467.1 MB
transpire_herself v6 158 games, 118635 moves, e=0.883, loss: 4.2, ., 66.3% elo% vs. random_no_suicide, avg. reward: -8.954, 1.628 sec/game, 1.2 min. total, 467.3 MB
transpire_herself v6 159 games, 119373 moves, e=0.882, loss: 3.9, -, 63.5% elo% vs. random_no_suicide, avg. reward: -8.971, 1.632 sec/game, 1.3 min. total, 471.9 MB
transpire_herself v6 160 games, 120175 moves, e=0.881, loss: 4.3, -, 60.7% elo% vs. random_no_suicide, avg. reward: -8.966, 1.649 sec/game, 1.3 min. total, 467.2 MB
transpire_herself v6 161 games, 120896 moves, e=0.880, loss: 4.2, -, 58.0% elo% vs. random_no_suicide, avg. reward: -8.981, 1.640 sec/game, 1.3 min. total, 467.5 MB
transpire_herself v6 162 games, 121745 moves, e=0.879, loss: 4.2, +, 59.9% elo% vs. random_no_suicide, avg. reward: -8.969, 1.655 sec/game, 1.3 min. total, 467.9 MB
transpire_herself v6 163 games, 122615 moves, e=0.879, loss: 4.0, +, 61.7% elo% vs. random_no_suicide, avg. reward: -8.949, 1.657 sec/game, 1.4 min. total, 469.7 MB
transpire_herself v6 164 games, 123447 moves, e=0.878, loss: 3.8, +, 63.3% elo% vs. random_no_suicide, avg. reward: -8.942, 1.660 sec/game, 1.4 min. total, 469.7 MB
transpire_herself v6 165 games, 124244 moves, e=0.877, loss: 3.8, +, 64.9% elo% vs. random_no_suicide, avg. reward: -8.937, 1.651 sec/game, 1.4 min. total, 471.2 MB
transpire_herself v6 166 games, 125047 moves, e=0.876, loss: 3.7, +, 66.3% elo% vs. random_no_suicide, avg. reward: -8.932, 1.658 sec/game, 1.4 min. total, 469.7 MB
transpire_herself v6 167 games, 125883 moves, e=0.875, loss: 3.6, +, 67.7% elo% vs. random_no_suicide, avg. reward: -8.918, 1.666 sec/game, 1.5 min. total, 471.3 MB
transpire_herself v6 168 games, 126782 moves, e=0.874, loss: 3.6, +, 69.0% elo% vs. random_no_suicide, avg. reward: -8.898, 1.676 sec/game, 1.5 min. total, 471.2 MB
transpire_herself v6 169 games, 127667 moves, e=0.874, loss: 3.7, +, 70.2% elo% vs. random_no_suicide, avg. reward: -8.884, 1.670 sec/game, 1.5 min. total, 470.1 MB
transpire_herself v7 170 games, 128470 moves, e=0.873, loss: 3.8, -, 49.9% elo% vs. simple_bot, avg. reward: -8.884, 1.660 sec/game, 1.6 min. total, 478.9 MB
transpire_herself v7 171 games, 129343 moves, e=0.872, loss: 3.9, -, 47.6% elo% vs. simple_bot, avg. reward: -8.868, 1.672 sec/game, 1.6 min. total, 478.8 MB
transpire_herself v7 172 games, 130133 moves, e=0.871, loss: 4.0, -, 45.4% elo% vs. simple_bot, avg. reward: -8.871, 1.639 sec/game, 1.6 min. total, 478.6 MB
transpire_herself v7 173 games, 130835 moves, e=0.870, loss: 4.4, -, 43.4% elo% vs. simple_bot, avg. reward: -8.883, 1.641 sec/game, 1.6 min. total, 474.3 MB
transpire_herself v7 174 games, 131727 moves, e=0.870, loss: 4.3, -, 41.4% elo% vs. simple_bot, avg. reward: -8.868, 1.625 sec/game, 1.7 min. total, 478.8 MB
transpire_herself v7 175 games, 132518 moves, e=0.869, loss: 4.6, -, 39.6% elo% vs. simple_bot, avg. reward: -8.865, 1.614 sec/game, 1.7 min. total, 478.7 MB
transpire_herself v7 176 games, 133242 moves, e=0.868, loss: 5.1, -, 37.8% elo% vs. simple_bot, avg. reward: -8.875, 1.593 sec/game, 1.7 min. total, 479.1 MB
transpire_herself v7 177 games, 134012 moves, e=0.867, loss: 5.3, -, 36.2% elo% vs. simple_bot, avg. reward: -8.878, 1.586 sec/game, 1.7 min. total, 479.1 MB
transpire_herself v7 178 games, 134750 moves, e=0.867, loss: 5.3, -, 34.7% elo% vs. simple_bot, avg. reward: -8.885, 1.585 sec/game, 1.8 min. total, 476.7 MB
transpire_herself v7 179 games, 135550 moves, e=0.866, loss: 5.0, -, 33.3% elo% vs. simple_bot, avg. reward: -8.888, 1.585 sec/game, 1.8 min. total, 476.6 MB
transpire_herself v7 180 games, 136494 moves, e=0.865, loss: 4.9, -, 31.9% elo% vs. simple_bot, avg. reward: -8.865, 1.604 sec/game, 1.8 min. total, 481.3 MB
transpire_herself v7 181 games, 137278 moves, e=0.864, loss: 5.0, -, 30.6% elo% vs. simple_bot, avg. reward: -8.865, 1.605 sec/game, 1.8 min. total, 478.1 MB
transpire_herself v7 182 games, 138137 moves, e=0.863, loss: 5.0, -, 29.5% elo% vs. simple_bot, avg. reward: -8.854, 1.609 sec/game, 1.9 min. total, 479.9 MB
transpire_herself v7 183 games, 139006 moves, e=0.862, loss: 5.0, -, 28.3% elo% vs. simple_bot, avg. reward: -8.844, 1.609 sec/game, 1.9 min. total, 485.6 MB
transpire_herself v7 184 games, 139865 moves, e=0.862, loss: 4.9, -, 27.3% elo% vs. simple_bot, avg. reward: -8.835, 1.607 sec/game, 1.9 min. total, 484.5 MB
transpire_herself v7 185 games, 140674 moves, e=0.861, loss: 5.0, -, 26.3% elo% vs. simple_bot, avg. reward: -8.833, 1.617 sec/game, 2.0 min. total, 488.8 MB
transpire_herself v7 186 games, 141751 moves, e=0.860, loss: 5.4, -, 25.4% elo% vs. simple_bot, avg. reward: -8.802, 1.635 sec/game, 2.0 min. total, 484.6 MB
transpire_herself v7 187 games, 142592 moves, e=0.859, loss: 4.8, -, 24.5% elo% vs. simple_bot, avg. reward: -8.795, 1.630 sec/game, 2.0 min. total, 485.4 MB
transpire_herself v7 188 games, 143440 moves, e=0.858, loss: 5.0, -, 23.7% elo% vs. simple_bot, avg. reward: -8.786, 1.622 sec/game, 2.0 min. total, 490.3 MB
transpire_herself v7 189 games, 144340 moves, e=0.857, loss: 4.8, -, 22.9% elo% vs. simple_bot, avg. reward: -8.768, 1.619 sec/game, 2.1 min. total, 491.3 MB
transpire_herself v7 190 games, 145250 moves, e=0.856, loss: 4.7, -, 22.2% elo% vs. simple_bot, avg. reward: -8.753, 1.631 sec/game, 2.1 min. total, 487.9 MB
transpire_herself v7 191 games, 146179 moves, e=0.855, loss: 4.7, -, 21.5% elo% vs. simple_bot, avg. reward: -8.738, 1.638 sec/game, 2.1 min. total, 490.0 MB
transpire_herself v7 192 games, 147046 moves, e=0.854, loss: 4.6, -, 20.8% elo% vs. simple_bot, avg. reward: -8.732, 1.642 sec/game, 2.2 min. total, 495.1 MB
transpire_herself v7 193 games, 147834 moves, e=0.854, loss: 4.7, -, 20.2% elo% vs. simple_bot, avg. reward: -8.734, 1.644 sec/game, 2.2 min. total, 494.8 MB
transpire_herself v7 194 games, 148583 moves, e=0.853, loss: 4.8, -, 19.6% elo% vs. simple_bot, avg. reward: -8.735, 1.642 sec/game, 2.2 min. total, 495.2 MB
transpire_herself v7 195 games, 149391 moves, e=0.852, loss: 4.9, -, 19.0% elo% vs. simple_bot, avg. reward: -8.733, 1.653 sec/game, 2.2 min. total, 491.1 MB
transpire_herself v7 196 games, 150332 moves, e=0.851, loss: 4.7, -, 18.5% elo% vs. simple_bot, avg. reward: -8.719, 1.677 sec/game, 2.3 min. total, 490.9 MB
transpire_herself v7 197 games, 151151 moves, e=0.850, loss: 4.7, -, 18.0% elo% vs. simple_bot, avg. reward: -8.717, 1.679 sec/game, 2.3 min. total, 491.1 MB
transpire_herself v7 198 games, 151943 moves, e=0.850, loss: 4.7, -, 17.5% elo% vs. simple_bot, avg. reward: -8.719, 1.692 sec/game, 2.3 min. total, 492.3 MB
transpire_herself v7 199 games, 152710 moves, e=0.849, loss: 5.0, -, 17.0% elo% vs. simple_bot, avg. reward: -8.719, 1.693 sec/game, 2.3 min. total, 492.3 MB
transpire_herself v7 200 games, 153622 moves, e=0.848, loss: 5.1, -, 16.6% elo% vs. simple_bot, avg. reward: -8.708, 1.681 sec/game, 2.4 min. total, 497.1 MB
transpire_herself v8 201 games, 154479 moves, e=0.847, loss: 5.2, -, 47.7% elo% vs. simple_bot, avg. reward: -8.694, 1.689 sec/game, 2.4 min. total, 492.8 MB
transpire_herself v8 202 games, 155359 moves, e=0.846, loss: 5.1, -, 45.5% elo% vs. simple_bot, avg. reward: -8.693, 1.691 sec/game, 2.4 min. total, 492.8 MB
transpire_herself v8 203 games, 156277 moves, e=0.845, loss: 5.0, -, 43.4% elo% vs. simple_bot, avg. reward: -8.682, 1.706 sec/game, 2.5 min. total, 497.2 MB
transpire_herself v8 204 games, 157115 moves, e=0.844, loss: 5.0, -, 41.5% elo% vs. simple_bot, avg. reward: -8.664, 1.709 sec/game, 2.5 min. total, 493.2 MB
transpire_herself v8 205 games, 158021 moves, e=0.844, loss: 5.1, -, 39.6% elo% vs. simple_bot, avg. reward: -8.659, 1.723 sec/game, 2.5 min. total, 494.1 MB
transpire_herself v8 206 games, 158902 moves, e=0.843, loss: 5.0, -, 37.9% elo% vs. simple_bot, avg. reward: -8.637, 1.719 sec/game, 2.6 min. total, 494.0 MB
transpire_herself v8 207 games, 159725 moves, e=0.842, loss: 4.7, -, 36.3% elo% vs. simple_bot, avg. reward: -8.618, 1.711 sec/game, 2.6 min. total, 498.7 MB
transpire_herself v8 208 games, 160500 moves, e=0.841, loss: 4.9, -, 34.8% elo% vs. simple_bot, avg. reward: -8.590, 1.715 sec/game, 2.6 min. total, 494.0 MB
transpire_herself v8 209 games, 161388 moves, e=0.840, loss: 4.9, -, 33.3% elo% vs. simple_bot, avg. reward: -8.541, 1.722 sec/game, 2.6 min. total, 494.3 MB
transpire_herself v8 210 games, 162219 moves, e=0.839, loss: 4.8, -, 32.0% elo% vs. simple_bot, avg. reward: -8.526, 1.726 sec/game, 2.7 min. total, 494.3 MB
transpire_herself v8 211 games, 163159 moves, e=0.838, loss: 5.0, -, 30.7% elo% vs. simple_bot, avg. reward: -8.508, 1.732 sec/game, 2.7 min. total, 494.4 MB
transpire_herself v8 212 games, 164189 moves, e=0.837, loss: 4.6, -, 29.5% elo% vs. simple_bot, avg. reward: -8.493, 1.761 sec/game, 2.7 min. total, 494.1 MB
transpire_herself v8 213 games, 165027 moves, e=0.837, loss: 4.6, -, 28.4% elo% vs. simple_bot, avg. reward: -8.486, 1.777 sec/game, 2.8 min. total, 494.1 MB
transpire_herself v8 214 games, 165874 moves, e=0.836, loss: 4.7, -, 27.3% elo% vs. simple_bot, avg. reward: -8.484, 1.773 sec/game, 2.8 min. total, 494.2 MB
transpire_herself v8 215 games, 166715 moves, e=0.835, loss: 4.6, -, 26.4% elo% vs. simple_bot, avg. reward: -8.466, 1.772 sec/game, 2.8 min. total, 494.0 MB
