slashed_kooky v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 305.0 MB
slashed_kooky v12 912 games, 896402 moves, e=0.113, loss: 7.1, -, 29.5% elo% vs. random_no_suicide, avg. reward: -4.460, 3.351 sec/game, 37.5 min. total, 713.4 MB
slashed_kooky v12 913 games, 897991 moves, e=0.111, loss: 7.1, -, 28.4% elo% vs. random_no_suicide, avg. reward: -4.437, 3.380 sec/game, 37.6 min. total, 713.9 MB
slashed_kooky v12 914 games, 899345 moves, e=0.110, loss: 7.0, -, 27.3% elo% vs. random_no_suicide, avg. reward: -4.432, 3.402 sec/game, 37.7 min. total, 714.0 MB
slashed_kooky v12 915 games, 900706 moves, e=0.108, loss: 7.0, -, 26.4% elo% vs. random_no_suicide, avg. reward: -4.418, 3.402 sec/game, 37.7 min. total, 714.2 MB
slashed_kooky v12 916 games, 902076 moves, e=0.107, loss: 7.4, -, 25.4% elo% vs. random_no_suicide, avg. reward: -4.407, 3.376 sec/game, 37.8 min. total, 715.8 MB
slashed_kooky v12 917 games, 903761 moves, e=0.105, loss: 7.1, -, 24.5% elo% vs. random_no_suicide, avg. reward: -4.384, 3.429 sec/game, 37.9 min. total, 715.8 MB
slashed_kooky v12 918 games, 905595 moves, e=0.103, loss: 6.5, -, 23.7% elo% vs. random_no_suicide, avg. reward: -4.374, 3.487 sec/game, 37.9 min. total, 715.8 MB
slashed_kooky v12 919 games, 907025 moves, e=0.102, loss: 6.3, -, 22.9% elo% vs. random_no_suicide, avg. reward: -4.363, 3.523 sec/game, 38.0 min. total, 715.4 MB
slashed_kooky v12 920 games, 908670 moves, e=0.100, loss: 6.2, -, 22.2% elo% vs. random_no_suicide, avg. reward: -4.364, 3.569 sec/game, 38.1 min. total, 716.0 MB
slashed_kooky v12 921 games, 909946 moves, e=0.099, loss: 6.2, -, 21.5% elo% vs. random_no_suicide, avg. reward: -4.366, 3.572 sec/game, 38.1 min. total, 717.1 MB
slashed_kooky v12 922 games, 911310 moves, e=0.098, loss: 6.2, -, 20.8% elo% vs. random_no_suicide, avg. reward: -4.372, 3.580 sec/game, 38.2 min. total, 716.4 MB
slashed_kooky v12 923 games, 912667 moves, e=0.096, loss: 6.2, -, 20.2% elo% vs. random_no_suicide, avg. reward: -4.377, 3.607 sec/game, 38.2 min. total, 717.8 MB
slashed_kooky v12 924 games, 914073 moves, e=0.095, loss: 6.6, -, 19.6% elo% vs. random_no_suicide, avg. reward: -4.370, 3.638 sec/game, 38.3 min. total, 717.8 MB
slashed_kooky v12 925 games, 915457 moves, e=0.094, loss: 6.9, -, 19.1% elo% vs. random_no_suicide, avg. reward: -4.367, 3.672 sec/game, 38.4 min. total, 718.7 MB
slashed_kooky v12 926 games, 916798 moves, e=0.092, loss: 6.9, -, 18.5% elo% vs. random_no_suicide, avg. reward: -4.367, 3.672 sec/game, 38.4 min. total, 718.3 MB
slashed_kooky v12 927 games, 918127 moves, e=0.091, loss: 7.1, -, 18.0% elo% vs. random_no_suicide, avg. reward: -4.359, 3.675 sec/game, 38.5 min. total, 718.9 MB
slashed_kooky v12 928 games, 919576 moves, e=0.090, loss: 7.0, -, 17.5% elo% vs. random_no_suicide, avg. reward: -4.352, 3.699 sec/game, 38.5 min. total, 719.4 MB
slashed_kooky v12 929 games, 920946 moves, e=0.088, loss: 7.1, -, 17.1% elo% vs. random_no_suicide, avg. reward: -4.340, 3.686 sec/game, 38.6 min. total, 719.4 MB
slashed_kooky v12 930 games, 922372 moves, e=0.087, loss: 6.8, -, 16.6% elo% vs. random_no_suicide, avg. reward: -4.333, 3.694 sec/game, 38.6 min. total, 719.9 MB
slashed_kooky v12 931 games, 923976 moves, e=0.085, loss: 6.7, -, 16.2% elo% vs. random_no_suicide, avg. reward: -4.326, 3.706 sec/game, 38.7 min. total, 722.2 MB
slashed_kooky v12 932 games, 925500 moves, e=0.084, loss: 6.6, -, 15.8% elo% vs. random_no_suicide, avg. reward: -4.313, 3.679 sec/game, 38.8 min. total, 722.3 MB
slashed_kooky v12 933 games, 926926 moves, e=0.082, loss: 6.8, -, 15.4% elo% vs. random_no_suicide, avg. reward: -4.301, 3.663 sec/game, 38.8 min. total, 722.0 MB
slashed_kooky v12 934 games, 928798 moves, e=0.080, loss: 6.6, -, 15.1% elo% vs. random_no_suicide, avg. reward: -4.277, 3.717 sec/game, 38.9 min. total, 722.6 MB
slashed_kooky v12 935 games, 930322 moves, e=0.079, loss: 6.3, -, 14.7% elo% vs. random_no_suicide, avg. reward: -4.276, 3.744 sec/game, 39.0 min. total, 722.7 MB
slashed_kooky v12 936 games, 931677 moves, e=0.078, loss: 6.5, -, 14.4% elo% vs. random_no_suicide, avg. reward: -4.262, 3.731 sec/game, 39.0 min. total, 722.8 MB
slashed_kooky v12 937 games, 932915 moves, e=0.076, loss: 7.3, -, 14.0% elo% vs. random_no_suicide, avg. reward: -4.256, 3.679 sec/game, 39.1 min. total, 722.8 MB
slashed_kooky v12 938 games, 934410 moves, e=0.075, loss: 7.4, -, 13.7% elo% vs. random_no_suicide, avg. reward: -4.253, 3.650 sec/game, 39.1 min. total, 724.5 MB
slashed_kooky v12 939 games, 935686 moves, e=0.074, loss: 7.5, -, 13.4% elo% vs. random_no_suicide, avg. reward: -4.257, 3.626 sec/game, 39.2 min. total, 723.5 MB
slashed_kooky v12 940 games, 937318 moves, e=0.072, loss: 7.3, -, 13.1% elo% vs. random_no_suicide, avg. reward: -4.247, 3.626 sec/game, 39.3 min. total, 724.7 MB
slashed_kooky v12 941 games, 938639 moves, e=0.071, loss: 8.0, -, 12.9% elo% vs. random_no_suicide, avg. reward: -4.234, 3.639 sec/game, 39.3 min. total, 724.6 MB
slashed_kooky v12 942 games, 940303 moves, e=0.069, loss: 7.8, -, 12.6% elo% vs. random_no_suicide, avg. reward: -4.223, 3.668 sec/game, 39.4 min. total, 725.2 MB
slashed_kooky v12 943 games, 941713 moves, e=0.068, loss: 7.7, -, 12.4% elo% vs. random_no_suicide, avg. reward: -4.205, 3.671 sec/game, 39.5 min. total, 724.9 MB
slashed_kooky v12 944 games, 943069 moves, e=0.066, loss: 7.5, -, 12.1% elo% vs. random_no_suicide, avg. reward: -4.199, 3.653 sec/game, 39.5 min. total, 725.5 MB
slashed_kooky v12 945 games, 944584 moves, e=0.065, loss: 7.4, -, 11.9% elo% vs. random_no_suicide, avg. reward: -4.184, 3.662 sec/game, 39.6 min. total, 726.2 MB
slashed_kooky v12 946 games, 946135 moves, e=0.063, loss: 7.4, -, 11.7% elo% vs. random_no_suicide, avg. reward: -4.181, 3.704 sec/game, 39.6 min. total, 728.1 MB
slashed_kooky v12 947 games, 947705 moves, e=0.062, loss: 7.6, -, 11.4% elo% vs. random_no_suicide, avg. reward: -4.169, 3.741 sec/game, 39.7 min. total, 729.4 MB
slashed_kooky v12 948 games, 949674 moves, e=0.060, loss: 7.1, -, 11.2% elo% vs. random_no_suicide, avg. reward: -4.148, 3.793 sec/game, 39.8 min. total, 729.5 MB
slashed_kooky v12 949 games, 951172 moves, e=0.058, loss: 6.8, -, 11.0% elo% vs. random_no_suicide, avg. reward: -4.133, 3.818 sec/game, 39.9 min. total, 728.9 MB
slashed_kooky v12 950 games, 952400 moves, e=0.057, loss: 7.0, -, 10.8% elo% vs. random_no_suicide, avg. reward: -4.126, 3.780 sec/game, 39.9 min. total, 729.5 MB
slashed_kooky v12 951 games, 953830 moves, e=0.056, loss: 7.2, -, 10.6% elo% vs. random_no_suicide, avg. reward: -4.105, 3.764 sec/game, 40.0 min. total, 729.5 MB
slashed_kooky v12 952 games, 955431 moves, e=0.054, loss: 7.6, ., 11.3% elo% vs. random_no_suicide, avg. reward: -4.086, 3.768 sec/game, 40.0 min. total, 729.2 MB
slashed_kooky v12 953 games, 956888 moves, e=0.053, loss: 6.9, -, 11.1% elo% vs. random_no_suicide, avg. reward: -4.068, 3.772 sec/game, 40.1 min. total, 730.5 MB
slashed_kooky v12 954 games, 958272 moves, e=0.051, loss: 7.2, -, 10.9% elo% vs. random_no_suicide, avg. reward: -4.055, 3.725 sec/game, 40.2 min. total, 730.9 MB
slashed_kooky v12 955 games, 959610 moves, e=0.050, loss: 7.2, -, 10.7% elo% vs. random_no_suicide, avg. reward: -4.045, 3.700 sec/game, 40.2 min. total, 731.4 MB
slashed_kooky v12 956 games, 961355 moves, e=0.048, loss: 7.0, -, 10.5% elo% vs. random_no_suicide, avg. reward: -4.039, 3.755 sec/game, 40.3 min. total, 732.1 MB
slashed_kooky v12 957 games, 962849 moves, e=0.047, loss: 7.2, -, 10.4% elo% vs. random_no_suicide, avg. reward: -4.034, 3.783 sec/game, 40.3 min. total, 731.9 MB
slashed_kooky v12 958 games, 964301 moves, e=0.045, loss: 7.2, -, 10.2% elo% vs. random_no_suicide, avg. reward: -4.029, 3.769 sec/game, 40.4 min. total, 732.2 MB
slashed_kooky v12 959 games, 965661 moves, e=0.044, loss: 7.0, -, 10.0% elo% vs. random_no_suicide, avg. reward: -4.031, 3.785 sec/game, 40.5 min. total, 732.7 MB
slashed_kooky v12 960 games, 967267 moves, e=0.042, loss: 7.0, -, 9.9% elo% vs. random_no_suicide, avg. reward: -4.021, 3.786 sec/game, 40.5 min. total, 732.9 MB
slashed_kooky v12 961 games, 968482 moves, e=0.041, loss: 6.9, -, 9.7% elo% vs. random_no_suicide, avg. reward: -4.033, 3.773 sec/game, 40.6 min. total, 733.9 MB
slashed_kooky v12 962 games, 969927 moves, e=0.040, loss: 7.3, -, 9.5% elo% vs. random_no_suicide, avg. reward: -4.035, 3.752 sec/game, 40.6 min. total, 734.1 MB
slashed_kooky v12 963 games, 971648 moves, e=0.038, loss: 7.5, -, 9.4% elo% vs. random_no_suicide, avg. reward: -4.030, 3.790 sec/game, 40.7 min. total, 734.2 MB
slashed_kooky v12 964 games, 972876 moves, e=0.037, loss: 7.8, -, 9.2% elo% vs. random_no_suicide, avg. reward: -4.041, 3.778 sec/game, 40.8 min. total, 734.0 MB
slashed_kooky v12 965 games, 974165 moves, e=0.036, loss: 8.0, -, 9.1% elo% vs. random_no_suicide, avg. reward: -4.029, 3.750 sec/game, 40.8 min. total, 734.0 MB
slashed_kooky v12 966 games, 975750 moves, e=0.034, loss: 7.9, -, 9.0% elo% vs. random_no_suicide, avg. reward: -4.022, 3.747 sec/game, 40.9 min. total, 733.7 MB
slashed_kooky v12 967 games, 976981 moves, e=0.033, loss: 8.0, -, 8.8% elo% vs. random_no_suicide, avg. reward: -4.020, 3.701 sec/game, 40.9 min. total, 734.5 MB
slashed_kooky v12 968 games, 978325 moves, e=0.031, loss: 8.1, -, 8.7% elo% vs. random_no_suicide, avg. reward: -4.017, 3.636 sec/game, 41.0 min. total, 736.9 MB
slashed_kooky v12 969 games, 979737 moves, e=0.030, loss: 7.9, -, 8.6% elo% vs. random_no_suicide, avg. reward: -4.011, 3.623 sec/game, 41.1 min. total, 738.4 MB
slashed_kooky v12 970 games, 981027 moves, e=0.029, loss: 8.2, -, 8.4% elo% vs. random_no_suicide, avg. reward: -4.010, 3.642 sec/game, 41.1 min. total, 737.4 MB
slashed_kooky v12 971 games, 982370 moves, e=0.027, loss: 8.1, -, 8.3% elo% vs. random_no_suicide, avg. reward: -4.006, 3.629 sec/game, 41.2 min. total, 737.5 MB
slashed_kooky v12 972 games, 983617 moves, e=0.026, loss: 8.4, -, 8.2% elo% vs. random_no_suicide, avg. reward: -3.994, 3.590 sec/game, 41.2 min. total, 738.4 MB
slashed_kooky v12 973 games, 984871 moves, e=0.025, loss: 8.3, -, 8.1% elo% vs. random_no_suicide, avg. reward: -3.987, 3.571 sec/game, 41.3 min. total, 737.4 MB
slashed_kooky v12 974 games, 986169 moves, e=0.024, loss: 8.7, -, 8.0% elo% vs. random_no_suicide, avg. reward: -3.974, 3.551 sec/game, 41.3 min. total, 737.5 MB
slashed_kooky v12 975 games, 987371 moves, e=0.023, loss: 9.1, -, 7.9% elo% vs. random_no_suicide, avg. reward: -3.984, 3.542 sec/game, 41.4 min. total, 737.9 MB
slashed_kooky v12 976 games, 988622 moves, e=0.021, loss: 9.3, -, 7.8% elo% vs. random_no_suicide, avg. reward: -3.988, 3.487 sec/game, 41.4 min. total, 738.2 MB
slashed_kooky v12 977 games, 989997 moves, e=0.020, loss: 8.9, -, 7.7% elo% vs. random_no_suicide, avg. reward: -3.985, 3.476 sec/game, 41.5 min. total, 739.6 MB
slashed_kooky v12 978 games, 991263 moves, e=0.019, loss: 8.8, -, 7.6% elo% vs. random_no_suicide, avg. reward: -3.988, 3.467 sec/game, 41.6 min. total, 739.7 MB
slashed_kooky v12 979 games, 992679 moves, e=0.017, loss: 8.6, -, 7.5% elo% vs. random_no_suicide, avg. reward: -3.976, 3.463 sec/game, 41.6 min. total, 739.3 MB
slashed_kooky v12 980 games, 994091 moves, e=0.016, loss: 7.9, -, 7.4% elo% vs. random_no_suicide, avg. reward: -3.965, 3.444 sec/game, 41.7 min. total, 739.9 MB
slashed_kooky v12 981 games, 995807 moves, e=0.014, loss: 7.8, -, 7.3% elo% vs. random_no_suicide, avg. reward: -3.960, 3.485 sec/game, 41.7 min. total, 739.8 MB
slashed_kooky v12 982 games, 997100 moves, e=0.013, loss: 8.0, -, 7.2% elo% vs. random_no_suicide, avg. reward: -3.965, 3.467 sec/game, 41.8 min. total, 740.2 MB
slashed_kooky v12 983 games, 998449 moves, e=0.012, loss: 7.7, -, 7.1% elo% vs. random_no_suicide, avg. reward: -3.967, 3.425 sec/game, 41.9 min. total, 740.4 MB
slashed_kooky v12 984 games, 999625 moves, e=0.010, loss: 8.0, -, 7.0% elo% vs. random_no_suicide, avg. reward: -3.973, 3.431 sec/game, 41.9 min. total, 742.1 MB
slashed_kooky v12 985 games, 1001182 moves, e=0.010, loss: 7.9, -, 6.9% elo% vs. random_no_suicide, avg. reward: -3.963, 3.459 sec/game, 42.0 min. total, 744.3 MB
slashed_kooky v12 986 games, 1002545 moves, e=0.010, loss: 7.8, -, 6.9% elo% vs. random_no_suicide, avg. reward: -3.955, 3.442 sec/game, 42.0 min. total, 743.5 MB
slashed_kooky v12 987 games, 1003852 moves, e=0.010, loss: 7.9, -, 6.8% elo% vs. random_no_suicide, avg. reward: -3.960, 3.449 sec/game, 42.1 min. total, 743.5 MB
slashed_kooky v12 988 games, 1005189 moves, e=0.010, loss: 7.7, -, 6.7% elo% vs. random_no_suicide, avg. reward: -3.963, 3.448 sec/game, 42.1 min. total, 743.6 MB
slashed_kooky v12 989 games, 1006555 moves, e=0.010, loss: 8.4, -, 6.6% elo% vs. random_no_suicide, avg. reward: -3.965, 3.434 sec/game, 42.2 min. total, 743.5 MB
slashed_kooky v12 990 games, 1007875 moves, e=0.010, loss: 8.0, -, 6.5% elo% vs. random_no_suicide, avg. reward: -3.961, 3.443 sec/game, 42.3 min. total, 744.0 MB
slashed_kooky v12 991 games, 1009185 moves, e=0.010, loss: 8.2, -, 6.5% elo% vs. random_no_suicide, avg. reward: -3.962, 3.443 sec/game, 42.3 min. total, 744.3 MB
slashed_kooky v12 992 games, 1010423 moves, e=0.010, loss: 8.2, -, 6.4% elo% vs. random_no_suicide, avg. reward: -3.961, 3.426 sec/game, 42.4 min. total, 744.7 MB
slashed_kooky v12 993 games, 1011660 moves, e=0.010, loss: 8.3, -, 6.3% elo% vs. random_no_suicide, avg. reward: -3.958, 3.427 sec/game, 42.4 min. total, 744.8 MB
slashed_kooky v12 994 games, 1012937 moves, e=0.010, loss: 8.6, -, 6.3% elo% vs. random_no_suicide, avg. reward: -3.953, 3.427 sec/game, 42.5 min. total, 745.8 MB
slashed_kooky v12 995 games, 1014207 moves, e=0.010, loss: 8.6, -, 6.2% elo% vs. random_no_suicide, avg. reward: -3.957, 3.433 sec/game, 42.5 min. total, 746.1 MB
slashed_kooky v12 996 games, 1015574 moves, e=0.010, loss: 8.4, -, 6.1% elo% vs. random_no_suicide, avg. reward: -3.960, 3.445 sec/game, 42.6 min. total, 746.4 MB
slashed_kooky v12 997 games, 1016910 moves, e=0.010, loss: 8.4, -, 6.1% elo% vs. random_no_suicide, avg. reward: -3.951, 3.427 sec/game, 42.6 min. total, 746.8 MB
slashed_kooky v12 998 games, 1018238 moves, e=0.010, loss: 9.0, -, 6.0% elo% vs. random_no_suicide, avg. reward: -3.942, 3.423 sec/game, 42.7 min. total, 747.3 MB
slashed_kooky v12 999 games, 1019650 moves, e=0.010, loss: 9.0, -, 5.9% elo% vs. random_no_suicide, avg. reward: -3.934, 3.437 sec/game, 42.8 min. total, 747.6 MB
slashed_kooky v12 1000 games, 1021080 moves, e=0.010, loss: 8.9, -, 5.9% elo% vs. random_no_suicide, avg. reward: -3.924, 3.436 sec/game, 42.8 min. total, 749.9 MB
slashed_kooky v13 1001 games, 1022716 moves, e=0.010, loss: 8.4, -, 47.7% elo% vs. random_no_suicide, avg. reward: -3.902, 3.428 sec/game, 42.9 min. total, 748.9 MB
slashed_kooky v13 1002 games, 1024145 moves, e=0.010, loss: 8.3, -, 45.5% elo% vs. random_no_suicide, avg. reward: -3.895, 3.450 sec/game, 43.0 min. total, 751.1 MB
slashed_kooky v13 1003 games, 1025429 moves, e=0.010, loss: 8.0, -, 43.4% elo% vs. random_no_suicide, avg. reward: -3.891, 3.440 sec/game, 43.0 min. total, 750.8 MB
slashed_kooky v13 1004 games, 1026903 moves, e=0.010, loss: 8.5, -, 41.5% elo% vs. random_no_suicide, avg. reward: -3.881, 3.461 sec/game, 43.1 min. total, 752.7 MB
slashed_kooky v13 1005 games, 1028321 moves, e=0.010, loss: 7.7, -, 39.6% elo% vs. random_no_suicide, avg. reward: -3.864, 3.448 sec/game, 43.1 min. total, 753.5 MB
slashed_kooky v13 1006 games, 1029751 moves, e=0.010, loss: 7.6, -, 37.9% elo% vs. random_no_suicide, avg. reward: -3.846, 3.443 sec/game, 43.2 min. total, 754.5 MB
slashed_kooky v13 1007 games, 1031076 moves, e=0.010, loss: 8.2, -, 36.3% elo% vs. random_no_suicide, avg. reward: -3.837, 3.459 sec/game, 43.2 min. total, 754.0 MB
slashed_kooky v13 1008 games, 1032484 moves, e=0.010, loss: 7.8, -, 34.8% elo% vs. random_no_suicide, avg. reward: -3.829, 3.459 sec/game, 43.3 min. total, 755.4 MB
slashed_kooky v13 1009 games, 1033805 moves, e=0.010, loss: 8.3, -, 33.3% elo% vs. random_no_suicide, avg. reward: -3.831, 3.466 sec/game, 43.4 min. total, 754.0 MB
slashed_kooky v13 1010 games, 1035226 moves, e=0.010, loss: 7.7, -, 32.0% elo% vs. random_no_suicide, avg. reward: -3.824, 3.463 sec/game, 43.4 min. total, 754.4 MB
slashed_kooky v13 1011 games, 1036620 moves, e=0.010, loss: 7.4, -, 30.7% elo% vs. random_no_suicide, avg. reward: -3.817, 3.476 sec/game, 43.5 min. total, 754.4 MB
slashed_kooky v13 1012 games, 1038230 moves, e=0.010, loss: 7.0, -, 29.5% elo% vs. random_no_suicide, avg. reward: -3.816, 3.529 sec/game, 43.5 min. total, 754.0 MB
slashed_kooky v13 1013 games, 1039597 moves, e=0.010, loss: 7.5, -, 28.4% elo% vs. random_no_suicide, avg. reward: -3.819, 3.531 sec/game, 43.6 min. total, 754.6 MB
slashed_kooky v13 1014 games, 1041002 moves, e=0.010, loss: 7.2, -, 27.3% elo% vs. random_no_suicide, avg. reward: -3.808, 3.555 sec/game, 43.7 min. total, 754.3 MB
slashed_kooky v13 1015 games, 1042440 moves, e=0.010, loss: 7.1, -, 26.4% elo% vs. random_no_suicide, avg. reward: -3.795, 3.583 sec/game, 43.7 min. total, 757.4 MB
slashed_kooky v13 1016 games, 1043895 moves, e=0.010, loss: 7.0, -, 25.4% elo% vs. random_no_suicide, avg. reward: -3.783, 3.586 sec/game, 43.8 min. total, 755.4 MB
slashed_kooky v13 1017 games, 1045276 moves, e=0.010, loss: 7.1, -, 24.5% elo% vs. random_no_suicide, avg. reward: -3.786, 3.600 sec/game, 43.8 min. total, 757.3 MB
slashed_kooky v13 1018 games, 1046690 moves, e=0.010, loss: 7.0, -, 23.7% elo% vs. random_no_suicide, avg. reward: -3.794, 3.615 sec/game, 43.9 min. total, 757.3 MB
slashed_kooky v13 1019 games, 1048159 moves, e=0.010, loss: 7.1, -, 22.9% elo% vs. random_no_suicide, avg. reward: -3.787, 3.606 sec/game, 44.0 min. total, 757.3 MB
slashed_kooky v13 1020 games, 1049533 moves, e=0.010, loss: 6.9, -, 22.2% elo% vs. random_no_suicide, avg. reward: -3.789, 3.609 sec/game, 44.0 min. total, 757.4 MB
slashed_kooky v13 1021 games, 1050900 moves, e=0.010, loss: 7.4, -, 21.5% elo% vs. random_no_suicide, avg. reward: -3.778, 3.589 sec/game, 44.1 min. total, 757.0 MB
slashed_kooky v13 1022 games, 1052284 moves, e=0.010, loss: 7.1, -, 20.8% elo% vs. random_no_suicide, avg. reward: -3.769, 3.567 sec/game, 44.1 min. total, 757.4 MB
slashed_kooky v13 1023 games, 1053671 moves, e=0.010, loss: 7.3, -, 20.2% elo% vs. random_no_suicide, avg. reward: -3.766, 3.579 sec/game, 44.2 min. total, 759.0 MB
slashed_kooky v13 1024 games, 1055057 moves, e=0.010, loss: 7.6, -, 19.6% elo% vs. random_no_suicide, avg. reward: -3.767, 3.588 sec/game, 44.3 min. total, 759.6 MB
slashed_kooky v13 1025 games, 1056454 moves, e=0.010, loss: 7.2, -, 19.1% elo% vs. random_no_suicide, avg. reward: -3.763, 3.585 sec/game, 44.3 min. total, 759.8 MB
slashed_kooky v13 1026 games, 1057928 moves, e=0.010, loss: 7.1, -, 18.5% elo% vs. random_no_suicide, avg. reward: -3.756, 3.595 sec/game, 44.4 min. total, 761.3 MB
slashed_kooky v13 1027 games, 1059437 moves, e=0.010, loss: 6.9, -, 18.0% elo% vs. random_no_suicide, avg. reward: -3.747, 3.597 sec/game, 44.4 min. total, 760.7 MB
slashed_kooky v13 1028 games, 1060841 moves, e=0.010, loss: 6.6, -, 17.5% elo% vs. random_no_suicide, avg. reward: -3.746, 3.598 sec/game, 44.5 min. total, 760.9 MB
slashed_kooky v13 1029 games, 1062234 moves, e=0.010, loss: 7.1, -, 17.1% elo% vs. random_no_suicide, avg. reward: -3.745, 3.606 sec/game, 44.6 min. total, 760.9 MB
slashed_kooky v13 1030 games, 1063678 moves, e=0.010, loss: 7.0, -, 16.6% elo% vs. random_no_suicide, avg. reward: -3.746, 3.608 sec/game, 44.6 min. total, 764.1 MB
slashed_kooky v13 1031 games, 1065159 moves, e=0.010, loss: 6.7, -, 16.2% elo% vs. random_no_suicide, avg. reward: -3.749, 3.622 sec/game, 44.7 min. total, 761.9 MB
slashed_kooky v13 1032 games, 1066499 moves, e=0.010, loss: 7.2, -, 15.8% elo% vs. random_no_suicide, avg. reward: -3.755, 3.597 sec/game, 44.7 min. total, 764.1 MB
slashed_kooky v13 1033 games, 1067772 moves, e=0.010, loss: 7.9, -, 15.4% elo% vs. random_no_suicide, avg. reward: -3.761, 3.586 sec/game, 44.8 min. total, 763.6 MB
slashed_kooky v13 1034 games, 1069143 moves, e=0.010, loss: 8.6, -, 15.1% elo% vs. random_no_suicide, avg. reward: -3.775, 3.581 sec/game, 44.9 min. total, 764.0 MB
slashed_kooky v13 1035 games, 1070481 moves, e=0.010, loss: 8.4, -, 14.7% elo% vs. random_no_suicide, avg. reward: -3.781, 3.585 sec/game, 44.9 min. total, 764.5 MB
slashed_kooky v13 1036 games, 1072124 moves, e=0.010, loss: 8.9, -, 14.4% elo% vs. random_no_suicide, avg. reward: -3.772, 3.596 sec/game, 45.0 min. total, 764.6 MB
slashed_kooky v13 1037 games, 1073346 moves, e=0.010, loss: 9.0, -, 14.0% elo% vs. random_no_suicide, avg. reward: -3.768, 3.583 sec/game, 45.0 min. total, 764.2 MB
slashed_kooky v13 1038 games, 1074647 moves, e=0.010, loss: 9.2, -, 13.7% elo% vs. random_no_suicide, avg. reward: -3.769, 3.566 sec/game, 45.1 min. total, 766.2 MB
slashed_kooky v13 1039 games, 1076056 moves, e=0.010, loss: 9.0, -, 13.4% elo% vs. random_no_suicide, avg. reward: -3.761, 3.562 sec/game, 45.2 min. total, 765.8 MB
slashed_kooky v13 1040 games, 1077428 moves, e=0.010, loss: 8.8, -, 13.1% elo% vs. random_no_suicide, avg. reward: -3.763, 3.565 sec/game, 45.2 min. total, 767.2 MB
slashed_kooky v13 1041 games, 1078828 moves, e=0.010, loss: 8.2, -, 12.9% elo% vs. random_no_suicide, avg. reward: -3.756, 3.564 sec/game, 45.3 min. total, 766.8 MB
slashed_kooky v13 1042 games, 1080303 moves, e=0.010, loss: 8.2, -, 12.6% elo% vs. random_no_suicide, avg. reward: -3.760, 3.582 sec/game, 45.3 min. total, 767.5 MB
slashed_kooky v13 1043 games, 1081624 moves, e=0.010, loss: 8.2, -, 12.4% elo% vs. random_no_suicide, avg. reward: -3.770, 3.591 sec/game, 45.4 min. total, 768.0 MB
slashed_kooky v13 1044 games, 1083423 moves, e=0.010, loss: 7.9, -, 12.1% elo% vs. random_no_suicide, avg. reward: -3.754, 3.625 sec/game, 45.5 min. total, 767.5 MB
slashed_kooky v13 1045 games, 1084799 moves, e=0.010, loss: 7.8, -, 11.9% elo% vs. random_no_suicide, avg. reward: -3.766, 3.619 sec/game, 45.5 min. total, 769.1 MB
slashed_kooky v13 1046 games, 1086476 moves, e=0.010, loss: 7.5, -, 11.7% elo% vs. random_no_suicide, avg. reward: -3.758, 3.652 sec/game, 45.6 min. total, 769.5 MB
slashed_kooky v13 1047 games, 1087888 moves, e=0.010, loss: 7.4, -, 11.4% elo% vs. random_no_suicide, avg. reward: -3.758, 3.653 sec/game, 45.7 min. total, 770.6 MB
slashed_kooky v13 1048 games, 1089340 moves, e=0.010, loss: 7.4, -, 11.2% elo% vs. random_no_suicide, avg. reward: -3.769, 3.652 sec/game, 45.7 min. total, 769.9 MB
slashed_kooky v13 1049 games, 1090741 moves, e=0.010, loss: 7.5, -, 11.0% elo% vs. random_no_suicide, avg. reward: -3.773, 3.653 sec/game, 45.8 min. total, 770.0 MB
slashed_kooky v13 1050 games, 1092269 moves, e=0.010, loss: 7.0, -, 10.8% elo% vs. random_no_suicide, avg. reward: -3.764, 3.667 sec/game, 45.8 min. total, 770.2 MB
slashed_kooky v13 1051 games, 1093737 moves, e=0.010, loss: 7.3, -, 10.6% elo% vs. random_no_suicide, avg. reward: -3.762, 3.651 sec/game, 45.9 min. total, 769.8 MB
slashed_kooky v13 1052 games, 1095003 moves, e=0.010, loss: 7.3, -, 10.4% elo% vs. random_no_suicide, avg. reward: -3.777, 3.636 sec/game, 46.0 min. total, 772.5 MB
slashed_kooky v13 1053 games, 1096302 moves, e=0.010, loss: 7.4, -, 10.3% elo% vs. random_no_suicide, avg. reward: -3.782, 3.648 sec/game, 46.0 min. total, 772.3 MB
slashed_kooky v13 1054 games, 1097724 moves, e=0.010, loss: 7.5, -, 10.1% elo% vs. random_no_suicide, avg. reward: -3.779, 3.641 sec/game, 46.1 min. total, 772.4 MB
slashed_kooky v13 1055 games, 1099349 moves, e=0.010, loss: 7.5, -, 9.9% elo% vs. random_no_suicide, avg. reward: -3.772, 3.652 sec/game, 46.1 min. total, 772.5 MB
slashed_kooky v13 1056 games, 1100808 moves, e=0.010, loss: 7.6, -, 9.8% elo% vs. random_no_suicide, avg. reward: -3.780, 3.653 sec/game, 46.2 min. total, 772.5 MB
slashed_kooky v13 1057 games, 1102423 moves, e=0.010, loss: 7.7, -, 9.6% elo% vs. random_no_suicide, avg. reward: -3.781, 3.681 sec/game, 46.3 min. total, 772.5 MB
