sinless_impurity v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 310.5 MB
sinless_impurity v4 145 games, 108502 moves, e=0.893, loss: 37506.5, -, 11.9% elo% vs. random_no_suicide, avg. reward: 25.902, 2.092 sec/game, 4.0 min. total, 506.7 MB
sinless_impurity v4 146 games, 109242 moves, e=0.892, loss: 38791.9, -, 11.7% elo% vs. random_no_suicide, avg. reward: 26.172, 2.075 sec/game, 4.1 min. total, 506.7 MB
sinless_impurity v4 147 games, 109953 moves, e=0.891, loss: 43567.4, -, 11.4% elo% vs. random_no_suicide, avg. reward: 26.184, 2.066 sec/game, 4.1 min. total, 506.7 MB
sinless_impurity v4 148 games, 110720 moves, e=0.890, loss: 39937.8, -, 11.2% elo% vs. random_no_suicide, avg. reward: 25.560, 2.048 sec/game, 4.1 min. total, 506.9 MB
sinless_impurity v4 149 games, 111591 moves, e=0.890, loss: 36391.9, -, 11.0% elo% vs. random_no_suicide, avg. reward: 25.861, 2.022 sec/game, 4.2 min. total, 506.9 MB
sinless_impurity v4 150 games, 112389 moves, e=0.889, loss: 34956.0, -, 10.8% elo% vs. random_no_suicide, avg. reward: 25.949, 2.042 sec/game, 4.2 min. total, 506.9 MB
sinless_impurity v4 151 games, 113074 moves, e=0.888, loss: 39858.8, -, 10.6% elo% vs. random_no_suicide, avg. reward: 25.846, 1.999 sec/game, 4.2 min. total, 507.0 MB
sinless_impurity v4 152 games, 113777 moves, e=0.887, loss: 39216.8, -, 10.4% elo% vs. random_no_suicide, avg. reward: 25.876, 1.991 sec/game, 4.3 min. total, 506.9 MB
sinless_impurity v4 153 games, 114651 moves, e=0.886, loss: 37666.0, -, 10.3% elo% vs. random_no_suicide, avg. reward: 26.127, 1.993 sec/game, 4.3 min. total, 508.1 MB
sinless_impurity v4 154 games, 115466 moves, e=0.886, loss: 43480.0, -, 10.1% elo% vs. random_no_suicide, avg. reward: 25.762, 2.009 sec/game, 4.3 min. total, 509.9 MB
sinless_impurity v4 155 games, 116150 moves, e=0.885, loss: 45150.1, -, 9.9% elo% vs. random_no_suicide, avg. reward: 25.222, 1.966 sec/game, 4.4 min. total, 509.9 MB
sinless_impurity v4 156 games, 116920 moves, e=0.884, loss: 40073.0, -, 9.8% elo% vs. random_no_suicide, avg. reward: 24.644, 1.955 sec/game, 4.4 min. total, 509.9 MB
sinless_impurity v4 157 games, 117562 moves, e=0.884, loss: 33526.6, -, 9.6% elo% vs. random_no_suicide, avg. reward: 24.735, 1.938 sec/game, 4.4 min. total, 510.2 MB
sinless_impurity v4 158 games, 118241 moves, e=0.883, loss: 36037.6, -, 9.5% elo% vs. random_no_suicide, avg. reward: 24.780, 1.923 sec/game, 4.4 min. total, 510.0 MB
sinless_impurity v4 159 games, 119154 moves, e=0.882, loss: 37603.7, -, 9.3% elo% vs. random_no_suicide, avg. reward: 24.928, 1.941 sec/game, 4.5 min. total, 510.2 MB
sinless_impurity v4 160 games, 119915 moves, e=0.881, loss: 41985.3, -, 9.2% elo% vs. random_no_suicide, avg. reward: 25.318, 1.955 sec/game, 4.5 min. total, 510.0 MB
sinless_impurity v4 161 games, 120652 moves, e=0.881, loss: 45089.2, -, 9.0% elo% vs. random_no_suicide, avg. reward: 25.568, 1.950 sec/game, 4.6 min. total, 510.1 MB
sinless_impurity v4 162 games, 121348 moves, e=0.880, loss: 44066.3, -, 8.9% elo% vs. random_no_suicide, avg. reward: 25.570, 1.947 sec/game, 4.6 min. total, 510.1 MB
sinless_impurity v4 163 games, 122112 moves, e=0.879, loss: 40978.3, -, 8.8% elo% vs. random_no_suicide, avg. reward: 25.947, 1.947 sec/game, 4.6 min. total, 510.4 MB
sinless_impurity v4 164 games, 122927 moves, e=0.878, loss: 43006.2, -, 8.6% elo% vs. random_no_suicide, avg. reward: 25.925, 1.950 sec/game, 4.6 min. total, 511.1 MB
sinless_impurity v4 165 games, 123776 moves, e=0.877, loss: 41958.7, -, 8.5% elo% vs. random_no_suicide, avg. reward: 26.118, 1.961 sec/game, 4.7 min. total, 511.7 MB
sinless_impurity v4 166 games, 124492 moves, e=0.877, loss: 40843.5, -, 8.4% elo% vs. random_no_suicide, avg. reward: 25.713, 1.951 sec/game, 4.7 min. total, 512.1 MB
sinless_impurity v4 167 games, 125160 moves, e=0.876, loss: 40978.6, -, 8.3% elo% vs. random_no_suicide, avg. reward: 26.164, 1.940 sec/game, 4.7 min. total, 512.0 MB
sinless_impurity v4 168 games, 125827 moves, e=0.875, loss: 44133.9, -, 8.1% elo% vs. random_no_suicide, avg. reward: 25.765, 1.942 sec/game, 4.8 min. total, 511.9 MB
sinless_impurity v4 169 games, 126516 moves, e=0.875, loss: 49123.6, -, 8.0% elo% vs. random_no_suicide, avg. reward: 25.466, 1.924 sec/game, 4.8 min. total, 512.1 MB
sinless_impurity v4 170 games, 127261 moves, e=0.874, loss: 45174.3, -, 7.9% elo% vs. random_no_suicide, avg. reward: 25.080, 1.913 sec/game, 4.8 min. total, 512.3 MB
sinless_impurity v4 171 games, 128079 moves, e=0.873, loss: 44476.0, -, 7.8% elo% vs. random_no_suicide, avg. reward: 25.565, 1.933 sec/game, 4.9 min. total, 512.0 MB
sinless_impurity v4 172 games, 128922 moves, e=0.872, loss: 45308.6, -, 7.7% elo% vs. random_no_suicide, avg. reward: 25.633, 1.964 sec/game, 4.9 min. total, 512.1 MB
sinless_impurity v4 173 games, 129740 moves, e=0.872, loss: 40227.1, -, 7.6% elo% vs. random_no_suicide, avg. reward: 25.846, 1.951 sec/game, 4.9 min. total, 512.3 MB
sinless_impurity v4 174 games, 130462 moves, e=0.871, loss: 38017.1, -, 7.5% elo% vs. random_no_suicide, avg. reward: 25.993, 1.944 sec/game, 5.0 min. total, 513.6 MB
sinless_impurity v4 175 games, 131204 moves, e=0.870, loss: 48842.5, -, 7.4% elo% vs. random_no_suicide, avg. reward: 26.267, 1.952 sec/game, 5.0 min. total, 514.2 MB
sinless_impurity v4 176 games, 131982 moves, e=0.869, loss: 47570.8, -, 7.3% elo% vs. random_no_suicide, avg. reward: 26.909, 1.954 sec/game, 5.0 min. total, 514.4 MB
sinless_impurity v4 177 games, 132818 moves, e=0.869, loss: 49327.2, -, 7.2% elo% vs. random_no_suicide, avg. reward: 26.935, 1.966 sec/game, 5.1 min. total, 514.6 MB
sinless_impurity v4 178 games, 133458 moves, e=0.868, loss: 54308.4, -, 7.2% elo% vs. random_no_suicide, avg. reward: 26.751, 1.966 sec/game, 5.1 min. total, 514.5 MB
sinless_impurity v4 179 games, 134195 moves, e=0.867, loss: 53264.6, -, 7.1% elo% vs. random_no_suicide, avg. reward: 26.617, 1.946 sec/game, 5.1 min. total, 514.7 MB
sinless_impurity v4 180 games, 134983 moves, e=0.866, loss: 44968.8, -, 7.0% elo% vs. random_no_suicide, avg. reward: 26.144, 1.949 sec/game, 5.2 min. total, 514.9 MB
sinless_impurity v4 181 games, 135883 moves, e=0.865, loss: 43758.9, -, 6.9% elo% vs. random_no_suicide, avg. reward: 25.958, 1.971 sec/game, 5.2 min. total, 515.4 MB
sinless_impurity v4 182 games, 136708 moves, e=0.865, loss: 47175.3, +, 8.1% elo% vs. random_no_suicide, avg. reward: 25.728, 1.989 sec/game, 5.2 min. total, 515.5 MB
sinless_impurity v4 183 games, 137519 moves, e=0.864, loss: 48441.8, -, 8.0% elo% vs. random_no_suicide, avg. reward: 25.500, 2.001 sec/game, 5.3 min. total, 515.8 MB
sinless_impurity v4 184 games, 138337 moves, e=0.863, loss: 48828.6, -, 7.9% elo% vs. random_no_suicide, avg. reward: 25.580, 2.008 sec/game, 5.3 min. total, 517.0 MB
sinless_impurity v4 185 games, 139093 moves, e=0.862, loss: 58250.5, -, 7.8% elo% vs. random_no_suicide, avg. reward: 26.114, 2.003 sec/game, 5.4 min. total, 516.4 MB
sinless_impurity v4 186 games, 139764 moves, e=0.862, loss: 58558.5, -, 7.7% elo% vs. random_no_suicide, avg. reward: 26.006, 2.003 sec/game, 5.4 min. total, 516.5 MB
sinless_impurity v4 187 games, 140660 moves, e=0.861, loss: 56685.5, -, 7.6% elo% vs. random_no_suicide, avg. reward: 25.951, 2.034 sec/game, 5.4 min. total, 516.7 MB
sinless_impurity v4 188 games, 141464 moves, e=0.860, loss: 49764.0, -, 7.5% elo% vs. random_no_suicide, avg. reward: 26.457, 2.051 sec/game, 5.5 min. total, 516.6 MB
sinless_impurity v4 189 games, 142176 moves, e=0.859, loss: 48404.2, -, 7.4% elo% vs. random_no_suicide, avg. reward: 26.451, 2.054 sec/game, 5.5 min. total, 516.5 MB
sinless_impurity v4 190 games, 142821 moves, e=0.859, loss: 47258.7, -, 7.3% elo% vs. random_no_suicide, avg. reward: 26.234, 2.039 sec/game, 5.5 min. total, 516.8 MB
sinless_impurity v4 191 games, 143680 moves, e=0.858, loss: 39900.0, -, 7.2% elo% vs. random_no_suicide, avg. reward: 26.681, 2.054 sec/game, 5.6 min. total, 517.0 MB
sinless_impurity v4 192 games, 144591 moves, e=0.857, loss: 41285.6, -, 7.1% elo% vs. random_no_suicide, avg. reward: 26.871, 2.057 sec/game, 5.6 min. total, 517.2 MB
sinless_impurity v4 193 games, 145358 moves, e=0.856, loss: 38343.7, -, 7.0% elo% vs. random_no_suicide, avg. reward: 26.240, 2.061 sec/game, 5.6 min. total, 518.1 MB
sinless_impurity v4 194 games, 146207 moves, e=0.855, loss: 40285.3, -, 6.9% elo% vs. random_no_suicide, avg. reward: 26.549, 2.071 sec/game, 5.7 min. total, 518.6 MB
sinless_impurity v4 195 games, 147079 moves, e=0.854, loss: 39774.9, -, 6.8% elo% vs. random_no_suicide, avg. reward: 26.536, 2.088 sec/game, 5.7 min. total, 518.5 MB
sinless_impurity v4 196 games, 147871 moves, e=0.854, loss: 38397.7, -, 6.8% elo% vs. random_no_suicide, avg. reward: 26.939, 2.090 sec/game, 5.7 min. total, 518.8 MB
sinless_impurity v4 197 games, 148570 moves, e=0.853, loss: 41578.4, -, 6.7% elo% vs. random_no_suicide, avg. reward: 26.665, 2.074 sec/game, 5.8 min. total, 518.9 MB
sinless_impurity v4 198 games, 149388 moves, e=0.852, loss: 45229.9, -, 6.6% elo% vs. random_no_suicide, avg. reward: 26.156, 2.105 sec/game, 5.8 min. total, 518.8 MB
sinless_impurity v4 199 games, 150129 moves, e=0.851, loss: 43254.3, -, 6.5% elo% vs. random_no_suicide, avg. reward: 26.284, 2.096 sec/game, 5.8 min. total, 519.1 MB
sinless_impurity v4 200 games, 150919 moves, e=0.851, loss: 48218.5, -, 6.5% elo% vs. random_no_suicide, avg. reward: 26.274, 2.112 sec/game, 5.9 min. total, 518.9 MB
sinless_impurity v5 201 games, 151657 moves, e=0.850, loss: 44692.2, -, 47.7% elo% vs. random_no_suicide, avg. reward: 26.487, 2.084 sec/game, 5.9 min. total, 518.9 MB
sinless_impurity v5 202 games, 152590 moves, e=0.849, loss: 41885.8, -, 45.5% elo% vs. random_no_suicide, avg. reward: 26.611, 2.106 sec/game, 5.9 min. total, 519.3 MB
sinless_impurity v5 203 games, 153434 moves, e=0.848, loss: 48253.7, -, 43.4% elo% vs. random_no_suicide, avg. reward: 26.535, 2.099 sec/game, 6.0 min. total, 521.0 MB
sinless_impurity v5 204 games, 154153 moves, e=0.847, loss: 50524.7, -, 41.5% elo% vs. random_no_suicide, avg. reward: 26.950, 2.109 sec/game, 6.0 min. total, 520.9 MB
sinless_impurity v5 205 games, 155058 moves, e=0.846, loss: 48113.0, -, 39.6% elo% vs. random_no_suicide, avg. reward: 26.881, 2.119 sec/game, 6.1 min. total, 521.0 MB
sinless_impurity v5 206 games, 155679 moves, e=0.846, loss: 47463.5, -, 37.9% elo% vs. random_no_suicide, avg. reward: 26.511, 2.121 sec/game, 6.1 min. total, 520.9 MB
sinless_impurity v5 207 games, 156362 moves, e=0.845, loss: 40415.1, -, 36.3% elo% vs. random_no_suicide, avg. reward: 26.554, 2.092 sec/game, 6.1 min. total, 521.0 MB
sinless_impurity v5 208 games, 157158 moves, e=0.844, loss: 42652.4, -, 34.8% elo% vs. random_no_suicide, avg. reward: 26.583, 2.080 sec/game, 6.2 min. total, 521.0 MB
sinless_impurity v5 209 games, 157979 moves, e=0.844, loss: 41983.9, -, 33.3% elo% vs. random_no_suicide, avg. reward: 26.960, 2.112 sec/game, 6.2 min. total, 521.1 MB
sinless_impurity v5 210 games, 158696 moves, e=0.843, loss: 39994.9, +, 36.1% elo% vs. random_no_suicide, avg. reward: 27.790, 2.116 sec/game, 6.2 min. total, 525.4 MB
sinless_impurity v5 211 games, 159542 moves, e=0.842, loss: 43537.1, +, 38.9% elo% vs. random_no_suicide, avg. reward: 27.223, 2.117 sec/game, 6.3 min. total, 521.5 MB
sinless_impurity v5 212 games, 160365 moves, e=0.841, loss: 37245.0, -, 37.2% elo% vs. random_no_suicide, avg. reward: 27.585, 2.104 sec/game, 6.3 min. total, 522.2 MB
sinless_impurity v5 213 games, 161104 moves, e=0.841, loss: 40300.5, -, 35.6% elo% vs. random_no_suicide, avg. reward: 27.978, 2.102 sec/game, 6.3 min. total, 523.4 MB
sinless_impurity v5 214 games, 161933 moves, e=0.840, loss: 45755.8, -, 34.1% elo% vs. random_no_suicide, avg. reward: 28.087, 2.132 sec/game, 6.4 min. total, 523.7 MB
sinless_impurity v5 215 games, 162727 moves, e=0.839, loss: 49459.9, -, 32.7% elo% vs. random_no_suicide, avg. reward: 28.333, 2.149 sec/game, 6.4 min. total, 523.9 MB
sinless_impurity v5 216 games, 163397 moves, e=0.838, loss: 50449.6, -, 31.4% elo% vs. random_no_suicide, avg. reward: 28.787, 2.152 sec/game, 6.5 min. total, 523.7 MB
sinless_impurity v5 217 games, 164211 moves, e=0.837, loss: 41760.7, +, 34.2% elo% vs. random_no_suicide, avg. reward: 28.692, 2.202 sec/game, 6.5 min. total, 523.7 MB
sinless_impurity v5 218 games, 165018 moves, e=0.837, loss: 40519.9, -, 32.8% elo% vs. random_no_suicide, avg. reward: 28.563, 2.222 sec/game, 6.5 min. total, 523.9 MB
sinless_impurity v5 219 games, 165849 moves, e=0.836, loss: 51678.7, -, 31.5% elo% vs. random_no_suicide, avg. reward: 28.578, 2.249 sec/game, 6.6 min. total, 524.3 MB
sinless_impurity v5 220 games, 166723 moves, e=0.835, loss: 48308.0, -, 30.2% elo% vs. random_no_suicide, avg. reward: 28.658, 2.267 sec/game, 6.6 min. total, 524.2 MB
sinless_impurity v5 221 games, 167567 moves, e=0.834, loss: 54202.6, -, 29.1% elo% vs. random_no_suicide, avg. reward: 28.407, 2.309 sec/game, 6.7 min. total, 524.5 MB
sinless_impurity v5 222 games, 168305 moves, e=0.833, loss: 54153.9, -, 28.0% elo% vs. random_no_suicide, avg. reward: 28.141, 2.271 sec/game, 6.7 min. total, 524.5 MB
sinless_impurity v5 223 games, 169153 moves, e=0.833, loss: 43911.7, +, 30.7% elo% vs. random_no_suicide, avg. reward: 27.986, 2.300 sec/game, 6.7 min. total, 526.7 MB
sinless_impurity v5 224 games, 169916 moves, e=0.832, loss: 40010.4, -, 29.5% elo% vs. random_no_suicide, avg. reward: 27.746, 2.309 sec/game, 6.8 min. total, 526.6 MB
sinless_impurity v5 225 games, 170729 moves, e=0.831, loss: 48714.8, -, 28.4% elo% vs. random_no_suicide, avg. reward: 27.969, 2.306 sec/game, 6.8 min. total, 526.7 MB
sinless_impurity v5 226 games, 171490 moves, e=0.830, loss: 48953.3, -, 27.4% elo% vs. random_no_suicide, avg. reward: 28.356, 2.333 sec/game, 6.9 min. total, 526.7 MB
sinless_impurity v5 227 games, 172282 moves, e=0.829, loss: 45266.4, -, 26.4% elo% vs. random_no_suicide, avg. reward: 28.482, 2.362 sec/game, 6.9 min. total, 526.8 MB
sinless_impurity v5 228 games, 173154 moves, e=0.829, loss: 41751.9, -, 25.4% elo% vs. random_no_suicide, avg. reward: 28.358, 2.392 sec/game, 7.0 min. total, 526.9 MB
sinless_impurity v5 229 games, 173781 moves, e=0.828, loss: 47327.9, +, 28.1% elo% vs. random_no_suicide, avg. reward: 27.909, 2.379 sec/game, 7.0 min. total, 526.8 MB
sinless_impurity v5 230 games, 174638 moves, e=0.827, loss: 46350.0, -, 27.1% elo% vs. random_no_suicide, avg. reward: 28.220, 2.460 sec/game, 7.0 min. total, 527.3 MB
sinless_impurity v5 231 games, 175381 moves, e=0.826, loss: 53691.2, -, 26.1% elo% vs. random_no_suicide, avg. reward: 27.852, 2.458 sec/game, 7.1 min. total, 527.3 MB
sinless_impurity v5 232 games, 176230 moves, e=0.826, loss: 47498.7, -, 25.2% elo% vs. random_no_suicide, avg. reward: 27.967, 2.470 sec/game, 7.1 min. total, 528.2 MB
sinless_impurity v5 233 games, 177183 moves, e=0.825, loss: 43651.8, -, 24.3% elo% vs. random_no_suicide, avg. reward: 27.859, 2.514 sec/game, 7.2 min. total, 530.4 MB
sinless_impurity v5 234 games, 178017 moves, e=0.824, loss: 42875.4, -, 23.5% elo% vs. random_no_suicide, avg. reward: 27.589, 2.491 sec/game, 7.2 min. total, 529.8 MB
sinless_impurity v5 235 games, 178821 moves, e=0.823, loss: 37610.9, -, 22.7% elo% vs. random_no_suicide, avg. reward: 27.733, 2.489 sec/game, 7.3 min. total, 530.0 MB
sinless_impurity v5 236 games, 179771 moves, e=0.822, loss: 37906.9, -, 22.0% elo% vs. random_no_suicide, avg. reward: 28.023, 2.517 sec/game, 7.3 min. total, 529.8 MB
sinless_impurity v5 237 games, 180562 moves, e=0.821, loss: 37246.6, -, 21.3% elo% vs. random_no_suicide, avg. reward: 27.768, 2.497 sec/game, 7.3 min. total, 529.8 MB
sinless_impurity v5 238 games, 181288 moves, e=0.821, loss: 40001.7, -, 20.7% elo% vs. random_no_suicide, avg. reward: 27.764, 2.474 sec/game, 7.4 min. total, 529.9 MB
sinless_impurity v5 239 games, 182083 moves, e=0.820, loss: 37739.2, -, 20.1% elo% vs. random_no_suicide, avg. reward: 27.392, 2.470 sec/game, 7.4 min. total, 530.0 MB
sinless_impurity v5 240 games, 182909 moves, e=0.819, loss: 34532.4, -, 19.5% elo% vs. random_no_suicide, avg. reward: 27.892, 2.450 sec/game, 7.4 min. total, 529.8 MB
sinless_impurity v5 241 games, 183613 moves, e=0.818, loss: 29244.0, -, 18.9% elo% vs. random_no_suicide, avg. reward: 28.455, 2.426 sec/game, 7.5 min. total, 530.1 MB
sinless_impurity v5 242 games, 184475 moves, e=0.817, loss: 25752.7, -, 18.4% elo% vs. random_no_suicide, avg. reward: 28.780, 2.457 sec/game, 7.5 min. total, 530.1 MB
sinless_impurity v5 243 games, 185382 moves, e=0.816, loss: 26955.2, -, 17.9% elo% vs. random_no_suicide, avg. reward: 28.606, 2.457 sec/game, 7.6 min. total, 531.4 MB
sinless_impurity v5 244 games, 186145 moves, e=0.816, loss: 36802.6, -, 17.4% elo% vs. random_no_suicide, avg. reward: 27.936, 2.448 sec/game, 7.6 min. total, 531.6 MB
sinless_impurity v5 245 games, 187010 moves, e=0.815, loss: 36357.0, -, 17.0% elo% vs. random_no_suicide, avg. reward: 28.159, 2.463 sec/game, 7.7 min. total, 531.4 MB
sinless_impurity v5 246 games, 187695 moves, e=0.814, loss: 38327.0, -, 16.5% elo% vs. random_no_suicide, avg. reward: 27.883, 2.448 sec/game, 7.7 min. total, 531.6 MB
sinless_impurity v5 247 games, 188451 moves, e=0.813, loss: 36583.8, -, 16.1% elo% vs. random_no_suicide, avg. reward: 27.863, 2.444 sec/game, 7.7 min. total, 531.6 MB
sinless_impurity v5 248 games, 189267 moves, e=0.813, loss: 38032.2, -, 15.7% elo% vs. random_no_suicide, avg. reward: 28.485, 2.425 sec/game, 7.8 min. total, 531.6 MB
sinless_impurity v5 249 games, 190146 moves, e=0.812, loss: 36468.9, -, 15.3% elo% vs. random_no_suicide, avg. reward: 28.251, 2.451 sec/game, 7.8 min. total, 532.1 MB
sinless_impurity v5 250 games, 191113 moves, e=0.811, loss: 37389.0, -, 15.0% elo% vs. random_no_suicide, avg. reward: 28.263, 2.448 sec/game, 7.9 min. total, 532.3 MB
sinless_impurity v5 251 games, 191869 moves, e=0.810, loss: 41150.6, -, 14.6% elo% vs. random_no_suicide, avg. reward: 28.246, 2.432 sec/game, 7.9 min. total, 533.3 MB
sinless_impurity v5 252 games, 192738 moves, e=0.809, loss: 42430.1, -, 14.3% elo% vs. random_no_suicide, avg. reward: 28.129, 2.451 sec/game, 7.9 min. total, 535.1 MB
sinless_impurity v5 253 games, 193534 moves, e=0.808, loss: 46275.7, -, 14.0% elo% vs. random_no_suicide, avg. reward: 28.272, 2.432 sec/game, 8.0 min. total, 535.0 MB
sinless_impurity v5 254 games, 194446 moves, e=0.807, loss: 46901.7, -, 13.7% elo% vs. random_no_suicide, avg. reward: 28.281, 2.458 sec/game, 8.0 min. total, 534.8 MB
sinless_impurity v5 255 games, 195106 moves, e=0.807, loss: 43987.9, -, 13.4% elo% vs. random_no_suicide, avg. reward: 28.580, 2.426 sec/game, 8.1 min. total, 535.0 MB
sinless_impurity v5 256 games, 196019 moves, e=0.806, loss: 42382.3, -, 13.1% elo% vs. random_no_suicide, avg. reward: 29.034, 2.425 sec/game, 8.1 min. total, 535.3 MB
sinless_impurity v5 257 games, 196854 moves, e=0.805, loss: 41793.8, -, 12.8% elo% vs. random_no_suicide, avg. reward: 29.038, 2.429 sec/game, 8.1 min. total, 535.7 MB
sinless_impurity v5 258 games, 197668 moves, e=0.804, loss: 48703.4, -, 12.5% elo% vs. random_no_suicide, avg. reward: 29.107, 2.447 sec/game, 8.2 min. total, 535.6 MB
sinless_impurity v5 259 games, 198450 moves, e=0.804, loss: 50879.6, -, 12.3% elo% vs. random_no_suicide, avg. reward: 28.543, 2.449 sec/game, 8.2 min. total, 535.3 MB
sinless_impurity v5 260 games, 199222 moves, e=0.803, loss: 49313.0, -, 12.1% elo% vs. random_no_suicide, avg. reward: 28.670, 2.448 sec/game, 8.3 min. total, 535.4 MB
sinless_impurity v5 261 games, 199935 moves, e=0.802, loss: 48111.2, -, 11.8% elo% vs. random_no_suicide, avg. reward: 28.126, 2.434 sec/game, 8.3 min. total, 535.3 MB
sinless_impurity v5 262 games, 200705 moves, e=0.801, loss: 42608.5, -, 11.6% elo% vs. random_no_suicide, avg. reward: 28.225, 2.432 sec/game, 8.3 min. total, 536.8 MB
sinless_impurity v5 263 games, 201553 moves, e=0.800, loss: 42718.5, -, 11.4% elo% vs. random_no_suicide, avg. reward: 28.434, 2.418 sec/game, 8.4 min. total, 536.9 MB
sinless_impurity v5 264 games, 202401 moves, e=0.800, loss: 42657.3, -, 11.2% elo% vs. random_no_suicide, avg. reward: 28.302, 2.437 sec/game, 8.4 min. total, 536.9 MB
sinless_impurity v5 265 games, 203138 moves, e=0.799, loss: 41303.4, -, 11.0% elo% vs. random_no_suicide, avg. reward: 27.696, 2.417 sec/game, 8.5 min. total, 537.0 MB
sinless_impurity v5 266 games, 203962 moves, e=0.798, loss: 41156.4, -, 10.8% elo% vs. random_no_suicide, avg. reward: 28.317, 2.433 sec/game, 8.5 min. total, 537.0 MB
sinless_impurity v5 267 games, 204802 moves, e=0.797, loss: 38620.5, -, 10.6% elo% vs. random_no_suicide, avg. reward: 28.337, 2.453 sec/game, 8.5 min. total, 537.1 MB
sinless_impurity v5 268 games, 205584 moves, e=0.796, loss: 40697.7, -, 10.4% elo% vs. random_no_suicide, avg. reward: 28.611, 2.453 sec/game, 8.6 min. total, 537.4 MB
sinless_impurity v5 269 games, 206374 moves, e=0.796, loss: 39340.3, -, 10.2% elo% vs. random_no_suicide, avg. reward: 29.002, 2.435 sec/game, 8.6 min. total, 537.6 MB
sinless_impurity v5 270 games, 207210 moves, e=0.795, loss: 39149.2, ., 10.9% elo% vs. random_no_suicide, avg. reward: 29.375, 2.390 sec/game, 8.7 min. total, 537.7 MB
sinless_impurity v5 271 games, 207967 moves, e=0.794, loss: 39424.2, -, 10.7% elo% vs. random_no_suicide, avg. reward: 28.882, 2.407 sec/game, 8.7 min. total, 538.1 MB
