shelter_stage v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 303.0 MB
shelter_stage v37 1447 games, 3134198 moves, e=0.010, loss: 1.8, -, 11.4% elo% vs. btr, avg. reward: -0.366, 8.297 sec/game, 74.5 min. total, 707.1 MB
shelter_stage v37 1448 games, 3138268 moves, e=0.010, loss: 2.2, -, 11.2% elo% vs. btr, avg. reward: -0.367, 8.282 sec/game, 74.6 min. total, 707.5 MB
shelter_stage v37 1449 games, 3142261 moves, e=0.010, loss: 2.3, -, 11.0% elo% vs. btr, avg. reward: -0.368, 8.328 sec/game, 74.8 min. total, 709.5 MB
shelter_stage v37 1450 games, 3146232 moves, e=0.010, loss: 2.3, -, 10.8% elo% vs. btr, avg. reward: -0.369, 8.326 sec/game, 74.9 min. total, 706.4 MB
shelter_stage v37 1451 games, 3150267 moves, e=0.010, loss: 2.4, -, 10.6% elo% vs. btr, avg. reward: -0.369, 8.286 sec/game, 75.1 min. total, 708.6 MB
shelter_stage v37 1452 games, 3154483 moves, e=0.010, loss: 2.1, -, 10.4% elo% vs. btr, avg. reward: -0.369, 8.266 sec/game, 75.2 min. total, 710.0 MB
shelter_stage v37 1453 games, 3158488 moves, e=0.010, loss: 2.3, -, 10.3% elo% vs. btr, avg. reward: -0.369, 8.237 sec/game, 75.3 min. total, 709.7 MB
shelter_stage v37 1454 games, 3161996 moves, e=0.010, loss: 2.7, -, 10.1% elo% vs. btr, avg. reward: -0.369, 8.176 sec/game, 75.5 min. total, 712.1 MB
shelter_stage v37 1455 games, 3166173 moves, e=0.010, loss: 2.2, -, 9.9% elo% vs. btr, avg. reward: -0.368, 8.162 sec/game, 75.6 min. total, 711.2 MB
shelter_stage v37 1456 games, 3169721 moves, e=0.010, loss: 2.6, -, 9.8% elo% vs. btr, avg. reward: -0.371, 8.104 sec/game, 75.7 min. total, 713.0 MB
shelter_stage v37 1457 games, 3173641 moves, e=0.010, loss: 2.7, -, 9.6% elo% vs. btr, avg. reward: -0.374, 8.086 sec/game, 75.8 min. total, 713.3 MB
shelter_stage v37 1458 games, 3177428 moves, e=0.010, loss: 2.9, -, 9.5% elo% vs. btr, avg. reward: -0.377, 8.051 sec/game, 76.0 min. total, 715.8 MB
shelter_stage v37 1459 games, 3181329 moves, e=0.010, loss: 2.2, -, 9.3% elo% vs. btr, avg. reward: -0.378, 8.039 sec/game, 76.1 min. total, 715.0 MB
shelter_stage v37 1460 games, 3185495 moves, e=0.010, loss: 2.6, -, 9.2% elo% vs. btr, avg. reward: -0.378, 8.008 sec/game, 76.2 min. total, 714.5 MB
shelter_stage v37 1461 games, 3189419 moves, e=0.010, loss: 2.2, -, 9.0% elo% vs. btr, avg. reward: -0.379, 8.045 sec/game, 76.4 min. total, 717.2 MB
shelter_stage v37 1462 games, 3193550 moves, e=0.010, loss: 2.3, -, 8.9% elo% vs. btr, avg. reward: -0.379, 8.040 sec/game, 76.5 min. total, 719.5 MB
shelter_stage v37 1463 games, 3197537 moves, e=0.010, loss: 2.1, -, 8.8% elo% vs. btr, avg. reward: -0.379, 8.049 sec/game, 76.6 min. total, 720.5 MB
shelter_stage v37 1464 games, 3201398 moves, e=0.010, loss: 2.2, -, 8.6% elo% vs. btr, avg. reward: -0.382, 7.989 sec/game, 76.7 min. total, 720.8 MB
shelter_stage v37 1465 games, 3205670 moves, e=0.010, loss: 2.4, -, 8.5% elo% vs. btr, avg. reward: -0.383, 7.990 sec/game, 76.9 min. total, 722.4 MB
shelter_stage v37 1466 games, 3209936 moves, e=0.010, loss: 2.6, -, 8.4% elo% vs. btr, avg. reward: -0.381, 7.971 sec/game, 77.0 min. total, 719.5 MB
shelter_stage v37 1467 games, 3213451 moves, e=0.010, loss: 2.4, -, 8.3% elo% vs. btr, avg. reward: -0.384, 7.888 sec/game, 77.1 min. total, 724.1 MB
shelter_stage v37 1468 games, 3217450 moves, e=0.010, loss: 2.3, -, 8.1% elo% vs. btr, avg. reward: -0.384, 7.866 sec/game, 77.3 min. total, 724.1 MB
shelter_stage v37 1469 games, 3221542 moves, e=0.010, loss: 2.3, -, 8.0% elo% vs. btr, avg. reward: -0.384, 7.869 sec/game, 77.4 min. total, 724.5 MB
shelter_stage v37 1470 games, 3225319 moves, e=0.010, loss: 1.6, -, 7.9% elo% vs. btr, avg. reward: -0.382, 7.853 sec/game, 77.5 min. total, 726.9 MB
shelter_stage v37 1471 games, 3228784 moves, e=0.010, loss: 2.1, -, 7.8% elo% vs. btr, avg. reward: -0.383, 7.846 sec/game, 77.7 min. total, 725.7 MB
shelter_stage v37 1472 games, 3232750 moves, e=0.010, loss: 2.5, -, 7.7% elo% vs. btr, avg. reward: -0.383, 7.806 sec/game, 77.8 min. total, 726.1 MB
shelter_stage v37 1473 games, 3236722 moves, e=0.010, loss: 2.0, -, 7.6% elo% vs. btr, avg. reward: -0.383, 7.796 sec/game, 77.9 min. total, 726.5 MB
shelter_stage v37 1474 games, 3240570 moves, e=0.010, loss: 2.0, -, 7.5% elo% vs. btr, avg. reward: -0.384, 7.817 sec/game, 78.1 min. total, 725.6 MB
shelter_stage v37 1475 games, 3243769 moves, e=0.010, loss: 1.9, -, 7.4% elo% vs. btr, avg. reward: -0.383, 7.746 sec/game, 78.2 min. total, 730.1 MB
shelter_stage v37 1476 games, 3247805 moves, e=0.010, loss: 1.6, -, 7.3% elo% vs. btr, avg. reward: -0.382, 7.882 sec/game, 78.3 min. total, 728.0 MB
shelter_stage v37 1477 games, 3251354 moves, e=0.010, loss: 1.6, -, 7.2% elo% vs. btr, avg. reward: -0.384, 7.913 sec/game, 78.5 min. total, 732.6 MB
shelter_stage v37 1478 games, 3255643 moves, e=0.010, loss: 2.2, -, 7.2% elo% vs. btr, avg. reward: -0.384, 8.078 sec/game, 78.7 min. total, 729.6 MB
shelter_stage v37 1479 games, 3259190 moves, e=0.010, loss: 2.5, -, 7.1% elo% vs. btr, avg. reward: -0.384, 8.117 sec/game, 78.8 min. total, 729.5 MB
shelter_stage v37 1480 games, 3262895 moves, e=0.010, loss: 2.4, -, 7.0% elo% vs. btr, avg. reward: -0.383, 8.159 sec/game, 79.0 min. total, 732.2 MB
shelter_stage v37 1481 games, 3266344 moves, e=0.010, loss: 2.5, -, 6.9% elo% vs. btr, avg. reward: -0.384, 8.151 sec/game, 79.1 min. total, 734.0 MB
shelter_stage v37 1482 games, 3270433 moves, e=0.010, loss: 2.0, -, 6.8% elo% vs. btr, avg. reward: -0.381, 8.206 sec/game, 79.2 min. total, 732.8 MB
shelter_stage v37 1483 games, 3273934 moves, e=0.010, loss: 2.1, -, 6.7% elo% vs. btr, avg. reward: -0.381, 8.179 sec/game, 79.4 min. total, 731.5 MB
shelter_stage v37 1484 games, 3277516 moves, e=0.010, loss: 1.9, -, 6.7% elo% vs. btr, avg. reward: -0.382, 8.167 sec/game, 79.5 min. total, 733.8 MB
shelter_stage v37 1485 games, 3280932 moves, e=0.010, loss: 2.2, -, 6.6% elo% vs. btr, avg. reward: -0.381, 8.090 sec/game, 79.6 min. total, 735.2 MB
shelter_stage v37 1486 games, 3284679 moves, e=0.010, loss: 2.4, -, 6.5% elo% vs. btr, avg. reward: -0.381, 8.054 sec/game, 79.7 min. total, 737.8 MB
shelter_stage v37 1487 games, 3288104 moves, e=0.010, loss: 2.5, -, 6.4% elo% vs. btr, avg. reward: -0.383, 8.053 sec/game, 79.8 min. total, 738.1 MB
shelter_stage v37 1488 games, 3291765 moves, e=0.010, loss: 2.2, -, 6.4% elo% vs. btr, avg. reward: -0.383, 8.031 sec/game, 79.9 min. total, 738.7 MB
shelter_stage v37 1489 games, 3295774 moves, e=0.010, loss: 2.3, -, 6.3% elo% vs. btr, avg. reward: -0.383, 8.041 sec/game, 80.1 min. total, 738.4 MB
shelter_stage v37 1490 games, 3300024 moves, e=0.010, loss: 1.8, -, 6.2% elo% vs. btr, avg. reward: -0.382, 8.077 sec/game, 80.2 min. total, 738.2 MB
shelter_stage v37 1491 games, 3303934 moves, e=0.010, loss: 1.5, -, 6.2% elo% vs. btr, avg. reward: -0.383, 8.052 sec/game, 80.4 min. total, 738.0 MB
shelter_stage v37 1492 games, 3308029 moves, e=0.010, loss: 1.8, -, 6.1% elo% vs. btr, avg. reward: -0.382, 8.068 sec/game, 80.5 min. total, 734.7 MB
shelter_stage v37 1493 games, 3312202 moves, e=0.010, loss: 1.9, -, 6.0% elo% vs. btr, avg. reward: -0.380, 8.092 sec/game, 80.6 min. total, 734.8 MB
shelter_stage v37 1494 games, 3316404 moves, e=0.010, loss: 1.6, -, 6.0% elo% vs. btr, avg. reward: -0.378, 8.124 sec/game, 80.8 min. total, 736.3 MB
shelter_stage v37 1495 games, 3320031 moves, e=0.010, loss: 1.7, -, 5.9% elo% vs. btr, avg. reward: -0.378, 8.142 sec/game, 80.9 min. total, 740.0 MB
shelter_stage v37 1496 games, 3324363 moves, e=0.010, loss: 1.6, -, 5.8% elo% vs. btr, avg. reward: -0.376, 8.085 sec/game, 81.0 min. total, 737.6 MB
shelter_stage v37 1497 games, 3328277 moves, e=0.010, loss: 1.7, -, 5.8% elo% vs. btr, avg. reward: -0.377, 8.050 sec/game, 81.2 min. total, 743.9 MB
shelter_stage v37 1498 games, 3331749 moves, e=0.010, loss: 1.9, -, 5.7% elo% vs. btr, avg. reward: -0.379, 7.866 sec/game, 81.3 min. total, 744.5 MB
shelter_stage v37 1499 games, 3335313 moves, e=0.010, loss: 2.2, -, 5.7% elo% vs. btr, avg. reward: -0.380, 7.789 sec/game, 81.4 min. total, 744.5 MB
shelter_stage v37 1500 games, 3339236 moves, e=0.010, loss: 2.0, -, 5.6% elo% vs. btr, avg. reward: -0.378, 7.724 sec/game, 81.5 min. total, 745.0 MB
shelter_stage v38 1501 games, 3343022 moves, e=0.010, loss: 1.7, -, 47.7% elo% vs. btr, avg. reward: -0.378, 7.731 sec/game, 81.7 min. total, 741.5 MB
shelter_stage v38 1502 games, 3346128 moves, e=0.010, loss: 2.6, -, 45.5% elo% vs. btr, avg. reward: -0.383, 7.592 sec/game, 81.8 min. total, 745.1 MB
shelter_stage v38 1503 games, 3350151 moves, e=0.010, loss: 2.5, -, 43.4% elo% vs. btr, avg. reward: -0.383, 7.642 sec/game, 81.9 min. total, 746.9 MB
shelter_stage v38 1504 games, 3354360 moves, e=0.010, loss: 2.2, -, 41.5% elo% vs. btr, avg. reward: -0.381, 7.687 sec/game, 82.0 min. total, 745.6 MB
shelter_stage v38 1505 games, 3358370 moves, e=0.010, loss: 2.2, -, 39.6% elo% vs. btr, avg. reward: -0.383, 7.748 sec/game, 82.2 min. total, 746.7 MB
shelter_stage v38 1506 games, 3362232 moves, e=0.010, loss: 2.3, -, 37.9% elo% vs. btr, avg. reward: -0.384, 7.750 sec/game, 82.3 min. total, 746.2 MB
shelter_stage v38 1507 games, 3366299 moves, e=0.010, loss: 2.3, -, 36.3% elo% vs. btr, avg. reward: -0.381, 7.805 sec/game, 82.4 min. total, 744.8 MB
shelter_stage v38 1508 games, 3370600 moves, e=0.010, loss: 2.2, -, 34.8% elo% vs. btr, avg. reward: -0.381, 7.861 sec/game, 82.6 min. total, 744.7 MB
shelter_stage v38 1509 games, 3374538 moves, e=0.010, loss: 2.8, -, 33.3% elo% vs. btr, avg. reward: -0.383, 7.839 sec/game, 82.7 min. total, 745.5 MB
shelter_stage v38 1510 games, 3378618 moves, e=0.010, loss: 3.1, -, 32.0% elo% vs. btr, avg. reward: -0.383, 7.821 sec/game, 82.8 min. total, 747.5 MB
shelter_stage v38 1511 games, 3381903 moves, e=0.010, loss: 3.7, -, 30.7% elo% vs. btr, avg. reward: -0.386, 7.779 sec/game, 82.9 min. total, 749.3 MB
shelter_stage v38 1512 games, 3385850 moves, e=0.010, loss: 3.1, -, 29.5% elo% vs. btr, avg. reward: -0.386, 7.756 sec/game, 83.1 min. total, 746.7 MB
shelter_stage v38 1513 games, 3389582 moves, e=0.010, loss: 3.0, -, 28.4% elo% vs. btr, avg. reward: -0.388, 7.720 sec/game, 83.2 min. total, 753.2 MB
shelter_stage v38 1514 games, 3393550 moves, e=0.010, loss: 2.8, -, 27.3% elo% vs. btr, avg. reward: -0.387, 7.694 sec/game, 83.3 min. total, 751.8 MB
shelter_stage v38 1515 games, 3397515 moves, e=0.010, loss: 2.9, -, 26.4% elo% vs. btr, avg. reward: -0.386, 7.733 sec/game, 83.5 min. total, 753.2 MB
shelter_stage v38 1516 games, 3401470 moves, e=0.010, loss: 3.3, -, 25.4% elo% vs. btr, avg. reward: -0.387, 7.684 sec/game, 83.6 min. total, 750.2 MB
shelter_stage v38 1517 games, 3405495 moves, e=0.010, loss: 2.4, -, 24.5% elo% vs. btr, avg. reward: -0.383, 7.738 sec/game, 83.7 min. total, 753.1 MB
shelter_stage v38 1518 games, 3409314 moves, e=0.010, loss: 2.4, -, 23.7% elo% vs. btr, avg. reward: -0.382, 7.803 sec/game, 83.9 min. total, 753.3 MB
shelter_stage v38 1519 games, 3413227 moves, e=0.010, loss: 2.6, -, 22.9% elo% vs. btr, avg. reward: -0.383, 7.876 sec/game, 84.0 min. total, 754.9 MB
shelter_stage v38 1520 games, 3416937 moves, e=0.010, loss: 2.8, -, 22.2% elo% vs. btr, avg. reward: -0.385, 7.902 sec/game, 84.2 min. total, 752.7 MB
shelter_stage v38 1521 games, 3420459 moves, e=0.010, loss: 3.3, -, 21.5% elo% vs. btr, avg. reward: -0.387, 7.908 sec/game, 84.3 min. total, 755.6 MB
shelter_stage v38 1522 games, 3424302 moves, e=0.010, loss: 3.0, -, 20.8% elo% vs. btr, avg. reward: -0.387, 8.008 sec/game, 84.4 min. total, 755.9 MB
shelter_stage v38 1523 games, 3428686 moves, e=0.010, loss: 2.1, -, 20.2% elo% vs. btr, avg. reward: -0.386, 8.079 sec/game, 84.6 min. total, 754.4 MB
shelter_stage v38 1524 games, 3432668 moves, e=0.010, loss: 2.0, -, 19.6% elo% vs. btr, avg. reward: -0.387, 8.092 sec/game, 84.7 min. total, 754.4 MB
shelter_stage v38 1525 games, 3436528 moves, e=0.010, loss: 1.9, -, 19.1% elo% vs. btr, avg. reward: -0.386, 8.112 sec/game, 84.9 min. total, 758.1 MB
shelter_stage v38 1526 games, 3440339 moves, e=0.010, loss: 2.0, -, 18.5% elo% vs. btr, avg. reward: -0.386, 8.154 sec/game, 85.0 min. total, 758.2 MB
shelter_stage v38 1527 games, 3444173 moves, e=0.010, loss: 2.1, -, 18.0% elo% vs. btr, avg. reward: -0.383, 8.160 sec/game, 85.2 min. total, 757.0 MB
shelter_stage v38 1528 games, 3447922 moves, e=0.010, loss: 2.3, -, 17.5% elo% vs. btr, avg. reward: -0.382, 8.146 sec/game, 85.3 min. total, 759.3 MB
shelter_stage v38 1529 games, 3451932 moves, e=0.010, loss: 3.0, -, 17.1% elo% vs. btr, avg. reward: -0.381, 8.206 sec/game, 85.4 min. total, 759.4 MB
shelter_stage v38 1530 games, 3456136 moves, e=0.010, loss: 3.1, -, 16.6% elo% vs. btr, avg. reward: -0.382, 8.249 sec/game, 85.6 min. total, 760.4 MB
shelter_stage v38 1531 games, 3460263 moves, e=0.010, loss: 2.8, -, 16.2% elo% vs. btr, avg. reward: -0.382, 8.356 sec/game, 85.7 min. total, 759.8 MB
shelter_stage v38 1532 games, 3463799 moves, e=0.010, loss: 2.3, -, 15.8% elo% vs. btr, avg. reward: -0.385, 8.357 sec/game, 85.9 min. total, 760.9 MB
shelter_stage v38 1533 games, 3467548 moves, e=0.010, loss: 2.3, -, 15.4% elo% vs. btr, avg. reward: -0.387, 8.397 sec/game, 86.0 min. total, 762.2 MB
shelter_stage v38 1534 games, 3471130 moves, e=0.010, loss: 2.7, -, 15.1% elo% vs. btr, avg. reward: -0.388, 8.390 sec/game, 86.1 min. total, 764.5 MB
shelter_stage v38 1535 games, 3475184 moves, e=0.010, loss: 2.3, -, 14.7% elo% vs. btr, avg. reward: -0.387, 8.435 sec/game, 86.3 min. total, 761.9 MB
shelter_stage v38 1536 games, 3479313 moves, e=0.010, loss: 1.6, -, 14.4% elo% vs. btr, avg. reward: -0.388, 8.497 sec/game, 86.4 min. total, 764.3 MB
shelter_stage v38 1537 games, 3483138 moves, e=0.010, loss: 1.8, -, 14.0% elo% vs. btr, avg. reward: -0.389, 8.469 sec/game, 86.6 min. total, 766.6 MB
shelter_stage v38 1538 games, 3487252 moves, e=0.010, loss: 2.1, -, 13.7% elo% vs. btr, avg. reward: -0.389, 8.496 sec/game, 86.7 min. total, 766.6 MB
shelter_stage v38 1539 games, 3491215 moves, e=0.010, loss: 2.2, -, 13.4% elo% vs. btr, avg. reward: -0.390, 8.494 sec/game, 86.9 min. total, 766.6 MB
shelter_stage v38 1540 games, 3495242 moves, e=0.010, loss: 2.4, -, 13.1% elo% vs. btr, avg. reward: -0.391, 8.516 sec/game, 87.0 min. total, 765.1 MB
shelter_stage v38 1541 games, 3499154 moves, e=0.010, loss: 2.8, -, 12.9% elo% vs. btr, avg. reward: -0.392, 8.546 sec/game, 87.1 min. total, 767.4 MB
shelter_stage v38 1542 games, 3502811 moves, e=0.010, loss: 2.8, -, 12.6% elo% vs. btr, avg. reward: -0.391, 8.526 sec/game, 87.3 min. total, 764.9 MB
shelter_stage v38 1543 games, 3506442 moves, e=0.010, loss: 2.6, -, 12.4% elo% vs. btr, avg. reward: -0.393, 8.442 sec/game, 87.4 min. total, 768.7 MB
shelter_stage v38 1544 games, 3509812 moves, e=0.010, loss: 2.6, -, 12.1% elo% vs. btr, avg. reward: -0.394, 8.394 sec/game, 87.5 min. total, 770.7 MB
shelter_stage v38 1545 games, 3512987 moves, e=0.010, loss: 3.1, -, 11.9% elo% vs. btr, avg. reward: -0.397, 8.315 sec/game, 87.6 min. total, 770.4 MB
shelter_stage v38 1546 games, 3516432 moves, e=0.010, loss: 3.8, -, 11.7% elo% vs. btr, avg. reward: -0.400, 8.263 sec/game, 87.8 min. total, 771.5 MB
shelter_stage v38 1547 games, 3520027 moves, e=0.010, loss: 2.6, -, 11.4% elo% vs. btr, avg. reward: -0.401, 8.253 sec/game, 87.9 min. total, 770.8 MB
shelter_stage v38 1548 games, 3523688 moves, e=0.010, loss: 2.8, -, 11.2% elo% vs. btr, avg. reward: -0.401, 8.236 sec/game, 88.0 min. total, 774.0 MB
shelter_stage v38 1549 games, 3527045 moves, e=0.010, loss: 2.2, -, 11.0% elo% vs. btr, avg. reward: -0.402, 8.157 sec/game, 88.2 min. total, 774.0 MB
shelter_stage v38 1550 games, 3530781 moves, e=0.010, loss: 2.8, -, 10.8% elo% vs. btr, avg. reward: -0.402, 8.107 sec/game, 88.3 min. total, 773.2 MB
shelter_stage v38 1551 games, 3534325 moves, e=0.010, loss: 2.8, -, 10.6% elo% vs. btr, avg. reward: -0.403, 8.045 sec/game, 88.4 min. total, 772.8 MB
shelter_stage v38 1552 games, 3538313 moves, e=0.010, loss: 2.6, -, 10.4% elo% vs. btr, avg. reward: -0.403, 8.087 sec/game, 88.6 min. total, 774.5 MB
shelter_stage v38 1553 games, 3542288 moves, e=0.010, loss: 1.9, -, 10.3% elo% vs. btr, avg. reward: -0.402, 8.092 sec/game, 88.7 min. total, 774.7 MB
shelter_stage v38 1554 games, 3546027 moves, e=0.010, loss: 1.8, -, 10.1% elo% vs. btr, avg. reward: -0.402, 8.124 sec/game, 88.8 min. total, 772.7 MB
shelter_stage v38 1555 games, 3549660 moves, e=0.010, loss: 2.1, -, 9.9% elo% vs. btr, avg. reward: -0.404, 8.092 sec/game, 89.0 min. total, 775.3 MB
shelter_stage v38 1556 games, 3553426 moves, e=0.010, loss: 2.5, -, 9.8% elo% vs. btr, avg. reward: -0.403, 8.073 sec/game, 89.1 min. total, 775.6 MB
shelter_stage v38 1557 games, 3556753 moves, e=0.010, loss: 3.1, -, 9.6% elo% vs. btr, avg. reward: -0.405, 8.033 sec/game, 89.2 min. total, 776.7 MB
shelter_stage v38 1558 games, 3560766 moves, e=0.010, loss: 2.4, -, 9.5% elo% vs. btr, avg. reward: -0.403, 8.009 sec/game, 89.4 min. total, 773.7 MB
shelter_stage v38 1559 games, 3564730 moves, e=0.010, loss: 1.8, -, 9.3% elo% vs. btr, avg. reward: -0.401, 8.009 sec/game, 89.5 min. total, 776.1 MB
shelter_stage v38 1560 games, 3568120 moves, e=0.010, loss: 2.2, -, 9.2% elo% vs. btr, avg. reward: -0.404, 7.953 sec/game, 89.6 min. total, 780.1 MB
shelter_stage v38 1561 games, 3571721 moves, e=0.010, loss: 2.4, -, 9.0% elo% vs. btr, avg. reward: -0.404, 7.920 sec/game, 89.8 min. total, 780.8 MB
shelter_stage v38 1562 games, 3575268 moves, e=0.010, loss: 2.8, -, 8.9% elo% vs. btr, avg. reward: -0.405, 7.894 sec/game, 89.9 min. total, 781.5 MB
shelter_stage v38 1563 games, 3578563 moves, e=0.010, loss: 2.6, -, 8.8% elo% vs. btr, avg. reward: -0.407, 7.853 sec/game, 90.0 min. total, 783.4 MB
shelter_stage v38 1564 games, 3582300 moves, e=0.010, loss: 2.2, -, 8.6% elo% vs. btr, avg. reward: -0.406, 7.884 sec/game, 90.2 min. total, 780.4 MB
shelter_stage v38 1565 games, 3586098 moves, e=0.010, loss: 2.3, -, 8.5% elo% vs. btr, avg. reward: -0.404, 7.962 sec/game, 90.3 min. total, 783.2 MB
shelter_stage v38 1566 games, 3590162 moves, e=0.010, loss: 1.5, -, 8.4% elo% vs. btr, avg. reward: -0.404, 8.024 sec/game, 90.4 min. total, 784.0 MB
shelter_stage v38 1567 games, 3594298 moves, e=0.010, loss: 1.3, -, 8.3% elo% vs. btr, avg. reward: -0.400, 8.074 sec/game, 90.6 min. total, 780.6 MB
shelter_stage v38 1568 games, 3597532 moves, e=0.010, loss: 2.4, -, 8.1% elo% vs. btr, avg. reward: -0.404, 8.037 sec/game, 90.7 min. total, 781.3 MB
shelter_stage v38 1569 games, 3601178 moves, e=0.010, loss: 2.7, -, 8.0% elo% vs. btr, avg. reward: -0.405, 8.059 sec/game, 90.8 min. total, 783.9 MB
shelter_stage v38 1570 games, 3604412 moves, e=0.010, loss: 2.8, -, 7.9% elo% vs. btr, avg. reward: -0.406, 8.021 sec/game, 91.0 min. total, 784.5 MB
shelter_stage v38 1571 games, 3608242 moves, e=0.010, loss: 2.5, -, 7.8% elo% vs. btr, avg. reward: -0.404, 8.057 sec/game, 91.1 min. total, 786.1 MB
shelter_stage v38 1572 games, 3612046 moves, e=0.010, loss: 2.4, -, 7.7% elo% vs. btr, avg. reward: -0.404, 8.035 sec/game, 91.2 min. total, 785.9 MB
shelter_stage v38 1573 games, 3615844 moves, e=0.010, loss: 2.0, -, 7.6% elo% vs. btr, avg. reward: -0.405, 8.018 sec/game, 91.4 min. total, 785.3 MB
shelter_stage v38 1574 games, 3619394 moves, e=0.010, loss: 2.5, -, 7.5% elo% vs. btr, avg. reward: -0.406, 7.988 sec/game, 91.5 min. total, 788.5 MB
shelter_stage v38 1575 games, 3622706 moves, e=0.010, loss: 2.3, -, 7.4% elo% vs. btr, avg. reward: -0.408, 7.939 sec/game, 91.6 min. total, 790.6 MB
shelter_stage v38 1576 games, 3626084 moves, e=0.010, loss: 2.4, -, 7.3% elo% vs. btr, avg. reward: -0.410, 7.877 sec/game, 91.7 min. total, 790.5 MB
shelter_stage v38 1577 games, 3629802 moves, e=0.010, loss: 2.1, -, 7.2% elo% vs. btr, avg. reward: -0.408, 7.903 sec/game, 91.9 min. total, 787.4 MB
shelter_stage v38 1578 games, 3633775 moves, e=0.010, loss: 2.0, -, 7.2% elo% vs. btr, avg. reward: -0.408, 7.918 sec/game, 92.0 min. total, 786.4 MB
shelter_stage v38 1579 games, 3637775 moves, e=0.010, loss: 1.9, -, 7.1% elo% vs. btr, avg. reward: -0.407, 7.921 sec/game, 92.2 min. total, 789.1 MB
shelter_stage v38 1580 games, 3640696 moves, e=0.010, loss: 2.1, -, 7.0% elo% vs. btr, avg. reward: -0.409, 7.863 sec/game, 92.3 min. total, 789.7 MB
shelter_stage v38 1581 games, 3644079 moves, e=0.010, loss: 2.4, -, 6.9% elo% vs. btr, avg. reward: -0.408, 7.841 sec/game, 92.4 min. total, 787.9 MB
shelter_stage v38 1582 games, 3647965 moves, e=0.010, loss: 2.1, -, 6.8% elo% vs. btr, avg. reward: -0.409, 7.890 sec/game, 92.5 min. total, 788.0 MB
shelter_stage v38 1583 games, 3651697 moves, e=0.010, loss: 2.2, -, 6.7% elo% vs. btr, avg. reward: -0.409, 7.933 sec/game, 92.7 min. total, 789.7 MB
shelter_stage v38 1584 games, 3655411 moves, e=0.010, loss: 2.5, -, 6.7% elo% vs. btr, avg. reward: -0.408, 7.934 sec/game, 92.8 min. total, 791.8 MB
shelter_stage v38 1585 games, 3659229 moves, e=0.010, loss: 2.3, -, 6.6% elo% vs. btr, avg. reward: -0.409, 7.924 sec/game, 92.9 min. total, 789.2 MB
shelter_stage v38 1586 games, 3662897 moves, e=0.010, loss: 2.3, -, 6.5% elo% vs. btr, avg. reward: -0.409, 7.889 sec/game, 93.1 min. total, 791.2 MB
shelter_stage v38 1587 games, 3666680 moves, e=0.010, loss: 2.3, -, 6.4% elo% vs. btr, avg. reward: -0.409, 7.846 sec/game, 93.2 min. total, 791.1 MB
shelter_stage v38 1588 games, 3670731 moves, e=0.010, loss: 1.9, -, 6.4% elo% vs. btr, avg. reward: -0.408, 7.932 sec/game, 93.4 min. total, 793.7 MB
shelter_stage v38 1589 games, 3674297 moves, e=0.010, loss: 1.9, -, 6.3% elo% vs. btr, avg. reward: -0.409, 7.922 sec/game, 93.5 min. total, 796.3 MB
shelter_stage v38 1590 games, 3677831 moves, e=0.010, loss: 2.1, -, 6.2% elo% vs. btr, avg. reward: -0.410, 7.957 sec/game, 93.6 min. total, 797.7 MB
