water_affection v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 311.9 MB
water_affection v20 969 games, 1606056 moves, e=0.010, loss: 2.9, -, 44.1% elo% vs. v18, avg. reward: -0.340, 8.894 sec/game, 46.9 min. total, 813.7 MB
water_affection v20 970 games, 1609851 moves, e=0.010, loss: 3.2, +, 46.7% elo% vs. v18, avg. reward: -0.342, 8.806 sec/game, 47.0 min. total, 816.0 MB
water_affection v20 971 games, 1613599 moves, e=0.010, loss: 3.5, -, 44.5% elo% vs. v18, avg. reward: -0.341, 8.739 sec/game, 47.1 min. total, 817.4 MB
water_affection v20 972 games, 1617696 moves, e=0.010, loss: 4.2, -, 42.5% elo% vs. v18, avg. reward: -0.342, 8.699 sec/game, 47.3 min. total, 817.4 MB
water_affection v20 973 games, 1621687 moves, e=0.010, loss: 3.4, +, 45.1% elo% vs. v18, avg. reward: -0.342, 8.695 sec/game, 47.4 min. total, 817.7 MB
water_affection v20 974 games, 1625798 moves, e=0.010, loss: 3.5, +, 47.6% elo% vs. v18, avg. reward: -0.341, 8.671 sec/game, 47.5 min. total, 817.5 MB
water_affection v20 975 games, 1629944 moves, e=0.010, loss: 3.3, -, 45.4% elo% vs. v18, avg. reward: -0.341, 8.642 sec/game, 47.7 min. total, 817.9 MB
water_affection v20 976 games, 1633288 moves, e=0.010, loss: 3.3, -, 43.4% elo% vs. v18, avg. reward: -0.343, 8.543 sec/game, 47.8 min. total, 819.1 MB
water_affection v20 977 games, 1637081 moves, e=0.010, loss: 4.0, +, 46.0% elo% vs. v18, avg. reward: -0.345, 8.440 sec/game, 47.9 min. total, 820.2 MB
water_affection v20 978 games, 1640801 moves, e=0.010, loss: 3.4, -, 43.9% elo% vs. v18, avg. reward: -0.345, 8.390 sec/game, 48.1 min. total, 821.7 MB
water_affection v20 979 games, 1644798 moves, e=0.010, loss: 3.4, -, 41.9% elo% vs. v18, avg. reward: -0.345, 8.344 sec/game, 48.2 min. total, 820.4 MB
water_affection v20 980 games, 1648820 moves, e=0.010, loss: 2.8, +, 44.5% elo% vs. v18, avg. reward: -0.345, 8.348 sec/game, 48.4 min. total, 823.7 MB
water_affection v20 981 games, 1652658 moves, e=0.010, loss: 2.5, -, 42.5% elo% vs. v18, avg. reward: -0.343, 8.309 sec/game, 48.5 min. total, 821.3 MB
water_affection v20 982 games, 1656654 moves, e=0.010, loss: 2.9, -, 40.6% elo% vs. v18, avg. reward: -0.343, 8.277 sec/game, 48.6 min. total, 824.4 MB
water_affection v20 983 games, 1660703 moves, e=0.010, loss: 2.7, +, 43.3% elo% vs. v18, avg. reward: -0.342, 8.310 sec/game, 48.8 min. total, 827.5 MB
water_affection v20 984 games, 1664764 moves, e=0.010, loss: 2.7, -, 41.3% elo% vs. v18, avg. reward: -0.341, 8.356 sec/game, 48.9 min. total, 823.0 MB
water_affection v20 985 games, 1668458 moves, e=0.010, loss: 2.8, -, 39.5% elo% vs. v18, avg. reward: -0.342, 8.343 sec/game, 49.1 min. total, 825.5 MB
water_affection v20 986 games, 1672135 moves, e=0.010, loss: 3.5, -, 37.8% elo% vs. v18, avg. reward: -0.345, 8.301 sec/game, 49.2 min. total, 827.7 MB
water_affection v20 987 games, 1676043 moves, e=0.010, loss: 4.3, ., 38.3% elo% vs. v18, avg. reward: -0.345, 8.295 sec/game, 49.3 min. total, 829.2 MB
water_affection v20 988 games, 1680104 moves, e=0.010, loss: 3.8, +, 41.0% elo% vs. v18, avg. reward: -0.345, 8.266 sec/game, 49.5 min. total, 827.1 MB
water_affection v20 989 games, 1684431 moves, e=0.010, loss: 3.3, -, 39.2% elo% vs. v18, avg. reward: -0.343, 8.267 sec/game, 49.6 min. total, 828.2 MB
water_affection v20 990 games, 1688742 moves, e=0.010, loss: 3.4, -, 37.5% elo% vs. v18, avg. reward: -0.342, 8.335 sec/game, 49.8 min. total, 828.4 MB
water_affection v20 991 games, 1692864 moves, e=0.010, loss: 3.1, +, 40.2% elo% vs. v18, avg. reward: -0.342, 8.364 sec/game, 49.9 min. total, 828.1 MB
water_affection v20 992 games, 1696961 moves, e=0.010, loss: 3.3, +, 42.9% elo% vs. v18, avg. reward: -0.342, 8.383 sec/game, 50.1 min. total, 829.8 MB
water_affection v20 993 games, 1701147 moves, e=0.010, loss: 3.6, +, 45.5% elo% vs. v18, avg. reward: -0.344, 8.416 sec/game, 50.2 min. total, 829.3 MB
water_affection v20 994 games, 1705196 moves, e=0.010, loss: 3.4, -, 43.4% elo% vs. v18, avg. reward: -0.343, 8.398 sec/game, 50.3 min. total, 830.0 MB
water_affection v20 995 games, 1709092 moves, e=0.010, loss: 3.1, -, 41.5% elo% vs. v18, avg. reward: -0.344, 8.385 sec/game, 50.5 min. total, 832.0 MB
water_affection v20 996 games, 1712769 moves, e=0.010, loss: 3.6, -, 39.6% elo% vs. v18, avg. reward: -0.344, 8.414 sec/game, 50.6 min. total, 834.0 MB
water_affection v20 997 games, 1716811 moves, e=0.010, loss: 3.4, +, 42.3% elo% vs. v18, avg. reward: -0.343, 8.439 sec/game, 50.8 min. total, 834.0 MB
water_affection v20 998 games, 1720712 moves, e=0.010, loss: 3.6, +, 44.9% elo% vs. v18, avg. reward: -0.344, 8.472 sec/game, 50.9 min. total, 834.7 MB
water_affection v20 999 games, 1725050 moves, e=0.010, loss: 3.2, +, 47.4% elo% vs. v18, avg. reward: -0.344, 8.511 sec/game, 51.1 min. total, 834.4 MB
water_affection v20 1000 games, 1728640 moves, e=0.010, loss: 3.5, -, 45.3% elo% vs. v18, avg. reward: -0.345, 8.462 sec/game, 51.2 min. total, 836.7 MB
water_affection v21 1001 games, 1732800 moves, e=0.010, loss: 3.3, +, 52.3% elo% vs. v18, avg. reward: -0.345, 8.495 sec/game, 51.3 min. total, 837.6 MB
water_affection v21 1002 games, 1736865 moves, e=0.010, loss: 2.6, -, 49.9% elo% vs. v18, avg. reward: -0.347, 8.514 sec/game, 51.5 min. total, 837.8 MB
water_affection v21 1003 games, 1740652 moves, e=0.010, loss: 2.9, -, 47.6% elo% vs. v18, avg. reward: -0.348, 8.480 sec/game, 51.6 min. total, 835.5 MB
water_affection v21 1004 games, 1744477 moves, e=0.010, loss: 3.6, -, 45.4% elo% vs. v18, avg. reward: -0.348, 8.460 sec/game, 51.7 min. total, 840.7 MB
water_affection v21 1005 games, 1748360 moves, e=0.010, loss: 4.1, +, 47.9% elo% vs. v18, avg. reward: -0.350, 8.490 sec/game, 51.9 min. total, 841.7 MB
water_affection v21 1006 games, 1752506 moves, e=0.010, loss: 3.7, +, 50.3% elo% vs. v18, avg. reward: -0.349, 8.532 sec/game, 52.0 min. total, 840.0 MB
water_affection v21 1007 games, 1756138 moves, e=0.010, loss: 4.0, -, 48.0% elo% vs. v18, avg. reward: -0.349, 8.501 sec/game, 52.2 min. total, 843.3 MB
water_affection v21 1008 games, 1759916 moves, e=0.010, loss: 3.3, -, 45.8% elo% vs. v18, avg. reward: -0.349, 8.507 sec/game, 52.3 min. total, 841.4 MB
water_affection v21 1009 games, 1763700 moves, e=0.010, loss: 3.3, -, 43.7% elo% vs. v18, avg. reward: -0.350, 8.456 sec/game, 52.4 min. total, 842.7 MB
water_affection v21 1010 games, 1767642 moves, e=0.010, loss: 3.2, +, 46.3% elo% vs. v18, avg. reward: -0.350, 8.431 sec/game, 52.6 min. total, 843.5 MB
water_affection v21 1011 games, 1771227 moves, e=0.010, loss: 2.8, +, 48.7% elo% vs. v18, avg. reward: -0.351, 8.397 sec/game, 52.7 min. total, 844.6 MB
water_affection v21 1012 games, 1774866 moves, e=0.010, loss: 2.7, +, 51.1% elo% vs. v18, avg. reward: -0.352, 8.344 sec/game, 52.8 min. total, 844.8 MB
water_affection v21 1013 games, 1778681 moves, e=0.010, loss: 2.5, -, 48.8% elo% vs. v18, avg. reward: -0.351, 8.290 sec/game, 53.0 min. total, 848.7 MB
water_affection v21 1014 games, 1782407 moves, e=0.010, loss: 2.8, -, 46.5% elo% vs. v18, avg. reward: -0.351, 8.282 sec/game, 53.1 min. total, 848.1 MB
water_affection v21 1015 games, 1786110 moves, e=0.010, loss: 2.8, -, 44.4% elo% vs. v18, avg. reward: -0.352, 8.251 sec/game, 53.2 min. total, 848.1 MB
water_affection v21 1016 games, 1789897 moves, e=0.010, loss: 3.5, -, 42.4% elo% vs. v18, avg. reward: -0.352, 8.276 sec/game, 53.4 min. total, 848.8 MB
water_affection v21 1017 games, 1793928 moves, e=0.010, loss: 3.0, +, 45.0% elo% vs. v18, avg. reward: -0.352, 8.294 sec/game, 53.5 min. total, 848.4 MB
water_affection v21 1018 games, 1797525 moves, e=0.010, loss: 3.6, +, 47.5% elo% vs. v18, avg. reward: -0.353, 8.249 sec/game, 53.7 min. total, 848.4 MB
water_affection v21 1019 games, 1801725 moves, e=0.010, loss: 3.1, -, 45.3% elo% vs. v18, avg. reward: -0.351, 8.225 sec/game, 53.8 min. total, 848.2 MB
water_affection v21 1020 games, 1805595 moves, e=0.010, loss: 3.6, +, 47.8% elo% vs. v18, avg. reward: -0.351, 8.249 sec/game, 53.9 min. total, 849.0 MB
water_affection v21 1021 games, 1809265 moves, e=0.010, loss: 3.7, +, 50.2% elo% vs. v18, avg. reward: -0.351, 8.190 sec/game, 54.1 min. total, 849.7 MB
water_affection v21 1022 games, 1812864 moves, e=0.010, loss: 3.8, +, 52.5% elo% vs. v18, avg. reward: -0.351, 8.146 sec/game, 54.2 min. total, 853.7 MB
water_affection v21 1023 games, 1816726 moves, e=0.010, loss: 3.9, -, 50.1% elo% vs. v18, avg. reward: -0.348, 8.170 sec/game, 54.3 min. total, 857.0 MB
water_affection v21 1024 games, 1820713 moves, e=0.010, loss: 3.3, -, 47.8% elo% vs. v18, avg. reward: -0.348, 8.182 sec/game, 54.5 min. total, 855.8 MB
water_affection v21 1025 games, 1824345 moves, e=0.010, loss: 3.9, +, 50.2% elo% vs. v18, avg. reward: -0.349, 8.144 sec/game, 54.6 min. total, 857.9 MB
water_affection v21 1026 games, 1828371 moves, e=0.010, loss: 4.2, +, 52.5% elo% vs. v18, avg. reward: -0.349, 8.152 sec/game, 54.7 min. total, 855.2 MB
water_affection v21 1027 games, 1832313 moves, e=0.010, loss: 3.5, +, 54.7% elo% vs. v18, avg. reward: -0.348, 8.163 sec/game, 54.9 min. total, 855.3 MB
water_affection v21 1028 games, 1836332 moves, e=0.010, loss: 3.6, +, 56.7% elo% vs. v18, avg. reward: -0.348, 8.186 sec/game, 55.0 min. total, 857.8 MB
water_affection v21 1029 games, 1840148 moves, e=0.010, loss: 3.6, ., 56.4% elo% vs. v18, avg. reward: -0.348, 8.193 sec/game, 55.2 min. total, 858.3 MB
water_affection v21 1030 games, 1843877 moves, e=0.010, loss: 3.3, -, 53.9% elo% vs. v18, avg. reward: -0.350, 8.148 sec/game, 55.3 min. total, 858.2 MB
water_affection v21 1031 games, 1847582 moves, e=0.010, loss: 3.4, +, 56.0% elo% vs. v18, avg. reward: -0.350, 8.139 sec/game, 55.4 min. total, 861.4 MB
water_affection v21 1032 games, 1851474 moves, e=0.010, loss: 3.0, -, 53.4% elo% vs. v18, avg. reward: -0.351, 8.157 sec/game, 55.6 min. total, 862.2 MB
water_affection v21 1033 games, 1855371 moves, e=0.010, loss: 3.7, -, 51.0% elo% vs. v18, avg. reward: -0.350, 8.176 sec/game, 55.7 min. total, 861.7 MB
water_affection v21 1034 games, 1858804 moves, e=0.010, loss: 4.1, -, 48.6% elo% vs. v18, avg. reward: -0.350, 8.129 sec/game, 55.8 min. total, 860.6 MB
water_affection v21 1035 games, 1862477 moves, e=0.010, loss: 4.1, +, 51.0% elo% vs. v18, avg. reward: -0.348, 8.138 sec/game, 56.0 min. total, 865.4 MB
water_affection v21 1036 games, 1866268 moves, e=0.010, loss: 4.5, +, 53.2% elo% vs. v18, avg. reward: -0.349, 8.121 sec/game, 56.1 min. total, 866.3 MB
water_affection v21 1037 games, 1869969 moves, e=0.010, loss: 4.3, +, 55.4% elo% vs. v18, avg. reward: -0.350, 8.075 sec/game, 56.2 min. total, 866.5 MB
water_affection v21 1038 games, 1873608 moves, e=0.010, loss: 4.2, -, 52.8% elo% vs. v18, avg. reward: -0.350, 8.080 sec/game, 56.3 min. total, 867.1 MB
water_affection v21 1039 games, 1877228 moves, e=0.010, loss: 5.1, +, 55.0% elo% vs. v18, avg. reward: -0.351, 8.038 sec/game, 56.5 min. total, 867.6 MB
water_affection v21 1040 games, 1880967 moves, e=0.010, loss: 5.7, -, 52.5% elo% vs. v18, avg. reward: -0.352, 8.035 sec/game, 56.6 min. total, 866.3 MB
water_affection v21 1041 games, 1884480 moves, e=0.010, loss: 5.0, -, 50.1% elo% vs. v18, avg. reward: -0.353, 8.023 sec/game, 56.7 min. total, 868.2 MB
water_affection v21 1042 games, 1888333 moves, e=0.010, loss: 5.5, -, 47.8% elo% vs. v18, avg. reward: -0.353, 8.036 sec/game, 56.9 min. total, 867.8 MB
water_affection v21 1043 games, 1891988 moves, e=0.010, loss: 5.3, -, 45.6% elo% vs. v18, avg. reward: -0.354, 8.008 sec/game, 57.0 min. total, 867.9 MB
water_affection v21 1044 games, 1895749 moves, e=0.010, loss: 5.9, -, 43.5% elo% vs. v18, avg. reward: -0.353, 7.986 sec/game, 57.1 min. total, 867.1 MB
water_affection v21 1045 games, 1899096 moves, e=0.010, loss: 7.4, +, 46.1% elo% vs. v18, avg. reward: -0.355, 7.956 sec/game, 57.2 min. total, 870.7 MB
water_affection v21 1046 games, 1902725 moves, e=0.010, loss: 7.3, -, 44.0% elo% vs. v18, avg. reward: -0.355, 7.911 sec/game, 57.4 min. total, 871.2 MB
water_affection v21 1047 games, 1906476 moves, e=0.010, loss: 7.5, -, 42.0% elo% vs. v18, avg. reward: -0.354, 7.905 sec/game, 57.5 min. total, 871.9 MB
water_affection v21 1048 games, 1910248 moves, e=0.010, loss: 7.9, -, 40.1% elo% vs. v18, avg. reward: -0.354, 7.862 sec/game, 57.6 min. total, 870.8 MB
water_affection v21 1049 games, 1913978 moves, e=0.010, loss: 7.8, +, 42.8% elo% vs. v18, avg. reward: -0.354, 7.850 sec/game, 57.8 min. total, 873.1 MB
water_affection v21 1050 games, 1918074 moves, e=0.010, loss: 7.1, ., 43.1% elo% vs. v18, avg. reward: -0.354, 7.898 sec/game, 57.9 min. total, 869.9 MB
water_affection v21 1051 games, 1922052 moves, e=0.010, loss: 7.3, -, 41.2% elo% vs. v18, avg. reward: -0.353, 7.938 sec/game, 58.1 min. total, 870.9 MB
water_affection v21 1052 games, 1925993 moves, e=0.010, loss: 6.2, -, 39.4% elo% vs. v18, avg. reward: -0.352, 7.931 sec/game, 58.2 min. total, 875.3 MB
water_affection v21 1053 games, 1929676 moves, e=0.010, loss: 6.3, -, 37.6% elo% vs. v18, avg. reward: -0.350, 7.910 sec/game, 58.3 min. total, 874.8 MB
water_affection v21 1054 games, 1933562 moves, e=0.010, loss: 6.9, -, 36.0% elo% vs. v18, avg. reward: -0.350, 7.952 sec/game, 58.5 min. total, 876.8 MB
water_affection v21 1055 games, 1937106 moves, e=0.010, loss: 6.6, +, 38.8% elo% vs. v18, avg. reward: -0.351, 7.936 sec/game, 58.6 min. total, 878.7 MB
water_affection v21 1056 games, 1940772 moves, e=0.010, loss: 7.3, +, 41.5% elo% vs. v18, avg. reward: -0.351, 7.930 sec/game, 58.7 min. total, 876.7 MB
water_affection v21 1057 games, 1944763 moves, e=0.010, loss: 6.7, -, 39.6% elo% vs. v18, avg. reward: -0.352, 7.958 sec/game, 58.9 min. total, 876.6 MB
water_affection v21 1058 games, 1948619 moves, e=0.010, loss: 6.8, ., 40.1% elo% vs. v18, avg. reward: -0.352, 7.978 sec/game, 59.0 min. total, 877.6 MB
water_affection v21 1059 games, 1952622 moves, e=0.010, loss: 7.7, -, 38.3% elo% vs. v18, avg. reward: -0.353, 8.015 sec/game, 59.1 min. total, 877.7 MB
water_affection v21 1060 games, 1956279 moves, e=0.010, loss: 8.8, -, 36.7% elo% vs. v18, avg. reward: -0.354, 7.993 sec/game, 59.3 min. total, 878.2 MB
water_affection v21 1061 games, 1959630 moves, e=0.010, loss: 9.2, -, 35.1% elo% vs. v18, avg. reward: -0.354, 7.982 sec/game, 59.4 min. total, 877.0 MB
water_affection v21 1062 games, 1963563 moves, e=0.010, loss: 11.2, -, 33.7% elo% vs. v18, avg. reward: -0.354, 8.004 sec/game, 59.5 min. total, 881.0 MB
water_affection v21 1063 games, 1967359 moves, e=0.010, loss: 10.2, +, 36.5% elo% vs. v18, avg. reward: -0.355, 8.007 sec/game, 59.7 min. total, 881.7 MB
water_affection v21 1064 games, 1970816 moves, e=0.010, loss: 10.8, -, 34.9% elo% vs. v18, avg. reward: -0.354, 7.995 sec/game, 59.8 min. total, 882.4 MB
water_affection v21 1065 games, 1974457 moves, e=0.010, loss: 10.1, -, 33.5% elo% vs. v18, avg. reward: -0.354, 8.031 sec/game, 59.9 min. total, 883.9 MB
water_affection v21 1066 games, 1978183 moves, e=0.010, loss: 11.3, -, 32.1% elo% vs. v18, avg. reward: -0.354, 8.040 sec/game, 60.1 min. total, 885.4 MB
water_affection v21 1067 games, 1982012 moves, e=0.010, loss: 10.2, ., 32.8% elo% vs. v18, avg. reward: -0.354, 8.047 sec/game, 60.2 min. total, 884.7 MB
water_affection v21 1068 games, 1985810 moves, e=0.010, loss: 10.9, +, 35.6% elo% vs. v18, avg. reward: -0.354, 8.044 sec/game, 60.3 min. total, 885.2 MB
water_affection v21 1069 games, 1989630 moves, e=0.010, loss: 10.5, +, 38.4% elo% vs. v18, avg. reward: -0.355, 8.039 sec/game, 60.5 min. total, 886.6 MB
water_affection v21 1070 games, 1993355 moves, e=0.010, loss: 11.7, -, 36.7% elo% vs. v18, avg. reward: -0.352, 8.001 sec/game, 60.6 min. total, 886.8 MB
water_affection v21 1071 games, 1997221 moves, e=0.010, loss: 13.3, +, 39.5% elo% vs. v18, avg. reward: -0.352, 7.974 sec/game, 60.7 min. total, 890.6 MB
water_affection v21 1072 games, 2000977 moves, e=0.010, loss: 12.8, +, 42.2% elo% vs. v18, avg. reward: -0.353, 7.970 sec/game, 60.9 min. total, 889.6 MB
water_affection v21 1073 games, 2004896 moves, e=0.010, loss: 12.9, +, 44.8% elo% vs. v18, avg. reward: -0.352, 7.995 sec/game, 61.0 min. total, 889.5 MB
water_affection v21 1074 games, 2008654 moves, e=0.010, loss: 11.4, ., 45.0% elo% vs. v18, avg. reward: -0.351, 7.987 sec/game, 61.1 min. total, 889.8 MB
water_affection v21 1075 games, 2012580 moves, e=0.010, loss: 11.5, +, 47.5% elo% vs. v18, avg. reward: -0.352, 8.029 sec/game, 61.3 min. total, 889.4 MB
water_affection v21 1076 games, 2016138 moves, e=0.010, loss: 11.5, -, 45.4% elo% vs. v18, avg. reward: -0.349, 8.006 sec/game, 61.4 min. total, 892.1 MB
water_affection v21 1077 games, 2019971 moves, e=0.010, loss: 10.8, -, 43.3% elo% vs. v18, avg. reward: -0.349, 7.998 sec/game, 61.5 min. total, 891.1 MB
water_affection v21 1078 games, 2023495 moves, e=0.010, loss: 11.1, +, 45.9% elo% vs. v18, avg. reward: -0.349, 7.968 sec/game, 61.7 min. total, 893.9 MB
water_affection v21 1079 games, 2027003 moves, e=0.010, loss: 10.0, +, 48.4% elo% vs. v18, avg. reward: -0.347, 7.904 sec/game, 61.8 min. total, 894.2 MB
water_affection v21 1080 games, 2030939 moves, e=0.010, loss: 10.5, -, 46.1% elo% vs. v18, avg. reward: -0.348, 7.930 sec/game, 61.9 min. total, 894.5 MB
water_affection v21 1081 games, 2034761 moves, e=0.010, loss: 9.0, +, 48.6% elo% vs. v18, avg. reward: -0.349, 7.984 sec/game, 62.1 min. total, 894.3 MB
water_affection v21 1082 games, 2038502 moves, e=0.010, loss: 8.9, +, 51.0% elo% vs. v18, avg. reward: -0.348, 7.949 sec/game, 62.2 min. total, 893.8 MB
water_affection v21 1083 games, 2042553 moves, e=0.010, loss: 9.0, -, 48.6% elo% vs. v18, avg. reward: -0.347, 7.987 sec/game, 62.3 min. total, 894.6 MB
water_affection v21 1084 games, 2046248 moves, e=0.010, loss: 8.3, -, 46.4% elo% vs. v18, avg. reward: -0.347, 8.001 sec/game, 62.5 min. total, 897.4 MB
water_affection v21 1085 games, 2049962 moves, e=0.010, loss: 7.8, +, 48.9% elo% vs. v18, avg. reward: -0.347, 8.004 sec/game, 62.6 min. total, 899.3 MB
water_affection v21 1086 games, 2053753 moves, e=0.010, loss: 7.7, +, 51.2% elo% vs. v18, avg. reward: -0.344, 7.991 sec/game, 62.7 min. total, 899.6 MB
water_affection v21 1087 games, 2057182 moves, e=0.010, loss: 7.8, -, 48.9% elo% vs. v18, avg. reward: -0.344, 7.952 sec/game, 62.8 min. total, 900.2 MB
water_affection v21 1088 games, 2061172 moves, e=0.010, loss: 8.9, -, 46.6% elo% vs. v18, avg. reward: -0.343, 7.974 sec/game, 63.0 min. total, 900.8 MB
water_affection v21 1089 games, 2065068 moves, e=0.010, loss: 7.8, -, 44.5% elo% vs. v18, avg. reward: -0.344, 8.000 sec/game, 63.1 min. total, 898.5 MB
water_affection v21 1090 games, 2068867 moves, e=0.010, loss: 6.8, +, 47.0% elo% vs. v18, avg. reward: -0.344, 8.005 sec/game, 63.3 min. total, 898.7 MB
water_affection v21 1091 games, 2072812 moves, e=0.010, loss: 6.6, -, 44.9% elo% vs. v18, avg. reward: -0.344, 8.013 sec/game, 63.4 min. total, 899.1 MB
water_affection v21 1092 games, 2076547 moves, e=0.010, loss: 6.5, -, 42.8% elo% vs. v18, avg. reward: -0.344, 8.013 sec/game, 63.5 min. total, 901.4 MB
water_affection v21 1093 games, 2080508 moves, e=0.010, loss: 5.8, -, 40.9% elo% vs. v18, avg. reward: -0.343, 8.021 sec/game, 63.7 min. total, 901.2 MB
water_affection v21 1094 games, 2084537 moves, e=0.010, loss: 5.2, +, 43.6% elo% vs. v18, avg. reward: -0.344, 8.076 sec/game, 63.8 min. total, 903.3 MB
water_affection v21 1095 games, 2088440 moves, e=0.010, loss: 5.8, -, 41.6% elo% vs. v18, avg. reward: -0.344, 8.060 sec/game, 64.0 min. total, 902.1 MB
water_affection v21 1096 games, 2092466 moves, e=0.010, loss: 5.1, +, 44.2% elo% vs. v18, avg. reward: -0.344, 8.124 sec/game, 64.1 min. total, 903.4 MB
water_affection v21 1097 games, 2096357 moves, e=0.010, loss: 5.7, -, 42.2% elo% vs. v18, avg. reward: -0.344, 8.130 sec/game, 64.2 min. total, 905.8 MB
water_affection v21 1098 games, 2100204 moves, e=0.010, loss: 5.9, +, 44.9% elo% vs. v18, avg. reward: -0.344, 8.167 sec/game, 64.4 min. total, 905.3 MB
water_affection v21 1099 games, 2104114 moves, e=0.010, loss: 5.5, -, 42.8% elo% vs. v18, avg. reward: -0.344, 8.225 sec/game, 64.5 min. total, 905.6 MB
water_affection v21 1100 games, 2107805 moves, e=0.010, loss: 6.1, -, 40.9% elo% vs. v18, avg. reward: -0.342, 8.210 sec/game, 64.7 min. total, 902.6 MB
water_affection v22 1101 games, 2111609 moves, e=0.010, loss: 7.1, +, 52.3% elo% vs. v18, avg. reward: -0.342, 8.203 sec/game, 64.8 min. total, 905.4 MB
water_affection v22 1102 games, 2115294 moves, e=0.010, loss: 7.1, -, 49.9% elo% vs. v18, avg. reward: -0.341, 8.207 sec/game, 64.9 min. total, 908.9 MB
water_affection v22 1103 games, 2118995 moves, e=0.010, loss: 7.2, -, 47.6% elo% vs. v18, avg. reward: -0.340, 8.185 sec/game, 65.1 min. total, 910.9 MB
water_affection v22 1104 games, 2122942 moves, e=0.010, loss: 6.2, +, 50.0% elo% vs. v18, avg. reward: -0.340, 8.207 sec/game, 65.2 min. total, 908.6 MB
