twistable_tiptoeing v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 322.8 MB
twistable_tiptoeing v11 745 games, 746455 moves, e=0.261, loss: 10.0, -, 33.9% elo% vs. v9, avg. reward: 0.995, 4.791 sec/game, 69.6 min. total, 701.7 MB
twistable_tiptoeing v11 746 games, 748405 moves, e=0.259, loss: 9.8, +, 36.7% elo% vs. v9, avg. reward: 1.003, 4.825 sec/game, 69.7 min. total, 702.2 MB
twistable_tiptoeing v11 747 games, 750368 moves, e=0.257, loss: 9.8, -, 35.1% elo% vs. v9, avg. reward: 1.006, 4.863 sec/game, 69.8 min. total, 704.6 MB
twistable_tiptoeing v11 748 games, 752099 moves, e=0.255, loss: 10.3, +, 37.9% elo% vs. v9, avg. reward: 1.008, 4.885 sec/game, 69.9 min. total, 702.4 MB
twistable_tiptoeing v11 749 games, 753962 moves, e=0.254, loss: 10.9, ., 38.4% elo% vs. v9, avg. reward: 1.011, 4.916 sec/game, 70.0 min. total, 702.7 MB
twistable_tiptoeing v11 750 games, 755616 moves, e=0.252, loss: 12.3, -, 36.8% elo% vs. v9, avg. reward: 1.014, 4.938 sec/game, 70.0 min. total, 705.0 MB
twistable_tiptoeing v11 751 games, 757467 moves, e=0.250, loss: 13.6, -, 35.2% elo% vs. v9, avg. reward: 1.015, 4.969 sec/game, 70.1 min. total, 706.9 MB
twistable_tiptoeing v11 752 games, 759425 moves, e=0.248, loss: 13.0, -, 33.7% elo% vs. v9, avg. reward: 1.015, 4.989 sec/game, 70.2 min. total, 706.8 MB
twistable_tiptoeing v11 753 games, 761449 moves, e=0.246, loss: 12.4, -, 32.4% elo% vs. v9, avg. reward: 1.012, 5.064 sec/game, 70.3 min. total, 707.2 MB
twistable_tiptoeing v11 754 games, 763449 moves, e=0.244, loss: 13.2, -, 31.1% elo% vs. v9, avg. reward: 1.013, 5.106 sec/game, 70.4 min. total, 708.1 MB
twistable_tiptoeing v11 755 games, 765711 moves, e=0.242, loss: 12.2, +, 33.9% elo% vs. v9, avg. reward: 1.012, 5.141 sec/game, 70.5 min. total, 708.9 MB
twistable_tiptoeing v11 756 games, 767773 moves, e=0.240, loss: 11.7, +, 36.6% elo% vs. v9, avg. reward: 1.014, 5.170 sec/game, 70.6 min. total, 708.2 MB
twistable_tiptoeing v11 757 games, 769588 moves, e=0.238, loss: 11.6, +, 39.4% elo% vs. v9, avg. reward: 1.015, 5.186 sec/game, 70.6 min. total, 708.6 MB
twistable_tiptoeing v11 758 games, 771611 moves, e=0.236, loss: 12.1, -, 37.7% elo% vs. v9, avg. reward: 1.008, 5.212 sec/game, 70.7 min. total, 710.4 MB
twistable_tiptoeing v11 759 games, 773444 moves, e=0.234, loss: 11.9, -, 36.1% elo% vs. v9, avg. reward: 1.010, 5.199 sec/game, 70.8 min. total, 711.3 MB
twistable_tiptoeing v11 760 games, 775443 moves, e=0.232, loss: 11.7, -, 34.5% elo% vs. v9, avg. reward: 1.008, 5.184 sec/game, 70.9 min. total, 711.2 MB
twistable_tiptoeing v11 761 games, 777665 moves, e=0.230, loss: 12.4, +, 37.3% elo% vs. v9, avg. reward: 1.009, 5.210 sec/game, 71.0 min. total, 709.6 MB
twistable_tiptoeing v11 762 games, 779761 moves, e=0.228, loss: 12.3, +, 40.1% elo% vs. v9, avg. reward: 1.012, 5.230 sec/game, 71.1 min. total, 709.5 MB
twistable_tiptoeing v11 763 games, 781515 moves, e=0.226, loss: 12.7, -, 38.3% elo% vs. v9, avg. reward: 1.014, 5.185 sec/game, 71.2 min. total, 711.4 MB
twistable_tiptoeing v11 764 games, 783372 moves, e=0.224, loss: 12.8, -, 36.6% elo% vs. v9, avg. reward: 1.010, 5.139 sec/game, 71.2 min. total, 710.3 MB
twistable_tiptoeing v11 765 games, 785208 moves, e=0.223, loss: 11.9, -, 35.1% elo% vs. v9, avg. reward: 1.015, 5.075 sec/game, 71.3 min. total, 713.7 MB
twistable_tiptoeing v11 766 games, 786940 moves, e=0.221, loss: 12.7, ., 35.7% elo% vs. v9, avg. reward: 1.017, 5.015 sec/game, 71.4 min. total, 712.8 MB
twistable_tiptoeing v11 767 games, 788974 moves, e=0.219, loss: 11.8, -, 34.2% elo% vs. v9, avg. reward: 1.026, 5.006 sec/game, 71.5 min. total, 714.8 MB
twistable_tiptoeing v11 768 games, 790955 moves, e=0.217, loss: 12.3, -, 32.8% elo% vs. v9, avg. reward: 1.021, 5.027 sec/game, 71.6 min. total, 714.8 MB
twistable_tiptoeing v11 769 games, 793188 moves, e=0.215, loss: 11.5, +, 35.6% elo% vs. v9, avg. reward: 1.015, 5.036 sec/game, 71.6 min. total, 715.5 MB
twistable_tiptoeing v11 770 games, 795059 moves, e=0.213, loss: 12.1, -, 34.1% elo% vs. v9, avg. reward: 1.013, 5.038 sec/game, 71.7 min. total, 716.0 MB
twistable_tiptoeing v11 771 games, 797402 moves, e=0.211, loss: 10.3, +, 36.9% elo% vs. v9, avg. reward: 1.011, 5.073 sec/game, 71.8 min. total, 715.4 MB
twistable_tiptoeing v11 772 games, 799523 moves, e=0.208, loss: 10.9, +, 39.6% elo% vs. v9, avg. reward: 1.023, 5.088 sec/game, 71.9 min. total, 715.2 MB
twistable_tiptoeing v11 773 games, 801810 moves, e=0.206, loss: 13.5, +, 42.3% elo% vs. v9, avg. reward: 1.022, 5.100 sec/game, 72.0 min. total, 715.5 MB
twistable_tiptoeing v11 774 games, 803833 moves, e=0.204, loss: 12.0, -, 40.4% elo% vs. v9, avg. reward: 1.015, 5.081 sec/game, 72.1 min. total, 717.8 MB
twistable_tiptoeing v11 775 games, 806018 moves, e=0.202, loss: 11.0, +, 43.1% elo% vs. v9, avg. reward: 1.018, 5.075 sec/game, 72.2 min. total, 718.0 MB
twistable_tiptoeing v11 776 games, 808331 moves, e=0.200, loss: 10.6, -, 41.2% elo% vs. v9, avg. reward: 1.011, 5.105 sec/game, 72.3 min. total, 719.9 MB
twistable_tiptoeing v11 777 games, 810365 moves, e=0.198, loss: 9.5, -, 39.3% elo% vs. v9, avg. reward: 1.011, 5.117 sec/game, 72.4 min. total, 719.7 MB
twistable_tiptoeing v11 778 games, 812125 moves, e=0.196, loss: 10.2, -, 37.6% elo% vs. v9, avg. reward: 1.016, 5.087 sec/game, 72.4 min. total, 719.9 MB
twistable_tiptoeing v11 779 games, 814783 moves, e=0.193, loss: 9.8, +, 40.4% elo% vs. v9, avg. reward: 1.021, 5.184 sec/game, 72.5 min. total, 718.7 MB
twistable_tiptoeing v11 780 games, 816959 moves, e=0.191, loss: 11.8, +, 43.0% elo% vs. v9, avg. reward: 1.026, 5.203 sec/game, 72.6 min. total, 719.6 MB
twistable_tiptoeing v11 781 games, 819092 moves, e=0.189, loss: 11.9, ., 43.3% elo% vs. v9, avg. reward: 1.023, 5.195 sec/game, 72.7 min. total, 720.2 MB
twistable_tiptoeing v11 782 games, 821097 moves, e=0.187, loss: 12.6, +, 45.9% elo% vs. v9, avg. reward: 1.028, 5.179 sec/game, 72.8 min. total, 721.8 MB
twistable_tiptoeing v11 783 games, 823622 moves, e=0.185, loss: 13.1, +, 48.4% elo% vs. v9, avg. reward: 1.027, 5.267 sec/game, 72.9 min. total, 720.0 MB
twistable_tiptoeing v11 784 games, 826035 moves, e=0.182, loss: 13.5, +, 50.8% elo% vs. v9, avg. reward: 1.026, 5.319 sec/game, 73.0 min. total, 724.1 MB
twistable_tiptoeing v11 785 games, 828404 moves, e=0.180, loss: 13.1, ., 50.7% elo% vs. v9, avg. reward: 1.028, 5.381 sec/game, 73.1 min. total, 725.9 MB
twistable_tiptoeing v11 786 games, 830503 moves, e=0.178, loss: 13.8, +, 53.0% elo% vs. v9, avg. reward: 1.027, 5.439 sec/game, 73.2 min. total, 723.1 MB
twistable_tiptoeing v11 787 games, 832761 moves, e=0.176, loss: 12.7, -, 50.6% elo% vs. v9, avg. reward: 1.030, 5.450 sec/game, 73.3 min. total, 724.9 MB
twistable_tiptoeing v11 788 games, 834991 moves, e=0.173, loss: 13.8, +, 52.8% elo% vs. v9, avg. reward: 1.030, 5.478 sec/game, 73.4 min. total, 722.7 MB
twistable_tiptoeing v11 789 games, 837325 moves, e=0.171, loss: 12.9, +, 55.0% elo% vs. v9, avg. reward: 1.030, 5.493 sec/game, 73.5 min. total, 727.0 MB
twistable_tiptoeing v11 790 games, 839665 moves, e=0.169, loss: 12.6, +, 57.0% elo% vs. v9, avg. reward: 1.033, 5.536 sec/game, 73.6 min. total, 727.1 MB
twistable_tiptoeing v11 791 games, 842021 moves, e=0.166, loss: 11.7, ., 56.7% elo% vs. v9, avg. reward: 1.032, 5.551 sec/game, 73.7 min. total, 725.5 MB
twistable_tiptoeing v11 792 games, 844265 moves, e=0.164, loss: 12.1, -, 54.1% elo% vs. v9, avg. reward: 1.032, 5.551 sec/game, 73.8 min. total, 727.3 MB
twistable_tiptoeing v11 793 games, 846587 moves, e=0.162, loss: 13.0, +, 56.2% elo% vs. v9, avg. reward: 1.035, 5.551 sec/game, 73.9 min. total, 727.3 MB
twistable_tiptoeing v11 794 games, 848856 moves, e=0.160, loss: 13.9, +, 58.2% elo% vs. v9, avg. reward: 1.024, 5.599 sec/game, 73.9 min. total, 727.8 MB
twistable_tiptoeing v11 795 games, 851159 moves, e=0.157, loss: 13.3, -, 55.6% elo% vs. v9, avg. reward: 1.024, 5.601 sec/game, 74.0 min. total, 729.6 MB
twistable_tiptoeing v11 796 games, 853539 moves, e=0.155, loss: 14.4, +, 57.6% elo% vs. v9, avg. reward: 1.020, 5.609 sec/game, 74.1 min. total, 730.7 MB
twistable_tiptoeing v11 797 games, 855983 moves, e=0.153, loss: 14.0, -, 55.0% elo% vs. v9, avg. reward: 1.019, 5.664 sec/game, 74.2 min. total, 729.3 MB
twistable_tiptoeing v11 798 games, 858416 moves, e=0.150, loss: 13.0, +, 57.0% elo% vs. v9, avg. reward: 1.019, 5.734 sec/game, 74.3 min. total, 732.3 MB
twistable_tiptoeing v11 799 games, 860943 moves, e=0.148, loss: 13.0, -, 54.4% elo% vs. v9, avg. reward: 1.015, 5.718 sec/game, 74.4 min. total, 732.2 MB
twistable_tiptoeing v11 800 games, 863401 moves, e=0.145, loss: 13.2, -, 51.9% elo% vs. v9, avg. reward: 1.012, 5.743 sec/game, 74.5 min. total, 732.1 MB
twistable_tiptoeing v12 801 games, 865938 moves, e=0.143, loss: 13.3, -, 47.7% elo% vs. v9, avg. reward: 1.003, 5.785 sec/game, 74.6 min. total, 730.6 MB
twistable_tiptoeing v12 802 games, 868437 moves, e=0.140, loss: 13.0, +, 50.1% elo% vs. v9, avg. reward: 1.009, 5.840 sec/game, 74.7 min. total, 735.1 MB
twistable_tiptoeing v12 803 games, 870720 moves, e=0.138, loss: 12.1, +, 52.4% elo% vs. v9, avg. reward: 1.012, 5.817 sec/game, 74.8 min. total, 735.1 MB
twistable_tiptoeing v12 804 games, 873252 moves, e=0.135, loss: 13.9, +, 54.6% elo% vs. v9, avg. reward: 1.010, 5.832 sec/game, 74.9 min. total, 733.1 MB
twistable_tiptoeing v12 805 games, 876135 moves, e=0.133, loss: 14.2, +, 56.6% elo% vs. v9, avg. reward: 1.010, 5.881 sec/game, 75.1 min. total, 733.8 MB
twistable_tiptoeing v12 806 games, 878747 moves, e=0.130, loss: 13.5, ., 56.3% elo% vs. v9, avg. reward: 1.006, 5.932 sec/game, 75.2 min. total, 736.9 MB
twistable_tiptoeing v12 807 games, 881336 moves, e=0.127, loss: 15.6, -, 53.8% elo% vs. v9, avg. reward: 1.004, 5.979 sec/game, 75.3 min. total, 737.2 MB
twistable_tiptoeing v12 808 games, 883907 moves, e=0.125, loss: 16.3, +, 55.9% elo% vs. v9, avg. reward: 1.005, 6.013 sec/game, 75.4 min. total, 737.4 MB
twistable_tiptoeing v12 809 games, 886580 moves, e=0.122, loss: 14.9, +, 57.9% elo% vs. v9, avg. reward: 1.010, 6.053 sec/game, 75.5 min. total, 737.1 MB
twistable_tiptoeing v12 810 games, 889542 moves, e=0.119, loss: 13.9, -, 55.3% elo% vs. v9, avg. reward: 1.012, 6.129 sec/game, 75.6 min. total, 739.7 MB
twistable_tiptoeing v12 811 games, 892143 moves, e=0.117, loss: 13.6, ., 55.0% elo% vs. v9, avg. reward: 1.009, 6.142 sec/game, 75.7 min. total, 741.0 MB
twistable_tiptoeing v12 812 games, 894680 moves, e=0.114, loss: 14.5, +, 57.1% elo% vs. v9, avg. reward: 1.015, 6.182 sec/game, 75.8 min. total, 741.4 MB
twistable_tiptoeing v12 813 games, 897512 moves, e=0.111, loss: 15.5, +, 59.0% elo% vs. v9, avg. reward: 1.013, 6.235 sec/game, 75.9 min. total, 741.1 MB
twistable_tiptoeing v12 814 games, 899875 moves, e=0.109, loss: 16.3, +, 60.8% elo% vs. v9, avg. reward: 1.015, 6.242 sec/game, 76.0 min. total, 740.7 MB
twistable_tiptoeing v12 815 games, 902615 moves, e=0.106, loss: 14.5, +, 62.5% elo% vs. v9, avg. reward: 1.009, 6.283 sec/game, 76.1 min. total, 742.3 MB
twistable_tiptoeing v12 816 games, 905299 moves, e=0.104, loss: 12.1, -, 59.8% elo% vs. v9, avg. reward: 1.014, 6.310 sec/game, 76.2 min. total, 742.8 MB
twistable_tiptoeing v12 817 games, 908205 moves, e=0.101, loss: 11.4, ., 59.3% elo% vs. v9, avg. reward: 1.017, 6.365 sec/game, 76.4 min. total, 744.1 MB
twistable_tiptoeing v12 818 games, 910719 moves, e=0.098, loss: 12.8, +, 61.1% elo% vs. v9, avg. reward: 1.022, 6.372 sec/game, 76.5 min. total, 746.3 MB
twistable_tiptoeing v12 819 games, 913546 moves, e=0.096, loss: 12.9, +, 62.8% elo% vs. v9, avg. reward: 1.024, 6.419 sec/game, 76.6 min. total, 745.0 MB
twistable_tiptoeing v12 820 games, 916732 moves, e=0.092, loss: 15.2, -, 60.1% elo% vs. v9, avg. reward: 1.022, 6.489 sec/game, 76.7 min. total, 745.6 MB
twistable_tiptoeing v12 821 games, 919360 moves, e=0.090, loss: 15.6, +, 61.8% elo% vs. v9, avg. reward: 1.022, 6.507 sec/game, 76.8 min. total, 745.0 MB
twistable_tiptoeing v12 822 games, 922591 moves, e=0.087, loss: 14.2, -, 59.1% elo% vs. v9, avg. reward: 1.024, 6.594 sec/game, 76.9 min. total, 748.9 MB
twistable_tiptoeing v12 823 games, 925618 moves, e=0.084, loss: 13.4, +, 60.9% elo% vs. v9, avg. reward: 1.016, 6.684 sec/game, 77.1 min. total, 750.8 MB
twistable_tiptoeing v12 824 games, 928840 moves, e=0.080, loss: 11.4, +, 62.6% elo% vs. v9, avg. reward: 1.016, 6.755 sec/game, 77.2 min. total, 748.6 MB
twistable_tiptoeing v12 825 games, 931788 moves, e=0.078, loss: 11.1, +, 64.2% elo% vs. v9, avg. reward: 1.019, 6.775 sec/game, 77.3 min. total, 751.5 MB
twistable_tiptoeing v12 826 games, 934771 moves, e=0.075, loss: 11.0, -, 61.5% elo% vs. v9, avg. reward: 1.018, 6.806 sec/game, 77.4 min. total, 752.4 MB
twistable_tiptoeing v12 827 games, 937628 moves, e=0.072, loss: 15.1, ., 61.0% elo% vs. v9, avg. reward: 1.022, 6.848 sec/game, 77.6 min. total, 748.8 MB
twistable_tiptoeing v12 828 games, 940394 moves, e=0.069, loss: 14.3, +, 62.6% elo% vs. v9, avg. reward: 1.030, 6.857 sec/game, 77.7 min. total, 750.5 MB
twistable_tiptoeing v12 829 games, 943665 moves, e=0.066, loss: 14.8, +, 64.2% elo% vs. v9, avg. reward: 1.028, 6.928 sec/game, 77.8 min. total, 749.2 MB
twistable_tiptoeing v12 830 games, 946415 moves, e=0.063, loss: 14.0, -, 61.5% elo% vs. v9, avg. reward: 1.029, 6.896 sec/game, 77.9 min. total, 752.2 MB
twistable_tiptoeing v12 831 games, 949896 moves, e=0.060, loss: 13.2, +, 63.1% elo% vs. v9, avg. reward: 1.031, 7.014 sec/game, 78.1 min. total, 753.6 MB
twistable_tiptoeing v12 832 games, 952761 moves, e=0.057, loss: 13.7, +, 64.7% elo% vs. v9, avg. reward: 1.039, 7.053 sec/game, 78.2 min. total, 752.8 MB
twistable_tiptoeing v12 833 games, 956309 moves, e=0.053, loss: 13.8, +, 66.2% elo% vs. v9, avg. reward: 1.045, 7.140 sec/game, 78.3 min. total, 756.5 MB
twistable_tiptoeing v12 834 games, 959288 moves, e=0.050, loss: 17.0, -, 63.4% elo% vs. v9, avg. reward: 1.047, 7.203 sec/game, 78.4 min. total, 755.5 MB
twistable_tiptoeing v12 835 games, 962314 moves, e=0.047, loss: 16.0, -, 60.7% elo% vs. v9, avg. reward: 1.046, 7.250 sec/game, 78.6 min. total, 756.5 MB
twistable_tiptoeing v12 836 games, 964901 moves, e=0.045, loss: 15.9, -, 58.0% elo% vs. v9, avg. reward: 1.046, 7.238 sec/game, 78.7 min. total, 756.0 MB
twistable_tiptoeing v12 837 games, 968327 moves, e=0.041, loss: 15.8, +, 59.8% elo% vs. v9, avg. reward: 1.046, 7.293 sec/game, 78.8 min. total, 755.5 MB
twistable_tiptoeing v12 838 games, 971895 moves, e=0.038, loss: 14.4, +, 61.6% elo% vs. v9, avg. reward: 1.052, 7.404 sec/game, 78.9 min. total, 762.0 MB
twistable_tiptoeing v12 839 games, 975442 moves, e=0.034, loss: 14.4, +, 63.3% elo% vs. v9, avg. reward: 1.059, 7.481 sec/game, 79.1 min. total, 766.3 MB
twistable_tiptoeing v12 840 games, 979175 moves, e=0.031, loss: 15.3, +, 64.8% elo% vs. v9, avg. reward: 1.050, 7.546 sec/game, 79.2 min. total, 768.0 MB
twistable_tiptoeing v12 841 games, 982996 moves, e=0.027, loss: 12.8, +, 66.3% elo% vs. v9, avg. reward: 1.052, 7.669 sec/game, 79.4 min. total, 767.6 MB
twistable_tiptoeing v12 842 games, 987100 moves, e=0.023, loss: 11.8, -, 63.5% elo% vs. v9, avg. reward: 1.052, 7.780 sec/game, 79.5 min. total, 774.8 MB
twistable_tiptoeing v12 843 games, 990767 moves, e=0.019, loss: 13.5, +, 65.0% elo% vs. v9, avg. reward: 1.051, 7.839 sec/game, 79.7 min. total, 774.8 MB
twistable_tiptoeing v12 844 games, 994342 moves, e=0.016, loss: 11.5, -, 62.3% elo% vs. v9, avg. reward: 1.051, 7.889 sec/game, 79.8 min. total, 771.6 MB
twistable_tiptoeing v12 845 games, 997717 moves, e=0.012, loss: 12.4, +, 63.9% elo% vs. v9, avg. reward: 1.050, 7.929 sec/game, 80.0 min. total, 771.6 MB
twistable_tiptoeing v12 846 games, 1001212 moves, e=0.010, loss: 11.9, ., 63.3% elo% vs. v9, avg. reward: 1.055, 7.987 sec/game, 80.1 min. total, 771.4 MB
twistable_tiptoeing v12 847 games, 1004665 moves, e=0.010, loss: 17.2, +, 64.9% elo% vs. v9, avg. reward: 1.057, 8.037 sec/game, 80.2 min. total, 768.2 MB
twistable_tiptoeing v12 848 games, 1008142 moves, e=0.010, loss: 20.0, -, 62.1% elo% vs. v9, avg. reward: 1.059, 8.136 sec/game, 80.4 min. total, 770.4 MB
twistable_tiptoeing v12 849 games, 1011712 moves, e=0.010, loss: 19.1, +, 63.7% elo% vs. v9, avg. reward: 1.059, 8.172 sec/game, 80.5 min. total, 771.5 MB
twistable_tiptoeing v12 850 games, 1014848 moves, e=0.010, loss: 19.2, -, 61.0% elo% vs. v9, avg. reward: 1.062, 8.217 sec/game, 80.6 min. total, 770.1 MB
twistable_tiptoeing v12 851 games, 1017465 moves, e=0.010, loss: 20.1, -, 58.3% elo% vs. v9, avg. reward: 1.067, 8.110 sec/game, 80.8 min. total, 769.3 MB
twistable_tiptoeing v12 852 games, 1019990 moves, e=0.010, loss: 18.7, +, 60.1% elo% vs. v9, avg. reward: 1.066, 8.076 sec/game, 80.9 min. total, 768.8 MB
twistable_tiptoeing v12 853 games, 1022646 moves, e=0.010, loss: 15.8, +, 61.9% elo% vs. v9, avg. reward: 1.076, 7.976 sec/game, 81.0 min. total, 766.4 MB
twistable_tiptoeing v12 854 games, 1025326 moves, e=0.010, loss: 15.9, -, 59.1% elo% vs. v9, avg. reward: 1.089, 7.942 sec/game, 81.1 min. total, 765.9 MB
twistable_tiptoeing v12 855 games, 1027954 moves, e=0.010, loss: 16.4, -, 56.5% elo% vs. v9, avg. reward: 1.095, 7.880 sec/game, 81.2 min. total, 765.9 MB
