grappling_amnesty v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 301.4 MB
grappling_amnesty v9 593 games, 516204 moves, e=0.489, loss: 4.8, -, 6.9% elo% vs. simple_bot, avg. reward: -3.566, 1.646 sec/game, 24.4 min. total, 556.1 MB
grappling_amnesty v9 594 games, 517337 moves, e=0.488, loss: 4.6, -, 6.9% elo% vs. simple_bot, avg. reward: -3.563, 1.650 sec/game, 24.4 min. total, 554.8 MB
grappling_amnesty v9 595 games, 518370 moves, e=0.487, loss: 4.7, -, 6.8% elo% vs. simple_bot, avg. reward: -3.561, 1.642 sec/game, 24.4 min. total, 557.6 MB
grappling_amnesty v9 596 games, 519765 moves, e=0.485, loss: 4.6, -, 6.7% elo% vs. simple_bot, avg. reward: -3.548, 1.673 sec/game, 24.4 min. total, 558.1 MB
grappling_amnesty v9 597 games, 520945 moves, e=0.484, loss: 4.3, -, 6.6% elo% vs. simple_bot, avg. reward: -3.545, 1.682 sec/game, 24.5 min. total, 557.8 MB
grappling_amnesty v9 598 games, 521998 moves, e=0.483, loss: 4.3, -, 6.6% elo% vs. simple_bot, avg. reward: -3.533, 1.687 sec/game, 24.5 min. total, 558.4 MB
grappling_amnesty v9 599 games, 523089 moves, e=0.482, loss: 4.4, -, 6.5% elo% vs. simple_bot, avg. reward: -3.519, 1.683 sec/game, 24.5 min. total, 558.0 MB
grappling_amnesty v9 600 games, 524231 moves, e=0.481, loss: 4.5, -, 6.4% elo% vs. simple_bot, avg. reward: -3.511, 1.690 sec/game, 24.6 min. total, 559.2 MB
grappling_amnesty v10 601 games, 525420 moves, e=0.480, loss: 4.1, -, 47.7% elo% vs. simple_bot, avg. reward: -3.502, 1.701 sec/game, 24.6 min. total, 558.7 MB
grappling_amnesty v10 602 games, 526888 moves, e=0.478, loss: 4.0, -, 45.5% elo% vs. simple_bot, avg. reward: -3.479, 1.733 sec/game, 24.6 min. total, 559.2 MB
grappling_amnesty v10 603 games, 528059 moves, e=0.477, loss: 3.7, -, 43.4% elo% vs. simple_bot, avg. reward: -3.479, 1.733 sec/game, 24.7 min. total, 558.1 MB
grappling_amnesty v10 604 games, 529132 moves, e=0.476, loss: 3.8, -, 41.5% elo% vs. simple_bot, avg. reward: -3.476, 1.715 sec/game, 24.7 min. total, 559.6 MB
grappling_amnesty v10 605 games, 530473 moves, e=0.475, loss: 4.2, -, 39.6% elo% vs. simple_bot, avg. reward: -3.460, 1.747 sec/game, 24.7 min. total, 560.3 MB
grappling_amnesty v10 606 games, 531734 moves, e=0.474, loss: 3.9, -, 37.9% elo% vs. simple_bot, avg. reward: -3.442, 1.748 sec/game, 24.8 min. total, 560.3 MB
grappling_amnesty v10 607 games, 532822 moves, e=0.473, loss: 3.9, -, 36.3% elo% vs. simple_bot, avg. reward: -3.434, 1.744 sec/game, 24.8 min. total, 559.4 MB
grappling_amnesty v10 608 games, 533941 moves, e=0.471, loss: 3.9, -, 34.8% elo% vs. simple_bot, avg. reward: -3.425, 1.744 sec/game, 24.8 min. total, 560.0 MB
grappling_amnesty v10 609 games, 535105 moves, e=0.470, loss: 4.5, -, 33.3% elo% vs. simple_bot, avg. reward: -3.425, 1.755 sec/game, 24.8 min. total, 560.4 MB
grappling_amnesty v10 610 games, 536276 moves, e=0.469, loss: 4.3, -, 32.0% elo% vs. simple_bot, avg. reward: -3.420, 1.801 sec/game, 24.9 min. total, 562.1 MB
grappling_amnesty v10 611 games, 537349 moves, e=0.468, loss: 4.5, -, 30.7% elo% vs. simple_bot, avg. reward: -3.414, 1.814 sec/game, 24.9 min. total, 562.7 MB
grappling_amnesty v10 612 games, 538463 moves, e=0.467, loss: 4.3, -, 29.5% elo% vs. simple_bot, avg. reward: -3.407, 1.821 sec/game, 24.9 min. total, 563.7 MB
grappling_amnesty v10 613 games, 539568 moves, e=0.466, loss: 4.4, -, 28.4% elo% vs. simple_bot, avg. reward: -3.403, 1.839 sec/game, 25.0 min. total, 563.7 MB
grappling_amnesty v10 614 games, 540607 moves, e=0.465, loss: 4.6, -, 27.3% elo% vs. simple_bot, avg. reward: -3.408, 1.835 sec/game, 25.0 min. total, 561.5 MB
grappling_amnesty v10 615 games, 541890 moves, e=0.464, loss: 4.7, -, 26.4% elo% vs. simple_bot, avg. reward: -3.394, 1.858 sec/game, 25.0 min. total, 563.2 MB
grappling_amnesty v10 616 games, 543078 moves, e=0.462, loss: 4.8, -, 25.4% elo% vs. simple_bot, avg. reward: -3.382, 1.856 sec/game, 25.1 min. total, 562.9 MB
grappling_amnesty v10 617 games, 544199 moves, e=0.461, loss: 5.0, -, 24.5% elo% vs. simple_bot, avg. reward: -3.379, 1.866 sec/game, 25.1 min. total, 563.6 MB
grappling_amnesty v10 618 games, 545406 moves, e=0.460, loss: 4.7, -, 23.7% elo% vs. simple_bot, avg. reward: -3.375, 1.879 sec/game, 25.1 min. total, 564.8 MB
grappling_amnesty v10 619 games, 546449 moves, e=0.459, loss: 5.0, -, 22.9% elo% vs. simple_bot, avg. reward: -3.375, 1.894 sec/game, 25.2 min. total, 565.4 MB
grappling_amnesty v10 620 games, 547398 moves, e=0.458, loss: 4.8, -, 22.2% elo% vs. simple_bot, avg. reward: -3.378, 1.881 sec/game, 25.2 min. total, 564.5 MB
grappling_amnesty v10 621 games, 548480 moves, e=0.457, loss: 4.7, -, 21.5% elo% vs. simple_bot, avg. reward: -3.377, 1.880 sec/game, 25.2 min. total, 564.6 MB
grappling_amnesty v10 622 games, 549696 moves, e=0.456, loss: 4.4, -, 20.8% elo% vs. simple_bot, avg. reward: -3.374, 1.860 sec/game, 25.3 min. total, 565.1 MB
grappling_amnesty v10 623 games, 550755 moves, e=0.455, loss: 4.5, -, 20.2% elo% vs. simple_bot, avg. reward: -3.373, 1.855 sec/game, 25.3 min. total, 564.4 MB
grappling_amnesty v10 624 games, 551777 moves, e=0.454, loss: 4.8, -, 19.6% elo% vs. simple_bot, avg. reward: -3.373, 1.858 sec/game, 25.3 min. total, 564.4 MB
grappling_amnesty v10 625 games, 552768 moves, e=0.453, loss: 4.7, -, 19.1% elo% vs. simple_bot, avg. reward: -3.372, 1.837 sec/game, 25.3 min. total, 565.3 MB
grappling_amnesty v10 626 games, 553926 moves, e=0.452, loss: 4.6, -, 18.5% elo% vs. simple_bot, avg. reward: -3.365, 1.832 sec/game, 25.4 min. total, 567.9 MB
grappling_amnesty v10 627 games, 554970 moves, e=0.451, loss: 4.9, -, 18.0% elo% vs. simple_bot, avg. reward: -3.364, 1.830 sec/game, 25.4 min. total, 567.1 MB
grappling_amnesty v10 628 games, 556268 moves, e=0.449, loss: 4.8, -, 17.5% elo% vs. simple_bot, avg. reward: -3.349, 1.840 sec/game, 25.4 min. total, 565.9 MB
grappling_amnesty v10 629 games, 557320 moves, e=0.448, loss: 4.7, -, 17.1% elo% vs. simple_bot, avg. reward: -3.349, 1.839 sec/game, 25.5 min. total, 567.1 MB
grappling_amnesty v10 630 games, 558509 moves, e=0.447, loss: 4.8, -, 16.6% elo% vs. simple_bot, avg. reward: -3.341, 1.812 sec/game, 25.5 min. total, 567.2 MB
grappling_amnesty v10 631 games, 559893 moves, e=0.446, loss: 4.7, -, 16.2% elo% vs. simple_bot, avg. reward: -3.334, 1.819 sec/game, 25.5 min. total, 567.7 MB
grappling_amnesty v10 632 games, 561072 moves, e=0.445, loss: 4.8, -, 15.8% elo% vs. simple_bot, avg. reward: -3.328, 1.828 sec/game, 25.5 min. total, 567.3 MB
grappling_amnesty v10 633 games, 562433 moves, e=0.443, loss: 4.6, -, 15.4% elo% vs. simple_bot, avg. reward: -3.323, 1.842 sec/game, 25.6 min. total, 568.7 MB
grappling_amnesty v10 634 games, 563408 moves, e=0.442, loss: 4.3, -, 15.1% elo% vs. simple_bot, avg. reward: -3.327, 1.833 sec/game, 25.6 min. total, 568.5 MB
grappling_amnesty v10 635 games, 564548 moves, e=0.441, loss: 4.2, -, 14.7% elo% vs. simple_bot, avg. reward: -3.326, 1.825 sec/game, 25.6 min. total, 570.9 MB
grappling_amnesty v10 636 games, 565845 moves, e=0.440, loss: 4.2, -, 14.4% elo% vs. simple_bot, avg. reward: -3.313, 1.816 sec/game, 25.7 min. total, 570.2 MB
grappling_amnesty v10 637 games, 566913 moves, e=0.439, loss: 4.6, -, 14.0% elo% vs. simple_bot, avg. reward: -3.316, 1.807 sec/game, 25.7 min. total, 569.8 MB
grappling_amnesty v10 638 games, 568100 moves, e=0.438, loss: 4.4, -, 13.7% elo% vs. simple_bot, avg. reward: -3.310, 1.796 sec/game, 25.7 min. total, 571.1 MB
grappling_amnesty v10 639 games, 569173 moves, e=0.437, loss: 4.1, -, 13.4% elo% vs. simple_bot, avg. reward: -3.301, 1.782 sec/game, 25.8 min. total, 570.3 MB
grappling_amnesty v10 640 games, 570349 moves, e=0.435, loss: 4.4, -, 13.1% elo% vs. simple_bot, avg. reward: -3.292, 1.799 sec/game, 25.8 min. total, 570.4 MB
grappling_amnesty v10 641 games, 571632 moves, e=0.434, loss: 4.3, -, 12.9% elo% vs. simple_bot, avg. reward: -3.280, 1.808 sec/game, 25.8 min. total, 571.7 MB
grappling_amnesty v10 642 games, 572772 moves, e=0.433, loss: 4.3, -, 12.6% elo% vs. simple_bot, avg. reward: -3.275, 1.806 sec/game, 25.9 min. total, 572.2 MB
grappling_amnesty v10 643 games, 573958 moves, e=0.432, loss: 4.4, -, 12.4% elo% vs. simple_bot, avg. reward: -3.273, 1.820 sec/game, 25.9 min. total, 572.9 MB
grappling_amnesty v10 644 games, 575288 moves, e=0.430, loss: 4.1, -, 12.1% elo% vs. simple_bot, avg. reward: -3.258, 1.838 sec/game, 25.9 min. total, 572.1 MB
grappling_amnesty v10 645 games, 576512 moves, e=0.429, loss: 4.3, -, 11.9% elo% vs. simple_bot, avg. reward: -3.245, 1.856 sec/game, 26.0 min. total, 573.4 MB
grappling_amnesty v10 646 games, 577653 moves, e=0.428, loss: 4.6, -, 11.7% elo% vs. simple_bot, avg. reward: -3.235, 1.847 sec/game, 26.0 min. total, 573.9 MB
grappling_amnesty v10 647 games, 578837 moves, e=0.427, loss: 4.5, -, 11.4% elo% vs. simple_bot, avg. reward: -3.230, 1.864 sec/game, 26.0 min. total, 572.5 MB
grappling_amnesty v10 648 games, 579928 moves, e=0.426, loss: 4.3, -, 11.2% elo% vs. simple_bot, avg. reward: -3.226, 1.848 sec/game, 26.0 min. total, 572.9 MB
grappling_amnesty v10 649 games, 580912 moves, e=0.425, loss: 4.6, -, 11.0% elo% vs. simple_bot, avg. reward: -3.237, 1.842 sec/game, 26.1 min. total, 573.8 MB
grappling_amnesty v10 650 games, 582174 moves, e=0.424, loss: 4.7, -, 10.8% elo% vs. simple_bot, avg. reward: -3.220, 1.852 sec/game, 26.1 min. total, 573.4 MB
grappling_amnesty v10 651 games, 583196 moves, e=0.423, loss: 4.8, -, 10.6% elo% vs. simple_bot, avg. reward: -3.225, 1.827 sec/game, 26.1 min. total, 574.6 MB
grappling_amnesty v10 652 games, 584342 moves, e=0.422, loss: 4.8, -, 10.4% elo% vs. simple_bot, avg. reward: -3.215, 1.821 sec/game, 26.2 min. total, 575.3 MB
grappling_amnesty v10 653 games, 585508 moves, e=0.420, loss: 4.6, -, 10.3% elo% vs. simple_bot, avg. reward: -3.212, 1.804 sec/game, 26.2 min. total, 575.4 MB
grappling_amnesty v10 654 games, 586458 moves, e=0.419, loss: 4.9, -, 10.1% elo% vs. simple_bot, avg. reward: -3.214, 1.802 sec/game, 26.2 min. total, 575.3 MB
grappling_amnesty v10 655 games, 587788 moves, e=0.418, loss: 4.7, -, 9.9% elo% vs. simple_bot, avg. reward: -3.207, 1.817 sec/game, 26.2 min. total, 574.6 MB
grappling_amnesty v10 656 games, 588903 moves, e=0.417, loss: 4.6, -, 9.8% elo% vs. simple_bot, avg. reward: -3.198, 1.801 sec/game, 26.3 min. total, 577.1 MB
grappling_amnesty v10 657 games, 590109 moves, e=0.416, loss: 4.3, -, 9.6% elo% vs. simple_bot, avg. reward: -3.193, 1.808 sec/game, 26.3 min. total, 576.1 MB
grappling_amnesty v10 658 games, 591382 moves, e=0.415, loss: 4.1, -, 9.5% elo% vs. simple_bot, avg. reward: -3.188, 1.818 sec/game, 26.3 min. total, 577.4 MB
grappling_amnesty v10 659 games, 592510 moves, e=0.413, loss: 4.2, -, 9.3% elo% vs. simple_bot, avg. reward: -3.177, 1.815 sec/game, 26.4 min. total, 576.0 MB
grappling_amnesty v10 660 games, 593554 moves, e=0.412, loss: 4.1, -, 9.2% elo% vs. simple_bot, avg. reward: -3.178, 1.813 sec/game, 26.4 min. total, 575.7 MB
grappling_amnesty v10 661 games, 594785 moves, e=0.411, loss: 3.9, -, 9.0% elo% vs. simple_bot, avg. reward: -3.171, 1.803 sec/game, 26.4 min. total, 576.5 MB
grappling_amnesty v10 662 games, 596083 moves, e=0.410, loss: 4.0, -, 8.9% elo% vs. simple_bot, avg. reward: -3.157, 1.813 sec/game, 26.5 min. total, 577.3 MB
grappling_amnesty v10 663 games, 597293 moves, e=0.409, loss: 4.2, -, 8.8% elo% vs. simple_bot, avg. reward: -3.141, 1.821 sec/game, 26.5 min. total, 577.4 MB
grappling_amnesty v10 664 games, 598565 moves, e=0.407, loss: 4.4, -, 8.6% elo% vs. simple_bot, avg. reward: -3.128, 1.821 sec/game, 26.5 min. total, 575.6 MB
grappling_amnesty v10 665 games, 599844 moves, e=0.406, loss: 3.9, -, 8.5% elo% vs. simple_bot, avg. reward: -3.115, 1.819 sec/game, 26.6 min. total, 577.4 MB
grappling_amnesty v10 666 games, 600970 moves, e=0.405, loss: 3.7, -, 8.4% elo% vs. simple_bot, avg. reward: -3.105, 1.827 sec/game, 26.6 min. total, 575.7 MB
grappling_amnesty v10 667 games, 602217 moves, e=0.404, loss: 3.9, -, 8.3% elo% vs. simple_bot, avg. reward: -3.088, 1.820 sec/game, 26.6 min. total, 577.4 MB
grappling_amnesty v10 668 games, 603401 moves, e=0.403, loss: 4.2, -, 8.1% elo% vs. simple_bot, avg. reward: -3.081, 1.838 sec/game, 26.7 min. total, 575.7 MB
grappling_amnesty v10 669 games, 604476 moves, e=0.402, loss: 4.1, -, 8.0% elo% vs. simple_bot, avg. reward: -3.078, 1.836 sec/game, 26.7 min. total, 576.7 MB
grappling_amnesty v10 670 games, 605755 moves, e=0.400, loss: 4.1, -, 7.9% elo% vs. simple_bot, avg. reward: -3.064, 1.834 sec/game, 26.7 min. total, 579.3 MB
grappling_amnesty v10 671 games, 607119 moves, e=0.399, loss: 3.9, -, 7.8% elo% vs. simple_bot, avg. reward: -3.062, 1.864 sec/game, 26.7 min. total, 580.3 MB
grappling_amnesty v10 672 games, 608385 moves, e=0.398, loss: 4.0, -, 7.7% elo% vs. simple_bot, avg. reward: -3.049, 1.873 sec/game, 26.8 min. total, 579.5 MB
grappling_amnesty v10 673 games, 609901 moves, e=0.396, loss: 4.0, -, 7.6% elo% vs. simple_bot, avg. reward: -3.039, 1.891 sec/game, 26.8 min. total, 580.1 MB
grappling_amnesty v10 674 games, 611045 moves, e=0.395, loss: 4.2, -, 7.5% elo% vs. simple_bot, avg. reward: -3.035, 1.908 sec/game, 26.8 min. total, 581.2 MB
grappling_amnesty v10 675 games, 612192 moves, e=0.394, loss: 4.1, -, 7.4% elo% vs. simple_bot, avg. reward: -3.031, 1.890 sec/game, 26.9 min. total, 580.5 MB
grappling_amnesty v10 676 games, 613367 moves, e=0.393, loss: 4.2, -, 7.3% elo% vs. simple_bot, avg. reward: -3.024, 1.900 sec/game, 26.9 min. total, 580.9 MB
grappling_amnesty v10 677 games, 614773 moves, e=0.391, loss: 4.3, -, 7.2% elo% vs. simple_bot, avg. reward: -3.007, 1.910 sec/game, 26.9 min. total, 580.2 MB
grappling_amnesty v10 678 games, 615974 moves, e=0.390, loss: 4.2, -, 7.2% elo% vs. simple_bot, avg. reward: -2.996, 1.909 sec/game, 27.0 min. total, 582.0 MB
grappling_amnesty v10 679 games, 617333 moves, e=0.389, loss: 4.3, -, 7.1% elo% vs. simple_bot, avg. reward: -2.984, 1.926 sec/game, 27.0 min. total, 583.0 MB
grappling_amnesty v10 680 games, 618462 moves, e=0.388, loss: 4.4, -, 7.0% elo% vs. simple_bot, avg. reward: -2.977, 1.927 sec/game, 27.0 min. total, 583.5 MB
grappling_amnesty v10 681 games, 619813 moves, e=0.386, loss: 4.4, -, 6.9% elo% vs. simple_bot, avg. reward: -2.965, 1.943 sec/game, 27.1 min. total, 584.7 MB
grappling_amnesty v10 682 games, 621244 moves, e=0.385, loss: 4.6, -, 6.8% elo% vs. simple_bot, avg. reward: -2.955, 1.950 sec/game, 27.1 min. total, 584.2 MB
grappling_amnesty v10 683 games, 622419 moves, e=0.384, loss: 4.3, -, 6.7% elo% vs. simple_bot, avg. reward: -2.947, 1.935 sec/game, 27.1 min. total, 583.8 MB
grappling_amnesty v10 684 games, 623592 moves, e=0.383, loss: 4.3, -, 6.7% elo% vs. simple_bot, avg. reward: -2.951, 1.924 sec/game, 27.2 min. total, 582.5 MB
grappling_amnesty v10 685 games, 624864 moves, e=0.381, loss: 4.3, -, 6.6% elo% vs. simple_bot, avg. reward: -2.939, 1.926 sec/game, 27.2 min. total, 584.1 MB
grappling_amnesty v10 686 games, 626150 moves, e=0.380, loss: 4.3, -, 6.5% elo% vs. simple_bot, avg. reward: -2.932, 1.935 sec/game, 27.2 min. total, 583.5 MB
grappling_amnesty v10 687 games, 627407 moves, e=0.379, loss: 4.3, -, 6.4% elo% vs. simple_bot, avg. reward: -2.925, 1.941 sec/game, 27.3 min. total, 584.5 MB
grappling_amnesty v10 688 games, 628612 moves, e=0.378, loss: 4.8, -, 6.4% elo% vs. simple_bot, avg. reward: -2.921, 1.941 sec/game, 27.3 min. total, 584.4 MB
grappling_amnesty v10 689 games, 629769 moves, e=0.377, loss: 4.8, -, 6.3% elo% vs. simple_bot, avg. reward: -2.913, 1.951 sec/game, 27.3 min. total, 584.9 MB
grappling_amnesty v10 690 games, 631004 moves, e=0.375, loss: 4.5, -, 6.2% elo% vs. simple_bot, avg. reward: -2.899, 1.946 sec/game, 27.4 min. total, 585.2 MB
grappling_amnesty v10 691 games, 632212 moves, e=0.374, loss: 4.6, -, 6.2% elo% vs. simple_bot, avg. reward: -2.897, 1.932 sec/game, 27.4 min. total, 586.2 MB
grappling_amnesty v10 692 games, 633369 moves, e=0.373, loss: 4.4, -, 6.1% elo% vs. simple_bot, avg. reward: -2.891, 1.930 sec/game, 27.4 min. total, 585.4 MB
grappling_amnesty v10 693 games, 634600 moves, e=0.372, loss: 4.5, -, 6.0% elo% vs. simple_bot, avg. reward: -2.875, 1.915 sec/game, 27.5 min. total, 586.5 MB
grappling_amnesty v10 694 games, 635735 moves, e=0.371, loss: 4.3, -, 6.0% elo% vs. simple_bot, avg. reward: -2.872, 1.916 sec/game, 27.5 min. total, 587.8 MB
grappling_amnesty v10 695 games, 637012 moves, e=0.369, loss: 4.5, -, 5.9% elo% vs. simple_bot, avg. reward: -2.862, 1.924 sec/game, 27.5 min. total, 585.6 MB
grappling_amnesty v10 696 games, 638197 moves, e=0.368, loss: 4.5, -, 5.8% elo% vs. simple_bot, avg. reward: -2.870, 1.922 sec/game, 27.5 min. total, 587.4 MB
grappling_amnesty v10 697 games, 639532 moves, e=0.367, loss: 4.2, -, 5.8% elo% vs. simple_bot, avg. reward: -2.863, 1.921 sec/game, 27.6 min. total, 587.7 MB
grappling_amnesty v10 698 games, 640875 moves, e=0.366, loss: 4.2, -, 5.7% elo% vs. simple_bot, avg. reward: -2.849, 1.921 sec/game, 27.6 min. total, 588.2 MB
grappling_amnesty v10 699 games, 642158 moves, e=0.364, loss: 4.3, -, 5.7% elo% vs. simple_bot, avg. reward: -2.841, 1.920 sec/game, 27.6 min. total, 586.4 MB
grappling_amnesty v10 700 games, 643446 moves, e=0.363, loss: 4.0, -, 5.6% elo% vs. simple_bot, avg. reward: -2.839, 1.930 sec/game, 27.7 min. total, 588.9 MB
grappling_amnesty v11 701 games, 644843 moves, e=0.362, loss: 3.8, -, 47.7% elo% vs. simple_bot, avg. reward: -2.830, 1.934 sec/game, 27.7 min. total, 586.8 MB
grappling_amnesty v11 702 games, 645970 moves, e=0.360, loss: 3.7, -, 45.5% elo% vs. simple_bot, avg. reward: -2.835, 1.917 sec/game, 27.7 min. total, 589.0 MB
grappling_amnesty v11 703 games, 647363 moves, e=0.359, loss: 3.8, -, 43.4% elo% vs. simple_bot, avg. reward: -2.822, 1.935 sec/game, 27.8 min. total, 587.2 MB
grappling_amnesty v11 704 games, 648377 moves, e=0.358, loss: 3.8, -, 41.5% elo% vs. simple_bot, avg. reward: -2.822, 1.929 sec/game, 27.8 min. total, 588.9 MB
grappling_amnesty v11 705 games, 649636 moves, e=0.357, loss: 4.1, -, 39.6% elo% vs. simple_bot, avg. reward: -2.826, 1.931 sec/game, 27.8 min. total, 588.4 MB
grappling_amnesty v11 706 games, 650949 moves, e=0.356, loss: 3.9, -, 37.9% elo% vs. simple_bot, avg. reward: -2.823, 1.931 sec/game, 27.9 min. total, 590.8 MB
grappling_amnesty v11 707 games, 652433 moves, e=0.354, loss: 4.3, -, 36.3% elo% vs. simple_bot, avg. reward: -2.811, 1.951 sec/game, 27.9 min. total, 591.5 MB
grappling_amnesty v11 708 games, 653477 moves, e=0.353, loss: 4.2, -, 34.8% elo% vs. simple_bot, avg. reward: -2.808, 1.933 sec/game, 27.9 min. total, 590.6 MB
grappling_amnesty v11 709 games, 654727 moves, e=0.352, loss: 4.1, -, 33.3% elo% vs. simple_bot, avg. reward: -2.796, 1.940 sec/game, 28.0 min. total, 590.0 MB
grappling_amnesty v11 710 games, 655979 moves, e=0.351, loss: 4.0, -, 32.0% elo% vs. simple_bot, avg. reward: -2.787, 1.938 sec/game, 28.0 min. total, 590.9 MB
grappling_amnesty v11 711 games, 657194 moves, e=0.349, loss: 4.0, -, 30.7% elo% vs. simple_bot, avg. reward: -2.773, 1.939 sec/game, 28.0 min. total, 590.9 MB
grappling_amnesty v11 712 games, 658389 moves, e=0.348, loss: 3.8, -, 29.5% elo% vs. simple_bot, avg. reward: -2.767, 1.936 sec/game, 28.1 min. total, 590.1 MB
grappling_amnesty v11 713 games, 659492 moves, e=0.347, loss: 4.0, -, 28.4% elo% vs. simple_bot, avg. reward: -2.761, 1.935 sec/game, 28.1 min. total, 591.1 MB
grappling_amnesty v11 714 games, 660722 moves, e=0.346, loss: 3.8, -, 27.3% elo% vs. simple_bot, avg. reward: -2.749, 1.934 sec/game, 28.1 min. total, 591.0 MB
grappling_amnesty v11 715 games, 662131 moves, e=0.344, loss: 4.0, -, 26.4% elo% vs. simple_bot, avg. reward: -2.746, 1.944 sec/game, 28.2 min. total, 592.4 MB
grappling_amnesty v11 716 games, 663282 moves, e=0.343, loss: 4.1, -, 25.4% elo% vs. simple_bot, avg. reward: -2.740, 1.944 sec/game, 28.2 min. total, 593.3 MB
grappling_amnesty v11 717 games, 664595 moves, e=0.342, loss: 4.1, -, 24.5% elo% vs. simple_bot, avg. reward: -2.733, 1.945 sec/game, 28.2 min. total, 593.4 MB
grappling_amnesty v11 718 games, 665879 moves, e=0.341, loss: 4.2, -, 23.7% elo% vs. simple_bot, avg. reward: -2.728, 1.944 sec/game, 28.3 min. total, 592.6 MB
grappling_amnesty v11 719 games, 667135 moves, e=0.340, loss: 4.2, -, 22.9% elo% vs. simple_bot, avg. reward: -2.718, 1.936 sec/game, 28.3 min. total, 593.7 MB
grappling_amnesty v11 720 games, 668353 moves, e=0.338, loss: 4.2, -, 22.2% elo% vs. simple_bot, avg. reward: -2.701, 1.936 sec/game, 28.3 min. total, 592.8 MB
grappling_amnesty v11 721 games, 669618 moves, e=0.337, loss: 4.1, -, 21.5% elo% vs. simple_bot, avg. reward: -2.693, 1.928 sec/game, 28.4 min. total, 595.7 MB
grappling_amnesty v11 722 games, 671008 moves, e=0.336, loss: 4.1, -, 20.8% elo% vs. simple_bot, avg. reward: -2.683, 1.944 sec/game, 28.4 min. total, 594.8 MB
grappling_amnesty v11 723 games, 672292 moves, e=0.334, loss: 4.1, -, 20.2% elo% vs. simple_bot, avg. reward: -2.678, 1.935 sec/game, 28.4 min. total, 596.7 MB
grappling_amnesty v11 724 games, 673573 moves, e=0.333, loss: 4.1, -, 19.6% elo% vs. simple_bot, avg. reward: -2.666, 1.950 sec/game, 28.5 min. total, 596.4 MB
grappling_amnesty v11 725 games, 674944 moves, e=0.332, loss: 3.7, -, 19.1% elo% vs. simple_bot, avg. reward: -2.654, 1.956 sec/game, 28.5 min. total, 596.4 MB
grappling_amnesty v11 726 games, 676149 moves, e=0.331, loss: 3.7, -, 18.5% elo% vs. simple_bot, avg. reward: -2.650, 1.949 sec/game, 28.5 min. total, 596.9 MB
grappling_amnesty v11 727 games, 677580 moves, e=0.329, loss: 3.4, -, 18.0% elo% vs. simple_bot, avg. reward: -2.637, 1.938 sec/game, 28.6 min. total, 596.5 MB
grappling_amnesty v11 728 games, 678833 moves, e=0.328, loss: 3.5, -, 17.5% elo% vs. simple_bot, avg. reward: -2.632, 1.954 sec/game, 28.6 min. total, 598.6 MB
grappling_amnesty v11 729 games, 680171 moves, e=0.327, loss: 3.5, -, 17.1% elo% vs. simple_bot, avg. reward: -2.622, 1.956 sec/game, 28.6 min. total, 596.7 MB
grappling_amnesty v11 730 games, 681764 moves, e=0.325, loss: 3.4, -, 16.6% elo% vs. simple_bot, avg. reward: -2.610, 1.987 sec/game, 28.7 min. total, 599.2 MB
grappling_amnesty v11 731 games, 683052 moves, e=0.324, loss: 3.6, -, 16.2% elo% vs. simple_bot, avg. reward: -2.614, 1.986 sec/game, 28.7 min. total, 599.3 MB
grappling_amnesty v11 732 games, 684438 moves, e=0.322, loss: 3.7, -, 15.8% elo% vs. simple_bot, avg. reward: -2.607, 1.999 sec/game, 28.7 min. total, 597.5 MB
grappling_amnesty v11 733 games, 685636 moves, e=0.321, loss: 3.8, -, 15.4% elo% vs. simple_bot, avg. reward: -2.610, 2.001 sec/game, 28.8 min. total, 598.8 MB
grappling_amnesty v11 734 games, 686904 moves, e=0.320, loss: 3.4, -, 15.1% elo% vs. simple_bot, avg. reward: -2.595, 2.012 sec/game, 28.8 min. total, 597.9 MB
grappling_amnesty v11 735 games, 688204 moves, e=0.319, loss: 3.6, -, 14.7% elo% vs. simple_bot, avg. reward: -2.583, 2.003 sec/game, 28.8 min. total, 598.3 MB
grappling_amnesty v11 736 games, 689485 moves, e=0.317, loss: 4.2, -, 14.4% elo% vs. simple_bot, avg. reward: -2.582, 2.011 sec/game, 28.9 min. total, 601.5 MB
grappling_amnesty v11 737 games, 690752 moves, e=0.316, loss: 4.0, -, 14.0% elo% vs. simple_bot, avg. reward: -2.578, 2.009 sec/game, 28.9 min. total, 600.3 MB
grappling_amnesty v11 738 games, 691962 moves, e=0.315, loss: 4.1, -, 13.7% elo% vs. simple_bot, avg. reward: -2.575, 2.002 sec/game, 28.9 min. total, 600.3 MB
grappling_amnesty v11 739 games, 693269 moves, e=0.314, loss: 4.1, -, 13.4% elo% vs. simple_bot, avg. reward: -2.564, 2.019 sec/game, 29.0 min. total, 602.4 MB
grappling_amnesty v11 740 games, 694510 moves, e=0.312, loss: 3.8, -, 13.1% elo% vs. simple_bot, avg. reward: -2.559, 2.012 sec/game, 29.0 min. total, 602.7 MB
grappling_amnesty v11 741 games, 695810 moves, e=0.311, loss: 3.8, -, 12.9% elo% vs. simple_bot, avg. reward: -2.557, 2.017 sec/game, 29.0 min. total, 601.9 MB
