unlinked_crunching v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.0 MB
unlinked_crunching v10 727 games, 666793 moves, e=0.340, loss: 685.0, -, 18.0% elo% vs. random_no_suicide, avg. reward: 11.711, 2.493 sec/game, 22.7 min. total, 632.3 MB
unlinked_crunching v10 728 games, 667981 moves, e=0.339, loss: 678.6, -, 17.5% elo% vs. random_no_suicide, avg. reward: 11.706, 2.504 sec/game, 22.7 min. total, 632.1 MB
unlinked_crunching v10 729 games, 669268 moves, e=0.337, loss: 614.0, -, 17.1% elo% vs. random_no_suicide, avg. reward: 11.716, 2.525 sec/game, 22.8 min. total, 632.8 MB
unlinked_crunching v10 730 games, 670514 moves, e=0.336, loss: 630.9, -, 16.6% elo% vs. random_no_suicide, avg. reward: 11.729, 2.508 sec/game, 22.8 min. total, 632.8 MB
unlinked_crunching v10 731 games, 671898 moves, e=0.335, loss: 638.9, -, 16.2% elo% vs. random_no_suicide, avg. reward: 11.727, 2.523 sec/game, 22.8 min. total, 632.8 MB
unlinked_crunching v10 732 games, 673081 moves, e=0.334, loss: 624.0, -, 15.8% elo% vs. random_no_suicide, avg. reward: 11.716, 2.535 sec/game, 22.9 min. total, 633.3 MB
unlinked_crunching v10 733 games, 674253 moves, e=0.332, loss: 601.6, -, 15.4% elo% vs. random_no_suicide, avg. reward: 11.714, 2.526 sec/game, 22.9 min. total, 633.9 MB
unlinked_crunching v10 734 games, 675585 moves, e=0.331, loss: 595.1, -, 15.1% elo% vs. random_no_suicide, avg. reward: 11.703, 2.539 sec/game, 23.0 min. total, 636.4 MB
unlinked_crunching v10 735 games, 676611 moves, e=0.330, loss: 572.9, -, 14.7% elo% vs. random_no_suicide, avg. reward: 11.728, 2.526 sec/game, 23.0 min. total, 635.8 MB
unlinked_crunching v10 736 games, 677952 moves, e=0.329, loss: 569.7, -, 14.4% elo% vs. random_no_suicide, avg. reward: 11.711, 2.503 sec/game, 23.1 min. total, 635.4 MB
unlinked_crunching v10 737 games, 679008 moves, e=0.328, loss: 571.1, -, 14.0% elo% vs. random_no_suicide, avg. reward: 11.692, 2.491 sec/game, 23.1 min. total, 636.0 MB
unlinked_crunching v10 738 games, 680229 moves, e=0.327, loss: 580.2, -, 13.7% elo% vs. random_no_suicide, avg. reward: 11.685, 2.503 sec/game, 23.1 min. total, 635.8 MB
unlinked_crunching v10 739 games, 681333 moves, e=0.325, loss: 553.2, -, 13.4% elo% vs. random_no_suicide, avg. reward: 11.674, 2.515 sec/game, 23.2 min. total, 636.0 MB
unlinked_crunching v10 740 games, 682521 moves, e=0.324, loss: 556.2, -, 13.1% elo% vs. random_no_suicide, avg. reward: 11.681, 2.527 sec/game, 23.2 min. total, 636.4 MB
unlinked_crunching v10 741 games, 683693 moves, e=0.323, loss: 550.5, -, 12.9% elo% vs. random_no_suicide, avg. reward: 11.674, 2.528 sec/game, 23.3 min. total, 637.2 MB
unlinked_crunching v10 742 games, 684783 moves, e=0.322, loss: 526.4, -, 12.6% elo% vs. random_no_suicide, avg. reward: 11.656, 2.510 sec/game, 23.3 min. total, 637.8 MB
unlinked_crunching v10 743 games, 686086 moves, e=0.321, loss: 560.9, -, 12.4% elo% vs. random_no_suicide, avg. reward: 11.670, 2.546 sec/game, 23.3 min. total, 640.1 MB
unlinked_crunching v10 744 games, 687281 moves, e=0.320, loss: 566.5, -, 12.1% elo% vs. random_no_suicide, avg. reward: 11.673, 2.558 sec/game, 23.4 min. total, 639.2 MB
unlinked_crunching v10 745 games, 688448 moves, e=0.318, loss: 572.2, -, 11.9% elo% vs. random_no_suicide, avg. reward: 11.692, 2.568 sec/game, 23.4 min. total, 639.6 MB
unlinked_crunching v10 746 games, 689579 moves, e=0.317, loss: 564.8, -, 11.7% elo% vs. random_no_suicide, avg. reward: 11.682, 2.575 sec/game, 23.5 min. total, 639.6 MB
unlinked_crunching v10 747 games, 690779 moves, e=0.316, loss: 610.8, -, 11.4% elo% vs. random_no_suicide, avg. reward: 11.699, 2.535 sec/game, 23.5 min. total, 639.1 MB
unlinked_crunching v10 748 games, 692233 moves, e=0.315, loss: 571.7, -, 11.2% elo% vs. random_no_suicide, avg. reward: 11.702, 2.568 sec/game, 23.6 min. total, 639.7 MB
unlinked_crunching v10 749 games, 693661 moves, e=0.313, loss: 577.1, -, 11.0% elo% vs. random_no_suicide, avg. reward: 11.710, 2.583 sec/game, 23.6 min. total, 639.9 MB
unlinked_crunching v10 750 games, 694900 moves, e=0.312, loss: 553.5, -, 10.8% elo% vs. random_no_suicide, avg. reward: 11.720, 2.577 sec/game, 23.7 min. total, 639.7 MB
unlinked_crunching v10 751 games, 696154 moves, e=0.311, loss: 595.7, -, 10.6% elo% vs. random_no_suicide, avg. reward: 11.735, 2.588 sec/game, 23.7 min. total, 641.4 MB
unlinked_crunching v10 752 games, 697440 moves, e=0.310, loss: 567.8, -, 10.4% elo% vs. random_no_suicide, avg. reward: 11.730, 2.625 sec/game, 23.8 min. total, 641.4 MB
unlinked_crunching v10 753 games, 698668 moves, e=0.308, loss: 542.5, -, 10.3% elo% vs. random_no_suicide, avg. reward: 11.715, 2.654 sec/game, 23.8 min. total, 641.8 MB
unlinked_crunching v10 754 games, 699800 moves, e=0.307, loss: 525.1, -, 10.1% elo% vs. random_no_suicide, avg. reward: 11.712, 2.647 sec/game, 23.9 min. total, 641.8 MB
unlinked_crunching v10 755 games, 700916 moves, e=0.306, loss: 533.6, -, 9.9% elo% vs. random_no_suicide, avg. reward: 11.723, 2.666 sec/game, 23.9 min. total, 641.8 MB
unlinked_crunching v10 756 games, 702048 moves, e=0.305, loss: 529.4, -, 9.8% elo% vs. random_no_suicide, avg. reward: 11.713, 2.673 sec/game, 23.9 min. total, 641.8 MB
unlinked_crunching v10 757 games, 703207 moves, e=0.304, loss: 536.1, -, 9.6% elo% vs. random_no_suicide, avg. reward: 11.718, 2.703 sec/game, 24.0 min. total, 641.8 MB
unlinked_crunching v10 758 games, 704314 moves, e=0.303, loss: 532.7, -, 9.5% elo% vs. random_no_suicide, avg. reward: 11.690, 2.710 sec/game, 24.0 min. total, 642.5 MB
unlinked_crunching v10 759 games, 705573 moves, e=0.301, loss: 543.6, -, 9.3% elo% vs. random_no_suicide, avg. reward: 11.705, 2.755 sec/game, 24.1 min. total, 643.5 MB
unlinked_crunching v10 760 games, 707132 moves, e=0.300, loss: 530.5, -, 9.2% elo% vs. random_no_suicide, avg. reward: 11.702, 2.799 sec/game, 24.2 min. total, 645.2 MB
unlinked_crunching v10 761 games, 708454 moves, e=0.299, loss: 555.4, -, 9.0% elo% vs. random_no_suicide, avg. reward: 11.698, 2.818 sec/game, 24.2 min. total, 645.4 MB
unlinked_crunching v10 762 games, 709570 moves, e=0.298, loss: 554.4, -, 8.9% elo% vs. random_no_suicide, avg. reward: 11.704, 2.842 sec/game, 24.2 min. total, 646.1 MB
unlinked_crunching v10 763 games, 710734 moves, e=0.296, loss: 551.9, -, 8.8% elo% vs. random_no_suicide, avg. reward: 11.714, 2.837 sec/game, 24.3 min. total, 646.1 MB
unlinked_crunching v10 764 games, 712120 moves, e=0.295, loss: 504.2, -, 8.6% elo% vs. random_no_suicide, avg. reward: 11.721, 2.871 sec/game, 24.3 min. total, 646.1 MB
unlinked_crunching v10 765 games, 713431 moves, e=0.294, loss: 525.4, -, 8.5% elo% vs. random_no_suicide, avg. reward: 11.744, 2.907 sec/game, 24.4 min. total, 646.2 MB
unlinked_crunching v10 766 games, 714614 moves, e=0.293, loss: 522.4, -, 8.4% elo% vs. random_no_suicide, avg. reward: 11.746, 2.915 sec/game, 24.4 min. total, 646.3 MB
