moocher_shakable v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 310.0 MB
moocher_shakable v14 883 games, 1532732 moves, e=0.010, loss: 1.4, +, 64.5% elo% vs. supershibe, avg. reward: -0.377, 13.140 sec/game, 82.7 min. total, 774.8 MB
moocher_shakable v14 884 games, 1537228 moves, e=0.010, loss: 1.7, +, 66.0% elo% vs. supershibe, avg. reward: -0.377, 13.224 sec/game, 82.9 min. total, 774.3 MB
moocher_shakable v14 885 games, 1541867 moves, e=0.010, loss: 1.5, +, 67.4% elo% vs. supershibe, avg. reward: -0.377, 13.304 sec/game, 83.1 min. total, 774.4 MB
moocher_shakable v14 886 games, 1546349 moves, e=0.010, loss: 1.2, +, 68.7% elo% vs. supershibe, avg. reward: -0.375, 13.366 sec/game, 83.4 min. total, 775.7 MB
moocher_shakable v14 887 games, 1550838 moves, e=0.010, loss: 1.3, +, 69.9% elo% vs. supershibe, avg. reward: -0.375, 13.428 sec/game, 83.6 min. total, 776.9 MB
moocher_shakable v14 888 games, 1555551 moves, e=0.010, loss: 1.2, +, 71.1% elo% vs. supershibe, avg. reward: -0.371, 13.519 sec/game, 83.8 min. total, 777.0 MB
moocher_shakable v15 889 games, 1560141 moves, e=0.010, loss: 1.0, +, 54.5% elo% vs. gir, avg. reward: -0.369, 13.553 sec/game, 84.1 min. total, 791.4 MB
moocher_shakable v15 890 games, 1564592 moves, e=0.010, loss: 1.4, +, 56.6% elo% vs. gir, avg. reward: -0.368, 13.556 sec/game, 84.3 min. total, 791.6 MB
moocher_shakable v15 891 games, 1568925 moves, e=0.010, loss: 1.6, +, 58.5% elo% vs. gir, avg. reward: -0.368, 13.554 sec/game, 84.5 min. total, 791.6 MB
moocher_shakable v15 892 games, 1572873 moves, e=0.010, loss: 2.1, +, 60.4% elo% vs. gir, avg. reward: -0.370, 13.494 sec/game, 84.7 min. total, 791.4 MB
moocher_shakable v15 893 games, 1577069 moves, e=0.010, loss: 2.1, +, 62.1% elo% vs. gir, avg. reward: -0.371, 13.473 sec/game, 84.9 min. total, 791.9 MB
moocher_shakable v15 894 games, 1581073 moves, e=0.010, loss: 2.2, +, 63.7% elo% vs. gir, avg. reward: -0.372, 13.428 sec/game, 85.1 min. total, 792.6 MB
moocher_shakable v15 895 games, 1585775 moves, e=0.010, loss: 1.8, -, 61.0% elo% vs. gir, avg. reward: -0.370, 13.459 sec/game, 85.4 min. total, 792.9 MB
moocher_shakable v15 896 games, 1590445 moves, e=0.010, loss: 1.2, +, 62.7% elo% vs. gir, avg. reward: -0.369, 13.491 sec/game, 85.6 min. total, 793.6 MB
moocher_shakable v15 897 games, 1595143 moves, e=0.010, loss: 1.1, +, 64.3% elo% vs. gir, avg. reward: -0.366, 13.498 sec/game, 85.8 min. total, 795.5 MB
moocher_shakable v15 898 games, 1599512 moves, e=0.010, loss: 1.4, -, 61.5% elo% vs. gir, avg. reward: -0.367, 13.511 sec/game, 86.1 min. total, 794.3 MB
moocher_shakable v15 899 games, 1603861 moves, e=0.010, loss: 1.5, +, 63.2% elo% vs. gir, avg. reward: -0.364, 13.525 sec/game, 86.3 min. total, 794.4 MB
moocher_shakable v15 900 games, 1608525 moves, e=0.010, loss: 1.5, +, 64.7% elo% vs. gir, avg. reward: -0.363, 13.576 sec/game, 86.5 min. total, 795.8 MB
moocher_shakable v16 901 games, 1612900 moves, e=0.010, loss: 1.3, +, 52.3% elo% vs. gir, avg. reward: -0.363, 13.604 sec/game, 86.7 min. total, 796.1 MB
moocher_shakable v16 902 games, 1617114 moves, e=0.010, loss: 1.7, +, 54.5% elo% vs. gir, avg. reward: -0.363, 13.550 sec/game, 86.9 min. total, 796.2 MB
moocher_shakable v16 903 games, 1621612 moves, e=0.010, loss: 1.6, +, 56.6% elo% vs. gir, avg. reward: -0.361, 13.525 sec/game, 87.2 min. total, 797.8 MB
moocher_shakable v16 904 games, 1626423 moves, e=0.010, loss: 1.1, -, 54.0% elo% vs. gir, avg. reward: -0.358, 13.568 sec/game, 87.4 min. total, 798.3 MB
moocher_shakable v16 905 games, 1630963 moves, e=0.010, loss: 1.2, +, 56.1% elo% vs. gir, avg. reward: -0.358, 13.543 sec/game, 87.6 min. total, 799.5 MB
moocher_shakable v16 906 games, 1635521 moves, e=0.010, loss: 1.3, +, 58.1% elo% vs. gir, avg. reward: -0.358, 13.557 sec/game, 87.9 min. total, 800.3 MB
moocher_shakable v16 907 games, 1639741 moves, e=0.010, loss: 1.5, +, 59.9% elo% vs. gir, avg. reward: -0.360, 13.503 sec/game, 88.1 min. total, 800.7 MB
moocher_shakable v16 908 games, 1644045 moves, e=0.010, loss: 1.8, +, 61.7% elo% vs. gir, avg. reward: -0.360, 13.439 sec/game, 88.3 min. total, 800.8 MB
moocher_shakable v16 909 games, 1648499 moves, e=0.010, loss: 1.8, +, 63.3% elo% vs. gir, avg. reward: -0.360, 13.407 sec/game, 88.5 min. total, 802.2 MB
moocher_shakable v16 910 games, 1652847 moves, e=0.010, loss: 1.8, +, 64.9% elo% vs. gir, avg. reward: -0.359, 13.383 sec/game, 88.8 min. total, 802.5 MB
moocher_shakable v16 911 games, 1657394 moves, e=0.010, loss: 1.5, +, 66.4% elo% vs. gir, avg. reward: -0.359, 13.413 sec/game, 89.0 min. total, 803.7 MB
moocher_shakable v16 912 games, 1661644 moves, e=0.010, loss: 1.4, -, 63.6% elo% vs. gir, avg. reward: -0.359, 13.434 sec/game, 89.2 min. total, 805.6 MB
moocher_shakable v16 913 games, 1666191 moves, e=0.010, loss: 1.3, +, 65.1% elo% vs. gir, avg. reward: -0.358, 13.506 sec/game, 89.4 min. total, 805.5 MB
moocher_shakable v16 914 games, 1670769 moves, e=0.010, loss: 1.2, +, 66.6% elo% vs. gir, avg. reward: -0.356, 13.570 sec/game, 89.6 min. total, 805.5 MB
moocher_shakable v16 915 games, 1675209 moves, e=0.010, loss: 1.5, -, 63.8% elo% vs. gir, avg. reward: -0.356, 13.533 sec/game, 89.9 min. total, 805.6 MB
moocher_shakable v16 916 games, 1679811 moves, e=0.010, loss: 1.5, -, 61.0% elo% vs. gir, avg. reward: -0.355, 13.516 sec/game, 90.1 min. total, 806.1 MB
moocher_shakable v16 917 games, 1684607 moves, e=0.010, loss: 1.2, +, 62.7% elo% vs. gir, avg. reward: -0.353, 13.512 sec/game, 90.3 min. total, 807.7 MB
moocher_shakable v16 918 games, 1689207 moves, e=0.010, loss: 1.3, +, 64.3% elo% vs. gir, avg. reward: -0.352, 13.555 sec/game, 90.6 min. total, 808.8 MB
moocher_shakable v16 919 games, 1693792 moves, e=0.010, loss: 1.3, -, 61.5% elo% vs. gir, avg. reward: -0.353, 13.582 sec/game, 90.8 min. total, 809.1 MB
moocher_shakable v16 920 games, 1698605 moves, e=0.010, loss: 1.5, +, 63.2% elo% vs. gir, avg. reward: -0.352, 13.625 sec/game, 91.1 min. total, 808.4 MB
moocher_shakable v16 921 games, 1703031 moves, e=0.010, loss: 1.4, +, 64.8% elo% vs. gir, avg. reward: -0.351, 13.629 sec/game, 91.3 min. total, 809.4 MB
moocher_shakable v16 922 games, 1707405 moves, e=0.010, loss: 1.5, +, 66.2% elo% vs. gir, avg. reward: -0.351, 13.664 sec/game, 91.5 min. total, 811.9 MB
moocher_shakable v16 923 games, 1711610 moves, e=0.010, loss: 1.7, ., 65.6% elo% vs. gir, avg. reward: -0.351, 13.614 sec/game, 91.7 min. total, 812.9 MB
moocher_shakable v16 924 games, 1715936 moves, e=0.010, loss: 1.7, -, 62.8% elo% vs. gir, avg. reward: -0.353, 13.537 sec/game, 91.9 min. total, 813.3 MB
moocher_shakable v16 925 games, 1720160 moves, e=0.010, loss: 1.8, +, 64.4% elo% vs. gir, avg. reward: -0.353, 13.494 sec/game, 92.1 min. total, 813.5 MB
moocher_shakable v16 926 games, 1725010 moves, e=0.010, loss: 1.4, -, 61.6% elo% vs. gir, avg. reward: -0.352, 13.529 sec/game, 92.4 min. total, 813.6 MB
moocher_shakable v16 927 games, 1729671 moves, e=0.010, loss: 1.6, -, 58.9% elo% vs. gir, avg. reward: -0.352, 13.605 sec/game, 92.6 min. total, 814.4 MB
moocher_shakable v16 928 games, 1733976 moves, e=0.010, loss: 1.6, +, 60.7% elo% vs. gir, avg. reward: -0.353, 13.587 sec/game, 92.8 min. total, 814.8 MB
moocher_shakable v16 929 games, 1738252 moves, e=0.010, loss: 1.8, +, 62.4% elo% vs. gir, avg. reward: -0.352, 13.581 sec/game, 93.1 min. total, 814.9 MB
moocher_shakable v16 930 games, 1742591 moves, e=0.010, loss: 2.3, ., 61.9% elo% vs. gir, avg. reward: -0.353, 13.558 sec/game, 93.3 min. total, 814.8 MB
moocher_shakable v16 931 games, 1746889 moves, e=0.010, loss: 1.9, +, 63.5% elo% vs. gir, avg. reward: -0.352, 13.526 sec/game, 93.5 min. total, 816.6 MB
moocher_shakable v16 932 games, 1751043 moves, e=0.010, loss: 2.5, +, 65.1% elo% vs. gir, avg. reward: -0.353, 13.549 sec/game, 93.7 min. total, 816.7 MB
moocher_shakable v16 933 games, 1755312 moves, e=0.010, loss: 2.2, +, 66.5% elo% vs. gir, avg. reward: -0.354, 13.501 sec/game, 93.9 min. total, 817.8 MB
moocher_shakable v16 934 games, 1759710 moves, e=0.010, loss: 1.9, +, 67.9% elo% vs. gir, avg. reward: -0.355, 13.483 sec/game, 94.1 min. total, 818.3 MB
moocher_shakable v16 935 games, 1764294 moves, e=0.010, loss: 1.8, +, 69.2% elo% vs. gir, avg. reward: -0.354, 13.498 sec/game, 94.4 min. total, 817.7 MB
moocher_shakable v16 936 games, 1769159 moves, e=0.010, loss: 1.7, +, 70.4% elo% vs. gir, avg. reward: -0.353, 13.537 sec/game, 94.6 min. total, 819.0 MB
moocher_shakable v17 937 games, 1773928 moves, e=0.010, loss: 1.4, +, 50.1% elo% vs. snoflake, avg. reward: -0.350, 13.526 sec/game, 94.9 min. total, 822.1 MB
moocher_shakable v17 938 games, 1778502 moves, e=0.010, loss: 1.0, +, 52.4% elo% vs. snoflake, avg. reward: -0.347, 13.517 sec/game, 95.1 min. total, 822.0 MB
moocher_shakable v17 939 games, 1783109 moves, e=0.010, loss: 1.1, +, 54.6% elo% vs. snoflake, avg. reward: -0.347, 13.502 sec/game, 95.3 min. total, 821.7 MB
moocher_shakable v17 940 games, 1787719 moves, e=0.010, loss: 1.4, -, 52.1% elo% vs. snoflake, avg. reward: -0.347, 13.461 sec/game, 95.5 min. total, 821.4 MB
moocher_shakable v17 941 games, 1791812 moves, e=0.010, loss: 1.8, +, 54.3% elo% vs. snoflake, avg. reward: -0.346, 13.419 sec/game, 95.8 min. total, 821.6 MB
moocher_shakable v17 942 games, 1796780 moves, e=0.010, loss: 1.2, ., 54.1% elo% vs. snoflake, avg. reward: -0.344, 13.499 sec/game, 96.0 min. total, 822.9 MB
moocher_shakable v17 943 games, 1801384 moves, e=0.010, loss: 1.1, +, 56.2% elo% vs. snoflake, avg. reward: -0.343, 13.565 sec/game, 96.2 min. total, 823.9 MB
moocher_shakable v17 944 games, 1806257 moves, e=0.010, loss: 1.1, +, 58.2% elo% vs. snoflake, avg. reward: -0.342, 13.636 sec/game, 96.5 min. total, 825.8 MB
moocher_shakable v17 945 games, 1811110 moves, e=0.010, loss: 0.9, +, 60.0% elo% vs. snoflake, avg. reward: -0.341, 13.732 sec/game, 96.7 min. total, 828.3 MB
moocher_shakable v17 946 games, 1815363 moves, e=0.010, loss: 1.0, +, 61.8% elo% vs. snoflake, avg. reward: -0.340, 13.645 sec/game, 96.9 min. total, 828.9 MB
moocher_shakable v17 947 games, 1819649 moves, e=0.010, loss: 1.2, +, 63.4% elo% vs. snoflake, avg. reward: -0.339, 13.591 sec/game, 97.2 min. total, 829.6 MB
moocher_shakable v17 948 games, 1824109 moves, e=0.010, loss: 1.3, -, 60.7% elo% vs. snoflake, avg. reward: -0.340, 13.619 sec/game, 97.4 min. total, 831.7 MB
moocher_shakable v17 949 games, 1828462 moves, e=0.010, loss: 1.4, +, 62.4% elo% vs. snoflake, avg. reward: -0.340, 13.627 sec/game, 97.6 min. total, 829.1 MB
moocher_shakable v17 950 games, 1832974 moves, e=0.010, loss: 1.4, +, 64.0% elo% vs. snoflake, avg. reward: -0.339, 13.693 sec/game, 97.8 min. total, 829.2 MB
moocher_shakable v17 951 games, 1837159 moves, e=0.010, loss: 1.3, +, 65.5% elo% vs. snoflake, avg. reward: -0.341, 13.667 sec/game, 98.0 min. total, 830.2 MB
moocher_shakable v17 952 games, 1841500 moves, e=0.010, loss: 1.5, +, 66.9% elo% vs. snoflake, avg. reward: -0.341, 13.669 sec/game, 98.3 min. total, 831.7 MB
moocher_shakable v17 953 games, 1845596 moves, e=0.010, loss: 1.6, +, 68.3% elo% vs. snoflake, avg. reward: -0.342, 13.650 sec/game, 98.5 min. total, 832.1 MB
moocher_shakable v17 954 games, 1849899 moves, e=0.010, loss: 1.5, +, 69.5% elo% vs. snoflake, avg. reward: -0.342, 13.673 sec/game, 98.7 min. total, 832.8 MB
moocher_shakable v17 955 games, 1854203 moves, e=0.010, loss: 1.3, +, 70.7% elo% vs. snoflake, avg. reward: -0.341, 13.625 sec/game, 98.9 min. total, 833.0 MB
moocher_shakable v18 956 games, 1858211 moves, e=0.010, loss: 1.3, +, 54.5% elo% vs. sunguard, avg. reward: -0.341, 13.507 sec/game, 99.1 min. total, 836.0 MB
moocher_shakable v18 957 games, 1861972 moves, e=0.010, loss: 2.1, +, 56.6% elo% vs. sunguard, avg. reward: -0.342, 13.370 sec/game, 99.3 min. total, 836.8 MB
moocher_shakable v18 958 games, 1866181 moves, e=0.010, loss: 2.0, -, 54.0% elo% vs. sunguard, avg. reward: -0.341, 13.305 sec/game, 99.5 min. total, 838.0 MB
moocher_shakable v18 959 games, 1870587 moves, e=0.010, loss: 2.1, +, 56.1% elo% vs. sunguard, avg. reward: -0.341, 13.282 sec/game, 99.7 min. total, 837.7 MB
moocher_shakable v18 960 games, 1874191 moves, e=0.010, loss: 2.1, +, 58.1% elo% vs. sunguard, avg. reward: -0.341, 13.145 sec/game, 99.9 min. total, 836.6 MB
moocher_shakable v18 961 games, 1878171 moves, e=0.010, loss: 2.4, +, 59.9% elo% vs. sunguard, avg. reward: -0.340, 13.129 sec/game, 100.1 min. total, 836.9 MB
moocher_shakable v18 962 games, 1882055 moves, e=0.010, loss: 2.6, +, 61.7% elo% vs. sunguard, avg. reward: -0.339, 12.958 sec/game, 100.3 min. total, 838.1 MB
moocher_shakable v18 963 games, 1886391 moves, e=0.010, loss: 2.2, ., 61.2% elo% vs. sunguard, avg. reward: -0.340, 12.929 sec/game, 100.5 min. total, 837.3 MB
moocher_shakable v18 964 games, 1890924 moves, e=0.010, loss: 2.6, +, 62.9% elo% vs. sunguard, avg. reward: -0.339, 12.878 sec/game, 100.8 min. total, 837.6 MB
moocher_shakable v18 965 games, 1895197 moves, e=0.010, loss: 2.2, -, 60.1% elo% vs. sunguard, avg. reward: -0.337, 12.799 sec/game, 101.0 min. total, 837.8 MB
moocher_shakable v18 966 games, 1899584 moves, e=0.010, loss: 1.5, +, 61.9% elo% vs. sunguard, avg. reward: -0.336, 12.811 sec/game, 101.2 min. total, 838.3 MB
moocher_shakable v18 967 games, 1904033 moves, e=0.010, loss: 1.4, -, 59.1% elo% vs. sunguard, avg. reward: -0.334, 12.818 sec/game, 101.4 min. total, 839.7 MB
moocher_shakable v18 968 games, 1908185 moves, e=0.010, loss: 1.6, -, 56.5% elo% vs. sunguard, avg. reward: -0.333, 12.762 sec/game, 101.6 min. total, 840.8 MB
moocher_shakable v18 969 games, 1912635 moves, e=0.010, loss: 1.3, -, 53.9% elo% vs. sunguard, avg. reward: -0.333, 12.781 sec/game, 101.9 min. total, 840.3 MB
moocher_shakable v18 970 games, 1917015 moves, e=0.010, loss: 1.5, -, 51.4% elo% vs. sunguard, avg. reward: -0.333, 12.748 sec/game, 102.1 min. total, 840.4 MB
moocher_shakable v18 971 games, 1921534 moves, e=0.010, loss: 1.5, +, 53.7% elo% vs. sunguard, avg. reward: -0.332, 12.802 sec/game, 102.3 min. total, 841.9 MB
moocher_shakable v18 972 games, 1925799 moves, e=0.010, loss: 1.7, ., 53.5% elo% vs. sunguard, avg. reward: -0.332, 12.813 sec/game, 102.5 min. total, 842.1 MB
moocher_shakable v18 973 games, 1930214 moves, e=0.010, loss: 1.6, +, 55.6% elo% vs. sunguard, avg. reward: -0.332, 12.851 sec/game, 102.8 min. total, 842.2 MB
moocher_shakable v18 974 games, 1934303 moves, e=0.010, loss: 2.0, +, 57.6% elo% vs. sunguard, avg. reward: -0.332, 12.796 sec/game, 103.0 min. total, 842.6 MB
moocher_shakable v18 975 games, 1938493 moves, e=0.010, loss: 2.0, -, 55.0% elo% vs. sunguard, avg. reward: -0.334, 12.788 sec/game, 103.2 min. total, 844.3 MB
moocher_shakable v18 976 games, 1942889 moves, e=0.010, loss: 2.0, ., 54.8% elo% vs. sunguard, avg. reward: -0.333, 12.831 sec/game, 103.4 min. total, 844.7 MB
moocher_shakable v18 977 games, 1947360 moves, e=0.010, loss: 1.5, +, 56.8% elo% vs. sunguard, avg. reward: -0.333, 12.941 sec/game, 103.6 min. total, 845.4 MB
moocher_shakable v18 978 games, 1951549 moves, e=0.010, loss: 2.0, +, 58.8% elo% vs. sunguard, avg. reward: -0.333, 12.948 sec/game, 103.8 min. total, 846.4 MB
moocher_shakable v18 979 games, 1955519 moves, e=0.010, loss: 2.5, -, 56.1% elo% vs. sunguard, avg. reward: -0.334, 12.891 sec/game, 104.0 min. total, 847.5 MB
moocher_shakable v18 980 games, 1959215 moves, e=0.010, loss: 2.4, +, 58.1% elo% vs. sunguard, avg. reward: -0.337, 12.899 sec/game, 104.2 min. total, 847.4 MB
moocher_shakable v18 981 games, 1963891 moves, e=0.010, loss: 2.4, +, 60.0% elo% vs. sunguard, avg. reward: -0.335, 13.004 sec/game, 104.5 min. total, 849.7 MB
moocher_shakable v18 982 games, 1968096 moves, e=0.010, loss: 1.8, +, 61.7% elo% vs. sunguard, avg. reward: -0.335, 13.077 sec/game, 104.7 min. total, 849.0 MB
moocher_shakable v18 983 games, 1972459 moves, e=0.010, loss: 1.5, -, 59.0% elo% vs. sunguard, avg. reward: -0.336, 13.074 sec/game, 104.9 min. total, 848.2 MB
moocher_shakable v18 984 games, 1976439 moves, e=0.010, loss: 2.0, +, 60.8% elo% vs. sunguard, avg. reward: -0.336, 12.999 sec/game, 105.1 min. total, 848.8 MB
moocher_shakable v18 985 games, 1980791 moves, e=0.010, loss: 1.8, +, 62.5% elo% vs. sunguard, avg. reward: -0.336, 13.001 sec/game, 105.3 min. total, 849.2 MB
moocher_shakable v18 986 games, 1985078 moves, e=0.010, loss: 1.5, -, 59.8% elo% vs. sunguard, avg. reward: -0.337, 13.000 sec/game, 105.5 min. total, 849.8 MB
moocher_shakable v18 987 games, 1988920 moves, e=0.010, loss: 2.2, -, 57.1% elo% vs. sunguard, avg. reward: -0.338, 12.922 sec/game, 105.7 min. total, 853.2 MB
moocher_shakable v18 988 games, 1993606 moves, e=0.010, loss: 1.5, ., 56.8% elo% vs. sunguard, avg. reward: -0.338, 13.028 sec/game, 106.0 min. total, 853.1 MB
moocher_shakable v18 989 games, 1997818 moves, e=0.010, loss: 1.6, -, 54.2% elo% vs. sunguard, avg. reward: -0.339, 12.979 sec/game, 106.2 min. total, 853.1 MB
moocher_shakable v18 990 games, 2002442 moves, e=0.010, loss: 1.7, -, 51.7% elo% vs. sunguard, avg. reward: -0.338, 13.030 sec/game, 106.4 min. total, 853.7 MB
moocher_shakable v18 991 games, 2006454 moves, e=0.010, loss: 2.1, -, 49.4% elo% vs. sunguard, avg. reward: -0.340, 12.960 sec/game, 106.6 min. total, 853.8 MB
moocher_shakable v18 992 games, 2010653 moves, e=0.010, loss: 1.9, -, 47.1% elo% vs. sunguard, avg. reward: -0.339, 12.935 sec/game, 106.8 min. total, 854.2 MB
moocher_shakable v18 993 games, 2015315 moves, e=0.010, loss: 1.8, -, 44.9% elo% vs. sunguard, avg. reward: -0.338, 12.967 sec/game, 107.1 min. total, 856.8 MB
moocher_shakable v18 994 games, 2019782 moves, e=0.010, loss: 1.6, +, 47.4% elo% vs. sunguard, avg. reward: -0.337, 13.026 sec/game, 107.3 min. total, 856.7 MB
moocher_shakable v18 995 games, 2024092 moves, e=0.010, loss: 1.8, +, 49.9% elo% vs. sunguard, avg. reward: -0.338, 13.057 sec/game, 107.5 min. total, 857.2 MB
moocher_shakable v18 996 games, 2028512 moves, e=0.010, loss: 1.7, ., 49.9% elo% vs. sunguard, avg. reward: -0.338, 13.064 sec/game, 107.8 min. total, 858.4 MB
moocher_shakable v18 997 games, 2032542 moves, e=0.010, loss: 2.1, -, 47.6% elo% vs. sunguard, avg. reward: -0.341, 13.018 sec/game, 108.0 min. total, 858.7 MB
moocher_shakable v18 998 games, 2036842 moves, e=0.010, loss: 2.0, -, 45.4% elo% vs. sunguard, avg. reward: -0.341, 13.035 sec/game, 108.2 min. total, 858.6 MB
moocher_shakable v18 999 games, 2041192 moves, e=0.010, loss: 2.2, +, 47.9% elo% vs. sunguard, avg. reward: -0.342, 13.104 sec/game, 108.4 min. total, 858.6 MB
moocher_shakable v18 1000 games, 2045594 moves, e=0.010, loss: 1.9, -, 45.7% elo% vs. sunguard, avg. reward: -0.343, 13.235 sec/game, 108.6 min. total, 859.0 MB
moocher_shakable v18 1001 games, 2050183 moves, e=0.010, loss: 2.0, -, 43.6% elo% vs. sunguard, avg. reward: -0.343, 13.236 sec/game, 108.9 min. total, 859.9 MB
moocher_shakable v18 1002 games, 2054091 moves, e=0.010, loss: 1.9, -, 41.7% elo% vs. sunguard, avg. reward: -0.344, 13.170 sec/game, 109.1 min. total, 860.8 MB
moocher_shakable v18 1003 games, 2058386 moves, e=0.010, loss: 2.0, -, 39.8% elo% vs. sunguard, avg. reward: -0.345, 13.167 sec/game, 109.3 min. total, 861.3 MB
moocher_shakable v18 1004 games, 2061933 moves, e=0.010, loss: 2.7, -, 38.1% elo% vs. sunguard, avg. reward: -0.352, 13.099 sec/game, 109.5 min. total, 862.8 MB
moocher_shakable v18 1005 games, 2065284 moves, e=0.010, loss: 3.4, -, 36.4% elo% vs. sunguard, avg. reward: -0.357, 12.972 sec/game, 109.6 min. total, 863.8 MB
moocher_shakable v18 1006 games, 2068972 moves, e=0.010, loss: 3.3, -, 34.9% elo% vs. sunguard, avg. reward: -0.360, 12.879 sec/game, 109.8 min. total, 864.5 MB
moocher_shakable v18 1007 games, 2072672 moves, e=0.010, loss: 3.3, +, 37.7% elo% vs. sunguard, avg. reward: -0.362, 12.859 sec/game, 110.0 min. total, 865.5 MB
moocher_shakable v18 1008 games, 2076876 moves, e=0.010, loss: 2.2, +, 40.4% elo% vs. sunguard, avg. reward: -0.362, 12.790 sec/game, 110.2 min. total, 864.6 MB
moocher_shakable v18 1009 games, 2080770 moves, e=0.010, loss: 2.1, +, 43.1% elo% vs. sunguard, avg. reward: -0.363, 12.760 sec/game, 110.4 min. total, 865.5 MB
moocher_shakable v18 1010 games, 2085091 moves, e=0.010, loss: 2.1, +, 45.6% elo% vs. sunguard, avg. reward: -0.362, 12.691 sec/game, 110.7 min. total, 865.9 MB
moocher_shakable v18 1011 games, 2089421 moves, e=0.010, loss: 1.5, +, 48.1% elo% vs. sunguard, avg. reward: -0.362, 12.734 sec/game, 110.9 min. total, 865.5 MB
moocher_shakable v18 1012 games, 2093701 moves, e=0.010, loss: 1.6, -, 45.9% elo% vs. sunguard, avg. reward: -0.362, 12.743 sec/game, 111.1 min. total, 865.4 MB
moocher_shakable v18 1013 games, 2098004 moves, e=0.010, loss: 2.1, +, 48.4% elo% vs. sunguard, avg. reward: -0.363, 12.702 sec/game, 111.3 min. total, 867.5 MB
moocher_shakable v18 1014 games, 2102383 moves, e=0.010, loss: 2.0, +, 50.8% elo% vs. sunguard, avg. reward: -0.364, 12.679 sec/game, 111.5 min. total, 868.4 MB
moocher_shakable v18 1015 games, 2106172 moves, e=0.010, loss: 2.2, -, 48.4% elo% vs. sunguard, avg. reward: -0.367, 12.598 sec/game, 111.7 min. total, 868.4 MB
