justness_pawing v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.0 MB
justness_pawing v14 795 games, 1104171 moves, e=0.010, loss: 43.3, -, 5.9% elo% vs. simple_bot, avg. reward: 3.378, 5.890 sec/game, 17.5 min. total, 492.8 MB
justness_pawing v14 796 games, 1107991 moves, e=0.010, loss: 36.3, -, 5.8% elo% vs. simple_bot, avg. reward: 3.397, 5.986 sec/game, 17.7 min. total, 493.5 MB
justness_pawing v14 797 games, 1111886 moves, e=0.010, loss: 37.1, -, 5.8% elo% vs. simple_bot, avg. reward: 3.413, 6.084 sec/game, 17.8 min. total, 495.5 MB
justness_pawing v14 798 games, 1115910 moves, e=0.010, loss: 31.0, -, 5.7% elo% vs. simple_bot, avg. reward: 3.425, 6.218 sec/game, 17.9 min. total, 495.1 MB
justness_pawing v14 799 games, 1119238 moves, e=0.010, loss: 35.3, -, 5.7% elo% vs. simple_bot, avg. reward: 3.437, 6.266 sec/game, 18.0 min. total, 496.2 MB
justness_pawing v14 800 games, 1123270 moves, e=0.010, loss: 30.1, -, 5.6% elo% vs. simple_bot, avg. reward: 3.451, 6.374 sec/game, 18.1 min. total, 495.8 MB
justness_pawing v15 801 games, 1127069 moves, e=0.010, loss: 34.5, -, 47.7% elo% vs. simple_bot, avg. reward: 3.460, 6.477 sec/game, 18.3 min. total, 497.1 MB
justness_pawing v15 802 games, 1130951 moves, e=0.010, loss: 36.8, -, 45.5% elo% vs. simple_bot, avg. reward: 3.470, 6.576 sec/game, 18.4 min. total, 499.9 MB
justness_pawing v15 803 games, 1134612 moves, e=0.010, loss: 34.7, -, 43.4% elo% vs. simple_bot, avg. reward: 3.484, 6.673 sec/game, 18.5 min. total, 500.0 MB
justness_pawing v15 804 games, 1138051 moves, e=0.010, loss: 34.6, -, 41.5% elo% vs. simple_bot, avg. reward: 3.488, 6.705 sec/game, 18.6 min. total, 505.4 MB
justness_pawing v15 805 games, 1141324 moves, e=0.010, loss: 35.7, -, 39.6% elo% vs. simple_bot, avg. reward: 3.493, 6.716 sec/game, 18.7 min. total, 511.1 MB
justness_pawing v15 806 games, 1144950 moves, e=0.010, loss: 40.4, -, 37.9% elo% vs. simple_bot, avg. reward: 3.506, 6.744 sec/game, 18.8 min. total, 506.6 MB
justness_pawing v15 807 games, 1148700 moves, e=0.010, loss: 38.4, -, 36.3% elo% vs. simple_bot, avg. reward: 3.519, 6.721 sec/game, 18.9 min. total, 508.9 MB
justness_pawing v15 808 games, 1152275 moves, e=0.010, loss: 41.6, -, 34.8% elo% vs. simple_bot, avg. reward: 3.523, 6.749 sec/game, 19.0 min. total, 512.3 MB
justness_pawing v15 809 games, 1155549 moves, e=0.010, loss: 38.7, -, 33.3% elo% vs. simple_bot, avg. reward: 3.528, 6.747 sec/game, 19.2 min. total, 508.9 MB
justness_pawing v15 810 games, 1158989 moves, e=0.010, loss: 39.1, -, 32.0% elo% vs. simple_bot, avg. reward: 3.534, 6.767 sec/game, 19.3 min. total, 511.2 MB
justness_pawing v15 811 games, 1162823 moves, e=0.010, loss: 35.8, -, 30.7% elo% vs. simple_bot, avg. reward: 3.545, 6.842 sec/game, 19.4 min. total, 510.3 MB
justness_pawing v15 812 games, 1166766 moves, e=0.010, loss: 37.8, -, 29.5% elo% vs. simple_bot, avg. reward: 3.553, 6.887 sec/game, 19.5 min. total, 509.9 MB
justness_pawing v15 813 games, 1171308 moves, e=0.010, loss: 34.9, -, 28.4% elo% vs. simple_bot, avg. reward: 3.563, 6.997 sec/game, 19.6 min. total, 508.8 MB
justness_pawing v15 814 games, 1175622 moves, e=0.010, loss: 29.4, -, 27.3% elo% vs. simple_bot, avg. reward: 3.572, 7.029 sec/game, 19.8 min. total, 509.4 MB
justness_pawing v15 815 games, 1178604 moves, e=0.010, loss: 41.5, -, 26.4% elo% vs. simple_bot, avg. reward: 3.574, 6.991 sec/game, 19.9 min. total, 509.2 MB
justness_pawing v15 816 games, 1182446 moves, e=0.010, loss: 52.1, -, 25.4% elo% vs. simple_bot, avg. reward: 3.576, 6.991 sec/game, 20.0 min. total, 509.2 MB
justness_pawing v15 817 games, 1185913 moves, e=0.010, loss: 60.0, -, 24.5% elo% vs. simple_bot, avg. reward: 3.586, 6.962 sec/game, 20.1 min. total, 509.8 MB
justness_pawing v15 818 games, 1189808 moves, e=0.010, loss: 43.3, -, 23.7% elo% vs. simple_bot, avg. reward: 3.605, 6.944 sec/game, 20.2 min. total, 512.2 MB
justness_pawing v15 819 games, 1193212 moves, e=0.010, loss: 37.9, -, 22.9% elo% vs. simple_bot, avg. reward: 3.613, 6.945 sec/game, 20.3 min. total, 514.5 MB
justness_pawing v15 820 games, 1196275 moves, e=0.010, loss: 44.0, -, 22.2% elo% vs. simple_bot, avg. reward: 3.624, 6.864 sec/game, 20.4 min. total, 513.0 MB
justness_pawing v15 821 games, 1199896 moves, e=0.010, loss: 39.8, -, 21.5% elo% vs. simple_bot, avg. reward: 3.628, 6.845 sec/game, 20.5 min. total, 513.4 MB
justness_pawing v15 822 games, 1203284 moves, e=0.010, loss: 40.2, -, 20.8% elo% vs. simple_bot, avg. reward: 3.638, 6.803 sec/game, 20.7 min. total, 515.8 MB
justness_pawing v15 823 games, 1207403 moves, e=0.010, loss: 36.2, -, 20.2% elo% vs. simple_bot, avg. reward: 3.652, 6.837 sec/game, 20.8 min. total, 517.3 MB
justness_pawing v15 824 games, 1211423 moves, e=0.010, loss: 29.8, -, 19.6% elo% vs. simple_bot, avg. reward: 3.663, 6.892 sec/game, 20.9 min. total, 517.3 MB
justness_pawing v15 825 games, 1215579 moves, e=0.010, loss: 29.6, -, 19.1% elo% vs. simple_bot, avg. reward: 3.669, 6.978 sec/game, 21.0 min. total, 515.7 MB
justness_pawing v15 826 games, 1218793 moves, e=0.010, loss: 31.9, -, 18.5% elo% vs. simple_bot, avg. reward: 3.676, 6.953 sec/game, 21.1 min. total, 516.7 MB
justness_pawing v15 827 games, 1222519 moves, e=0.010, loss: 31.9, -, 18.0% elo% vs. simple_bot, avg. reward: 3.681, 6.946 sec/game, 21.3 min. total, 517.4 MB
justness_pawing v15 828 games, 1225911 moves, e=0.010, loss: 39.9, -, 17.5% elo% vs. simple_bot, avg. reward: 3.689, 6.936 sec/game, 21.4 min. total, 517.4 MB
justness_pawing v15 829 games, 1229218 moves, e=0.010, loss: 34.1, -, 17.1% elo% vs. simple_bot, avg. reward: 3.700, 6.942 sec/game, 21.5 min. total, 521.5 MB
justness_pawing v15 830 games, 1232673 moves, e=0.010, loss: 34.1, -, 16.6% elo% vs. simple_bot, avg. reward: 3.714, 6.938 sec/game, 21.6 min. total, 519.2 MB
justness_pawing v15 831 games, 1236443 moves, e=0.010, loss: 28.9, -, 16.2% elo% vs. simple_bot, avg. reward: 3.725, 6.932 sec/game, 21.7 min. total, 520.9 MB
justness_pawing v15 832 games, 1240408 moves, e=0.010, loss: 24.4, -, 15.8% elo% vs. simple_bot, avg. reward: 3.736, 6.930 sec/game, 21.8 min. total, 520.8 MB
justness_pawing v15 833 games, 1244040 moves, e=0.010, loss: 26.6, -, 15.4% elo% vs. simple_bot, avg. reward: 3.747, 6.857 sec/game, 21.9 min. total, 521.4 MB
justness_pawing v15 834 games, 1247980 moves, e=0.010, loss: 28.2, -, 15.1% elo% vs. simple_bot, avg. reward: 3.759, 6.807 sec/game, 22.0 min. total, 522.2 MB
justness_pawing v15 835 games, 1251702 moves, e=0.010, loss: 31.4, -, 14.7% elo% vs. simple_bot, avg. reward: 3.768, 6.865 sec/game, 22.2 min. total, 524.2 MB
justness_pawing v15 836 games, 1255980 moves, e=0.010, loss: 25.5, -, 14.4% elo% vs. simple_bot, avg. reward: 3.776, 6.909 sec/game, 22.3 min. total, 524.1 MB
justness_pawing v15 837 games, 1259745 moves, e=0.010, loss: 26.9, -, 14.0% elo% vs. simple_bot, avg. reward: 3.781, 6.926 sec/game, 22.4 min. total, 524.4 MB
justness_pawing v15 838 games, 1263806 moves, e=0.010, loss: 25.8, -, 13.7% elo% vs. simple_bot, avg. reward: 3.789, 6.934 sec/game, 22.5 min. total, 523.8 MB
justness_pawing v15 839 games, 1267408 moves, e=0.010, loss: 25.0, -, 13.4% elo% vs. simple_bot, avg. reward: 3.801, 6.959 sec/game, 22.7 min. total, 525.1 MB
justness_pawing v15 840 games, 1270700 moves, e=0.010, loss: 28.9, -, 13.1% elo% vs. simple_bot, avg. reward: 3.810, 6.990 sec/game, 22.8 min. total, 526.9 MB
justness_pawing v15 841 games, 1274642 moves, e=0.010, loss: 31.8, -, 12.9% elo% vs. simple_bot, avg. reward: 3.822, 7.013 sec/game, 22.9 min. total, 528.2 MB
justness_pawing v15 842 games, 1277946 moves, e=0.010, loss: 36.0, -, 12.6% elo% vs. simple_bot, avg. reward: 3.836, 7.002 sec/game, 23.0 min. total, 530.8 MB
justness_pawing v15 843 games, 1281460 moves, e=0.010, loss: 30.0, -, 12.4% elo% vs. simple_bot, avg. reward: 3.847, 6.954 sec/game, 23.1 min. total, 529.6 MB
justness_pawing v15 844 games, 1284887 moves, e=0.010, loss: 37.7, -, 12.1% elo% vs. simple_bot, avg. reward: 3.864, 6.903 sec/game, 23.2 min. total, 529.7 MB
justness_pawing v15 845 games, 1288497 moves, e=0.010, loss: 32.1, -, 11.9% elo% vs. simple_bot, avg. reward: 3.886, 6.848 sec/game, 23.3 min. total, 529.8 MB
justness_pawing v15 846 games, 1292333 moves, e=0.010, loss: 34.4, -, 11.7% elo% vs. simple_bot, avg. reward: 3.904, 6.902 sec/game, 23.4 min. total, 531.5 MB
justness_pawing v15 847 games, 1296262 moves, e=0.010, loss: 28.4, -, 11.4% elo% vs. simple_bot, avg. reward: 3.910, 6.922 sec/game, 23.6 min. total, 531.4 MB
justness_pawing v15 848 games, 1300280 moves, e=0.010, loss: 25.5, -, 11.2% elo% vs. simple_bot, avg. reward: 3.921, 6.976 sec/game, 23.7 min. total, 532.4 MB
justness_pawing v15 849 games, 1304109 moves, e=0.010, loss: 29.8, -, 11.0% elo% vs. simple_bot, avg. reward: 3.924, 7.020 sec/game, 23.8 min. total, 532.2 MB
justness_pawing v15 850 games, 1307907 moves, e=0.010, loss: 33.3, -, 10.8% elo% vs. simple_bot, avg. reward: 3.931, 7.050 sec/game, 23.9 min. total, 532.7 MB
justness_pawing v15 851 games, 1311637 moves, e=0.010, loss: 31.6, -, 10.6% elo% vs. simple_bot, avg. reward: 3.945, 7.043 sec/game, 24.0 min. total, 532.9 MB
justness_pawing v15 852 games, 1315308 moves, e=0.010, loss: 31.6, -, 10.4% elo% vs. simple_bot, avg. reward: 3.953, 7.014 sec/game, 24.2 min. total, 534.2 MB
justness_pawing v15 853 games, 1318897 moves, e=0.010, loss: 31.6, -, 10.3% elo% vs. simple_bot, avg. reward: 3.967, 6.998 sec/game, 24.3 min. total, 535.8 MB
justness_pawing v15 854 games, 1322262 moves, e=0.010, loss: 29.3, -, 10.1% elo% vs. simple_bot, avg. reward: 3.975, 6.965 sec/game, 24.4 min. total, 536.2 MB
justness_pawing v15 855 games, 1325990 moves, e=0.010, loss: 32.1, -, 9.9% elo% vs. simple_bot, avg. reward: 3.983, 6.966 sec/game, 24.5 min. total, 535.5 MB
justness_pawing v15 856 games, 1329661 moves, e=0.010, loss: 29.9, -, 9.8% elo% vs. simple_bot, avg. reward: 3.992, 6.904 sec/game, 24.6 min. total, 535.7 MB
justness_pawing v15 857 games, 1333243 moves, e=0.010, loss: 30.6, -, 9.6% elo% vs. simple_bot, avg. reward: 4.008, 6.901 sec/game, 24.7 min. total, 535.2 MB
justness_pawing v15 858 games, 1337218 moves, e=0.010, loss: 32.7, -, 9.5% elo% vs. simple_bot, avg. reward: 4.029, 6.902 sec/game, 24.8 min. total, 536.2 MB
justness_pawing v15 859 games, 1341087 moves, e=0.010, loss: 34.2, -, 9.3% elo% vs. simple_bot, avg. reward: 4.051, 6.931 sec/game, 25.0 min. total, 537.2 MB
justness_pawing v15 860 games, 1345354 moves, e=0.010, loss: 27.4, -, 9.2% elo% vs. simple_bot, avg. reward: 4.078, 7.001 sec/game, 25.1 min. total, 536.8 MB
justness_pawing v15 861 games, 1349749 moves, e=0.010, loss: 24.3, -, 9.0% elo% vs. simple_bot, avg. reward: 4.088, 7.037 sec/game, 25.2 min. total, 537.2 MB
justness_pawing v15 862 games, 1353815 moves, e=0.010, loss: 20.4, -, 8.9% elo% vs. simple_bot, avg. reward: 4.106, 7.124 sec/game, 25.4 min. total, 537.7 MB
justness_pawing v15 863 games, 1357783 moves, e=0.010, loss: 25.0, -, 8.8% elo% vs. simple_bot, avg. reward: 4.113, 7.161 sec/game, 25.5 min. total, 538.4 MB
justness_pawing v15 864 games, 1362072 moves, e=0.010, loss: 21.1, -, 8.6% elo% vs. simple_bot, avg. reward: 4.125, 7.226 sec/game, 25.6 min. total, 538.8 MB
justness_pawing v15 865 games, 1366267 moves, e=0.010, loss: 19.2, -, 8.5% elo% vs. simple_bot, avg. reward: 4.134, 7.269 sec/game, 25.7 min. total, 541.2 MB
justness_pawing v15 866 games, 1370495 moves, e=0.010, loss: 21.2, -, 8.4% elo% vs. simple_bot, avg. reward: 4.149, 7.297 sec/game, 25.9 min. total, 541.3 MB
justness_pawing v15 867 games, 1374811 moves, e=0.010, loss: 19.7, -, 8.3% elo% vs. simple_bot, avg. reward: 4.164, 7.327 sec/game, 26.0 min. total, 542.6 MB
justness_pawing v15 868 games, 1379172 moves, e=0.010, loss: 17.1, -, 8.1% elo% vs. simple_bot, avg. reward: 4.174, 7.348 sec/game, 26.1 min. total, 541.7 MB
justness_pawing v15 869 games, 1383324 moves, e=0.010, loss: 21.9, -, 8.0% elo% vs. simple_bot, avg. reward: 4.190, 7.387 sec/game, 26.3 min. total, 541.0 MB
justness_pawing v15 870 games, 1387644 moves, e=0.010, loss: 21.3, -, 7.9% elo% vs. simple_bot, avg. reward: 4.216, 7.425 sec/game, 26.4 min. total, 541.5 MB
justness_pawing v15 871 games, 1391808 moves, e=0.010, loss: 24.0, -, 7.8% elo% vs. simple_bot, avg. reward: 4.223, 7.470 sec/game, 26.5 min. total, 543.6 MB
justness_pawing v15 872 games, 1396287 moves, e=0.010, loss: 23.4, -, 7.7% elo% vs. simple_bot, avg. reward: 4.233, 7.545 sec/game, 26.7 min. total, 546.4 MB
justness_pawing v15 873 games, 1400691 moves, e=0.010, loss: 18.6, -, 7.6% elo% vs. simple_bot, avg. reward: 4.246, 7.617 sec/game, 26.8 min. total, 545.4 MB
justness_pawing v15 874 games, 1404956 moves, e=0.010, loss: 20.7, -, 7.5% elo% vs. simple_bot, avg. reward: 4.260, 7.695 sec/game, 26.9 min. total, 547.6 MB
justness_pawing v15 875 games, 1409109 moves, e=0.010, loss: 22.4, -, 7.4% elo% vs. simple_bot, avg. reward: 4.272, 7.730 sec/game, 27.1 min. total, 546.5 MB
justness_pawing v15 876 games, 1413081 moves, e=0.010, loss: 27.6, -, 7.3% elo% vs. simple_bot, avg. reward: 4.282, 7.754 sec/game, 27.2 min. total, 547.2 MB
justness_pawing v15 877 games, 1417479 moves, e=0.010, loss: 25.8, -, 7.2% elo% vs. simple_bot, avg. reward: 4.293, 7.829 sec/game, 27.3 min. total, 550.7 MB
justness_pawing v15 878 games, 1421709 moves, e=0.010, loss: 18.3, -, 7.2% elo% vs. simple_bot, avg. reward: 4.307, 7.843 sec/game, 27.5 min. total, 548.8 MB
justness_pawing v15 879 games, 1426141 moves, e=0.010, loss: 19.7, -, 7.1% elo% vs. simple_bot, avg. reward: 4.315, 7.868 sec/game, 27.6 min. total, 548.6 MB
justness_pawing v15 880 games, 1430370 moves, e=0.010, loss: 20.2, -, 7.0% elo% vs. simple_bot, avg. reward: 4.326, 7.862 sec/game, 27.7 min. total, 548.5 MB
justness_pawing v15 881 games, 1434528 moves, e=0.010, loss: 23.9, -, 6.9% elo% vs. simple_bot, avg. reward: 4.337, 7.853 sec/game, 27.8 min. total, 548.8 MB
justness_pawing v15 882 games, 1438712 moves, e=0.010, loss: 34.4, -, 6.8% elo% vs. simple_bot, avg. reward: 4.346, 7.837 sec/game, 28.0 min. total, 547.3 MB
justness_pawing v15 883 games, 1442428 moves, e=0.010, loss: 37.0, -, 6.7% elo% vs. simple_bot, avg. reward: 4.354, 7.809 sec/game, 28.1 min. total, 550.5 MB
justness_pawing v15 884 games, 1446531 moves, e=0.010, loss: 36.2, -, 6.7% elo% vs. simple_bot, avg. reward: 4.361, 7.810 sec/game, 28.2 min. total, 550.8 MB
justness_pawing v15 885 games, 1451211 moves, e=0.010, loss: 26.4, -, 6.6% elo% vs. simple_bot, avg. reward: 4.370, 7.860 sec/game, 28.4 min. total, 550.7 MB
justness_pawing v15 886 games, 1455418 moves, e=0.010, loss: 29.2, -, 6.5% elo% vs. simple_bot, avg. reward: 4.378, 7.858 sec/game, 28.5 min. total, 552.3 MB
justness_pawing v15 887 games, 1460032 moves, e=0.010, loss: 21.8, -, 6.4% elo% vs. simple_bot, avg. reward: 4.386, 7.891 sec/game, 28.6 min. total, 555.8 MB
justness_pawing v15 888 games, 1464810 moves, e=0.010, loss: 14.1, -, 6.4% elo% vs. simple_bot, avg. reward: 4.399, 7.931 sec/game, 28.8 min. total, 553.9 MB
justness_pawing v15 889 games, 1469453 moves, e=0.010, loss: 13.4, -, 6.3% elo% vs. simple_bot, avg. reward: 4.408, 7.967 sec/game, 28.9 min. total, 555.1 MB
justness_pawing v15 890 games, 1473618 moves, e=0.010, loss: 18.6, -, 6.2% elo% vs. simple_bot, avg. reward: 4.413, 7.959 sec/game, 29.1 min. total, 556.8 MB
justness_pawing v15 891 games, 1477812 moves, e=0.010, loss: 20.7, -, 6.2% elo% vs. simple_bot, avg. reward: 4.415, 7.965 sec/game, 29.2 min. total, 556.6 MB
justness_pawing v15 892 games, 1481972 moves, e=0.010, loss: 29.3, -, 6.1% elo% vs. simple_bot, avg. reward: 4.417, 7.928 sec/game, 29.3 min. total, 556.7 MB
justness_pawing v15 893 games, 1485639 moves, e=0.010, loss: 35.7, -, 6.0% elo% vs. simple_bot, avg. reward: 4.418, 7.871 sec/game, 29.4 min. total, 557.2 MB
justness_pawing v15 894 games, 1490112 moves, e=0.010, loss: 30.5, -, 6.0% elo% vs. simple_bot, avg. reward: 4.420, 7.879 sec/game, 29.6 min. total, 557.4 MB
justness_pawing v15 895 games, 1494561 moves, e=0.010, loss: 20.1, -, 5.9% elo% vs. simple_bot, avg. reward: 4.424, 7.910 sec/game, 29.7 min. total, 557.6 MB
justness_pawing v15 896 games, 1498503 moves, e=0.010, loss: 20.5, -, 5.8% elo% vs. simple_bot, avg. reward: 4.424, 7.908 sec/game, 29.8 min. total, 560.5 MB
justness_pawing v15 897 games, 1502689 moves, e=0.010, loss: 27.0, -, 5.8% elo% vs. simple_bot, avg. reward: 4.422, 7.871 sec/game, 29.9 min. total, 562.8 MB
justness_pawing v15 898 games, 1506987 moves, e=0.010, loss: 22.9, -, 5.7% elo% vs. simple_bot, avg. reward: 4.424, 7.891 sec/game, 30.1 min. total, 561.3 MB
justness_pawing v15 899 games, 1511159 moves, e=0.010, loss: 21.3, -, 5.7% elo% vs. simple_bot, avg. reward: 4.425, 7.902 sec/game, 30.2 min. total, 563.1 MB
justness_pawing v15 900 games, 1515724 moves, e=0.010, loss: 18.9, -, 5.6% elo% vs. simple_bot, avg. reward: 4.424, 7.994 sec/game, 30.4 min. total, 561.3 MB
justness_pawing v16 901 games, 1519660 moves, e=0.010, loss: 26.4, -, 47.7% elo% vs. simple_bot, avg. reward: 4.423, 7.987 sec/game, 30.5 min. total, 562.6 MB
justness_pawing v16 902 games, 1523944 moves, e=0.010, loss: 29.5, -, 45.5% elo% vs. simple_bot, avg. reward: 4.423, 8.014 sec/game, 30.6 min. total, 563.6 MB
justness_pawing v16 903 games, 1528247 moves, e=0.010, loss: 24.3, -, 43.4% elo% vs. simple_bot, avg. reward: 4.424, 8.083 sec/game, 30.8 min. total, 563.8 MB
justness_pawing v16 904 games, 1532067 moves, e=0.010, loss: 23.2, -, 41.5% elo% vs. simple_bot, avg. reward: 4.426, 8.054 sec/game, 30.9 min. total, 566.2 MB
justness_pawing v16 905 games, 1535714 moves, e=0.010, loss: 25.2, -, 39.6% elo% vs. simple_bot, avg. reward: 4.426, 7.972 sec/game, 31.0 min. total, 565.3 MB
justness_pawing v16 906 games, 1539319 moves, e=0.010, loss: 27.8, -, 37.9% elo% vs. simple_bot, avg. reward: 4.423, 7.928 sec/game, 31.1 min. total, 566.7 MB
justness_pawing v16 907 games, 1543215 moves, e=0.010, loss: 25.8, -, 36.3% elo% vs. simple_bot, avg. reward: 4.421, 7.864 sec/game, 31.3 min. total, 565.6 MB
justness_pawing v16 908 games, 1546922 moves, e=0.010, loss: 29.7, -, 34.8% elo% vs. simple_bot, avg. reward: 4.422, 7.775 sec/game, 31.4 min. total, 567.4 MB
justness_pawing v16 909 games, 1551441 moves, e=0.010, loss: 22.2, -, 33.3% elo% vs. simple_bot, avg. reward: 4.427, 7.760 sec/game, 31.5 min. total, 566.6 MB
justness_pawing v16 910 games, 1555038 moves, e=0.010, loss: 24.5, -, 32.0% elo% vs. simple_bot, avg. reward: 4.426, 7.717 sec/game, 31.6 min. total, 567.5 MB
justness_pawing v16 911 games, 1558588 moves, e=0.010, loss: 27.8, -, 30.7% elo% vs. simple_bot, avg. reward: 4.422, 7.663 sec/game, 31.7 min. total, 568.0 MB
justness_pawing v16 912 games, 1561610 moves, e=0.010, loss: 30.4, -, 29.5% elo% vs. simple_bot, avg. reward: 4.416, 7.580 sec/game, 31.8 min. total, 572.4 MB
justness_pawing v16 913 games, 1564714 moves, e=0.010, loss: 35.4, -, 28.4% elo% vs. simple_bot, avg. reward: 4.411, 7.532 sec/game, 31.9 min. total, 573.2 MB
justness_pawing v16 914 games, 1567691 moves, e=0.010, loss: 36.6, -, 27.3% elo% vs. simple_bot, avg. reward: 4.404, 7.404 sec/game, 32.0 min. total, 572.3 MB
justness_pawing v16 915 games, 1570872 moves, e=0.010, loss: 35.2, -, 26.4% elo% vs. simple_bot, avg. reward: 4.405, 7.303 sec/game, 32.1 min. total, 571.5 MB
justness_pawing v16 916 games, 1574472 moves, e=0.010, loss: 37.7, -, 25.4% elo% vs. simple_bot, avg. reward: 4.404, 7.278 sec/game, 32.2 min. total, 570.4 MB
justness_pawing v16 917 games, 1578253 moves, e=0.010, loss: 29.6, -, 24.5% elo% vs. simple_bot, avg. reward: 4.406, 7.261 sec/game, 32.4 min. total, 571.9 MB
justness_pawing v16 918 games, 1581663 moves, e=0.010, loss: 28.4, -, 23.7% elo% vs. simple_bot, avg. reward: 4.403, 7.168 sec/game, 32.5 min. total, 573.0 MB
justness_pawing v16 919 games, 1585716 moves, e=0.010, loss: 29.5, -, 22.9% elo% vs. simple_bot, avg. reward: 4.405, 7.144 sec/game, 32.6 min. total, 574.0 MB
justness_pawing v16 920 games, 1589839 moves, e=0.010, loss: 34.2, -, 22.2% elo% vs. simple_bot, avg. reward: 4.407, 7.045 sec/game, 32.7 min. total, 573.3 MB
justness_pawing v16 921 games, 1593934 moves, e=0.010, loss: 26.0, -, 21.5% elo% vs. simple_bot, avg. reward: 4.409, 7.045 sec/game, 32.9 min. total, 573.6 MB
justness_pawing v16 922 games, 1598086 moves, e=0.010, loss: 25.9, -, 20.8% elo% vs. simple_bot, avg. reward: 4.409, 7.034 sec/game, 33.0 min. total, 575.6 MB
justness_pawing v16 923 games, 1601646 moves, e=0.010, loss: 28.9, -, 20.2% elo% vs. simple_bot, avg. reward: 4.404, 6.945 sec/game, 33.1 min. total, 574.8 MB
justness_pawing v16 924 games, 1605238 moves, e=0.010, loss: 27.3, -, 19.6% elo% vs. simple_bot, avg. reward: 4.401, 6.914 sec/game, 33.2 min. total, 575.7 MB
justness_pawing v16 925 games, 1608774 moves, e=0.010, loss: 30.0, -, 19.1% elo% vs. simple_bot, avg. reward: 4.396, 6.908 sec/game, 33.3 min. total, 578.3 MB
justness_pawing v16 926 games, 1612035 moves, e=0.010, loss: 31.0, -, 18.5% elo% vs. simple_bot, avg. reward: 4.394, 6.887 sec/game, 33.4 min. total, 578.6 MB
justness_pawing v16 927 games, 1615549 moves, e=0.010, loss: 29.7, -, 18.0% elo% vs. simple_bot, avg. reward: 4.395, 6.848 sec/game, 33.5 min. total, 579.6 MB
