zoology_jogging v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.0 MB
zoology_jogging v9 716 games, 647246 moves, e=0.359, loss: 20734266.2, -, 25.4% elo% vs. random_no_suicide, avg. reward: 1435.559, 2.636 sec/game, 23.6 min. total, 639.9 MB
zoology_jogging v9 717 games, 648345 moves, e=0.358, loss: 21340329.6, -, 24.5% elo% vs. random_no_suicide, avg. reward: 1422.222, 2.625 sec/game, 23.7 min. total, 639.7 MB
zoology_jogging v9 718 games, 649539 moves, e=0.357, loss: 21613923.6, -, 23.7% elo% vs. random_no_suicide, avg. reward: 1423.270, 2.620 sec/game, 23.7 min. total, 639.3 MB
zoology_jogging v9 719 games, 650576 moves, e=0.356, loss: 20616930.1, -, 22.9% elo% vs. random_no_suicide, avg. reward: 1405.751, 2.580 sec/game, 23.7 min. total, 639.9 MB
zoology_jogging v9 720 games, 651812 moves, e=0.355, loss: 20277392.4, -, 22.2% elo% vs. random_no_suicide, avg. reward: 1410.595, 2.602 sec/game, 23.8 min. total, 640.1 MB
zoology_jogging v9 721 games, 653049 moves, e=0.353, loss: 20402993.6, -, 21.5% elo% vs. random_no_suicide, avg. reward: 1439.314, 2.604 sec/game, 23.8 min. total, 640.3 MB
zoology_jogging v9 722 games, 654209 moves, e=0.352, loss: 22710136.7, -, 20.8% elo% vs. random_no_suicide, avg. reward: 1459.583, 2.609 sec/game, 23.9 min. total, 640.2 MB
zoology_jogging v9 723 games, 655297 moves, e=0.351, loss: 22674981.1, -, 20.2% elo% vs. random_no_suicide, avg. reward: 1444.456, 2.600 sec/game, 23.9 min. total, 641.6 MB
zoology_jogging v9 724 games, 656558 moves, e=0.350, loss: 23409176.7, -, 19.6% elo% vs. random_no_suicide, avg. reward: 1448.394, 2.620 sec/game, 24.0 min. total, 641.6 MB
zoology_jogging v9 725 games, 657650 moves, e=0.349, loss: 24079834.2, -, 19.1% elo% vs. random_no_suicide, avg. reward: 1466.584, 2.610 sec/game, 24.0 min. total, 642.5 MB
zoology_jogging v9 726 games, 658971 moves, e=0.348, loss: 26113666.7, -, 18.5% elo% vs. random_no_suicide, avg. reward: 1467.017, 2.618 sec/game, 24.1 min. total, 642.0 MB
zoology_jogging v9 727 games, 660173 moves, e=0.346, loss: 27934069.0, -, 18.0% elo% vs. random_no_suicide, avg. reward: 1459.121, 2.607 sec/game, 24.1 min. total, 642.5 MB
zoology_jogging v9 728 games, 661246 moves, e=0.345, loss: 29239398.3, -, 17.5% elo% vs. random_no_suicide, avg. reward: 1457.414, 2.603 sec/game, 24.1 min. total, 642.7 MB
zoology_jogging v9 729 games, 662421 moves, e=0.344, loss: 28932531.3, -, 17.1% elo% vs. random_no_suicide, avg. reward: 1449.865, 2.617 sec/game, 24.2 min. total, 641.9 MB
zoology_jogging v9 730 games, 663576 moves, e=0.343, loss: 28106087.9, -, 16.6% elo% vs. random_no_suicide, avg. reward: 1443.057, 2.628 sec/game, 24.2 min. total, 642.1 MB
zoology_jogging v9 731 games, 664768 moves, e=0.342, loss: 25756754.2, -, 16.2% elo% vs. random_no_suicide, avg. reward: 1455.682, 2.606 sec/game, 24.3 min. total, 643.5 MB
zoology_jogging v9 732 games, 665869 moves, e=0.341, loss: 24755693.5, -, 15.8% elo% vs. random_no_suicide, avg. reward: 1440.713, 2.620 sec/game, 24.3 min. total, 645.2 MB
zoology_jogging v9 733 games, 667053 moves, e=0.340, loss: 23506639.1, -, 15.4% elo% vs. random_no_suicide, avg. reward: 1458.747, 2.624 sec/game, 24.4 min. total, 645.4 MB
zoology_jogging v9 734 games, 668287 moves, e=0.338, loss: 25331718.5, -, 15.1% elo% vs. random_no_suicide, avg. reward: 1458.959, 2.627 sec/game, 24.4 min. total, 646.1 MB
zoology_jogging v9 735 games, 669563 moves, e=0.337, loss: 25627947.9, -, 14.7% elo% vs. random_no_suicide, avg. reward: 1468.455, 2.640 sec/game, 24.5 min. total, 646.1 MB
zoology_jogging v9 736 games, 670732 moves, e=0.336, loss: 25972408.6, -, 14.4% elo% vs. random_no_suicide, avg. reward: 1482.167, 2.648 sec/game, 24.5 min. total, 646.6 MB
zoology_jogging v9 737 games, 672067 moves, e=0.335, loss: 26991181.6, -, 14.0% elo% vs. random_no_suicide, avg. reward: 1477.694, 2.662 sec/game, 24.5 min. total, 646.6 MB
zoology_jogging v9 738 games, 673129 moves, e=0.334, loss: 27634853.0, -, 13.7% elo% vs. random_no_suicide, avg. reward: 1458.450, 2.653 sec/game, 24.6 min. total, 647.1 MB
zoology_jogging v9 739 games, 674242 moves, e=0.333, loss: 27422318.6, -, 13.4% elo% vs. random_no_suicide, avg. reward: 1461.984, 2.666 sec/game, 24.6 min. total, 647.0 MB
zoology_jogging v9 740 games, 675564 moves, e=0.331, loss: 26107242.7, -, 13.1% elo% vs. random_no_suicide, avg. reward: 1457.636, 2.670 sec/game, 24.7 min. total, 648.0 MB
zoology_jogging v9 741 games, 676858 moves, e=0.330, loss: 25303922.8, -, 12.9% elo% vs. random_no_suicide, avg. reward: 1469.107, 2.680 sec/game, 24.7 min. total, 648.3 MB
zoology_jogging v9 742 games, 678003 moves, e=0.329, loss: 24317205.2, -, 12.6% elo% vs. random_no_suicide, avg. reward: 1473.449, 2.672 sec/game, 24.8 min. total, 649.4 MB
zoology_jogging v9 743 games, 679129 moves, e=0.328, loss: 23951580.1, -, 12.4% elo% vs. random_no_suicide, avg. reward: 1472.393, 2.682 sec/game, 24.8 min. total, 649.2 MB
zoology_jogging v9 744 games, 680423 moves, e=0.326, loss: 22820052.1, -, 12.1% elo% vs. random_no_suicide, avg. reward: 1475.311, 2.691 sec/game, 24.9 min. total, 648.8 MB
zoology_jogging v9 745 games, 681673 moves, e=0.325, loss: 22469767.1, -, 11.9% elo% vs. random_no_suicide, avg. reward: 1466.167, 2.713 sec/game, 24.9 min. total, 649.0 MB
zoology_jogging v9 746 games, 682833 moves, e=0.324, loss: 23016901.7, -, 11.7% elo% vs. random_no_suicide, avg. reward: 1466.526, 2.693 sec/game, 25.0 min. total, 649.4 MB
zoology_jogging v9 747 games, 683911 moves, e=0.323, loss: 23069077.9, -, 11.4% elo% vs. random_no_suicide, avg. reward: 1462.987, 2.697 sec/game, 25.0 min. total, 650.0 MB
zoology_jogging v9 748 games, 685109 moves, e=0.322, loss: 22934583.8, -, 11.2% elo% vs. random_no_suicide, avg. reward: 1465.868, 2.710 sec/game, 25.0 min. total, 650.6 MB
zoology_jogging v9 749 games, 686342 moves, e=0.321, loss: 23402193.3, -, 11.0% elo% vs. random_no_suicide, avg. reward: 1476.129, 2.711 sec/game, 25.1 min. total, 652.8 MB
zoology_jogging v9 750 games, 687586 moves, e=0.319, loss: 22958553.6, -, 10.8% elo% vs. random_no_suicide, avg. reward: 1480.972, 2.706 sec/game, 25.1 min. total, 652.5 MB
zoology_jogging v9 751 games, 688689 moves, e=0.318, loss: 21376158.8, -, 10.6% elo% vs. random_no_suicide, avg. reward: 1483.704, 2.705 sec/game, 25.2 min. total, 652.3 MB
zoology_jogging v9 752 games, 689742 moves, e=0.317, loss: 21800782.3, -, 10.4% elo% vs. random_no_suicide, avg. reward: 1488.668, 2.692 sec/game, 25.2 min. total, 652.7 MB
zoology_jogging v9 753 games, 691007 moves, e=0.316, loss: 22036205.7, -, 10.3% elo% vs. random_no_suicide, avg. reward: 1492.744, 2.706 sec/game, 25.3 min. total, 653.0 MB
zoology_jogging v9 754 games, 692117 moves, e=0.315, loss: 21848595.2, -, 10.1% elo% vs. random_no_suicide, avg. reward: 1488.500, 2.706 sec/game, 25.3 min. total, 653.1 MB
zoology_jogging v9 755 games, 693200 moves, e=0.314, loss: 21132036.8, -, 9.9% elo% vs. random_no_suicide, avg. reward: 1502.487, 2.687 sec/game, 25.3 min. total, 653.8 MB
zoology_jogging v9 756 games, 694500 moves, e=0.312, loss: 20185880.1, -, 9.8% elo% vs. random_no_suicide, avg. reward: 1503.100, 2.690 sec/game, 25.4 min. total, 653.9 MB
