corny_hush v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.8 MB
corny_hush v7 453 games, 373445 moves, e=0.630, loss: 4.9, +, 51.8% elo% vs. random_no_suicide, avg. reward: -6.158, 2.446 sec/game, 13.9 min. total, 578.4 MB
corny_hush v7 454 games, 374569 moves, e=0.629, loss: 4.8, -, 49.4% elo% vs. random_no_suicide, avg. reward: -6.149, 2.455 sec/game, 14.0 min. total, 578.8 MB
corny_hush v7 455 games, 375513 moves, e=0.628, loss: 4.7, +, 51.7% elo% vs. random_no_suicide, avg. reward: -6.134, 2.473 sec/game, 14.0 min. total, 578.4 MB
corny_hush v7 456 games, 376322 moves, e=0.627, loss: 4.7, +, 53.9% elo% vs. random_no_suicide, avg. reward: -6.138, 2.434 sec/game, 14.0 min. total, 578.5 MB
corny_hush v7 457 games, 377328 moves, e=0.626, loss: 4.6, -, 51.5% elo% vs. random_no_suicide, avg. reward: -6.131, 2.425 sec/game, 14.1 min. total, 577.3 MB
corny_hush v7 458 games, 378215 moves, e=0.626, loss: 4.6, +, 53.7% elo% vs. random_no_suicide, avg. reward: -6.119, 2.406 sec/game, 14.1 min. total, 581.2 MB
corny_hush v7 459 games, 379089 moves, e=0.625, loss: 4.8, -, 51.2% elo% vs. random_no_suicide, avg. reward: -6.120, 2.402 sec/game, 14.1 min. total, 581.6 MB
corny_hush v7 460 games, 379969 moves, e=0.624, loss: 5.0, +, 53.5% elo% vs. random_no_suicide, avg. reward: -6.126, 2.395 sec/game, 14.2 min. total, 581.6 MB
corny_hush v7 461 games, 380803 moves, e=0.623, loss: 5.2, -, 51.0% elo% vs. random_no_suicide, avg. reward: -6.129, 2.383 sec/game, 14.2 min. total, 582.3 MB
corny_hush v7 462 games, 381738 moves, e=0.622, loss: 5.5, -, 48.7% elo% vs. random_no_suicide, avg. reward: -6.140, 2.378 sec/game, 14.3 min. total, 582.4 MB
corny_hush v7 463 games, 382605 moves, e=0.621, loss: 4.9, -, 46.4% elo% vs. random_no_suicide, avg. reward: -6.145, 2.352 sec/game, 14.3 min. total, 582.2 MB
corny_hush v7 464 games, 383490 moves, e=0.620, loss: 5.1, -, 44.3% elo% vs. random_no_suicide, avg. reward: -6.153, 2.363 sec/game, 14.3 min. total, 582.4 MB
corny_hush v7 465 games, 384437 moves, e=0.619, loss: 5.1, -, 42.3% elo% vs. random_no_suicide, avg. reward: -6.136, 2.342 sec/game, 14.4 min. total, 582.3 MB
corny_hush v7 466 games, 385395 moves, e=0.618, loss: 4.9, -, 40.4% elo% vs. random_no_suicide, avg. reward: -6.130, 2.341 sec/game, 14.4 min. total, 582.6 MB
corny_hush v7 467 games, 386385 moves, e=0.617, loss: 4.7, +, 43.1% elo% vs. random_no_suicide, avg. reward: -6.125, 2.348 sec/game, 14.4 min. total, 580.7 MB
corny_hush v7 468 games, 387371 moves, e=0.617, loss: 5.0, +, 45.7% elo% vs. random_no_suicide, avg. reward: -6.114, 2.332 sec/game, 14.5 min. total, 583.2 MB
corny_hush v7 469 games, 388447 moves, e=0.615, loss: 4.9, +, 48.2% elo% vs. random_no_suicide, avg. reward: -6.096, 2.333 sec/game, 14.5 min. total, 582.8 MB
corny_hush v7 470 games, 389451 moves, e=0.614, loss: 4.8, +, 50.6% elo% vs. random_no_suicide, avg. reward: -6.085, 2.311 sec/game, 14.6 min. total, 582.8 MB
corny_hush v7 471 games, 390343 moves, e=0.614, loss: 4.8, +, 52.8% elo% vs. random_no_suicide, avg. reward: -6.088, 2.313 sec/game, 14.6 min. total, 580.7 MB
corny_hush v7 472 games, 391276 moves, e=0.613, loss: 4.6, -, 50.4% elo% vs. random_no_suicide, avg. reward: -6.072, 2.299 sec/game, 14.6 min. total, 583.4 MB
corny_hush v7 473 games, 392151 moves, e=0.612, loss: 4.7, -, 48.1% elo% vs. random_no_suicide, avg. reward: -6.083, 2.262 sec/game, 14.7 min. total, 584.0 MB
corny_hush v7 474 games, 392995 moves, e=0.611, loss: 5.0, -, 45.9% elo% vs. random_no_suicide, avg. reward: -6.088, 2.232 sec/game, 14.7 min. total, 584.0 MB
corny_hush v7 475 games, 393907 moves, e=0.610, loss: 5.2, -, 43.8% elo% vs. random_no_suicide, avg. reward: -6.086, 2.208 sec/game, 14.7 min. total, 585.4 MB
corny_hush v7 476 games, 394939 moves, e=0.609, loss: 4.9, -, 41.8% elo% vs. random_no_suicide, avg. reward: -6.062, 2.224 sec/game, 14.8 min. total, 583.7 MB
corny_hush v7 477 games, 395958 moves, e=0.608, loss: 4.8, -, 39.9% elo% vs. random_no_suicide, avg. reward: -6.048, 2.234 sec/game, 14.8 min. total, 583.8 MB
corny_hush v7 478 games, 396978 moves, e=0.607, loss: 4.6, -, 38.2% elo% vs. random_no_suicide, avg. reward: -6.041, 2.245 sec/game, 14.9 min. total, 586.6 MB
corny_hush v7 479 games, 397873 moves, e=0.606, loss: 4.9, -, 36.5% elo% vs. random_no_suicide, avg. reward: -6.047, 2.244 sec/game, 14.9 min. total, 586.6 MB
corny_hush v7 480 games, 398979 moves, e=0.605, loss: 5.0, +, 39.3% elo% vs. random_no_suicide, avg. reward: -6.026, 2.266 sec/game, 14.9 min. total, 586.1 MB
corny_hush v7 481 games, 399995 moves, e=0.604, loss: 4.9, +, 42.0% elo% vs. random_no_suicide, avg. reward: -6.018, 2.279 sec/game, 15.0 min. total, 586.7 MB
corny_hush v7 482 games, 400984 moves, e=0.603, loss: 4.7, +, 44.6% elo% vs. random_no_suicide, avg. reward: -6.010, 2.294 sec/game, 15.0 min. total, 587.4 MB
corny_hush v7 483 games, 401955 moves, e=0.602, loss: 4.7, -, 42.6% elo% vs. random_no_suicide, avg. reward: -5.997, 2.313 sec/game, 15.1 min. total, 587.8 MB
corny_hush v7 484 games, 402969 moves, e=0.601, loss: 4.5, +, 45.2% elo% vs. random_no_suicide, avg. reward: -5.987, 2.330 sec/game, 15.1 min. total, 589.7 MB
corny_hush v7 485 games, 403874 moves, e=0.600, loss: 4.6, +, 47.7% elo% vs. random_no_suicide, avg. reward: -5.979, 2.333 sec/game, 15.1 min. total, 589.4 MB
corny_hush v7 486 games, 404942 moves, e=0.599, loss: 4.7, +, 50.1% elo% vs. random_no_suicide, avg. reward: -5.975, 2.347 sec/game, 15.2 min. total, 589.4 MB
corny_hush v7 487 games, 405917 moves, e=0.598, loss: 4.5, -, 47.8% elo% vs. random_no_suicide, avg. reward: -5.976, 2.353 sec/game, 15.2 min. total, 590.0 MB
corny_hush v7 488 games, 407137 moves, e=0.597, loss: 4.3, -, 45.6% elo% vs. random_no_suicide, avg. reward: -5.958, 2.370 sec/game, 15.3 min. total, 590.2 MB
corny_hush v7 489 games, 408028 moves, e=0.596, loss: 4.3, -, 43.5% elo% vs. random_no_suicide, avg. reward: -5.956, 2.353 sec/game, 15.3 min. total, 590.3 MB
corny_hush v7 490 games, 409135 moves, e=0.595, loss: 4.2, +, 46.1% elo% vs. random_no_suicide, avg. reward: -5.946, 2.354 sec/game, 15.3 min. total, 590.4 MB
corny_hush v7 491 games, 410037 moves, e=0.594, loss: 4.3, +, 48.6% elo% vs. random_no_suicide, avg. reward: -5.934, 2.348 sec/game, 15.4 min. total, 590.2 MB
corny_hush v7 492 games, 410911 moves, e=0.593, loss: 4.4, -, 46.4% elo% vs. random_no_suicide, avg. reward: -5.918, 2.345 sec/game, 15.4 min. total, 591.4 MB
corny_hush v7 493 games, 411902 moves, e=0.592, loss: 4.7, +, 48.8% elo% vs. random_no_suicide, avg. reward: -5.915, 2.351 sec/game, 15.5 min. total, 593.2 MB
corny_hush v7 494 games, 412934 moves, e=0.591, loss: 4.6, +, 51.2% elo% vs. random_no_suicide, avg. reward: -5.911, 2.382 sec/game, 15.5 min. total, 592.5 MB
corny_hush v7 495 games, 413878 moves, e=0.590, loss: 4.4, -, 48.8% elo% vs. random_no_suicide, avg. reward: -5.905, 2.384 sec/game, 15.5 min. total, 592.4 MB
corny_hush v7 496 games, 414964 moves, e=0.589, loss: 4.7, -, 46.6% elo% vs. random_no_suicide, avg. reward: -5.882, 2.383 sec/game, 15.6 min. total, 592.5 MB
corny_hush v7 497 games, 416037 moves, e=0.588, loss: 4.9, +, 49.0% elo% vs. random_no_suicide, avg. reward: -5.869, 2.393 sec/game, 15.6 min. total, 592.6 MB
corny_hush v7 498 games, 417042 moves, e=0.587, loss: 5.0, ., 49.1% elo% vs. random_no_suicide, avg. reward: -5.844, 2.396 sec/game, 15.7 min. total, 593.3 MB
corny_hush v7 499 games, 418062 moves, e=0.586, loss: 4.9, ., 49.1% elo% vs. random_no_suicide, avg. reward: -5.834, 2.412 sec/game, 15.7 min. total, 592.8 MB
corny_hush v7 500 games, 419063 moves, e=0.585, loss: 5.0, +, 51.5% elo% vs. random_no_suicide, avg. reward: -5.821, 2.393 sec/game, 15.7 min. total, 593.9 MB
corny_hush v8 501 games, 420318 moves, e=0.584, loss: 5.0, +, 52.3% elo% vs. random_no_suicide, avg. reward: -5.795, 2.424 sec/game, 15.8 min. total, 595.4 MB
corny_hush v8 502 games, 421322 moves, e=0.583, loss: 5.3, +, 54.5% elo% vs. random_no_suicide, avg. reward: -5.786, 2.430 sec/game, 15.8 min. total, 594.8 MB
corny_hush v8 503 games, 422432 moves, e=0.582, loss: 5.2, +, 56.6% elo% vs. random_no_suicide, avg. reward: -5.785, 2.440 sec/game, 15.9 min. total, 595.1 MB
corny_hush v8 504 games, 423469 moves, e=0.581, loss: 5.1, -, 54.0% elo% vs. random_no_suicide, avg. reward: -5.767, 2.436 sec/game, 15.9 min. total, 595.3 MB
corny_hush v8 505 games, 424548 moves, e=0.580, loss: 5.5, -, 51.5% elo% vs. random_no_suicide, avg. reward: -5.746, 2.446 sec/game, 16.0 min. total, 595.3 MB
corny_hush v8 506 games, 425671 moves, e=0.579, loss: 5.2, -, 49.1% elo% vs. random_no_suicide, avg. reward: -5.732, 2.453 sec/game, 16.0 min. total, 595.4 MB
corny_hush v8 507 games, 426661 moves, e=0.578, loss: 5.5, -, 46.9% elo% vs. random_no_suicide, avg. reward: -5.720, 2.448 sec/game, 16.0 min. total, 595.3 MB
corny_hush v8 508 games, 427626 moves, e=0.577, loss: 5.5, +, 49.3% elo% vs. random_no_suicide, avg. reward: -5.725, 2.424 sec/game, 16.1 min. total, 595.8 MB
corny_hush v8 509 games, 428730 moves, e=0.576, loss: 5.8, +, 51.7% elo% vs. random_no_suicide, avg. reward: -5.715, 2.450 sec/game, 16.1 min. total, 594.6 MB
corny_hush v8 510 games, 429821 moves, e=0.574, loss: 5.3, +, 53.9% elo% vs. random_no_suicide, avg. reward: -5.690, 2.440 sec/game, 16.2 min. total, 597.0 MB
corny_hush v8 511 games, 430766 moves, e=0.574, loss: 5.5, +, 56.0% elo% vs. random_no_suicide, avg. reward: -5.681, 2.451 sec/game, 16.2 min. total, 597.6 MB
corny_hush v8 512 games, 431716 moves, e=0.573, loss: 6.1, +, 58.0% elo% vs. random_no_suicide, avg. reward: -5.689, 2.449 sec/game, 16.2 min. total, 597.0 MB
corny_hush v8 513 games, 432573 moves, e=0.572, loss: 6.0, +, 59.8% elo% vs. random_no_suicide, avg. reward: -5.708, 2.441 sec/game, 16.3 min. total, 597.7 MB
corny_hush v8 514 games, 433509 moves, e=0.571, loss: 6.0, +, 61.6% elo% vs. random_no_suicide, avg. reward: -5.708, 2.410 sec/game, 16.3 min. total, 595.1 MB
corny_hush v8 515 games, 434785 moves, e=0.570, loss: 5.7, -, 58.9% elo% vs. random_no_suicide, avg. reward: -5.691, 2.444 sec/game, 16.3 min. total, 597.8 MB
corny_hush v8 516 games, 435888 moves, e=0.568, loss: 5.4, -, 56.2% elo% vs. random_no_suicide, avg. reward: -5.682, 2.455 sec/game, 16.4 min. total, 599.4 MB
corny_hush v8 517 games, 437039 moves, e=0.567, loss: 5.5, -, 53.7% elo% vs. random_no_suicide, avg. reward: -5.676, 2.454 sec/game, 16.4 min. total, 601.0 MB
corny_hush v8 518 games, 438067 moves, e=0.566, loss: 5.5, +, 55.8% elo% vs. random_no_suicide, avg. reward: -5.654, 2.452 sec/game, 16.5 min. total, 602.3 MB
corny_hush v8 519 games, 439001 moves, e=0.565, loss: 5.1, +, 57.8% elo% vs. random_no_suicide, avg. reward: -5.658, 2.440 sec/game, 16.5 min. total, 602.6 MB
corny_hush v8 520 games, 440033 moves, e=0.564, loss: 5.4, +, 59.7% elo% vs. random_no_suicide, avg. reward: -5.658, 2.452 sec/game, 16.6 min. total, 602.1 MB
corny_hush v8 521 games, 441123 moves, e=0.563, loss: 5.4, +, 61.4% elo% vs. random_no_suicide, avg. reward: -5.642, 2.436 sec/game, 16.6 min. total, 602.4 MB
corny_hush v8 522 games, 441976 moves, e=0.562, loss: 5.3, +, 63.1% elo% vs. random_no_suicide, avg. reward: -5.662, 2.402 sec/game, 16.6 min. total, 602.8 MB
corny_hush v8 523 games, 443120 moves, e=0.561, loss: 5.5, +, 64.7% elo% vs. random_no_suicide, avg. reward: -5.649, 2.399 sec/game, 16.7 min. total, 603.0 MB
corny_hush v8 524 games, 444186 moves, e=0.560, loss: 5.2, +, 66.1% elo% vs. random_no_suicide, avg. reward: -5.619, 2.412 sec/game, 16.7 min. total, 603.6 MB
corny_hush v8 525 games, 445282 moves, e=0.559, loss: 5.3, +, 67.5% elo% vs. random_no_suicide, avg. reward: -5.609, 2.413 sec/game, 16.8 min. total, 603.2 MB
corny_hush v8 526 games, 446327 moves, e=0.558, loss: 5.4, +, 68.8% elo% vs. random_no_suicide, avg. reward: -5.598, 2.402 sec/game, 16.8 min. total, 602.5 MB
corny_hush v8 527 games, 447393 moves, e=0.557, loss: 5.4, +, 70.0% elo% vs. random_no_suicide, avg. reward: -5.588, 2.413 sec/game, 16.8 min. total, 604.5 MB
corny_hush v9 528 games, 448500 moves, e=0.556, loss: 5.5, -, 49.9% elo% vs. simple_bot, avg. reward: -5.590, 2.424 sec/game, 16.9 min. total, 605.1 MB
corny_hush v9 529 games, 449699 moves, e=0.555, loss: 5.0, -, 47.6% elo% vs. simple_bot, avg. reward: -5.570, 2.435 sec/game, 16.9 min. total, 604.7 MB
corny_hush v9 530 games, 450648 moves, e=0.554, loss: 5.1, -, 45.4% elo% vs. simple_bot, avg. reward: -5.553, 2.425 sec/game, 17.0 min. total, 605.4 MB
corny_hush v9 531 games, 451742 moves, e=0.553, loss: 5.0, -, 43.4% elo% vs. simple_bot, avg. reward: -5.553, 2.443 sec/game, 17.0 min. total, 607.8 MB
corny_hush v9 532 games, 452976 moves, e=0.552, loss: 5.1, -, 41.4% elo% vs. simple_bot, avg. reward: -5.536, 2.470 sec/game, 17.1 min. total, 606.9 MB
corny_hush v9 533 games, 454111 moves, e=0.550, loss: 5.2, -, 39.6% elo% vs. simple_bot, avg. reward: -5.524, 2.497 sec/game, 17.1 min. total, 609.7 MB
corny_hush v9 534 games, 455251 moves, e=0.549, loss: 5.1, -, 37.8% elo% vs. simple_bot, avg. reward: -5.510, 2.522 sec/game, 17.1 min. total, 609.3 MB
corny_hush v9 535 games, 456362 moves, e=0.548, loss: 5.0, -, 36.2% elo% vs. simple_bot, avg. reward: -5.497, 2.512 sec/game, 17.2 min. total, 609.3 MB
corny_hush v9 536 games, 457568 moves, e=0.547, loss: 4.6, -, 34.7% elo% vs. simple_bot, avg. reward: -5.490, 2.512 sec/game, 17.2 min. total, 609.9 MB
corny_hush v9 537 games, 458575 moves, e=0.546, loss: 4.7, -, 33.3% elo% vs. simple_bot, avg. reward: -5.488, 2.498 sec/game, 17.3 min. total, 610.0 MB
corny_hush v9 538 games, 459715 moves, e=0.545, loss: 4.9, -, 31.9% elo% vs. simple_bot, avg. reward: -5.471, 2.512 sec/game, 17.3 min. total, 610.2 MB
corny_hush v9 539 games, 460814 moves, e=0.544, loss: 5.0, -, 30.6% elo% vs. simple_bot, avg. reward: -5.459, 2.536 sec/game, 17.4 min. total, 611.7 MB
corny_hush v9 540 games, 461993 moves, e=0.543, loss: 5.2, -, 29.5% elo% vs. simple_bot, avg. reward: -5.441, 2.558 sec/game, 17.4 min. total, 611.6 MB
corny_hush v9 541 games, 463113 moves, e=0.542, loss: 4.9, -, 28.3% elo% vs. simple_bot, avg. reward: -5.419, 2.556 sec/game, 17.5 min. total, 612.2 MB
corny_hush v9 542 games, 464278 moves, e=0.540, loss: 5.0, -, 27.3% elo% vs. simple_bot, avg. reward: -5.404, 2.594 sec/game, 17.5 min. total, 612.3 MB
corny_hush v9 543 games, 465340 moves, e=0.539, loss: 5.2, -, 26.3% elo% vs. simple_bot, avg. reward: -5.397, 2.586 sec/game, 17.5 min. total, 612.3 MB
corny_hush v9 544 games, 466342 moves, e=0.538, loss: 5.2, -, 25.4% elo% vs. simple_bot, avg. reward: -5.377, 2.574 sec/game, 17.6 min. total, 612.3 MB
corny_hush v9 545 games, 467467 moves, e=0.537, loss: 5.4, -, 24.5% elo% vs. simple_bot, avg. reward: -5.373, 2.586 sec/game, 17.6 min. total, 612.3 MB
corny_hush v9 546 games, 468641 moves, e=0.536, loss: 5.3, -, 23.7% elo% vs. simple_bot, avg. reward: -5.354, 2.598 sec/game, 17.7 min. total, 613.0 MB
corny_hush v9 547 games, 469782 moves, e=0.535, loss: 5.1, -, 22.9% elo% vs. simple_bot, avg. reward: -5.341, 2.600 sec/game, 17.7 min. total, 613.5 MB
corny_hush v9 548 games, 471041 moves, e=0.534, loss: 5.4, -, 22.2% elo% vs. simple_bot, avg. reward: -5.327, 2.627 sec/game, 17.8 min. total, 613.6 MB
corny_hush v9 549 games, 472117 moves, e=0.533, loss: 5.8, -, 21.5% elo% vs. simple_bot, avg. reward: -5.318, 2.608 sec/game, 17.8 min. total, 613.7 MB
corny_hush v9 550 games, 473212 moves, e=0.532, loss: 5.6, -, 20.8% elo% vs. simple_bot, avg. reward: -5.316, 2.619 sec/game, 17.8 min. total, 613.2 MB
corny_hush v9 551 games, 474540 moves, e=0.530, loss: 5.8, -, 20.2% elo% vs. simple_bot, avg. reward: -5.301, 2.643 sec/game, 17.9 min. total, 614.5 MB
corny_hush v9 552 games, 475691 moves, e=0.529, loss: 5.5, -, 19.6% elo% vs. simple_bot, avg. reward: -5.290, 2.641 sec/game, 17.9 min. total, 616.4 MB
corny_hush v9 553 games, 476684 moves, e=0.528, loss: 5.7, -, 19.0% elo% vs. simple_bot, avg. reward: -5.300, 2.629 sec/game, 18.0 min. total, 614.2 MB
corny_hush v9 554 games, 477832 moves, e=0.527, loss: 6.0, -, 18.5% elo% vs. simple_bot, avg. reward: -5.299, 2.628 sec/game, 18.0 min. total, 617.4 MB
corny_hush v9 555 games, 478837 moves, e=0.526, loss: 5.8, -, 18.0% elo% vs. simple_bot, avg. reward: -5.298, 2.605 sec/game, 18.1 min. total, 617.3 MB
corny_hush v9 556 games, 479893 moves, e=0.525, loss: 5.3, -, 17.5% elo% vs. simple_bot, avg. reward: -5.274, 2.609 sec/game, 18.1 min. total, 617.4 MB
corny_hush v9 557 games, 480962 moves, e=0.524, loss: 5.2, -, 17.0% elo% vs. simple_bot, avg. reward: -5.270, 2.610 sec/game, 18.1 min. total, 617.4 MB
corny_hush v9 558 games, 482131 moves, e=0.523, loss: 5.3, -, 16.6% elo% vs. simple_bot, avg. reward: -5.249, 2.609 sec/game, 18.2 min. total, 617.5 MB
corny_hush v9 559 games, 483108 moves, e=0.522, loss: 5.3, -, 16.2% elo% vs. simple_bot, avg. reward: -5.240, 2.596 sec/game, 18.2 min. total, 617.5 MB
corny_hush v9 560 games, 484170 moves, e=0.521, loss: 5.4, -, 15.8% elo% vs. simple_bot, avg. reward: -5.222, 2.577 sec/game, 18.3 min. total, 619.6 MB
corny_hush v9 561 games, 485317 moves, e=0.520, loss: 5.6, -, 15.4% elo% vs. simple_bot, avg. reward: -5.199, 2.583 sec/game, 18.3 min. total, 618.9 MB
corny_hush v9 562 games, 486310 moves, e=0.519, loss: 5.6, -, 15.0% elo% vs. simple_bot, avg. reward: -5.194, 2.569 sec/game, 18.4 min. total, 619.2 MB
corny_hush v9 563 games, 487428 moves, e=0.517, loss: 5.7, -, 14.7% elo% vs. simple_bot, avg. reward: -5.175, 2.582 sec/game, 18.4 min. total, 619.2 MB
corny_hush v9 564 games, 488403 moves, e=0.516, loss: 5.9, -, 14.3% elo% vs. simple_bot, avg. reward: -5.171, 2.571 sec/game, 18.4 min. total, 619.4 MB
corny_hush v9 565 games, 489382 moves, e=0.516, loss: 6.5, -, 14.0% elo% vs. simple_bot, avg. reward: -5.172, 2.560 sec/game, 18.5 min. total, 619.4 MB
corny_hush v9 566 games, 490415 moves, e=0.514, loss: 6.3, -, 13.7% elo% vs. simple_bot, avg. reward: -5.162, 2.548 sec/game, 18.5 min. total, 620.0 MB
corny_hush v9 567 games, 491484 moves, e=0.513, loss: 6.4, -, 13.4% elo% vs. simple_bot, avg. reward: -5.156, 2.536 sec/game, 18.6 min. total, 617.9 MB
corny_hush v9 568 games, 492672 moves, e=0.512, loss: 6.1, -, 13.1% elo% vs. simple_bot, avg. reward: -5.140, 2.535 sec/game, 18.6 min. total, 621.0 MB
corny_hush v9 569 games, 493663 moves, e=0.511, loss: 6.2, -, 12.9% elo% vs. simple_bot, avg. reward: -5.139, 2.521 sec/game, 18.6 min. total, 620.5 MB
corny_hush v9 570 games, 494746 moves, e=0.510, loss: 6.0, -, 12.6% elo% vs. simple_bot, avg. reward: -5.134, 2.534 sec/game, 18.7 min. total, 621.1 MB
corny_hush v9 571 games, 495801 moves, e=0.509, loss: 6.0, -, 12.3% elo% vs. simple_bot, avg. reward: -5.122, 2.495 sec/game, 18.7 min. total, 621.5 MB
corny_hush v9 572 games, 496774 moves, e=0.508, loss: 5.7, -, 12.1% elo% vs. simple_bot, avg. reward: -5.119, 2.484 sec/game, 18.8 min. total, 621.5 MB
corny_hush v9 573 games, 498053 moves, e=0.507, loss: 5.8, -, 11.9% elo% vs. simple_bot, avg. reward: -5.091, 2.508 sec/game, 18.8 min. total, 622.6 MB
corny_hush v9 574 games, 499102 moves, e=0.506, loss: 6.0, -, 11.6% elo% vs. simple_bot, avg. reward: -5.069, 2.497 sec/game, 18.9 min. total, 621.4 MB
corny_hush v9 575 games, 500275 moves, e=0.505, loss: 5.6, -, 11.4% elo% vs. simple_bot, avg. reward: -5.050, 2.517 sec/game, 18.9 min. total, 623.8 MB
corny_hush v9 576 games, 501337 moves, e=0.504, loss: 5.4, -, 11.2% elo% vs. simple_bot, avg. reward: -5.047, 2.506 sec/game, 18.9 min. total, 621.3 MB
corny_hush v9 577 games, 502526 moves, e=0.502, loss: 5.4, -, 11.0% elo% vs. simple_bot, avg. reward: -5.040, 2.519 sec/game, 19.0 min. total, 624.2 MB
corny_hush v9 578 games, 503433 moves, e=0.502, loss: 5.5, -, 10.8% elo% vs. simple_bot, avg. reward: -5.049, 2.504 sec/game, 19.0 min. total, 624.4 MB
corny_hush v9 579 games, 504525 moves, e=0.501, loss: 6.0, -, 10.6% elo% vs. simple_bot, avg. reward: -5.032, 2.506 sec/game, 19.1 min. total, 624.3 MB
corny_hush v9 580 games, 505540 moves, e=0.500, loss: 6.2, -, 10.4% elo% vs. simple_bot, avg. reward: -5.035, 2.505 sec/game, 19.1 min. total, 625.2 MB
corny_hush v9 581 games, 506742 moves, e=0.498, loss: 5.7, -, 10.3% elo% vs. simple_bot, avg. reward: -5.019, 2.501 sec/game, 19.1 min. total, 625.7 MB
corny_hush v9 582 games, 507956 moves, e=0.497, loss: 5.8, -, 10.1% elo% vs. simple_bot, avg. reward: -5.003, 2.526 sec/game, 19.2 min. total, 625.8 MB
corny_hush v9 583 games, 509103 moves, e=0.496, loss: 5.7, -, 9.9% elo% vs. simple_bot, avg. reward: -4.988, 2.528 sec/game, 19.2 min. total, 626.2 MB
corny_hush v9 584 games, 510206 moves, e=0.495, loss: 5.8, -, 9.8% elo% vs. simple_bot, avg. reward: -4.988, 2.542 sec/game, 19.3 min. total, 625.8 MB
corny_hush v9 585 games, 511424 moves, e=0.494, loss: 5.7, -, 9.6% elo% vs. simple_bot, avg. reward: -4.966, 2.565 sec/game, 19.3 min. total, 626.4 MB
corny_hush v9 586 games, 512478 moves, e=0.493, loss: 5.5, -, 9.4% elo% vs. simple_bot, avg. reward: -4.965, 2.568 sec/game, 19.4 min. total, 626.2 MB
corny_hush v9 587 games, 513513 moves, e=0.492, loss: 5.2, -, 9.3% elo% vs. simple_bot, avg. reward: -4.957, 2.569 sec/game, 19.4 min. total, 624.3 MB
