magnetize_flanked v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.4 MB
magnetize_flanked v18 1351 games, 2559058 moves, e=0.010, loss: 2.1, +, 50.9% elo% vs. terrible_bot, avg. reward: -0.422, 6.924 sec/game, 90.4 min. total, 1039.7 MB
magnetize_flanked v18 1352 games, 2561781 moves, e=0.010, loss: 2.8, +, 53.1% elo% vs. terrible_bot, avg. reward: -0.428, 6.802 sec/game, 90.5 min. total, 1037.6 MB
magnetize_flanked v18 1353 games, 2565828 moves, e=0.010, loss: 2.5, ., 53.0% elo% vs. terrible_bot, avg. reward: -0.429, 6.973 sec/game, 90.7 min. total, 1038.9 MB
magnetize_flanked v18 1354 games, 2568849 moves, e=0.010, loss: 2.9, -, 50.5% elo% vs. terrible_bot, avg. reward: -0.433, 6.997 sec/game, 90.8 min. total, 1037.6 MB
magnetize_flanked v18 1355 games, 2570997 moves, e=0.010, loss: 3.0, +, 52.8% elo% vs. terrible_bot, avg. reward: -0.442, 6.830 sec/game, 90.8 min. total, 1036.9 MB
magnetize_flanked v18 1356 games, 2574068 moves, e=0.010, loss: 3.1, +, 55.0% elo% vs. terrible_bot, avg. reward: -0.443, 6.807 sec/game, 90.9 min. total, 1037.1 MB
magnetize_flanked v18 1357 games, 2577366 moves, e=0.010, loss: 3.2, +, 57.0% elo% vs. terrible_bot, avg. reward: -0.444, 6.815 sec/game, 91.0 min. total, 1039.8 MB
magnetize_flanked v18 1358 games, 2581037 moves, e=0.010, loss: 2.4, +, 58.9% elo% vs. terrible_bot, avg. reward: -0.440, 6.812 sec/game, 91.2 min. total, 1041.5 MB
magnetize_flanked v18 1359 games, 2584849 moves, e=0.010, loss: 1.9, +, 60.8% elo% vs. terrible_bot, avg. reward: -0.440, 6.927 sec/game, 91.3 min. total, 1043.1 MB
magnetize_flanked v18 1360 games, 2588913 moves, e=0.010, loss: 1.7, -, 58.1% elo% vs. terrible_bot, avg. reward: -0.438, 6.938 sec/game, 91.4 min. total, 1040.4 MB
magnetize_flanked v18 1361 games, 2592420 moves, e=0.010, loss: 1.9, +, 59.9% elo% vs. terrible_bot, avg. reward: -0.441, 6.926 sec/game, 91.5 min. total, 1042.8 MB
magnetize_flanked v18 1362 games, 2595742 moves, e=0.010, loss: 2.7, +, 61.7% elo% vs. terrible_bot, avg. reward: -0.441, 6.890 sec/game, 91.6 min. total, 1043.7 MB
magnetize_flanked v18 1363 games, 2599736 moves, e=0.010, loss: 2.7, -, 59.0% elo% vs. terrible_bot, avg. reward: -0.444, 6.914 sec/game, 91.8 min. total, 1045.9 MB
magnetize_flanked v18 1364 games, 2603632 moves, e=0.010, loss: 2.5, +, 60.8% elo% vs. terrible_bot, avg. reward: -0.443, 6.924 sec/game, 91.9 min. total, 1046.4 MB
magnetize_flanked v18 1365 games, 2607226 moves, e=0.010, loss: 2.2, +, 62.5% elo% vs. terrible_bot, avg. reward: -0.443, 6.912 sec/game, 92.0 min. total, 1046.5 MB
magnetize_flanked v18 1366 games, 2609872 moves, e=0.010, loss: 2.0, -, 59.8% elo% vs. terrible_bot, avg. reward: -0.446, 6.812 sec/game, 92.1 min. total, 1044.9 MB
magnetize_flanked v18 1367 games, 2613896 moves, e=0.010, loss: 2.0, -, 57.1% elo% vs. terrible_bot, avg. reward: -0.446, 6.802 sec/game, 92.2 min. total, 1047.8 MB
magnetize_flanked v18 1368 games, 2617833 moves, e=0.010, loss: 1.8, -, 54.5% elo% vs. terrible_bot, avg. reward: -0.443, 6.776 sec/game, 92.3 min. total, 1047.6 MB
magnetize_flanked v18 1369 games, 2621433 moves, e=0.010, loss: 1.8, -, 52.0% elo% vs. terrible_bot, avg. reward: -0.443, 6.730 sec/game, 92.5 min. total, 1047.6 MB
magnetize_flanked v18 1370 games, 2625706 moves, e=0.010, loss: 1.6, -, 49.6% elo% vs. terrible_bot, avg. reward: -0.443, 6.831 sec/game, 92.6 min. total, 1047.9 MB
magnetize_flanked v18 1371 games, 2628904 moves, e=0.010, loss: 2.0, +, 51.9% elo% vs. terrible_bot, avg. reward: -0.447, 6.778 sec/game, 92.7 min. total, 1049.3 MB
magnetize_flanked v18 1372 games, 2632722 moves, e=0.010, loss: 1.7, +, 54.1% elo% vs. terrible_bot, avg. reward: -0.442, 6.879 sec/game, 92.8 min. total, 1048.2 MB
magnetize_flanked v18 1373 games, 2636484 moves, e=0.010, loss: 1.5, +, 56.2% elo% vs. terrible_bot, avg. reward: -0.441, 6.848 sec/game, 92.9 min. total, 1050.6 MB
magnetize_flanked v18 1374 games, 2640599 moves, e=0.010, loss: 1.3, -, 53.7% elo% vs. terrible_bot, avg. reward: -0.438, 6.945 sec/game, 93.1 min. total, 1051.7 MB
magnetize_flanked v18 1375 games, 2645277 moves, e=0.010, loss: 1.3, +, 55.8% elo% vs. terrible_bot, avg. reward: -0.435, 7.176 sec/game, 93.2 min. total, 1054.0 MB
magnetize_flanked v18 1376 games, 2648943 moves, e=0.010, loss: 1.8, ., 55.5% elo% vs. terrible_bot, avg. reward: -0.436, 7.216 sec/game, 93.3 min. total, 1053.6 MB
magnetize_flanked v18 1377 games, 2652836 moves, e=0.010, loss: 2.1, -, 53.0% elo% vs. terrible_bot, avg. reward: -0.435, 7.271 sec/game, 93.5 min. total, 1054.1 MB
magnetize_flanked v18 1378 games, 2656319 moves, e=0.010, loss: 2.1, +, 55.1% elo% vs. terrible_bot, avg. reward: -0.435, 7.255 sec/game, 93.6 min. total, 1053.5 MB
magnetize_flanked v18 1379 games, 2660150 moves, e=0.010, loss: 2.4, ., 54.9% elo% vs. terrible_bot, avg. reward: -0.434, 7.253 sec/game, 93.7 min. total, 1054.5 MB
magnetize_flanked v18 1380 games, 2664270 moves, e=0.010, loss: 1.8, +, 56.9% elo% vs. terrible_bot, avg. reward: -0.433, 7.261 sec/game, 93.8 min. total, 1056.6 MB
magnetize_flanked v18 1381 games, 2668117 moves, e=0.010, loss: 1.9, -, 54.3% elo% vs. terrible_bot, avg. reward: -0.432, 7.291 sec/game, 94.0 min. total, 1056.1 MB
magnetize_flanked v18 1382 games, 2672240 moves, e=0.010, loss: 1.6, +, 56.4% elo% vs. terrible_bot, avg. reward: -0.431, 7.362 sec/game, 94.1 min. total, 1057.7 MB
magnetize_flanked v18 1383 games, 2676065 moves, e=0.010, loss: 1.9, +, 58.4% elo% vs. terrible_bot, avg. reward: -0.433, 7.351 sec/game, 94.2 min. total, 1058.0 MB
magnetize_flanked v18 1384 games, 2678954 moves, e=0.010, loss: 2.9, -, 55.8% elo% vs. terrible_bot, avg. reward: -0.436, 7.273 sec/game, 94.3 min. total, 1056.8 MB
magnetize_flanked v18 1385 games, 2681631 moves, e=0.010, loss: 2.7, +, 57.8% elo% vs. terrible_bot, avg. reward: -0.445, 7.199 sec/game, 94.4 min. total, 1056.7 MB
magnetize_flanked v18 1386 games, 2684706 moves, e=0.010, loss: 3.9, -, 55.1% elo% vs. terrible_bot, avg. reward: -0.447, 7.237 sec/game, 94.5 min. total, 1055.6 MB
magnetize_flanked v18 1387 games, 2687919 moves, e=0.010, loss: 3.5, -, 52.6% elo% vs. terrible_bot, avg. reward: -0.450, 7.152 sec/game, 94.6 min. total, 1056.9 MB
magnetize_flanked v18 1388 games, 2691060 moves, e=0.010, loss: 2.9, +, 54.8% elo% vs. terrible_bot, avg. reward: -0.450, 7.088 sec/game, 94.7 min. total, 1057.1 MB
magnetize_flanked v18 1389 games, 2694655 moves, e=0.010, loss: 2.4, -, 52.3% elo% vs. terrible_bot, avg. reward: -0.451, 7.093 sec/game, 94.8 min. total, 1057.7 MB
magnetize_flanked v18 1390 games, 2698197 moves, e=0.010, loss: 2.0, +, 54.5% elo% vs. terrible_bot, avg. reward: -0.451, 7.027 sec/game, 94.9 min. total, 1058.4 MB
magnetize_flanked v18 1391 games, 2701929 moves, e=0.010, loss: 1.6, -, 52.0% elo% vs. terrible_bot, avg. reward: -0.450, 7.070 sec/game, 95.1 min. total, 1060.7 MB
magnetize_flanked v18 1392 games, 2705829 moves, e=0.010, loss: 1.6, -, 49.6% elo% vs. terrible_bot, avg. reward: -0.448, 7.080 sec/game, 95.2 min. total, 1062.1 MB
magnetize_flanked v18 1393 games, 2709440 moves, e=0.010, loss: 1.8, ., 49.6% elo% vs. terrible_bot, avg. reward: -0.451, 7.069 sec/game, 95.3 min. total, 1060.9 MB
magnetize_flanked v18 1394 games, 2713372 moves, e=0.010, loss: 2.1, +, 51.9% elo% vs. terrible_bot, avg. reward: -0.449, 7.052 sec/game, 95.4 min. total, 1062.5 MB
magnetize_flanked v18 1395 games, 2717616 moves, e=0.010, loss: 2.4, ., 51.8% elo% vs. terrible_bot, avg. reward: -0.449, 7.009 sec/game, 95.6 min. total, 1064.1 MB
magnetize_flanked v18 1396 games, 2721349 moves, e=0.010, loss: 2.0, +, 54.0% elo% vs. terrible_bot, avg. reward: -0.449, 7.025 sec/game, 95.7 min. total, 1064.8 MB
magnetize_flanked v18 1397 games, 2724873 moves, e=0.010, loss: 2.2, +, 56.1% elo% vs. terrible_bot, avg. reward: -0.447, 6.992 sec/game, 95.8 min. total, 1065.0 MB
magnetize_flanked v18 1398 games, 2727678 moves, e=0.010, loss: 2.5, ., 55.9% elo% vs. terrible_bot, avg. reward: -0.452, 6.925 sec/game, 95.9 min. total, 1064.6 MB
magnetize_flanked v18 1399 games, 2731092 moves, e=0.010, loss: 2.8, +, 57.8% elo% vs. terrible_bot, avg. reward: -0.453, 6.915 sec/game, 96.0 min. total, 1065.4 MB
magnetize_flanked v18 1400 games, 2734441 moves, e=0.010, loss: 2.9, -, 55.2% elo% vs. terrible_bot, avg. reward: -0.453, 6.852 sec/game, 96.1 min. total, 1065.8 MB
magnetize_flanked v18 1401 games, 2737854 moves, e=0.010, loss: 2.7, -, 52.7% elo% vs. terrible_bot, avg. reward: -0.455, 6.820 sec/game, 96.2 min. total, 1065.2 MB
magnetize_flanked v18 1402 games, 2740877 moves, e=0.010, loss: 3.0, +, 54.9% elo% vs. terrible_bot, avg. reward: -0.460, 6.726 sec/game, 96.3 min. total, 1066.8 MB
magnetize_flanked v18 1403 games, 2743991 moves, e=0.010, loss: 2.5, -, 52.4% elo% vs. terrible_bot, avg. reward: -0.462, 6.657 sec/game, 96.4 min. total, 1067.2 MB
magnetize_flanked v18 1404 games, 2747573 moves, e=0.010, loss: 2.7, -, 49.9% elo% vs. terrible_bot, avg. reward: -0.461, 6.714 sec/game, 96.5 min. total, 1067.2 MB
magnetize_flanked v18 1405 games, 2751547 moves, e=0.010, loss: 1.9, -, 47.6% elo% vs. terrible_bot, avg. reward: -0.460, 6.821 sec/game, 96.7 min. total, 1068.5 MB
magnetize_flanked v18 1406 games, 2755553 moves, e=0.010, loss: 1.7, +, 50.1% elo% vs. terrible_bot, avg. reward: -0.461, 6.895 sec/game, 96.8 min. total, 1068.4 MB
magnetize_flanked v18 1407 games, 2758304 moves, e=0.010, loss: 2.1, +, 52.4% elo% vs. terrible_bot, avg. reward: -0.466, 6.864 sec/game, 96.9 min. total, 1067.6 MB
magnetize_flanked v18 1408 games, 2761844 moves, e=0.010, loss: 2.4, -, 49.9% elo% vs. terrible_bot, avg. reward: -0.460, 6.899 sec/game, 97.0 min. total, 1069.3 MB
magnetize_flanked v18 1409 games, 2765631 moves, e=0.010, loss: 2.8, +, 52.2% elo% vs. terrible_bot, avg. reward: -0.457, 6.914 sec/game, 97.1 min. total, 1069.9 MB
magnetize_flanked v18 1410 games, 2769451 moves, e=0.010, loss: 1.8, -, 49.8% elo% vs. terrible_bot, avg. reward: -0.459, 6.940 sec/game, 97.2 min. total, 1071.1 MB
magnetize_flanked v18 1411 games, 2773559 moves, e=0.010, loss: 1.3, +, 52.2% elo% vs. terrible_bot, avg. reward: -0.457, 6.982 sec/game, 97.4 min. total, 1073.0 MB
magnetize_flanked v18 1412 games, 2777186 moves, e=0.010, loss: 1.4, -, 49.8% elo% vs. terrible_bot, avg. reward: -0.457, 6.953 sec/game, 97.5 min. total, 1072.8 MB
magnetize_flanked v18 1413 games, 2780705 moves, e=0.010, loss: 1.6, +, 52.1% elo% vs. terrible_bot, avg. reward: -0.459, 6.952 sec/game, 97.6 min. total, 1072.2 MB
magnetize_flanked v18 1414 games, 2784389 moves, e=0.010, loss: 2.0, +, 54.3% elo% vs. terrible_bot, avg. reward: -0.456, 6.929 sec/game, 97.7 min. total, 1073.9 MB
magnetize_flanked v18 1415 games, 2787720 moves, e=0.010, loss: 2.1, +, 56.3% elo% vs. terrible_bot, avg. reward: -0.458, 6.854 sec/game, 97.8 min. total, 1075.4 MB
magnetize_flanked v18 1416 games, 2791366 moves, e=0.010, loss: 2.0, ., 56.1% elo% vs. terrible_bot, avg. reward: -0.458, 6.844 sec/game, 98.0 min. total, 1075.9 MB
magnetize_flanked v18 1417 games, 2795014 moves, e=0.010, loss: 2.1, -, 53.5% elo% vs. terrible_bot, avg. reward: -0.457, 6.853 sec/game, 98.1 min. total, 1076.9 MB
magnetize_flanked v18 1418 games, 2798693 moves, e=0.010, loss: 1.8, +, 55.6% elo% vs. terrible_bot, avg. reward: -0.458, 6.928 sec/game, 98.2 min. total, 1076.6 MB
magnetize_flanked v18 1419 games, 2802187 moves, e=0.010, loss: 2.1, ., 55.4% elo% vs. terrible_bot, avg. reward: -0.461, 6.914 sec/game, 98.3 min. total, 1078.2 MB
magnetize_flanked v18 1420 games, 2806050 moves, e=0.010, loss: 2.1, -, 52.8% elo% vs. terrible_bot, avg. reward: -0.463, 6.956 sec/game, 98.4 min. total, 1078.0 MB
magnetize_flanked v18 1421 games, 2810230 moves, e=0.010, loss: 1.6, ., 52.7% elo% vs. terrible_bot, avg. reward: -0.462, 7.006 sec/game, 98.6 min. total, 1079.0 MB
magnetize_flanked v18 1422 games, 2813554 moves, e=0.010, loss: 1.8, +, 54.9% elo% vs. terrible_bot, avg. reward: -0.463, 7.028 sec/game, 98.7 min. total, 1079.5 MB
magnetize_flanked v18 1423 games, 2817267 moves, e=0.010, loss: 2.0, +, 56.9% elo% vs. terrible_bot, avg. reward: -0.463, 7.083 sec/game, 98.8 min. total, 1079.9 MB
magnetize_flanked v18 1424 games, 2821310 moves, e=0.010, loss: 1.6, +, 58.9% elo% vs. terrible_bot, avg. reward: -0.460, 7.124 sec/game, 98.9 min. total, 1081.3 MB
magnetize_flanked v18 1425 games, 2825184 moves, e=0.010, loss: 1.1, +, 60.7% elo% vs. terrible_bot, avg. reward: -0.456, 7.114 sec/game, 99.0 min. total, 1081.4 MB
magnetize_flanked v18 1426 games, 2829040 moves, e=0.010, loss: 1.2, -, 58.0% elo% vs. terrible_bot, avg. reward: -0.456, 7.107 sec/game, 99.2 min. total, 1080.9 MB
magnetize_flanked v18 1427 games, 2833067 moves, e=0.010, loss: 0.9, ., 57.6% elo% vs. terrible_bot, avg. reward: -0.455, 7.218 sec/game, 99.3 min. total, 1082.1 MB
magnetize_flanked v18 1428 games, 2836777 moves, e=0.010, loss: 1.1, ., 57.3% elo% vs. terrible_bot, avg. reward: -0.452, 7.244 sec/game, 99.4 min. total, 1082.2 MB
magnetize_flanked v18 1429 games, 2840553 moves, e=0.010, loss: 1.3, -, 54.7% elo% vs. terrible_bot, avg. reward: -0.452, 7.234 sec/game, 99.5 min. total, 1082.9 MB
magnetize_flanked v18 1430 games, 2843686 moves, e=0.010, loss: 2.0, -, 52.2% elo% vs. terrible_bot, avg. reward: -0.452, 7.178 sec/game, 99.6 min. total, 1083.9 MB
magnetize_flanked v18 1431 games, 2847607 moves, e=0.010, loss: 2.2, -, 49.8% elo% vs. terrible_bot, avg. reward: -0.452, 7.149 sec/game, 99.8 min. total, 1085.5 MB
magnetize_flanked v18 1432 games, 2851517 moves, e=0.010, loss: 2.0, -, 47.5% elo% vs. terrible_bot, avg. reward: -0.452, 7.179 sec/game, 99.9 min. total, 1086.6 MB
magnetize_flanked v18 1433 games, 2854712 moves, e=0.010, loss: 1.9, ., 47.6% elo% vs. terrible_bot, avg. reward: -0.446, 7.151 sec/game, 100.0 min. total, 1085.1 MB
magnetize_flanked v18 1434 games, 2858562 moves, e=0.010, loss: 2.1, ., 47.7% elo% vs. terrible_bot, avg. reward: -0.444, 7.160 sec/game, 100.1 min. total, 1085.6 MB
magnetize_flanked v18 1435 games, 2862860 moves, e=0.010, loss: 1.7, -, 45.5% elo% vs. terrible_bot, avg. reward: -0.444, 7.242 sec/game, 100.3 min. total, 1087.6 MB
magnetize_flanked v18 1436 games, 2866356 moves, e=0.010, loss: 2.3, -, 43.5% elo% vs. terrible_bot, avg. reward: -0.448, 7.225 sec/game, 100.4 min. total, 1087.7 MB
magnetize_flanked v18 1437 games, 2869605 moves, e=0.010, loss: 3.0, -, 41.5% elo% vs. terrible_bot, avg. reward: -0.451, 7.184 sec/game, 100.5 min. total, 1088.7 MB
magnetize_flanked v18 1438 games, 2873154 moves, e=0.010, loss: 3.4, +, 44.1% elo% vs. terrible_bot, avg. reward: -0.452, 7.180 sec/game, 100.6 min. total, 1088.5 MB
magnetize_flanked v18 1439 games, 2877492 moves, e=0.010, loss: 2.5, -, 42.1% elo% vs. terrible_bot, avg. reward: -0.445, 7.247 sec/game, 100.7 min. total, 1090.2 MB
magnetize_flanked v18 1440 games, 2881450 moves, e=0.010, loss: 1.4, +, 44.8% elo% vs. terrible_bot, avg. reward: -0.443, 7.264 sec/game, 100.9 min. total, 1090.8 MB
magnetize_flanked v18 1441 games, 2885651 moves, e=0.010, loss: 1.2, ., 45.0% elo% vs. terrible_bot, avg. reward: -0.442, 7.276 sec/game, 101.0 min. total, 1091.6 MB
magnetize_flanked v18 1442 games, 2889678 moves, e=0.010, loss: 1.2, +, 47.5% elo% vs. terrible_bot, avg. reward: -0.440, 7.337 sec/game, 101.1 min. total, 1092.1 MB
magnetize_flanked v18 1443 games, 2893277 moves, e=0.010, loss: 1.4, -, 45.3% elo% vs. terrible_bot, avg. reward: -0.440, 7.325 sec/game, 101.2 min. total, 1091.2 MB
magnetize_flanked v18 1444 games, 2897475 moves, e=0.010, loss: 1.3, +, 47.8% elo% vs. terrible_bot, avg. reward: -0.437, 7.336 sec/game, 101.4 min. total, 1092.3 MB
magnetize_flanked v18 1445 games, 2901844 moves, e=0.010, loss: 1.0, +, 50.2% elo% vs. terrible_bot, avg. reward: -0.434, 7.384 sec/game, 101.5 min. total, 1093.8 MB
magnetize_flanked v18 1446 games, 2905494 moves, e=0.010, loss: 0.9, +, 52.5% elo% vs. terrible_bot, avg. reward: -0.434, 7.367 sec/game, 101.6 min. total, 1094.1 MB
magnetize_flanked v18 1447 games, 2908782 moves, e=0.010, loss: 1.2, +, 54.7% elo% vs. terrible_bot, avg. reward: -0.434, 7.292 sec/game, 101.7 min. total, 1093.8 MB
magnetize_flanked v18 1448 games, 2912484 moves, e=0.010, loss: 1.8, +, 56.8% elo% vs. terrible_bot, avg. reward: -0.436, 7.285 sec/game, 101.8 min. total, 1095.2 MB
magnetize_flanked v18 1449 games, 2916541 moves, e=0.010, loss: 2.2, +, 58.7% elo% vs. terrible_bot, avg. reward: -0.437, 7.318 sec/game, 102.0 min. total, 1096.1 MB
magnetize_flanked v18 1450 games, 2920390 moves, e=0.010, loss: 2.3, -, 56.1% elo% vs. terrible_bot, avg. reward: -0.433, 7.369 sec/game, 102.1 min. total, 1095.6 MB
magnetize_flanked v18 1451 games, 2924847 moves, e=0.010, loss: 1.6, +, 58.0% elo% vs. terrible_bot, avg. reward: -0.432, 7.431 sec/game, 102.2 min. total, 1097.0 MB
magnetize_flanked v18 1452 games, 2929314 moves, e=0.010, loss: 1.2, +, 59.9% elo% vs. terrible_bot, avg. reward: -0.424, 7.474 sec/game, 102.4 min. total, 1098.1 MB
magnetize_flanked v18 1453 games, 2933896 moves, e=0.010, loss: 1.4, -, 57.2% elo% vs. terrible_bot, avg. reward: -0.422, 7.593 sec/game, 102.5 min. total, 1100.1 MB
magnetize_flanked v18 1454 games, 2938129 moves, e=0.010, loss: 1.3, +, 59.2% elo% vs. terrible_bot, avg. reward: -0.419, 7.631 sec/game, 102.7 min. total, 1100.2 MB
magnetize_flanked v18 1455 games, 2941975 moves, e=0.010, loss: 2.1, +, 61.0% elo% vs. terrible_bot, avg. reward: -0.409, 7.592 sec/game, 102.8 min. total, 1099.3 MB
magnetize_flanked v18 1456 games, 2945571 moves, e=0.010, loss: 1.7, -, 58.3% elo% vs. terrible_bot, avg. reward: -0.407, 7.607 sec/game, 102.9 min. total, 1099.0 MB
magnetize_flanked v18 1457 games, 2949412 moves, e=0.010, loss: 1.7, -, 55.6% elo% vs. terrible_bot, avg. reward: -0.406, 7.669 sec/game, 103.0 min. total, 1100.0 MB
magnetize_flanked v18 1458 games, 2953521 moves, e=0.010, loss: 1.4, -, 53.1% elo% vs. terrible_bot, avg. reward: -0.404, 7.724 sec/game, 103.2 min. total, 1101.1 MB
magnetize_flanked v18 1459 games, 2957410 moves, e=0.010, loss: 1.4, ., 52.9% elo% vs. terrible_bot, avg. reward: -0.404, 7.677 sec/game, 103.3 min. total, 1101.6 MB
magnetize_flanked v18 1460 games, 2960761 moves, e=0.010, loss: 1.7, +, 55.1% elo% vs. terrible_bot, avg. reward: -0.405, 7.616 sec/game, 103.4 min. total, 1102.2 MB
magnetize_flanked v18 1461 games, 2965008 moves, e=0.010, loss: 1.8, +, 57.1% elo% vs. terrible_bot, avg. reward: -0.402, 7.629 sec/game, 103.5 min. total, 1102.6 MB
magnetize_flanked v18 1462 games, 2968750 moves, e=0.010, loss: 1.6, -, 54.5% elo% vs. terrible_bot, avg. reward: -0.401, 7.611 sec/game, 103.7 min. total, 1103.6 MB
magnetize_flanked v18 1463 games, 2972967 moves, e=0.010, loss: 1.8, -, 52.0% elo% vs. terrible_bot, avg. reward: -0.399, 7.702 sec/game, 103.8 min. total, 1104.5 MB
magnetize_flanked v18 1464 games, 2976134 moves, e=0.010, loss: 2.3, -, 49.6% elo% vs. terrible_bot, avg. reward: -0.404, 7.623 sec/game, 103.9 min. total, 1104.6 MB
magnetize_flanked v18 1465 games, 2980120 moves, e=0.010, loss: 2.2, -, 47.4% elo% vs. terrible_bot, avg. reward: -0.404, 7.597 sec/game, 104.0 min. total, 1105.1 MB
magnetize_flanked v18 1466 games, 2983774 moves, e=0.010, loss: 2.1, +, 49.8% elo% vs. terrible_bot, avg. reward: -0.400, 7.597 sec/game, 104.2 min. total, 1106.7 MB
magnetize_flanked v18 1467 games, 2987558 moves, e=0.010, loss: 1.9, -, 47.5% elo% vs. terrible_bot, avg. reward: -0.401, 7.656 sec/game, 104.3 min. total, 1105.8 MB
magnetize_flanked v18 1468 games, 2991367 moves, e=0.010, loss: 1.7, +, 49.9% elo% vs. terrible_bot, avg. reward: -0.402, 7.683 sec/game, 104.4 min. total, 1106.9 MB
magnetize_flanked v18 1469 games, 2995437 moves, e=0.010, loss: 1.5, -, 47.6% elo% vs. terrible_bot, avg. reward: -0.401, 7.681 sec/game, 104.5 min. total, 1107.8 MB
magnetize_flanked v18 1470 games, 2999479 moves, e=0.010, loss: 1.6, +, 50.0% elo% vs. terrible_bot, avg. reward: -0.401, 7.714 sec/game, 104.7 min. total, 1109.2 MB
magnetize_flanked v18 1471 games, 3003182 moves, e=0.010, loss: 1.5, -, 47.7% elo% vs. terrible_bot, avg. reward: -0.398, 7.652 sec/game, 104.8 min. total, 1108.8 MB
magnetize_flanked v18 1472 games, 3007195 moves, e=0.010, loss: 1.3, -, 45.5% elo% vs. terrible_bot, avg. reward: -0.399, 7.617 sec/game, 104.9 min. total, 1109.8 MB
magnetize_flanked v18 1473 games, 3010150 moves, e=0.010, loss: 1.9, +, 48.0% elo% vs. terrible_bot, avg. reward: -0.401, 7.486 sec/game, 105.0 min. total, 1109.4 MB
magnetize_flanked v18 1474 games, 3013931 moves, e=0.010, loss: 1.5, -, 45.8% elo% vs. terrible_bot, avg. reward: -0.402, 7.459 sec/game, 105.2 min. total, 1110.3 MB
magnetize_flanked v18 1475 games, 3017455 moves, e=0.010, loss: 1.7, -, 43.7% elo% vs. terrible_bot, avg. reward: -0.403, 7.464 sec/game, 105.3 min. total, 1110.7 MB
magnetize_flanked v18 1476 games, 3021202 moves, e=0.010, loss: 1.8, -, 41.8% elo% vs. terrible_bot, avg. reward: -0.402, 7.508 sec/game, 105.4 min. total, 1112.1 MB
magnetize_flanked v18 1477 games, 3024813 moves, e=0.010, loss: 2.0, +, 44.4% elo% vs. terrible_bot, avg. reward: -0.402, 7.491 sec/game, 105.5 min. total, 1113.3 MB
magnetize_flanked v18 1478 games, 3028876 moves, e=0.010, loss: 1.9, -, 42.4% elo% vs. terrible_bot, avg. reward: -0.401, 7.493 sec/game, 105.7 min. total, 1112.7 MB
magnetize_flanked v18 1479 games, 3032486 moves, e=0.010, loss: 1.7, +, 45.0% elo% vs. terrible_bot, avg. reward: -0.402, 7.482 sec/game, 105.8 min. total, 1113.7 MB
