unpaid_squash v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.0 MB
unpaid_squash v3 147 games, 109457 moves, e=0.892, loss: 1276.4, -, 5.0% elo% vs. random_no_suicide, avg. reward: 7.529, 1.615 sec/game, 3.5 min. total, 458.9 MB
unpaid_squash v3 148 games, 110201 moves, e=0.891, loss: 1284.8, -, 5.0% elo% vs. random_no_suicide, avg. reward: 7.550, 1.604 sec/game, 3.5 min. total, 458.0 MB
unpaid_squash v3 149 games, 110864 moves, e=0.890, loss: 1313.2, -, 4.9% elo% vs. random_no_suicide, avg. reward: 7.613, 1.606 sec/game, 3.6 min. total, 458.5 MB
unpaid_squash v3 150 games, 111680 moves, e=0.889, loss: 1357.1, -, 4.9% elo% vs. random_no_suicide, avg. reward: 7.865, 1.605 sec/game, 3.6 min. total, 458.6 MB
unpaid_squash v3 151 games, 112383 moves, e=0.889, loss: 1318.7, -, 4.9% elo% vs. random_no_suicide, avg. reward: 7.806, 1.594 sec/game, 3.6 min. total, 458.1 MB
unpaid_squash v3 152 games, 113202 moves, e=0.888, loss: 1323.1, -, 4.8% elo% vs. random_no_suicide, avg. reward: 7.774, 1.593 sec/game, 3.7 min. total, 458.6 MB
unpaid_squash v3 153 games, 113877 moves, e=0.887, loss: 1359.9, -, 4.8% elo% vs. random_no_suicide, avg. reward: 7.869, 1.583 sec/game, 3.7 min. total, 458.6 MB
unpaid_squash v3 154 games, 114658 moves, e=0.886, loss: 1393.0, -, 4.7% elo% vs. random_no_suicide, avg. reward: 7.956, 1.590 sec/game, 3.7 min. total, 458.6 MB
unpaid_squash v3 155 games, 115517 moves, e=0.886, loss: 1429.5, -, 4.7% elo% vs. random_no_suicide, avg. reward: 7.968, 1.615 sec/game, 3.7 min. total, 458.8 MB
unpaid_squash v3 156 games, 116486 moves, e=0.885, loss: 1414.4, -, 4.7% elo% vs. random_no_suicide, avg. reward: 7.919, 1.638 sec/game, 3.8 min. total, 459.0 MB
unpaid_squash v3 157 games, 117230 moves, e=0.884, loss: 1431.1, -, 4.6% elo% vs. random_no_suicide, avg. reward: 8.047, 1.627 sec/game, 3.8 min. total, 458.3 MB
unpaid_squash v3 158 games, 117938 moves, e=0.883, loss: 1499.5, -, 4.6% elo% vs. random_no_suicide, avg. reward: 8.020, 1.630 sec/game, 3.8 min. total, 459.0 MB
unpaid_squash v3 159 games, 118716 moves, e=0.882, loss: 1438.9, -, 4.5% elo% vs. random_no_suicide, avg. reward: 8.059, 1.630 sec/game, 3.8 min. total, 458.5 MB
unpaid_squash v3 160 games, 119451 moves, e=0.882, loss: 1413.5, -, 4.5% elo% vs. random_no_suicide, avg. reward: 8.198, 1.630 sec/game, 3.9 min. total, 459.3 MB
unpaid_squash v3 161 games, 120283 moves, e=0.881, loss: 1475.8, -, 4.5% elo% vs. random_no_suicide, avg. reward: 8.193, 1.632 sec/game, 3.9 min. total, 459.1 MB
unpaid_squash v3 162 games, 121073 moves, e=0.880, loss: 1463.5, -, 4.4% elo% vs. random_no_suicide, avg. reward: 8.157, 1.623 sec/game, 3.9 min. total, 459.2 MB
unpaid_squash v3 163 games, 121957 moves, e=0.879, loss: 1446.0, -, 4.4% elo% vs. random_no_suicide, avg. reward: 8.018, 1.648 sec/game, 4.0 min. total, 459.8 MB
unpaid_squash v3 164 games, 122760 moves, e=0.878, loss: 1403.4, -, 4.4% elo% vs. random_no_suicide, avg. reward: 7.866, 1.648 sec/game, 4.0 min. total, 459.8 MB
unpaid_squash v3 165 games, 123455 moves, e=0.878, loss: 1384.9, -, 4.3% elo% vs. random_no_suicide, avg. reward: 7.878, 1.622 sec/game, 4.0 min. total, 460.0 MB
unpaid_squash v3 166 games, 124164 moves, e=0.877, loss: 1393.7, -, 4.3% elo% vs. random_no_suicide, avg. reward: 7.811, 1.618 sec/game, 4.0 min. total, 460.9 MB
unpaid_squash v3 167 games, 124949 moves, e=0.876, loss: 1405.3, -, 4.3% elo% vs. random_no_suicide, avg. reward: 7.905, 1.632 sec/game, 4.1 min. total, 462.7 MB
unpaid_squash v3 168 games, 125771 moves, e=0.875, loss: 1449.2, -, 4.2% elo% vs. random_no_suicide, avg. reward: 7.875, 1.651 sec/game, 4.1 min. total, 462.4 MB
unpaid_squash v3 169 games, 126604 moves, e=0.875, loss: 1452.8, -, 4.2% elo% vs. random_no_suicide, avg. reward: 8.090, 1.668 sec/game, 4.1 min. total, 462.4 MB
unpaid_squash v3 170 games, 127319 moves, e=0.874, loss: 1484.8, -, 4.2% elo% vs. random_no_suicide, avg. reward: 8.162, 1.658 sec/game, 4.2 min. total, 462.4 MB
unpaid_squash v3 171 games, 128082 moves, e=0.873, loss: 1481.5, -, 4.1% elo% vs. random_no_suicide, avg. reward: 8.156, 1.668 sec/game, 4.2 min. total, 462.3 MB
unpaid_squash v3 172 games, 128874 moves, e=0.872, loss: 1460.7, -, 4.1% elo% vs. random_no_suicide, avg. reward: 8.086, 1.660 sec/game, 4.2 min. total, 462.8 MB
unpaid_squash v3 173 games, 129750 moves, e=0.872, loss: 1499.3, -, 4.1% elo% vs. random_no_suicide, avg. reward: 8.079, 1.685 sec/game, 4.2 min. total, 462.9 MB
unpaid_squash v3 174 games, 130563 moves, e=0.871, loss: 1549.8, -, 4.1% elo% vs. random_no_suicide, avg. reward: 8.117, 1.691 sec/game, 4.3 min. total, 463.0 MB
unpaid_squash v3 175 games, 131382 moves, e=0.870, loss: 1577.1, -, 4.0% elo% vs. random_no_suicide, avg. reward: 8.355, 1.680 sec/game, 4.3 min. total, 463.0 MB
unpaid_squash v3 176 games, 132265 moves, e=0.869, loss: 1657.7, -, 4.0% elo% vs. random_no_suicide, avg. reward: 8.545, 1.670 sec/game, 4.3 min. total, 463.1 MB
unpaid_squash v3 177 games, 133010 moves, e=0.868, loss: 1827.2, -, 4.0% elo% vs. random_no_suicide, avg. reward: 8.530, 1.678 sec/game, 4.4 min. total, 464.1 MB
unpaid_squash v3 178 games, 133827 moves, e=0.868, loss: 1890.3, -, 3.9% elo% vs. random_no_suicide, avg. reward: 8.452, 1.678 sec/game, 4.4 min. total, 464.6 MB
unpaid_squash v3 179 games, 134603 moves, e=0.867, loss: 1906.6, -, 3.9% elo% vs. random_no_suicide, avg. reward: 8.467, 1.678 sec/game, 4.4 min. total, 464.4 MB
unpaid_squash v3 180 games, 135311 moves, e=0.866, loss: 1866.2, -, 3.9% elo% vs. random_no_suicide, avg. reward: 8.523, 1.678 sec/game, 4.4 min. total, 464.4 MB
unpaid_squash v3 181 games, 136104 moves, e=0.865, loss: 1887.7, -, 3.9% elo% vs. random_no_suicide, avg. reward: 8.592, 1.677 sec/game, 4.5 min. total, 464.5 MB
unpaid_squash v3 182 games, 136907 moves, e=0.864, loss: 1890.9, -, 3.8% elo% vs. random_no_suicide, avg. reward: 8.510, 1.678 sec/game, 4.5 min. total, 464.7 MB
unpaid_squash v3 183 games, 137693 moves, e=0.864, loss: 1814.4, -, 3.8% elo% vs. random_no_suicide, avg. reward: 8.391, 1.665 sec/game, 4.5 min. total, 465.0 MB
unpaid_squash v3 184 games, 138371 moves, e=0.863, loss: 1766.1, -, 3.8% elo% vs. random_no_suicide, avg. reward: 8.473, 1.652 sec/game, 4.5 min. total, 465.0 MB
unpaid_squash v3 185 games, 139054 moves, e=0.862, loss: 1735.1, -, 3.8% elo% vs. random_no_suicide, avg. reward: 8.636, 1.651 sec/game, 4.6 min. total, 465.2 MB
unpaid_squash v3 186 games, 139981 moves, e=0.861, loss: 1735.3, -, 3.7% elo% vs. random_no_suicide, avg. reward: 8.644, 1.669 sec/game, 4.6 min. total, 465.6 MB
unpaid_squash v3 187 games, 140751 moves, e=0.861, loss: 1728.1, -, 3.7% elo% vs. random_no_suicide, avg. reward: 8.565, 1.671 sec/game, 4.6 min. total, 466.3 MB
unpaid_squash v3 188 games, 141445 moves, e=0.860, loss: 1659.3, -, 3.7% elo% vs. random_no_suicide, avg. reward: 8.371, 1.667 sec/game, 4.7 min. total, 466.9 MB
unpaid_squash v3 189 games, 142176 moves, e=0.859, loss: 1640.8, -, 3.7% elo% vs. random_no_suicide, avg. reward: 8.331, 1.642 sec/game, 4.7 min. total, 466.5 MB
unpaid_squash v3 190 games, 142980 moves, e=0.858, loss: 1529.9, -, 3.6% elo% vs. random_no_suicide, avg. reward: 8.254, 1.661 sec/game, 4.7 min. total, 467.1 MB
unpaid_squash v3 191 games, 143661 moves, e=0.858, loss: 1416.3, -, 3.6% elo% vs. random_no_suicide, avg. reward: 8.169, 1.649 sec/game, 4.7 min. total, 467.1 MB
unpaid_squash v3 192 games, 144461 moves, e=0.857, loss: 1329.6, -, 3.6% elo% vs. random_no_suicide, avg. reward: 8.061, 1.651 sec/game, 4.8 min. total, 466.8 MB
unpaid_squash v3 193 games, 145171 moves, e=0.856, loss: 1271.7, -, 3.6% elo% vs. random_no_suicide, avg. reward: 8.033, 1.638 sec/game, 4.8 min. total, 467.4 MB
unpaid_squash v3 194 games, 145932 moves, e=0.856, loss: 1284.4, -, 3.5% elo% vs. random_no_suicide, avg. reward: 8.084, 1.627 sec/game, 4.8 min. total, 466.9 MB
unpaid_squash v3 195 games, 146689 moves, e=0.855, loss: 1284.6, -, 3.5% elo% vs. random_no_suicide, avg. reward: 8.031, 1.625 sec/game, 4.8 min. total, 467.5 MB
unpaid_squash v3 196 games, 147518 moves, e=0.854, loss: 1230.2, -, 3.5% elo% vs. random_no_suicide, avg. reward: 8.199, 1.616 sec/game, 4.9 min. total, 467.7 MB
unpaid_squash v3 197 games, 148352 moves, e=0.853, loss: 1281.3, -, 3.5% elo% vs. random_no_suicide, avg. reward: 8.269, 1.626 sec/game, 4.9 min. total, 469.1 MB
unpaid_squash v3 198 games, 149303 moves, e=0.852, loss: 1261.2, -, 3.5% elo% vs. random_no_suicide, avg. reward: 8.351, 1.648 sec/game, 4.9 min. total, 469.3 MB
unpaid_squash v3 199 games, 150130 moves, e=0.851, loss: 1320.1, -, 3.4% elo% vs. random_no_suicide, avg. reward: 8.317, 1.651 sec/game, 5.0 min. total, 469.1 MB
unpaid_squash v3 200 games, 150851 moves, e=0.851, loss: 1297.0, -, 3.4% elo% vs. random_no_suicide, avg. reward: 8.240, 1.650 sec/game, 5.0 min. total, 469.2 MB
unpaid_squash v3 201 games, 151791 moves, e=0.850, loss: 1270.4, -, 3.4% elo% vs. random_no_suicide, avg. reward: 8.185, 1.667 sec/game, 5.0 min. total, 469.4 MB
unpaid_squash v3 202 games, 152633 moves, e=0.849, loss: 1289.9, -, 3.4% elo% vs. random_no_suicide, avg. reward: 8.133, 1.702 sec/game, 5.1 min. total, 469.4 MB
unpaid_squash v3 203 games, 153445 moves, e=0.848, loss: 1307.5, -, 3.4% elo% vs. random_no_suicide, avg. reward: 8.205, 1.713 sec/game, 5.1 min. total, 469.8 MB
unpaid_squash v3 204 games, 154214 moves, e=0.847, loss: 1355.5, -, 3.3% elo% vs. random_no_suicide, avg. reward: 8.203, 1.726 sec/game, 5.1 min. total, 469.7 MB
unpaid_squash v3 205 games, 155028 moves, e=0.847, loss: 1363.6, -, 3.3% elo% vs. random_no_suicide, avg. reward: 8.286, 1.749 sec/game, 5.1 min. total, 469.6 MB
unpaid_squash v3 206 games, 155870 moves, e=0.846, loss: 1448.5, -, 3.3% elo% vs. random_no_suicide, avg. reward: 8.244, 1.741 sec/game, 5.2 min. total, 470.3 MB
unpaid_squash v3 207 games, 156680 moves, e=0.845, loss: 1432.7, -, 3.3% elo% vs. random_no_suicide, avg. reward: 8.302, 1.750 sec/game, 5.2 min. total, 471.8 MB
unpaid_squash v3 208 games, 157394 moves, e=0.844, loss: 1497.4, -, 3.3% elo% vs. random_no_suicide, avg. reward: 8.213, 1.736 sec/game, 5.2 min. total, 471.1 MB
unpaid_squash v3 209 games, 158173 moves, e=0.843, loss: 1388.3, -, 3.2% elo% vs. random_no_suicide, avg. reward: 8.334, 1.751 sec/game, 5.3 min. total, 471.9 MB
unpaid_squash v3 210 games, 158958 moves, e=0.843, loss: 1347.8, -, 3.2% elo% vs. random_no_suicide, avg. reward: 8.310, 1.746 sec/game, 5.3 min. total, 471.5 MB
unpaid_squash v3 211 games, 159796 moves, e=0.842, loss: 1325.6, -, 3.2% elo% vs. random_no_suicide, avg. reward: 8.267, 1.770 sec/game, 5.3 min. total, 472.0 MB
unpaid_squash v3 212 games, 160536 moves, e=0.841, loss: 1319.7, -, 3.2% elo% vs. random_no_suicide, avg. reward: 8.157, 1.768 sec/game, 5.3 min. total, 472.3 MB
unpaid_squash v3 213 games, 161313 moves, e=0.840, loss: 1263.1, -, 3.2% elo% vs. random_no_suicide, avg. reward: 7.968, 1.769 sec/game, 5.4 min. total, 472.2 MB
unpaid_squash v3 214 games, 162113 moves, e=0.840, loss: 1298.9, -, 3.1% elo% vs. random_no_suicide, avg. reward: 7.924, 1.773 sec/game, 5.4 min. total, 472.2 MB
unpaid_squash v3 215 games, 162960 moves, e=0.839, loss: 1295.9, -, 3.1% elo% vs. random_no_suicide, avg. reward: 7.836, 1.794 sec/game, 5.4 min. total, 473.0 MB
unpaid_squash v3 216 games, 163857 moves, e=0.838, loss: 1249.4, -, 3.1% elo% vs. random_no_suicide, avg. reward: 7.773, 1.807 sec/game, 5.5 min. total, 472.4 MB
unpaid_squash v3 217 games, 164828 moves, e=0.837, loss: 1202.3, -, 3.1% elo% vs. random_no_suicide, avg. reward: 7.736, 1.820 sec/game, 5.5 min. total, 474.4 MB
unpaid_squash v3 218 games, 165664 moves, e=0.836, loss: 1154.9, -, 3.1% elo% vs. random_no_suicide, avg. reward: 7.577, 1.820 sec/game, 5.5 min. total, 474.4 MB
unpaid_squash v3 219 games, 166494 moves, e=0.835, loss: 1161.4, -, 3.1% elo% vs. random_no_suicide, avg. reward: 7.620, 1.822 sec/game, 5.6 min. total, 473.7 MB
unpaid_squash v3 220 games, 167271 moves, e=0.834, loss: 1149.1, -, 3.0% elo% vs. random_no_suicide, avg. reward: 7.729, 1.832 sec/game, 5.6 min. total, 474.3 MB
unpaid_squash v3 221 games, 167980 moves, e=0.834, loss: 1151.9, -, 3.0% elo% vs. random_no_suicide, avg. reward: 7.690, 1.814 sec/game, 5.6 min. total, 473.7 MB
unpaid_squash v3 222 games, 168732 moves, e=0.833, loss: 1207.1, -, 3.0% elo% vs. random_no_suicide, avg. reward: 7.856, 1.780 sec/game, 5.6 min. total, 474.2 MB
unpaid_squash v3 223 games, 169602 moves, e=0.832, loss: 1183.2, -, 3.0% elo% vs. random_no_suicide, avg. reward: 7.841, 1.784 sec/game, 5.7 min. total, 474.1 MB
unpaid_squash v3 224 games, 170439 moves, e=0.831, loss: 1199.4, -, 3.0% elo% vs. random_no_suicide, avg. reward: 7.968, 1.783 sec/game, 5.7 min. total, 474.3 MB
unpaid_squash v3 225 games, 171256 moves, e=0.830, loss: 1194.7, -, 3.0% elo% vs. random_no_suicide, avg. reward: 7.928, 1.772 sec/game, 5.7 min. total, 475.2 MB
unpaid_squash v3 226 games, 172032 moves, e=0.830, loss: 1236.1, -, 2.9% elo% vs. random_no_suicide, avg. reward: 7.853, 1.776 sec/game, 5.8 min. total, 474.6 MB
unpaid_squash v3 227 games, 172691 moves, e=0.829, loss: 1212.1, -, 2.9% elo% vs. random_no_suicide, avg. reward: 7.765, 1.756 sec/game, 5.8 min. total, 476.0 MB
unpaid_squash v3 228 games, 173619 moves, e=0.828, loss: 1214.9, -, 2.9% elo% vs. random_no_suicide, avg. reward: 7.661, 1.782 sec/game, 5.8 min. total, 475.8 MB
unpaid_squash v3 229 games, 174603 moves, e=0.827, loss: 1282.2, -, 2.9% elo% vs. random_no_suicide, avg. reward: 7.672, 1.804 sec/game, 5.9 min. total, 476.3 MB
unpaid_squash v3 230 games, 175293 moves, e=0.826, loss: 1321.5, -, 2.9% elo% vs. random_no_suicide, avg. reward: 7.739, 1.790 sec/game, 5.9 min. total, 476.5 MB
unpaid_squash v3 231 games, 176265 moves, e=0.825, loss: 1257.7, -, 2.9% elo% vs. random_no_suicide, avg. reward: 7.714, 1.802 sec/game, 5.9 min. total, 476.4 MB
unpaid_squash v3 232 games, 177063 moves, e=0.825, loss: 1246.7, -, 2.9% elo% vs. random_no_suicide, avg. reward: 7.808, 1.805 sec/game, 5.9 min. total, 476.7 MB
unpaid_squash v3 233 games, 177865 moves, e=0.824, loss: 1191.8, -, 2.8% elo% vs. random_no_suicide, avg. reward: 7.859, 1.806 sec/game, 6.0 min. total, 476.5 MB
unpaid_squash v3 234 games, 178599 moves, e=0.823, loss: 1304.1, -, 2.8% elo% vs. random_no_suicide, avg. reward: 7.816, 1.803 sec/game, 6.0 min. total, 477.0 MB
unpaid_squash v3 235 games, 179295 moves, e=0.822, loss: 1257.5, -, 2.8% elo% vs. random_no_suicide, avg. reward: 7.942, 1.772 sec/game, 6.0 min. total, 477.4 MB
unpaid_squash v3 236 games, 180163 moves, e=0.822, loss: 1277.3, -, 2.8% elo% vs. random_no_suicide, avg. reward: 8.118, 1.771 sec/game, 6.1 min. total, 479.3 MB
unpaid_squash v3 237 games, 181044 moves, e=0.821, loss: 1309.1, -, 2.8% elo% vs. random_no_suicide, avg. reward: 8.085, 1.766 sec/game, 6.1 min. total, 478.8 MB
unpaid_squash v3 238 games, 181885 moves, e=0.820, loss: 1304.0, -, 2.8% elo% vs. random_no_suicide, avg. reward: 8.253, 1.749 sec/game, 6.1 min. total, 479.3 MB
unpaid_squash v3 239 games, 182711 moves, e=0.819, loss: 1398.0, -, 2.8% elo% vs. random_no_suicide, avg. reward: 8.367, 1.757 sec/game, 6.2 min. total, 479.3 MB
unpaid_squash v3 240 games, 183623 moves, e=0.818, loss: 1505.7, -, 2.7% elo% vs. random_no_suicide, avg. reward: 8.362, 1.764 sec/game, 6.2 min. total, 479.3 MB
unpaid_squash v3 241 games, 184393 moves, e=0.817, loss: 1603.3, -, 2.7% elo% vs. random_no_suicide, avg. reward: 8.315, 1.768 sec/game, 6.2 min. total, 479.4 MB
unpaid_squash v3 242 games, 185197 moves, e=0.817, loss: 1623.0, -, 2.7% elo% vs. random_no_suicide, avg. reward: 8.372, 1.768 sec/game, 6.2 min. total, 479.5 MB
unpaid_squash v3 243 games, 186000 moves, e=0.816, loss: 1703.4, -, 2.7% elo% vs. random_no_suicide, avg. reward: 8.213, 1.771 sec/game, 6.3 min. total, 479.0 MB
unpaid_squash v3 244 games, 186763 moves, e=0.815, loss: 1712.6, -, 2.7% elo% vs. random_no_suicide, avg. reward: 8.332, 1.766 sec/game, 6.3 min. total, 479.5 MB
unpaid_squash v3 245 games, 187594 moves, e=0.814, loss: 1743.4, -, 2.7% elo% vs. random_no_suicide, avg. reward: 8.407, 1.769 sec/game, 6.3 min. total, 480.7 MB
unpaid_squash v3 246 games, 188478 moves, e=0.813, loss: 1832.0, -, 2.7% elo% vs. random_no_suicide, avg. reward: 8.372, 1.778 sec/game, 6.4 min. total, 480.3 MB
unpaid_squash v3 247 games, 189286 moves, e=0.813, loss: 1858.1, -, 2.7% elo% vs. random_no_suicide, avg. reward: 8.339, 1.799 sec/game, 6.4 min. total, 480.8 MB
unpaid_squash v3 248 games, 190071 moves, e=0.812, loss: 1797.2, -, 2.6% elo% vs. random_no_suicide, avg. reward: 8.326, 1.787 sec/game, 6.4 min. total, 480.7 MB
unpaid_squash v3 249 games, 190928 moves, e=0.811, loss: 1823.6, -, 2.6% elo% vs. random_no_suicide, avg. reward: 8.360, 1.777 sec/game, 6.5 min. total, 480.9 MB
unpaid_squash v3 250 games, 191668 moves, e=0.810, loss: 1813.3, -, 2.6% elo% vs. random_no_suicide, avg. reward: 8.181, 1.792 sec/game, 6.5 min. total, 481.1 MB
unpaid_squash v3 251 games, 192568 moves, e=0.809, loss: 1676.9, -, 2.6% elo% vs. random_no_suicide, avg. reward: 8.273, 1.782 sec/game, 6.5 min. total, 481.3 MB
unpaid_squash v3 252 games, 193401 moves, e=0.809, loss: 1633.0, -, 2.6% elo% vs. random_no_suicide, avg. reward: 8.258, 1.783 sec/game, 6.5 min. total, 481.3 MB
unpaid_squash v3 253 games, 194189 moves, e=0.808, loss: 1629.1, -, 2.6% elo% vs. random_no_suicide, avg. reward: 8.151, 1.793 sec/game, 6.6 min. total, 480.8 MB
unpaid_squash v3 254 games, 195071 moves, e=0.807, loss: 1667.4, -, 2.6% elo% vs. random_no_suicide, avg. reward: 8.056, 1.800 sec/game, 6.6 min. total, 482.7 MB
unpaid_squash v3 255 games, 195915 moves, e=0.806, loss: 1629.1, -, 2.6% elo% vs. random_no_suicide, avg. reward: 8.110, 1.833 sec/game, 6.6 min. total, 484.2 MB
unpaid_squash v3 256 games, 196729 moves, e=0.805, loss: 1594.4, -, 2.5% elo% vs. random_no_suicide, avg. reward: 8.144, 1.831 sec/game, 6.7 min. total, 483.9 MB
unpaid_squash v3 257 games, 197631 moves, e=0.804, loss: 1579.0, -, 2.5% elo% vs. random_no_suicide, avg. reward: 7.919, 1.833 sec/game, 6.7 min. total, 484.0 MB
unpaid_squash v3 258 games, 198465 moves, e=0.804, loss: 1483.9, -, 2.5% elo% vs. random_no_suicide, avg. reward: 8.035, 1.849 sec/game, 6.7 min. total, 484.2 MB
unpaid_squash v3 259 games, 199246 moves, e=0.803, loss: 1497.4, -, 2.5% elo% vs. random_no_suicide, avg. reward: 8.135, 1.841 sec/game, 6.8 min. total, 483.7 MB
unpaid_squash v3 260 games, 200047 moves, e=0.802, loss: 1484.9, -, 2.5% elo% vs. random_no_suicide, avg. reward: 7.982, 1.831 sec/game, 6.8 min. total, 483.8 MB
unpaid_squash v3 261 games, 200730 moves, e=0.801, loss: 1417.6, -, 2.5% elo% vs. random_no_suicide, avg. reward: 8.030, 1.829 sec/game, 6.8 min. total, 484.2 MB
unpaid_squash v3 262 games, 201564 moves, e=0.800, loss: 1442.5, -, 2.5% elo% vs. random_no_suicide, avg. reward: 8.092, 1.830 sec/game, 6.8 min. total, 484.6 MB
unpaid_squash v3 263 games, 202425 moves, e=0.800, loss: 1439.3, -, 2.5% elo% vs. random_no_suicide, avg. reward: 8.163, 1.827 sec/game, 6.9 min. total, 484.8 MB
unpaid_squash v3 264 games, 203227 moves, e=0.799, loss: 1418.1, -, 2.5% elo% vs. random_no_suicide, avg. reward: 8.269, 1.832 sec/game, 6.9 min. total, 485.2 MB
unpaid_squash v3 265 games, 204096 moves, e=0.798, loss: 1419.5, -, 2.4% elo% vs. random_no_suicide, avg. reward: 8.248, 1.841 sec/game, 6.9 min. total, 485.5 MB
unpaid_squash v3 266 games, 204984 moves, e=0.797, loss: 1449.5, -, 2.4% elo% vs. random_no_suicide, avg. reward: 8.132, 1.837 sec/game, 7.0 min. total, 485.5 MB
unpaid_squash v3 267 games, 205765 moves, e=0.796, loss: 1441.1, -, 2.4% elo% vs. random_no_suicide, avg. reward: 8.064, 1.832 sec/game, 7.0 min. total, 485.9 MB
unpaid_squash v3 268 games, 206528 moves, e=0.796, loss: 1462.3, -, 2.4% elo% vs. random_no_suicide, avg. reward: 8.224, 1.832 sec/game, 7.0 min. total, 486.2 MB
unpaid_squash v3 269 games, 207376 moves, e=0.795, loss: 1461.6, -, 2.4% elo% vs. random_no_suicide, avg. reward: 8.289, 1.830 sec/game, 7.1 min. total, 486.2 MB
unpaid_squash v3 270 games, 208216 moves, e=0.794, loss: 1556.9, -, 2.4% elo% vs. random_no_suicide, avg. reward: 8.220, 1.838 sec/game, 7.1 min. total, 486.3 MB
unpaid_squash v3 271 games, 208981 moves, e=0.793, loss: 1600.5, -, 2.4% elo% vs. random_no_suicide, avg. reward: 8.216, 1.826 sec/game, 7.1 min. total, 486.4 MB
unpaid_squash v3 272 games, 209814 moves, e=0.792, loss: 1596.5, -, 2.4% elo% vs. random_no_suicide, avg. reward: 8.226, 1.837 sec/game, 7.2 min. total, 485.9 MB
unpaid_squash v3 273 games, 210621 moves, e=0.791, loss: 1534.1, -, 2.4% elo% vs. random_no_suicide, avg. reward: 8.146, 1.829 sec/game, 7.2 min. total, 486.7 MB
unpaid_squash v3 274 games, 211318 moves, e=0.791, loss: 1553.5, -, 2.3% elo% vs. random_no_suicide, avg. reward: 8.158, 1.814 sec/game, 7.2 min. total, 487.5 MB
unpaid_squash v3 275 games, 212094 moves, e=0.790, loss: 1542.5, -, 2.3% elo% vs. random_no_suicide, avg. reward: 7.869, 1.794 sec/game, 7.2 min. total, 488.9 MB
unpaid_squash v3 276 games, 212998 moves, e=0.789, loss: 1517.3, -, 2.3% elo% vs. random_no_suicide, avg. reward: 7.625, 1.816 sec/game, 7.3 min. total, 489.2 MB
unpaid_squash v3 277 games, 213752 moves, e=0.788, loss: 1481.3, -, 2.3% elo% vs. random_no_suicide, avg. reward: 7.680, 1.787 sec/game, 7.3 min. total, 488.8 MB
unpaid_squash v3 278 games, 214683 moves, e=0.787, loss: 1539.8, -, 2.3% elo% vs. random_no_suicide, avg. reward: 7.807, 1.795 sec/game, 7.3 min. total, 489.3 MB
unpaid_squash v3 279 games, 215627 moves, e=0.787, loss: 1608.8, -, 2.3% elo% vs. random_no_suicide, avg. reward: 7.845, 1.807 sec/game, 7.4 min. total, 489.4 MB
unpaid_squash v3 280 games, 216373 moves, e=0.786, loss: 1590.9, -, 2.3% elo% vs. random_no_suicide, avg. reward: 7.841, 1.805 sec/game, 7.4 min. total, 489.6 MB
unpaid_squash v3 281 games, 217218 moves, e=0.785, loss: 1582.6, -, 2.3% elo% vs. random_no_suicide, avg. reward: 7.761, 1.817 sec/game, 7.4 min. total, 489.7 MB
