majestic_scorch v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 306.4 MB
majestic_scorch v4 147 games, 105318 moves, e=0.896, loss: 0.2, -, 60.1% elo% vs. random_no_suicide, avg. reward: 0.058, 1.737 sec/game, 3.5 min. total, 488.3 MB
majestic_scorch v4 148 games, 106201 moves, e=0.895, loss: 0.2, -, 57.4% elo% vs. random_no_suicide, avg. reward: 0.058, 1.751 sec/game, 3.5 min. total, 488.6 MB
majestic_scorch v4 149 games, 107027 moves, e=0.894, loss: 0.2, -, 54.8% elo% vs. random_no_suicide, avg. reward: 0.058, 1.764 sec/game, 3.6 min. total, 488.7 MB
majestic_scorch v4 150 games, 107718 moves, e=0.893, loss: 0.2, +, 56.9% elo% vs. random_no_suicide, avg. reward: 0.058, 1.750 sec/game, 3.6 min. total, 488.8 MB
majestic_scorch v4 151 games, 108499 moves, e=0.893, loss: 0.2, +, 58.8% elo% vs. random_no_suicide, avg. reward: 0.058, 1.742 sec/game, 3.6 min. total, 491.1 MB
majestic_scorch v4 152 games, 109313 moves, e=0.892, loss: 0.2, +, 60.6% elo% vs. random_no_suicide, avg. reward: 0.058, 1.758 sec/game, 3.6 min. total, 491.2 MB
majestic_scorch v4 153 games, 109960 moves, e=0.891, loss: 0.2, +, 62.3% elo% vs. random_no_suicide, avg. reward: 0.058, 1.743 sec/game, 3.7 min. total, 489.3 MB
majestic_scorch v4 154 games, 110780 moves, e=0.890, loss: 0.2, +, 64.0% elo% vs. random_no_suicide, avg. reward: 0.058, 1.744 sec/game, 3.7 min. total, 491.8 MB
majestic_scorch v4 155 games, 111470 moves, e=0.890, loss: 0.2, +, 65.5% elo% vs. random_no_suicide, avg. reward: 0.060, 1.734 sec/game, 3.7 min. total, 493.4 MB
majestic_scorch v4 156 games, 112183 moves, e=0.889, loss: 0.2, +, 66.9% elo% vs. random_no_suicide, avg. reward: 0.060, 1.721 sec/game, 3.8 min. total, 493.3 MB
majestic_scorch v4 157 games, 113025 moves, e=0.888, loss: 0.2, +, 68.2% elo% vs. random_no_suicide, avg. reward: 0.059, 1.741 sec/game, 3.8 min. total, 491.5 MB
majestic_scorch v4 158 games, 113893 moves, e=0.887, loss: 0.2, +, 69.5% elo% vs. random_no_suicide, avg. reward: 0.061, 1.743 sec/game, 3.8 min. total, 493.5 MB
majestic_scorch v4 159 games, 114846 moves, e=0.886, loss: 0.2, +, 70.7% elo% vs. random_no_suicide, avg. reward: 0.061, 1.769 sec/game, 3.9 min. total, 493.6 MB
majestic_scorch v5 160 games, 115537 moves, e=0.886, loss: 0.2, +, 54.5% elo% vs. simple_bot, avg. reward: 0.060, 1.751 sec/game, 3.9 min. total, 492.3 MB
majestic_scorch v5 161 games, 116267 moves, e=0.885, loss: 0.2, +, 56.6% elo% vs. simple_bot, avg. reward: 0.060, 1.775 sec/game, 3.9 min. total, 493.0 MB
majestic_scorch v5 162 games, 117182 moves, e=0.884, loss: 0.3, +, 58.5% elo% vs. simple_bot, avg. reward: 0.061, 1.811 sec/game, 4.0 min. total, 494.4 MB
majestic_scorch v5 163 games, 118062 moves, e=0.883, loss: 0.3, +, 60.4% elo% vs. simple_bot, avg. reward: 0.062, 1.832 sec/game, 4.0 min. total, 494.3 MB
majestic_scorch v5 164 games, 118800 moves, e=0.882, loss: 0.3, +, 62.1% elo% vs. simple_bot, avg. reward: 0.061, 1.862 sec/game, 4.0 min. total, 494.4 MB
majestic_scorch v5 165 games, 119490 moves, e=0.882, loss: 0.3, -, 59.4% elo% vs. simple_bot, avg. reward: 0.062, 1.864 sec/game, 4.1 min. total, 493.9 MB
majestic_scorch v5 166 games, 120211 moves, e=0.881, loss: 0.3, -, 56.7% elo% vs. simple_bot, avg. reward: 0.063, 1.862 sec/game, 4.1 min. total, 493.9 MB
majestic_scorch v5 167 games, 120909 moves, e=0.880, loss: 0.3, +, 58.6% elo% vs. simple_bot, avg. reward: 0.063, 1.873 sec/game, 4.1 min. total, 494.7 MB
majestic_scorch v5 168 games, 121714 moves, e=0.880, loss: 0.4, +, 60.5% elo% vs. simple_bot, avg. reward: 0.064, 1.874 sec/game, 4.1 min. total, 495.5 MB
majestic_scorch v5 169 games, 122435 moves, e=0.879, loss: 0.4, -, 57.8% elo% vs. simple_bot, avg. reward: 0.064, 1.868 sec/game, 4.2 min. total, 496.3 MB
majestic_scorch v5 170 games, 123236 moves, e=0.878, loss: 0.4, +, 59.7% elo% vs. simple_bot, avg. reward: 0.065, 1.891 sec/game, 4.2 min. total, 497.3 MB
majestic_scorch v5 171 games, 123934 moves, e=0.877, loss: 0.4, +, 61.4% elo% vs. simple_bot, avg. reward: 0.065, 1.894 sec/game, 4.2 min. total, 499.0 MB
majestic_scorch v5 172 games, 124740 moves, e=0.877, loss: 0.4, +, 63.1% elo% vs. simple_bot, avg. reward: 0.065, 1.897 sec/game, 4.3 min. total, 501.4 MB
majestic_scorch v5 173 games, 125476 moves, e=0.876, loss: 0.3, +, 64.7% elo% vs. simple_bot, avg. reward: 0.064, 1.931 sec/game, 4.3 min. total, 501.5 MB
majestic_scorch v5 174 games, 126406 moves, e=0.875, loss: 0.3, +, 66.2% elo% vs. simple_bot, avg. reward: 0.064, 1.955 sec/game, 4.4 min. total, 503.4 MB
majestic_scorch v5 175 games, 127199 moves, e=0.874, loss: 0.3, +, 67.5% elo% vs. simple_bot, avg. reward: 0.066, 1.983 sec/game, 4.4 min. total, 503.8 MB
majestic_scorch v5 176 games, 128015 moves, e=0.873, loss: 0.3, +, 68.8% elo% vs. simple_bot, avg. reward: 0.066, 2.003 sec/game, 4.4 min. total, 501.6 MB
majestic_scorch v5 177 games, 128710 moves, e=0.873, loss: 0.3, +, 70.1% elo% vs. simple_bot, avg. reward: 0.065, 1.989 sec/game, 4.5 min. total, 501.1 MB
majestic_scorch v6 178 games, 129522 moves, e=0.872, loss: 0.3, +, 54.5% elo% vs. terrible_bot, avg. reward: 0.065, 1.980 sec/game, 4.5 min. total, 501.7 MB
majestic_scorch v6 179 games, 130319 moves, e=0.871, loss: 0.3, +, 56.6% elo% vs. terrible_bot, avg. reward: 0.066, 1.971 sec/game, 4.5 min. total, 502.4 MB
majestic_scorch v6 180 games, 131149 moves, e=0.870, loss: 0.3, +, 58.5% elo% vs. terrible_bot, avg. reward: 0.066, 1.995 sec/game, 4.5 min. total, 504.6 MB
majestic_scorch v6 181 games, 131980 moves, e=0.869, loss: 0.3, +, 60.4% elo% vs. terrible_bot, avg. reward: 0.066, 2.010 sec/game, 4.6 min. total, 505.2 MB
majestic_scorch v6 182 games, 132722 moves, e=0.869, loss: 0.3, -, 57.7% elo% vs. terrible_bot, avg. reward: 0.066, 1.987 sec/game, 4.6 min. total, 504.8 MB
majestic_scorch v6 183 games, 133541 moves, e=0.868, loss: 0.3, +, 59.6% elo% vs. terrible_bot, avg. reward: 0.066, 1.990 sec/game, 4.7 min. total, 505.4 MB
majestic_scorch v6 184 games, 134428 moves, e=0.867, loss: 0.3, +, 61.3% elo% vs. terrible_bot, avg. reward: 0.066, 2.001 sec/game, 4.7 min. total, 505.7 MB
majestic_scorch v6 185 games, 135221 moves, e=0.866, loss: 0.3, +, 63.0% elo% vs. terrible_bot, avg. reward: 0.067, 2.014 sec/game, 4.7 min. total, 505.4 MB
majestic_scorch v6 186 games, 135978 moves, e=0.865, loss: 0.3, -, 60.3% elo% vs. terrible_bot, avg. reward: 0.066, 2.013 sec/game, 4.8 min. total, 505.1 MB
majestic_scorch v6 187 games, 136646 moves, e=0.865, loss: 0.3, ., 59.8% elo% vs. terrible_bot, avg. reward: 0.067, 2.002 sec/game, 4.8 min. total, 505.3 MB
majestic_scorch v6 188 games, 137318 moves, e=0.864, loss: 0.3, -, 57.1% elo% vs. terrible_bot, avg. reward: 0.066, 1.987 sec/game, 4.8 min. total, 505.6 MB
majestic_scorch v6 189 games, 138110 moves, e=0.863, loss: 0.3, -, 54.5% elo% vs. terrible_bot, avg. reward: 0.067, 2.007 sec/game, 4.9 min. total, 505.6 MB
majestic_scorch v6 190 games, 138901 moves, e=0.862, loss: 0.3, -, 52.0% elo% vs. terrible_bot, avg. reward: 0.067, 2.041 sec/game, 4.9 min. total, 505.8 MB
majestic_scorch v6 191 games, 139533 moves, e=0.862, loss: 0.3, -, 49.6% elo% vs. terrible_bot, avg. reward: 0.067, 2.029 sec/game, 4.9 min. total, 506.1 MB
majestic_scorch v6 192 games, 140176 moves, e=0.861, loss: 0.3, +, 52.0% elo% vs. terrible_bot, avg. reward: 0.066, 2.006 sec/game, 4.9 min. total, 506.2 MB
majestic_scorch v6 193 games, 140982 moves, e=0.860, loss: 0.3, -, 49.6% elo% vs. terrible_bot, avg. reward: 0.067, 1.996 sec/game, 5.0 min. total, 505.9 MB
majestic_scorch v6 194 games, 141760 moves, e=0.860, loss: 0.3, +, 51.9% elo% vs. terrible_bot, avg. reward: 0.068, 1.983 sec/game, 5.0 min. total, 506.7 MB
majestic_scorch v6 195 games, 142685 moves, e=0.859, loss: 0.3, +, 54.1% elo% vs. terrible_bot, avg. reward: 0.069, 1.995 sec/game, 5.1 min. total, 506.6 MB
majestic_scorch v6 196 games, 143622 moves, e=0.858, loss: 0.4, +, 56.2% elo% vs. terrible_bot, avg. reward: 0.070, 2.009 sec/game, 5.1 min. total, 506.7 MB
majestic_scorch v6 197 games, 144343 moves, e=0.857, loss: 0.4, -, 53.6% elo% vs. terrible_bot, avg. reward: 0.070, 2.007 sec/game, 5.1 min. total, 506.3 MB
majestic_scorch v6 198 games, 145206 moves, e=0.856, loss: 0.5, +, 55.7% elo% vs. terrible_bot, avg. reward: 0.070, 2.032 sec/game, 5.2 min. total, 507.1 MB
majestic_scorch v6 199 games, 146024 moves, e=0.855, loss: 0.5, -, 53.2% elo% vs. terrible_bot, avg. reward: 0.071, 2.023 sec/game, 5.2 min. total, 508.1 MB
majestic_scorch v6 200 games, 146924 moves, e=0.855, loss: 0.5, +, 55.3% elo% vs. terrible_bot, avg. reward: 0.071, 2.040 sec/game, 5.2 min. total, 509.0 MB
majestic_scorch v7 201 games, 147617 moves, e=0.854, loss: 0.5, +, 52.3% elo% vs. terrible_bot, avg. reward: 0.070, 2.023 sec/game, 5.3 min. total, 509.0 MB
majestic_scorch v7 202 games, 148437 moves, e=0.853, loss: 0.5, ., 52.2% elo% vs. terrible_bot, avg. reward: 0.072, 2.034 sec/game, 5.3 min. total, 509.1 MB
majestic_scorch v7 203 games, 149186 moves, e=0.852, loss: 0.6, +, 54.4% elo% vs. terrible_bot, avg. reward: 0.072, 2.013 sec/game, 5.3 min. total, 509.0 MB
majestic_scorch v7 204 games, 150036 moves, e=0.851, loss: 0.6, +, 56.5% elo% vs. terrible_bot, avg. reward: 0.072, 2.006 sec/game, 5.4 min. total, 509.0 MB
majestic_scorch v7 205 games, 150912 moves, e=0.851, loss: 0.6, +, 58.4% elo% vs. terrible_bot, avg. reward: 0.072, 2.021 sec/game, 5.4 min. total, 509.2 MB
majestic_scorch v7 206 games, 151669 moves, e=0.850, loss: 0.7, +, 60.3% elo% vs. terrible_bot, avg. reward: 0.073, 2.006 sec/game, 5.4 min. total, 508.7 MB
majestic_scorch v7 207 games, 152561 moves, e=0.849, loss: 0.7, ., 59.8% elo% vs. terrible_bot, avg. reward: 0.073, 2.034 sec/game, 5.5 min. total, 509.0 MB
majestic_scorch v7 208 games, 153367 moves, e=0.848, loss: 0.7, +, 61.6% elo% vs. terrible_bot, avg. reward: 0.073, 2.062 sec/game, 5.5 min. total, 509.9 MB
majestic_scorch v7 209 games, 154258 moves, e=0.847, loss: 0.8, -, 58.9% elo% vs. terrible_bot, avg. reward: 0.072, 2.057 sec/game, 5.5 min. total, 511.0 MB
majestic_scorch v7 210 games, 155146 moves, e=0.846, loss: 0.8, +, 60.7% elo% vs. terrible_bot, avg. reward: 0.073, 2.023 sec/game, 5.6 min. total, 512.2 MB
majestic_scorch v7 211 games, 155939 moves, e=0.846, loss: 0.8, +, 62.4% elo% vs. terrible_bot, avg. reward: 0.075, 2.031 sec/game, 5.6 min. total, 512.0 MB
majestic_scorch v7 212 games, 156819 moves, e=0.845, loss: 0.8, +, 64.0% elo% vs. terrible_bot, avg. reward: 0.075, 2.076 sec/game, 5.6 min. total, 511.7 MB
majestic_scorch v7 213 games, 157634 moves, e=0.844, loss: 0.8, +, 65.5% elo% vs. terrible_bot, avg. reward: 0.075, 2.094 sec/game, 5.7 min. total, 512.1 MB
majestic_scorch v7 214 games, 158529 moves, e=0.843, loss: 0.8, -, 62.7% elo% vs. terrible_bot, avg. reward: 0.075, 2.149 sec/game, 5.7 min. total, 511.8 MB
majestic_scorch v7 215 games, 159299 moves, e=0.842, loss: 0.7, +, 64.3% elo% vs. terrible_bot, avg. reward: 0.076, 2.133 sec/game, 5.8 min. total, 512.2 MB
majestic_scorch v7 216 games, 160132 moves, e=0.841, loss: 0.7, -, 61.6% elo% vs. terrible_bot, avg. reward: 0.077, 2.122 sec/game, 5.8 min. total, 511.7 MB
majestic_scorch v7 217 games, 160912 moves, e=0.841, loss: 0.7, -, 58.9% elo% vs. terrible_bot, avg. reward: 0.079, 2.160 sec/game, 5.8 min. total, 511.9 MB
majestic_scorch v7 218 games, 161803 moves, e=0.840, loss: 0.7, +, 60.7% elo% vs. terrible_bot, avg. reward: 0.080, 2.158 sec/game, 5.9 min. total, 513.0 MB
majestic_scorch v7 219 games, 162771 moves, e=0.839, loss: 0.7, +, 62.4% elo% vs. terrible_bot, avg. reward: 0.081, 2.174 sec/game, 5.9 min. total, 512.8 MB
majestic_scorch v7 220 games, 163479 moves, e=0.838, loss: 0.8, +, 64.0% elo% vs. terrible_bot, avg. reward: 0.082, 2.152 sec/game, 5.9 min. total, 513.7 MB
majestic_scorch v7 221 games, 164224 moves, e=0.837, loss: 0.8, +, 65.5% elo% vs. terrible_bot, avg. reward: 0.083, 2.147 sec/game, 6.0 min. total, 513.7 MB
majestic_scorch v7 222 games, 164931 moves, e=0.837, loss: 0.8, +, 66.9% elo% vs. terrible_bot, avg. reward: 0.082, 2.124 sec/game, 6.0 min. total, 513.6 MB
majestic_scorch v7 223 games, 165712 moves, e=0.836, loss: 0.8, +, 68.3% elo% vs. terrible_bot, avg. reward: 0.082, 2.121 sec/game, 6.0 min. total, 513.6 MB
majestic_scorch v7 224 games, 166488 moves, e=0.835, loss: 0.9, +, 69.5% elo% vs. terrible_bot, avg. reward: 0.083, 2.103 sec/game, 6.1 min. total, 513.9 MB
majestic_scorch v7 225 games, 167369 moves, e=0.834, loss: 0.9, -, 66.7% elo% vs. terrible_bot, avg. reward: 0.083, 2.091 sec/game, 6.1 min. total, 513.7 MB
majestic_scorch v7 226 games, 168178 moves, e=0.834, loss: 1.0, -, 64.0% elo% vs. terrible_bot, avg. reward: 0.082, 2.103 sec/game, 6.1 min. total, 514.4 MB
majestic_scorch v7 227 games, 169033 moves, e=0.833, loss: 1.0, +, 65.5% elo% vs. terrible_bot, avg. reward: 0.083, 2.100 sec/game, 6.2 min. total, 514.1 MB
majestic_scorch v7 228 games, 169789 moves, e=0.832, loss: 1.1, +, 66.9% elo% vs. terrible_bot, avg. reward: 0.084, 2.076 sec/game, 6.2 min. total, 514.4 MB
majestic_scorch v7 229 games, 170686 moves, e=0.831, loss: 1.1, ., 66.2% elo% vs. terrible_bot, avg. reward: 0.086, 2.069 sec/game, 6.2 min. total, 515.1 MB
majestic_scorch v7 230 games, 171441 moves, e=0.830, loss: 1.2, -, 63.4% elo% vs. terrible_bot, avg. reward: 0.087, 2.061 sec/game, 6.3 min. total, 515.5 MB
majestic_scorch v7 231 games, 172132 moves, e=0.830, loss: 1.2, ., 62.9% elo% vs. terrible_bot, avg. reward: 0.087, 2.049 sec/game, 6.3 min. total, 515.3 MB
majestic_scorch v7 232 games, 172976 moves, e=0.829, loss: 1.2, +, 64.4% elo% vs. terrible_bot, avg. reward: 0.086, 2.032 sec/game, 6.3 min. total, 515.4 MB
majestic_scorch v7 233 games, 173895 moves, e=0.828, loss: 1.2, +, 65.9% elo% vs. terrible_bot, avg. reward: 0.087, 2.025 sec/game, 6.4 min. total, 515.6 MB
majestic_scorch v7 234 games, 174691 moves, e=0.827, loss: 1.3, -, 63.1% elo% vs. terrible_bot, avg. reward: 0.087, 1.958 sec/game, 6.4 min. total, 515.9 MB
majestic_scorch v7 235 games, 175679 moves, e=0.826, loss: 1.2, +, 64.7% elo% vs. terrible_bot, avg. reward: 0.088, 1.982 sec/game, 6.4 min. total, 515.9 MB
majestic_scorch v7 236 games, 176426 moves, e=0.825, loss: 1.3, -, 61.9% elo% vs. terrible_bot, avg. reward: 0.090, 1.952 sec/game, 6.5 min. total, 515.6 MB
majestic_scorch v7 237 games, 177402 moves, e=0.824, loss: 1.3, +, 63.6% elo% vs. terrible_bot, avg. reward: 0.091, 1.941 sec/game, 6.5 min. total, 516.9 MB
majestic_scorch v7 238 games, 178286 moves, e=0.823, loss: 1.3, -, 60.8% elo% vs. terrible_bot, avg. reward: 0.093, 1.938 sec/game, 6.5 min. total, 517.3 MB
majestic_scorch v7 239 games, 179094 moves, e=0.823, loss: 1.3, -, 58.1% elo% vs. terrible_bot, avg. reward: 0.092, 1.928 sec/game, 6.6 min. total, 518.6 MB
majestic_scorch v7 240 games, 179986 moves, e=0.822, loss: 1.4, +, 60.0% elo% vs. terrible_bot, avg. reward: 0.093, 1.946 sec/game, 6.6 min. total, 518.3 MB
majestic_scorch v7 241 games, 180736 moves, e=0.821, loss: 1.3, ., 59.6% elo% vs. terrible_bot, avg. reward: 0.093, 1.947 sec/game, 6.6 min. total, 518.8 MB
majestic_scorch v7 242 games, 181597 moves, e=0.820, loss: 1.3, ., 59.1% elo% vs. terrible_bot, avg. reward: 0.095, 1.968 sec/game, 6.7 min. total, 518.5 MB
majestic_scorch v7 243 games, 182459 moves, e=0.819, loss: 1.3, +, 60.9% elo% vs. terrible_bot, avg. reward: 0.096, 1.980 sec/game, 6.7 min. total, 519.0 MB
majestic_scorch v7 244 games, 183309 moves, e=0.819, loss: 1.5, -, 58.2% elo% vs. terrible_bot, avg. reward: 0.096, 1.998 sec/game, 6.7 min. total, 518.5 MB
majestic_scorch v7 245 games, 184253 moves, e=0.818, loss: 1.5, ., 57.9% elo% vs. terrible_bot, avg. reward: 0.097, 2.000 sec/game, 6.8 min. total, 518.7 MB
majestic_scorch v7 246 games, 185012 moves, e=0.817, loss: 1.4, -, 55.2% elo% vs. terrible_bot, avg. reward: 0.097, 1.996 sec/game, 6.8 min. total, 518.7 MB
majestic_scorch v7 247 games, 185903 moves, e=0.816, loss: 1.4, +, 57.3% elo% vs. terrible_bot, avg. reward: 0.098, 2.000 sec/game, 6.8 min. total, 520.1 MB
majestic_scorch v7 248 games, 186725 moves, e=0.815, loss: 1.5, +, 59.2% elo% vs. terrible_bot, avg. reward: 0.098, 2.002 sec/game, 6.9 min. total, 520.8 MB
majestic_scorch v7 249 games, 187461 moves, e=0.814, loss: 1.5, +, 61.0% elo% vs. terrible_bot, avg. reward: 0.098, 1.986 sec/game, 6.9 min. total, 521.2 MB
majestic_scorch v7 250 games, 188396 moves, e=0.813, loss: 1.5, +, 62.7% elo% vs. terrible_bot, avg. reward: 0.098, 2.000 sec/game, 6.9 min. total, 521.2 MB
majestic_scorch v7 251 games, 189325 moves, e=0.813, loss: 1.5, +, 64.3% elo% vs. terrible_bot, avg. reward: 0.100, 2.038 sec/game, 7.0 min. total, 521.2 MB
majestic_scorch v7 252 games, 190170 moves, e=0.812, loss: 1.5, -, 61.5% elo% vs. terrible_bot, avg. reward: 0.100, 2.021 sec/game, 7.0 min. total, 520.9 MB
majestic_scorch v7 253 games, 190947 moves, e=0.811, loss: 1.6, +, 63.2% elo% vs. terrible_bot, avg. reward: 0.100, 2.005 sec/game, 7.0 min. total, 521.6 MB
majestic_scorch v7 254 games, 191755 moves, e=0.810, loss: 1.6, -, 60.4% elo% vs. terrible_bot, avg. reward: 0.100, 2.016 sec/game, 7.1 min. total, 521.2 MB
majestic_scorch v7 255 games, 192692 moves, e=0.809, loss: 1.6, -, 57.7% elo% vs. terrible_bot, avg. reward: 0.101, 2.002 sec/game, 7.1 min. total, 521.3 MB
majestic_scorch v7 256 games, 193605 moves, e=0.808, loss: 1.6, +, 59.6% elo% vs. terrible_bot, avg. reward: 0.101, 2.020 sec/game, 7.1 min. total, 521.8 MB
majestic_scorch v7 257 games, 194284 moves, e=0.808, loss: 1.7, -, 57.0% elo% vs. terrible_bot, avg. reward: 0.101, 1.989 sec/game, 7.2 min. total, 521.8 MB
majestic_scorch v7 258 games, 195089 moves, e=0.807, loss: 1.6, +, 58.9% elo% vs. terrible_bot, avg. reward: 0.101, 1.998 sec/game, 7.2 min. total, 523.6 MB
majestic_scorch v7 259 games, 195921 moves, e=0.806, loss: 1.6, +, 60.7% elo% vs. terrible_bot, avg. reward: 0.101, 1.992 sec/game, 7.2 min. total, 524.2 MB
majestic_scorch v7 260 games, 196738 moves, e=0.805, loss: 1.6, -, 58.0% elo% vs. terrible_bot, avg. reward: 0.102, 1.991 sec/game, 7.3 min. total, 523.8 MB
majestic_scorch v7 261 games, 197586 moves, e=0.804, loss: 1.5, +, 59.9% elo% vs. terrible_bot, avg. reward: 0.103, 1.996 sec/game, 7.3 min. total, 524.4 MB
majestic_scorch v7 262 games, 198485 moves, e=0.803, loss: 1.5, +, 61.6% elo% vs. terrible_bot, avg. reward: 0.105, 2.015 sec/game, 7.3 min. total, 524.4 MB
majestic_scorch v7 263 games, 199213 moves, e=0.803, loss: 1.6, -, 58.9% elo% vs. terrible_bot, avg. reward: 0.104, 2.006 sec/game, 7.4 min. total, 524.3 MB
majestic_scorch v7 264 games, 200226 moves, e=0.802, loss: 1.7, -, 56.3% elo% vs. terrible_bot, avg. reward: 0.108, 2.018 sec/game, 7.4 min. total, 524.6 MB
majestic_scorch v7 265 games, 201146 moves, e=0.801, loss: 1.8, -, 53.7% elo% vs. terrible_bot, avg. reward: 0.108, 2.023 sec/game, 7.4 min. total, 525.0 MB
majestic_scorch v7 266 games, 202022 moves, e=0.800, loss: 1.8, +, 55.8% elo% vs. terrible_bot, avg. reward: 0.108, 2.035 sec/game, 7.5 min. total, 524.6 MB
majestic_scorch v7 267 games, 202883 moves, e=0.799, loss: 1.7, +, 57.8% elo% vs. terrible_bot, avg. reward: 0.109, 2.026 sec/game, 7.5 min. total, 524.8 MB
majestic_scorch v7 268 games, 203712 moves, e=0.798, loss: 1.8, +, 59.7% elo% vs. terrible_bot, avg. reward: 0.110, 2.022 sec/game, 7.5 min. total, 526.1 MB
majestic_scorch v7 269 games, 204590 moves, e=0.797, loss: 1.8, -, 57.0% elo% vs. terrible_bot, avg. reward: 0.110, 2.036 sec/game, 7.6 min. total, 525.8 MB
majestic_scorch v7 270 games, 205375 moves, e=0.797, loss: 1.9, +, 59.0% elo% vs. terrible_bot, avg. reward: 0.110, 2.017 sec/game, 7.6 min. total, 526.1 MB
majestic_scorch v7 271 games, 206237 moves, e=0.796, loss: 1.9, ., 58.6% elo% vs. terrible_bot, avg. reward: 0.110, 2.021 sec/game, 7.6 min. total, 526.0 MB
majestic_scorch v7 272 games, 207220 moves, e=0.795, loss: 1.9, ., 58.2% elo% vs. terrible_bot, avg. reward: 0.112, 2.038 sec/game, 7.7 min. total, 526.3 MB
majestic_scorch v7 273 games, 208087 moves, e=0.794, loss: 1.9, +, 60.0% elo% vs. terrible_bot, avg. reward: 0.113, 2.045 sec/game, 7.7 min. total, 526.3 MB
majestic_scorch v7 274 games, 208932 moves, e=0.793, loss: 1.9, -, 57.4% elo% vs. terrible_bot, avg. reward: 0.114, 2.039 sec/game, 7.7 min. total, 525.8 MB
majestic_scorch v7 275 games, 209739 moves, e=0.792, loss: 1.9, -, 54.8% elo% vs. terrible_bot, avg. reward: 0.113, 2.013 sec/game, 7.8 min. total, 525.9 MB
majestic_scorch v7 276 games, 210605 moves, e=0.792, loss: 2.1, -, 52.2% elo% vs. terrible_bot, avg. reward: 0.115, 2.005 sec/game, 7.8 min. total, 527.0 MB
majestic_scorch v7 277 games, 211460 moves, e=0.791, loss: 2.3, -, 49.8% elo% vs. terrible_bot, avg. reward: 0.117, 2.036 sec/game, 7.8 min. total, 526.8 MB
majestic_scorch v7 278 games, 212410 moves, e=0.790, loss: 2.1, +, 52.2% elo% vs. terrible_bot, avg. reward: 0.116, 2.021 sec/game, 7.9 min. total, 529.1 MB
majestic_scorch v7 279 games, 213134 moves, e=0.789, loss: 2.2, +, 54.3% elo% vs. terrible_bot, avg. reward: 0.116, 8.594 sec/game, 10.1 min. total, 529.9 MB
majestic_scorch v7 280 games, 213872 moves, e=0.788, loss: 2.2, -, 51.9% elo% vs. terrible_bot, avg. reward: 0.117, 8.560 sec/game, 10.1 min. total, 529.4 MB
majestic_scorch v7 281 games, 214836 moves, e=0.787, loss: 2.0, -, 49.5% elo% vs. terrible_bot, avg. reward: 0.118, 8.572 sec/game, 10.1 min. total, 529.4 MB
majestic_scorch v7 282 games, 215598 moves, e=0.787, loss: 2.0, +, 51.8% elo% vs. terrible_bot, avg. reward: 0.118, 8.541 sec/game, 10.2 min. total, 530.0 MB
majestic_scorch v7 283 games, 216516 moves, e=0.786, loss: 2.0, ., 51.7% elo% vs. terrible_bot, avg. reward: 0.119, 9.309 sec/game, 10.5 min. total, 530.1 MB
majestic_scorch v7 284 games, 217348 moves, e=0.785, loss: 2.1, +, 53.9% elo% vs. terrible_bot, avg. reward: 0.119, 90.671 sec/game, 37.6 min. total, 530.3 MB
