utmost_conform v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.8 MB
utmost_conform v22 2147 games, 5345479 moves, e=0.010, loss: 39447.8, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.736, 5.908 sec/game, 134.6 min. total, 1067.5 MB
utmost_conform v22 2148 games, 5347939 moves, e=0.010, loss: 40010.4, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.735, 5.901 sec/game, 134.7 min. total, 1067.7 MB
utmost_conform v22 2149 games, 5350386 moves, e=0.010, loss: 38793.0, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.732, 5.885 sec/game, 134.8 min. total, 1068.1 MB
utmost_conform v22 2150 games, 5352959 moves, e=0.010, loss: 40710.5, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.729, 5.869 sec/game, 134.9 min. total, 1069.6 MB
utmost_conform v22 2151 games, 5355532 moves, e=0.010, loss: 42516.9, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.727, 5.875 sec/game, 135.0 min. total, 1070.5 MB
utmost_conform v22 2152 games, 5358167 moves, e=0.010, loss: 38488.0, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.724, 5.863 sec/game, 135.1 min. total, 1071.8 MB
utmost_conform v22 2153 games, 5360781 moves, e=0.010, loss: 41878.8, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.724, 5.891 sec/game, 135.2 min. total, 1073.9 MB
utmost_conform v22 2154 games, 5363453 moves, e=0.010, loss: 40203.8, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.725, 5.885 sec/game, 135.3 min. total, 1075.7 MB
utmost_conform v22 2155 games, 5365968 moves, e=0.010, loss: 39849.2, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.727, 5.902 sec/game, 135.4 min. total, 1074.8 MB
utmost_conform v22 2156 games, 5368536 moves, e=0.010, loss: 37727.6, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.726, 5.891 sec/game, 135.5 min. total, 1075.1 MB
utmost_conform v22 2157 games, 5371032 moves, e=0.010, loss: 36232.7, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.727, 5.904 sec/game, 135.6 min. total, 1074.7 MB
utmost_conform v22 2158 games, 5373639 moves, e=0.010, loss: 40517.5, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.728, 5.933 sec/game, 135.7 min. total, 1074.8 MB
utmost_conform v22 2159 games, 5376127 moves, e=0.010, loss: 45194.7, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.727, 5.925 sec/game, 135.8 min. total, 1076.5 MB
utmost_conform v22 2160 games, 5378670 moves, e=0.010, loss: 43071.5, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.728, 5.931 sec/game, 135.9 min. total, 1076.1 MB
utmost_conform v22 2161 games, 5381193 moves, e=0.010, loss: 43467.4, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.727, 5.923 sec/game, 136.0 min. total, 1076.8 MB
utmost_conform v22 2162 games, 5383878 moves, e=0.010, loss: 47136.2, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.724, 5.962 sec/game, 136.1 min. total, 1077.1 MB
utmost_conform v22 2163 games, 5386470 moves, e=0.010, loss: 46951.4, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.721, 5.975 sec/game, 136.2 min. total, 1078.3 MB
utmost_conform v22 2164 games, 5389152 moves, e=0.010, loss: 43668.9, -, 0.7% elo% vs. terrible_bot, avg. reward: -1.721, 6.006 sec/game, 136.3 min. total, 1079.6 MB
utmost_conform v22 2165 games, 5391761 moves, e=0.010, loss: 42896.9, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.722, 6.033 sec/game, 136.4 min. total, 1080.2 MB
utmost_conform v22 2166 games, 5394292 moves, e=0.010, loss: 40214.0, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.723, 6.033 sec/game, 136.5 min. total, 1079.9 MB
utmost_conform v22 2167 games, 5396867 moves, e=0.010, loss: 39676.9, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.724, 6.047 sec/game, 136.6 min. total, 1080.4 MB
utmost_conform v22 2168 games, 5399304 moves, e=0.010, loss: 43682.7, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.727, 6.053 sec/game, 136.7 min. total, 1078.1 MB
utmost_conform v22 2169 games, 5401835 moves, e=0.010, loss: 41959.3, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.731, 6.056 sec/game, 136.8 min. total, 1078.3 MB
utmost_conform v22 2170 games, 5404327 moves, e=0.010, loss: 44219.7, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.733, 6.051 sec/game, 136.9 min. total, 1078.3 MB
utmost_conform v22 2171 games, 5407041 moves, e=0.010, loss: 45785.1, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.731, 6.049 sec/game, 137.0 min. total, 1081.5 MB
utmost_conform v22 2172 games, 5409540 moves, e=0.010, loss: 41787.5, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.734, 6.055 sec/game, 137.1 min. total, 1082.3 MB
utmost_conform v22 2173 games, 5412242 moves, e=0.010, loss: 40995.4, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.735, 6.048 sec/game, 137.2 min. total, 1084.7 MB
utmost_conform v22 2174 games, 5414770 moves, e=0.010, loss: 42126.4, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.738, 6.045 sec/game, 137.3 min. total, 1084.9 MB
utmost_conform v22 2175 games, 5417472 moves, e=0.010, loss: 43713.7, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.738, 6.069 sec/game, 137.5 min. total, 1085.9 MB
utmost_conform v22 2176 games, 5420100 moves, e=0.010, loss: 42741.3, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.741, 6.075 sec/game, 137.6 min. total, 1088.4 MB
utmost_conform v22 2177 games, 5422930 moves, e=0.010, loss: 42497.2, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.740, 6.099 sec/game, 137.7 min. total, 1089.6 MB
utmost_conform v22 2178 games, 5425604 moves, e=0.010, loss: 46502.4, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.740, 6.103 sec/game, 137.8 min. total, 1090.8 MB
utmost_conform v22 2179 games, 5428272 moves, e=0.010, loss: 46950.6, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.739, 6.129 sec/game, 137.9 min. total, 1091.1 MB
utmost_conform v22 2180 games, 5430953 moves, e=0.010, loss: 44092.9, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.740, 6.145 sec/game, 138.0 min. total, 1092.0 MB
utmost_conform v22 2181 games, 5433780 moves, e=0.010, loss: 41219.3, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.745, 6.177 sec/game, 138.1 min. total, 1092.5 MB
utmost_conform v22 2182 games, 5436440 moves, e=0.010, loss: 35228.8, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.750, 6.180 sec/game, 138.2 min. total, 1093.5 MB
utmost_conform v22 2183 games, 5439423 moves, e=0.010, loss: 36151.9, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.750, 6.225 sec/game, 138.3 min. total, 1096.5 MB
utmost_conform v22 2184 games, 5442216 moves, e=0.010, loss: 35927.6, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.751, 6.247 sec/game, 138.4 min. total, 1097.5 MB
utmost_conform v22 2185 games, 5444829 moves, e=0.010, loss: 36259.4, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.752, 6.243 sec/game, 138.5 min. total, 1096.5 MB
utmost_conform v22 2186 games, 5447508 moves, e=0.010, loss: 39381.4, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.754, 6.276 sec/game, 138.6 min. total, 1096.9 MB
utmost_conform v22 2187 games, 5449977 moves, e=0.010, loss: 43376.7, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.758, 6.251 sec/game, 138.7 min. total, 1093.4 MB
utmost_conform v22 2188 games, 5452531 moves, e=0.010, loss: 43853.3, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.758, 6.268 sec/game, 138.8 min. total, 1092.4 MB
utmost_conform v22 2189 games, 5454969 moves, e=0.010, loss: 45770.5, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.759, 6.269 sec/game, 138.9 min. total, 1090.8 MB
utmost_conform v22 2190 games, 5457441 moves, e=0.010, loss: 50351.1, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.759, 6.267 sec/game, 139.0 min. total, 1088.0 MB
utmost_conform v22 2191 games, 5459930 moves, e=0.010, loss: 50252.6, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.761, 6.244 sec/game, 139.1 min. total, 1088.7 MB
utmost_conform v22 2192 games, 5462465 moves, e=0.010, loss: 54507.8, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.761, 6.243 sec/game, 139.2 min. total, 1088.2 MB
utmost_conform v22 2193 games, 5465148 moves, e=0.010, loss: 52457.4, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.762, 6.244 sec/game, 139.3 min. total, 1091.7 MB
utmost_conform v22 2194 games, 5467828 moves, e=0.010, loss: 48249.8, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.761, 6.255 sec/game, 139.4 min. total, 1094.3 MB
utmost_conform v22 2195 games, 5470461 moves, e=0.010, loss: 48103.6, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.760, 6.221 sec/game, 139.5 min. total, 1096.0 MB
utmost_conform v22 2196 games, 5473037 moves, e=0.010, loss: 44267.6, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.760, 6.219 sec/game, 139.6 min. total, 1098.8 MB
utmost_conform v22 2197 games, 5475663 moves, e=0.010, loss: 42721.6, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.761, 6.192 sec/game, 139.7 min. total, 1097.4 MB
utmost_conform v22 2198 games, 5478073 moves, e=0.010, loss: 48604.6, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.763, 6.167 sec/game, 139.8 min. total, 1094.4 MB
utmost_conform v22 2199 games, 5480668 moves, e=0.010, loss: 51406.5, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.763, 6.159 sec/game, 139.9 min. total, 1094.7 MB
utmost_conform v22 2200 games, 5483108 moves, e=0.010, loss: 54332.3, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.765, 6.131 sec/game, 140.0 min. total, 1094.0 MB
utmost_conform v22 2201 games, 5485651 moves, e=0.010, loss: 54847.3, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.761, 6.100 sec/game, 140.1 min. total, 1093.0 MB
utmost_conform v22 2202 games, 5488161 moves, e=0.010, loss: 62907.6, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.762, 6.088 sec/game, 140.2 min. total, 1094.8 MB
utmost_conform v22 2203 games, 5490616 moves, e=0.010, loss: 62450.7, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.762, 6.030 sec/game, 140.3 min. total, 1092.8 MB
utmost_conform v22 2204 games, 5493142 moves, e=0.010, loss: 58338.3, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.764, 5.991 sec/game, 140.4 min. total, 1094.6 MB
utmost_conform v22 2205 games, 5495557 moves, e=0.010, loss: 58846.0, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.765, 5.967 sec/game, 140.5 min. total, 1093.9 MB
utmost_conform v22 2206 games, 5497997 moves, e=0.010, loss: 59520.8, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.766, 5.943 sec/game, 140.6 min. total, 1092.4 MB
utmost_conform v22 2207 games, 5500598 moves, e=0.010, loss: 64998.4, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.763, 5.952 sec/game, 140.7 min. total, 1095.2 MB
utmost_conform v22 2208 games, 5503145 moves, e=0.010, loss: 60473.4, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.765, 5.947 sec/game, 140.8 min. total, 1097.6 MB
utmost_conform v22 2209 games, 5505845 moves, e=0.010, loss: 56380.3, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.767, 5.974 sec/game, 140.9 min. total, 1101.9 MB
utmost_conform v22 2210 games, 5508422 moves, e=0.010, loss: 59533.3, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.767, 5.989 sec/game, 141.0 min. total, 1103.4 MB
utmost_conform v22 2211 games, 5510966 moves, e=0.010, loss: 52180.0, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.773, 5.995 sec/game, 141.1 min. total, 1103.1 MB
utmost_conform v22 2212 games, 5513727 moves, e=0.010, loss: 54905.8, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.773, 6.005 sec/game, 141.2 min. total, 1106.7 MB
utmost_conform v22 2213 games, 5516342 moves, e=0.010, loss: 51982.2, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.773, 6.003 sec/game, 141.3 min. total, 1105.7 MB
utmost_conform v22 2214 games, 5519040 moves, e=0.010, loss: 52434.4, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.774, 6.005 sec/game, 141.4 min. total, 1107.6 MB
utmost_conform v22 2215 games, 5521711 moves, e=0.010, loss: 48468.1, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.771, 6.019 sec/game, 141.5 min. total, 1109.5 MB
utmost_conform v22 2216 games, 5524300 moves, e=0.010, loss: 49564.4, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.773, 6.011 sec/game, 141.6 min. total, 1109.8 MB
utmost_conform v22 2217 games, 5526983 moves, e=0.010, loss: 45380.3, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.772, 6.028 sec/game, 141.7 min. total, 1111.1 MB
utmost_conform v22 2218 games, 5529465 moves, e=0.010, loss: 45562.5, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.773, 6.025 sec/game, 141.8 min. total, 1109.5 MB
utmost_conform v22 2219 games, 5532119 moves, e=0.010, loss: 48691.9, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.771, 6.046 sec/game, 141.9 min. total, 1109.0 MB
utmost_conform v22 2220 games, 5534811 moves, e=0.010, loss: 51192.7, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.769, 6.079 sec/game, 142.0 min. total, 1110.3 MB
utmost_conform v22 2221 games, 5537520 moves, e=0.010, loss: 51183.8, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.768, 6.102 sec/game, 142.2 min. total, 1109.1 MB
utmost_conform v22 2222 games, 5540268 moves, e=0.010, loss: 51098.3, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.766, 6.132 sec/game, 142.3 min. total, 1111.9 MB
utmost_conform v22 2223 games, 5542724 moves, e=0.010, loss: 52837.2, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.767, 6.137 sec/game, 142.4 min. total, 1109.9 MB
utmost_conform v22 2224 games, 5545460 moves, e=0.010, loss: 55238.0, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.765, 6.159 sec/game, 142.5 min. total, 1111.1 MB
utmost_conform v22 2225 games, 5548077 moves, e=0.010, loss: 57008.6, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.761, 6.199 sec/game, 142.6 min. total, 1110.4 MB
utmost_conform v22 2226 games, 5550643 moves, e=0.010, loss: 54617.4, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.763, 6.211 sec/game, 142.7 min. total, 1109.1 MB
utmost_conform v22 2227 games, 5553246 moves, e=0.010, loss: 53376.9, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.759, 6.220 sec/game, 142.8 min. total, 1111.3 MB
utmost_conform v22 2228 games, 5555753 moves, e=0.010, loss: 61040.0, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.759, 6.220 sec/game, 142.9 min. total, 1108.9 MB
utmost_conform v22 2229 games, 5558348 moves, e=0.010, loss: 69587.0, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.759, 6.203 sec/game, 143.0 min. total, 1111.4 MB
utmost_conform v22 2230 games, 5560883 moves, e=0.010, loss: 65497.0, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.763, 6.187 sec/game, 143.1 min. total, 1110.9 MB
utmost_conform v22 2231 games, 5563511 moves, e=0.010, loss: 67918.2, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.765, 6.188 sec/game, 143.2 min. total, 1111.5 MB
utmost_conform v22 2232 games, 5566073 moves, e=0.010, loss: 70739.9, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.766, 6.177 sec/game, 143.3 min. total, 1113.1 MB
utmost_conform v22 2233 games, 5568785 moves, e=0.010, loss: 59968.1, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.765, 6.190 sec/game, 143.4 min. total, 1113.9 MB
utmost_conform v22 2234 games, 5571441 moves, e=0.010, loss: 55610.2, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.764, 6.175 sec/game, 143.5 min. total, 1115.9 MB
utmost_conform v22 2235 games, 5574138 moves, e=0.010, loss: 57318.0, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.763, 6.180 sec/game, 143.6 min. total, 1117.4 MB
utmost_conform v22 2236 games, 5576817 moves, e=0.010, loss: 52432.6, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.761, 6.199 sec/game, 143.7 min. total, 1119.7 MB
utmost_conform v22 2237 games, 5579368 moves, e=0.010, loss: 50841.3, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.759, 6.183 sec/game, 143.8 min. total, 1119.6 MB
utmost_conform v22 2238 games, 5582070 moves, e=0.010, loss: 53342.7, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.756, 6.213 sec/game, 143.9 min. total, 1119.5 MB
utmost_conform v22 2239 games, 5584557 moves, e=0.010, loss: 56476.5, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.753, 6.190 sec/game, 144.0 min. total, 1116.3 MB
utmost_conform v22 2240 games, 5587091 moves, e=0.010, loss: 58865.8, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.753, 6.172 sec/game, 144.1 min. total, 1113.7 MB
utmost_conform v22 2241 games, 5589809 moves, e=0.010, loss: 59938.3, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.750, 6.167 sec/game, 144.2 min. total, 1117.9 MB
utmost_conform v22 2242 games, 5592408 moves, e=0.010, loss: 60925.5, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.745, 6.147 sec/game, 144.3 min. total, 1116.7 MB
utmost_conform v22 2243 games, 5595028 moves, e=0.010, loss: 68045.0, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.741, 6.175 sec/game, 144.4 min. total, 1118.6 MB
utmost_conform v22 2244 games, 5597543 moves, e=0.010, loss: 66810.7, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.738, 6.144 sec/game, 144.5 min. total, 1120.1 MB
utmost_conform v22 2245 games, 5600152 moves, e=0.010, loss: 65818.8, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.737, 6.133 sec/game, 144.6 min. total, 1119.2 MB
utmost_conform v22 2246 games, 5602896 moves, e=0.010, loss: 60588.8, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.732, 6.150 sec/game, 144.7 min. total, 1121.8 MB
utmost_conform v22 2247 games, 5605589 moves, e=0.010, loss: 64525.8, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.731, 6.157 sec/game, 144.8 min. total, 1123.6 MB
utmost_conform v22 2248 games, 5608080 moves, e=0.010, loss: 64211.9, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.730, 6.159 sec/game, 144.9 min. total, 1123.7 MB
utmost_conform v22 2249 games, 5610834 moves, e=0.010, loss: 59173.6, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.729, 6.174 sec/game, 145.0 min. total, 1125.4 MB
utmost_conform v22 2250 games, 5613397 moves, e=0.010, loss: 59560.5, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.728, 6.176 sec/game, 145.1 min. total, 1124.8 MB
utmost_conform v22 2251 games, 5615928 moves, e=0.010, loss: 56867.7, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.731, 6.173 sec/game, 145.2 min. total, 1122.4 MB
utmost_conform v22 2252 games, 5618503 moves, e=0.010, loss: 58335.6, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.731, 6.168 sec/game, 145.3 min. total, 1123.1 MB
utmost_conform v22 2253 games, 5621116 moves, e=0.010, loss: 70283.0, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.731, 6.153 sec/game, 145.4 min. total, 1122.1 MB
utmost_conform v22 2254 games, 5623676 moves, e=0.010, loss: 68393.8, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.731, 6.161 sec/game, 145.5 min. total, 1124.0 MB
utmost_conform v22 2255 games, 5626386 moves, e=0.010, loss: 68625.8, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.728, 6.169 sec/game, 145.6 min. total, 1126.7 MB
utmost_conform v22 2256 games, 5628995 moves, e=0.010, loss: 62995.7, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.728, 6.152 sec/game, 145.8 min. total, 1127.1 MB
utmost_conform v22 2257 games, 5631551 moves, e=0.010, loss: 60491.6, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.727, 6.152 sec/game, 145.9 min. total, 1127.4 MB
utmost_conform v22 2258 games, 5634001 moves, e=0.010, loss: 62047.4, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.729, 6.128 sec/game, 145.9 min. total, 1128.0 MB
utmost_conform v22 2259 games, 5636516 moves, e=0.010, loss: 65415.8, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.731, 6.132 sec/game, 146.0 min. total, 1124.7 MB
utmost_conform v22 2260 games, 5638935 moves, e=0.010, loss: 67339.6, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.732, 6.120 sec/game, 146.1 min. total, 1123.1 MB
utmost_conform v22 2261 games, 5641471 moves, e=0.010, loss: 73620.3, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.734, 6.099 sec/game, 146.2 min. total, 1122.8 MB
utmost_conform v22 2262 games, 5644134 moves, e=0.010, loss: 71740.7, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.736, 6.102 sec/game, 146.3 min. total, 1126.5 MB
utmost_conform v22 2263 games, 5646695 moves, e=0.010, loss: 78675.6, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.738, 6.082 sec/game, 146.4 min. total, 1129.3 MB
utmost_conform v22 2264 games, 5649458 moves, e=0.010, loss: 84817.0, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.737, 6.120 sec/game, 146.6 min. total, 1132.9 MB
utmost_conform v22 2265 games, 5652463 moves, e=0.010, loss: 87486.2, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.734, 6.154 sec/game, 146.7 min. total, 1136.6 MB
utmost_conform v22 2266 games, 5655245 moves, e=0.010, loss: 80266.4, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.731, 6.169 sec/game, 146.8 min. total, 1139.2 MB
utmost_conform v22 2267 games, 5658055 moves, e=0.010, loss: 75544.6, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.729, 6.181 sec/game, 146.9 min. total, 1141.7 MB
utmost_conform v22 2268 games, 5660848 moves, e=0.010, loss: 67142.4, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.727, 6.211 sec/game, 147.0 min. total, 1141.7 MB
utmost_conform v22 2269 games, 5663537 moves, e=0.010, loss: 59468.1, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.727, 6.211 sec/game, 147.1 min. total, 1140.1 MB
utmost_conform v22 2270 games, 5666387 moves, e=0.010, loss: 56602.4, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.724, 6.250 sec/game, 147.2 min. total, 1140.7 MB
utmost_conform v22 2271 games, 5669116 moves, e=0.010, loss: 59307.4, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.724, 6.277 sec/game, 147.3 min. total, 1140.4 MB
utmost_conform v22 2272 games, 5671803 moves, e=0.010, loss: 59443.3, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.723, 6.297 sec/game, 147.4 min. total, 1139.8 MB
utmost_conform v22 2273 games, 5674790 moves, e=0.010, loss: 54529.7, -, 0.6% elo% vs. terrible_bot, avg. reward: -1.722, 6.346 sec/game, 147.6 min. total, 1142.2 MB
