demanding_wow v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 322.9 MB
demanding_wow v16 1131 games, 2097426 moves, e=0.010, loss: 26.2, -, 28.6% elo% vs. v13, avg. reward: 1.238, 9.143 sec/game, 35.1 min. total, 569.2 MB
demanding_wow v16 1132 games, 2101095 moves, e=0.010, loss: 27.5, -, 27.5% elo% vs. v13, avg. reward: 1.238, 9.141 sec/game, 35.2 min. total, 568.4 MB
demanding_wow v16 1133 games, 2104669 moves, e=0.010, loss: 28.2, -, 26.5% elo% vs. v13, avg. reward: 1.233, 9.128 sec/game, 35.3 min. total, 568.5 MB
demanding_wow v16 1134 games, 2108364 moves, e=0.010, loss: 28.2, -, 25.6% elo% vs. v13, avg. reward: 1.236, 9.114 sec/game, 35.5 min. total, 570.7 MB
demanding_wow v16 1135 games, 2112172 moves, e=0.010, loss: 26.1, -, 24.7% elo% vs. v13, avg. reward: 1.244, 9.106 sec/game, 35.6 min. total, 573.8 MB
demanding_wow v16 1136 games, 2116088 moves, e=0.010, loss: 26.2, +, 27.4% elo% vs. v13, avg. reward: 1.243, 9.074 sec/game, 35.8 min. total, 575.2 MB
demanding_wow v16 1137 games, 2119840 moves, e=0.010, loss: 24.5, +, 30.1% elo% vs. v13, avg. reward: 1.242, 9.091 sec/game, 35.9 min. total, 576.2 MB
demanding_wow v16 1138 games, 2123736 moves, e=0.010, loss: 22.7, -, 28.9% elo% vs. v13, avg. reward: 1.247, 9.103 sec/game, 36.1 min. total, 575.4 MB
demanding_wow v16 1139 games, 2127613 moves, e=0.010, loss: 25.2, -, 27.9% elo% vs. v13, avg. reward: 1.243, 9.052 sec/game, 36.2 min. total, 576.8 MB
demanding_wow v16 1140 games, 2131523 moves, e=0.010, loss: 25.4, -, 26.8% elo% vs. v13, avg. reward: 1.251, 9.058 sec/game, 36.4 min. total, 579.2 MB
demanding_wow v16 1141 games, 2135241 moves, e=0.010, loss: 24.3, +, 29.6% elo% vs. v13, avg. reward: 1.250, 9.000 sec/game, 36.5 min. total, 579.5 MB
demanding_wow v16 1142 games, 2138953 moves, e=0.010, loss: 27.8, -, 28.4% elo% vs. v13, avg. reward: 1.248, 8.955 sec/game, 36.6 min. total, 579.2 MB
demanding_wow v16 1143 games, 2142142 moves, e=0.010, loss: 29.8, -, 27.4% elo% vs. v13, avg. reward: 1.249, 8.848 sec/game, 36.8 min. total, 577.9 MB
demanding_wow v16 1144 games, 2145916 moves, e=0.010, loss: 31.4, -, 26.4% elo% vs. v13, avg. reward: 1.248, 8.820 sec/game, 36.9 min. total, 578.2 MB
demanding_wow v16 1145 games, 2150021 moves, e=0.010, loss: 29.7, -, 25.5% elo% vs. v13, avg. reward: 1.246, 8.831 sec/game, 37.1 min. total, 579.4 MB
demanding_wow v16 1146 games, 2153967 moves, e=0.010, loss: 25.5, +, 28.2% elo% vs. v13, avg. reward: 1.250, 8.792 sec/game, 37.2 min. total, 581.5 MB
demanding_wow v16 1147 games, 2157884 moves, e=0.010, loss: 26.3, -, 27.1% elo% vs. v13, avg. reward: 1.251, 8.753 sec/game, 37.4 min. total, 581.1 MB
demanding_wow v16 1148 games, 2161704 moves, e=0.010, loss: 29.8, -, 26.1% elo% vs. v13, avg. reward: 1.252, 8.741 sec/game, 37.5 min. total, 580.8 MB
demanding_wow v16 1149 games, 2165558 moves, e=0.010, loss: 31.4, -, 25.2% elo% vs. v13, avg. reward: 1.260, 8.712 sec/game, 37.7 min. total, 583.2 MB
demanding_wow v16 1150 games, 2169428 moves, e=0.010, loss: 29.0, -, 24.4% elo% vs. v13, avg. reward: 1.250, 8.713 sec/game, 37.8 min. total, 583.4 MB
demanding_wow v16 1151 games, 2173317 moves, e=0.010, loss: 25.6, -, 23.5% elo% vs. v13, avg. reward: 1.248, 8.737 sec/game, 38.0 min. total, 584.5 MB
demanding_wow v16 1152 games, 2177295 moves, e=0.010, loss: 23.4, -, 22.8% elo% vs. v13, avg. reward: 1.257, 8.769 sec/game, 38.1 min. total, 587.8 MB
demanding_wow v16 1153 games, 2181503 moves, e=0.010, loss: 25.1, -, 22.0% elo% vs. v13, avg. reward: 1.255, 8.837 sec/game, 38.3 min. total, 589.4 MB
demanding_wow v16 1154 games, 2185601 moves, e=0.010, loss: 28.5, -, 21.3% elo% vs. v13, avg. reward: 1.255, 8.897 sec/game, 38.4 min. total, 590.0 MB
demanding_wow v16 1155 games, 2189425 moves, e=0.010, loss: 29.1, -, 20.7% elo% vs. v13, avg. reward: 1.257, 8.889 sec/game, 38.6 min. total, 589.9 MB
demanding_wow v16 1156 games, 2193268 moves, e=0.010, loss: 29.6, -, 20.1% elo% vs. v13, avg. reward: 1.261, 8.894 sec/game, 38.7 min. total, 591.0 MB
demanding_wow v16 1157 games, 2197059 moves, e=0.010, loss: 29.3, -, 19.5% elo% vs. v13, avg. reward: 1.263, 8.897 sec/game, 38.9 min. total, 589.5 MB
demanding_wow v16 1158 games, 2200848 moves, e=0.010, loss: 27.1, -, 18.9% elo% vs. v13, avg. reward: 1.262, 8.875 sec/game, 39.0 min. total, 589.8 MB
demanding_wow v16 1159 games, 2204615 moves, e=0.010, loss: 26.2, -, 18.4% elo% vs. v13, avg. reward: 1.263, 8.875 sec/game, 39.2 min. total, 588.6 MB
demanding_wow v16 1160 games, 2208663 moves, e=0.010, loss: 27.0, +, 20.8% elo% vs. v13, avg. reward: 1.267, 8.878 sec/game, 39.3 min. total, 589.3 MB
demanding_wow v16 1161 games, 2212276 moves, e=0.010, loss: 28.5, -, 20.1% elo% vs. v13, avg. reward: 1.266, 8.860 sec/game, 39.5 min. total, 588.8 MB
demanding_wow v16 1162 games, 2216181 moves, e=0.010, loss: 26.1, +, 22.6% elo% vs. v13, avg. reward: 1.268, 8.888 sec/game, 39.6 min. total, 593.0 MB
demanding_wow v16 1163 games, 2220120 moves, e=0.010, loss: 29.5, -, 21.9% elo% vs. v13, avg. reward: 1.268, 8.967 sec/game, 39.8 min. total, 592.1 MB
demanding_wow v16 1164 games, 2224185 moves, e=0.010, loss: 33.3, -, 21.2% elo% vs. v13, avg. reward: 1.272, 9.007 sec/game, 39.9 min. total, 594.8 MB
demanding_wow v16 1165 games, 2228016 moves, e=0.010, loss: 32.1, -, 20.6% elo% vs. v13, avg. reward: 1.278, 8.968 sec/game, 40.1 min. total, 594.9 MB
demanding_wow v16 1166 games, 2231961 moves, e=0.010, loss: 41.7, -, 20.0% elo% vs. v13, avg. reward: 1.278, 8.991 sec/game, 40.2 min. total, 594.9 MB
demanding_wow v16 1167 games, 2235404 moves, e=0.010, loss: 38.7, -, 19.4% elo% vs. v13, avg. reward: 1.283, 8.957 sec/game, 40.4 min. total, 592.9 MB
demanding_wow v16 1168 games, 2238813 moves, e=0.010, loss: 43.3, -, 18.8% elo% vs. v13, avg. reward: 1.289, 8.912 sec/game, 40.5 min. total, 592.0 MB
demanding_wow v16 1169 games, 2242488 moves, e=0.010, loss: 40.4, -, 18.3% elo% vs. v13, avg. reward: 1.283, 8.900 sec/game, 40.6 min. total, 591.5 MB
demanding_wow v16 1170 games, 2246072 moves, e=0.010, loss: 42.1, -, 17.8% elo% vs. v13, avg. reward: 1.278, 8.863 sec/game, 40.8 min. total, 591.7 MB
demanding_wow v16 1171 games, 2249579 moves, e=0.010, loss: 38.8, -, 17.3% elo% vs. v13, avg. reward: 1.283, 8.807 sec/game, 40.9 min. total, 593.0 MB
demanding_wow v16 1172 games, 2253426 moves, e=0.010, loss: 40.6, -, 16.9% elo% vs. v13, avg. reward: 1.281, 8.793 sec/game, 41.0 min. total, 596.0 MB
demanding_wow v16 1173 games, 2257027 moves, e=0.010, loss: 42.5, -, 16.4% elo% vs. v13, avg. reward: 1.285, 8.734 sec/game, 41.2 min. total, 596.4 MB
demanding_wow v16 1174 games, 2260769 moves, e=0.010, loss: 42.5, -, 16.0% elo% vs. v13, avg. reward: 1.285, 8.686 sec/game, 41.3 min. total, 598.1 MB
demanding_wow v16 1175 games, 2264465 moves, e=0.010, loss: 46.9, -, 15.6% elo% vs. v13, avg. reward: 1.286, 8.680 sec/game, 41.5 min. total, 598.8 MB
demanding_wow v16 1176 games, 2267999 moves, e=0.010, loss: 41.7, -, 15.3% elo% vs. v13, avg. reward: 1.290, 8.642 sec/game, 41.6 min. total, 598.4 MB
demanding_wow v16 1177 games, 2271876 moves, e=0.010, loss: 34.0, -, 14.9% elo% vs. v13, avg. reward: 1.297, 8.658 sec/game, 41.8 min. total, 598.2 MB
demanding_wow v16 1178 games, 2275599 moves, e=0.010, loss: 38.3, -, 14.6% elo% vs. v13, avg. reward: 1.295, 8.652 sec/game, 41.9 min. total, 599.7 MB
demanding_wow v16 1179 games, 2279343 moves, e=0.010, loss: 37.3, -, 14.2% elo% vs. v13, avg. reward: 1.306, 8.645 sec/game, 42.1 min. total, 600.6 MB
demanding_wow v16 1180 games, 2283092 moves, e=0.010, loss: 33.8, -, 13.9% elo% vs. v13, avg. reward: 1.304, 8.615 sec/game, 42.2 min. total, 602.1 MB
demanding_wow v16 1181 games, 2286898 moves, e=0.010, loss: 34.6, -, 13.6% elo% vs. v13, avg. reward: 1.303, 8.639 sec/game, 42.3 min. total, 603.4 MB
demanding_wow v16 1182 games, 2290354 moves, e=0.010, loss: 35.5, -, 13.3% elo% vs. v13, avg. reward: 1.302, 8.586 sec/game, 42.5 min. total, 605.9 MB
demanding_wow v16 1183 games, 2294288 moves, e=0.010, loss: 31.3, -, 13.0% elo% vs. v13, avg. reward: 1.288, 8.591 sec/game, 42.6 min. total, 606.0 MB
demanding_wow v16 1184 games, 2298229 moves, e=0.010, loss: 26.0, ., 13.8% elo% vs. v13, avg. reward: 1.280, 8.562 sec/game, 42.8 min. total, 607.5 MB
demanding_wow v16 1185 games, 2301696 moves, e=0.010, loss: 21.5, -, 13.5% elo% vs. v13, avg. reward: 1.281, 8.533 sec/game, 42.9 min. total, 607.0 MB
demanding_wow v16 1186 games, 2305469 moves, e=0.010, loss: 18.1, -, 13.2% elo% vs. v13, avg. reward: 1.279, 8.510 sec/game, 43.1 min. total, 609.7 MB
demanding_wow v16 1187 games, 2309015 moves, e=0.010, loss: 20.7, -, 13.0% elo% vs. v13, avg. reward: 1.273, 8.508 sec/game, 43.2 min. total, 607.1 MB
demanding_wow v16 1188 games, 2312824 moves, e=0.010, loss: 24.1, -, 12.7% elo% vs. v13, avg. reward: 1.275, 8.548 sec/game, 43.3 min. total, 609.5 MB
demanding_wow v16 1189 games, 2316587 moves, e=0.010, loss: 26.4, -, 12.4% elo% vs. v13, avg. reward: 1.281, 8.564 sec/game, 43.5 min. total, 610.5 MB
demanding_wow v16 1190 games, 2320147 moves, e=0.010, loss: 27.8, -, 12.2% elo% vs. v13, avg. reward: 1.286, 8.568 sec/game, 43.6 min. total, 611.1 MB
demanding_wow v16 1191 games, 2323809 moves, e=0.010, loss: 30.5, -, 11.9% elo% vs. v13, avg. reward: 1.293, 8.585 sec/game, 43.8 min. total, 610.6 MB
demanding_wow v16 1192 games, 2327671 moves, e=0.010, loss: 30.8, -, 11.7% elo% vs. v13, avg. reward: 1.283, 8.589 sec/game, 43.9 min. total, 612.2 MB
demanding_wow v16 1193 games, 2331291 moves, e=0.010, loss: 26.4, -, 11.5% elo% vs. v13, avg. reward: 1.278, 8.601 sec/game, 44.1 min. total, 611.8 MB
demanding_wow v16 1194 games, 2334998 moves, e=0.010, loss: 20.5, -, 11.3% elo% vs. v13, avg. reward: 1.276, 8.593 sec/game, 44.2 min. total, 611.9 MB
demanding_wow v16 1195 games, 2338660 moves, e=0.010, loss: 23.2, -, 11.1% elo% vs. v13, avg. reward: 1.278, 8.590 sec/game, 44.3 min. total, 612.4 MB
demanding_wow v16 1196 games, 2342003 moves, e=0.010, loss: 23.8, -, 10.9% elo% vs. v13, avg. reward: 1.273, 8.564 sec/game, 44.5 min. total, 611.7 MB
demanding_wow v16 1197 games, 2345675 moves, e=0.010, loss: 22.5, -, 10.7% elo% vs. v13, avg. reward: 1.275, 8.526 sec/game, 44.6 min. total, 612.5 MB
demanding_wow v16 1198 games, 2349587 moves, e=0.010, loss: 21.9, -, 10.5% elo% vs. v13, avg. reward: 1.274, 8.561 sec/game, 44.8 min. total, 613.3 MB
demanding_wow v16 1199 games, 2353526 moves, e=0.010, loss: 22.4, -, 10.3% elo% vs. v13, avg. reward: 1.283, 8.568 sec/game, 44.9 min. total, 618.6 MB
demanding_wow v16 1200 games, 2357337 moves, e=0.010, loss: 26.2, -, 10.1% elo% vs. v13, avg. reward: 1.283, 8.580 sec/game, 45.1 min. total, 619.1 MB
demanding_wow v17 1201 games, 2361064 moves, e=0.010, loss: 25.9, -, 47.7% elo% vs. v13, avg. reward: 1.287, 8.585 sec/game, 45.2 min. total, 617.5 MB
demanding_wow v17 1202 games, 2364774 moves, e=0.010, loss: 26.3, -, 45.5% elo% vs. v13, avg. reward: 1.289, 8.613 sec/game, 45.3 min. total, 618.4 MB
demanding_wow v17 1203 games, 2368707 moves, e=0.010, loss: 28.0, +, 48.0% elo% vs. v13, avg. reward: 1.285, 8.629 sec/game, 45.5 min. total, 619.5 MB
demanding_wow v17 1204 games, 2372676 moves, e=0.010, loss: 23.1, -, 45.8% elo% vs. v13, avg. reward: 1.281, 8.649 sec/game, 45.7 min. total, 622.7 MB
demanding_wow v17 1205 games, 2376510 moves, e=0.010, loss: 20.3, -, 43.7% elo% vs. v13, avg. reward: 1.274, 8.678 sec/game, 45.8 min. total, 622.8 MB
demanding_wow v17 1206 games, 2380416 moves, e=0.010, loss: 20.7, -, 41.8% elo% vs. v13, avg. reward: 1.272, 8.695 sec/game, 46.0 min. total, 622.2 MB
demanding_wow v17 1207 games, 2384434 moves, e=0.010, loss: 22.8, -, 39.9% elo% vs. v13, avg. reward: 1.273, 8.734 sec/game, 46.1 min. total, 622.8 MB
demanding_wow v17 1208 games, 2388723 moves, e=0.010, loss: 21.7, +, 42.6% elo% vs. v13, avg. reward: 1.271, 8.785 sec/game, 46.3 min. total, 626.6 MB
demanding_wow v17 1209 games, 2392545 moves, e=0.010, loss: 21.6, -, 40.7% elo% vs. v13, avg. reward: 1.262, 8.779 sec/game, 46.4 min. total, 626.0 MB
demanding_wow v17 1210 games, 2396384 moves, e=0.010, loss: 23.8, -, 38.9% elo% vs. v13, avg. reward: 1.263, 8.814 sec/game, 46.6 min. total, 625.1 MB
demanding_wow v17 1211 games, 2400276 moves, e=0.010, loss: 21.8, -, 37.2% elo% vs. v13, avg. reward: 1.261, 8.849 sec/game, 46.7 min. total, 626.8 MB
demanding_wow v17 1212 games, 2403767 moves, e=0.010, loss: 20.5, -, 35.6% elo% vs. v13, avg. reward: 1.255, 8.817 sec/game, 46.8 min. total, 625.9 MB
demanding_wow v17 1213 games, 2407250 moves, e=0.010, loss: 19.3, -, 34.1% elo% vs. v13, avg. reward: 1.256, 8.785 sec/game, 47.0 min. total, 624.2 MB
demanding_wow v17 1214 games, 2411213 moves, e=0.010, loss: 16.7, -, 32.7% elo% vs. v13, avg. reward: 1.256, 8.819 sec/game, 47.1 min. total, 625.6 MB
demanding_wow v17 1215 games, 2415443 moves, e=0.010, loss: 17.6, -, 31.4% elo% vs. v13, avg. reward: 1.258, 8.886 sec/game, 47.3 min. total, 628.5 MB
demanding_wow v17 1216 games, 2419090 moves, e=0.010, loss: 18.7, -, 30.2% elo% vs. v13, avg. reward: 1.254, 8.926 sec/game, 47.4 min. total, 631.4 MB
demanding_wow v17 1217 games, 2422987 moves, e=0.010, loss: 18.5, ., 30.9% elo% vs. v13, avg. reward: 1.256, 8.942 sec/game, 47.6 min. total, 630.0 MB
demanding_wow v17 1218 games, 2426896 moves, e=0.010, loss: 20.5, -, 29.7% elo% vs. v13, avg. reward: 1.255, 8.941 sec/game, 47.7 min. total, 630.9 MB
demanding_wow v17 1219 games, 2430709 moves, e=0.010, loss: 21.5, -, 28.6% elo% vs. v13, avg. reward: 1.259, 8.926 sec/game, 47.9 min. total, 631.3 MB
demanding_wow v17 1220 games, 2434563 moves, e=0.010, loss: 21.2, -, 27.5% elo% vs. v13, avg. reward: 1.262, 8.932 sec/game, 48.0 min. total, 632.6 MB
demanding_wow v17 1221 games, 2438576 moves, e=0.010, loss: 22.5, -, 26.5% elo% vs. v13, avg. reward: 1.262, 8.958 sec/game, 48.2 min. total, 634.7 MB
demanding_wow v17 1222 games, 2442363 moves, e=0.010, loss: 26.2, +, 29.3% elo% vs. v13, avg. reward: 1.264, 8.966 sec/game, 48.3 min. total, 632.3 MB
demanding_wow v17 1223 games, 2445983 moves, e=0.010, loss: 23.5, ., 30.1% elo% vs. v13, avg. reward: 1.263, 8.923 sec/game, 48.5 min. total, 634.0 MB
demanding_wow v17 1224 games, 2449851 moves, e=0.010, loss: 22.9, -, 28.9% elo% vs. v13, avg. reward: 1.263, 8.925 sec/game, 48.6 min. total, 637.5 MB
demanding_wow v17 1225 games, 2454015 moves, e=0.010, loss: 20.2, ., 29.7% elo% vs. v13, avg. reward: 1.265, 8.954 sec/game, 48.8 min. total, 637.6 MB
demanding_wow v17 1226 games, 2457921 moves, e=0.010, loss: 20.5, -, 28.6% elo% vs. v13, avg. reward: 1.266, 8.970 sec/game, 48.9 min. total, 637.3 MB
demanding_wow v17 1227 games, 2462081 moves, e=0.010, loss: 19.8, -, 27.5% elo% vs. v13, avg. reward: 1.265, 9.004 sec/game, 49.1 min. total, 640.5 MB
demanding_wow v17 1228 games, 2466076 moves, e=0.010, loss: 17.7, +, 30.3% elo% vs. v13, avg. reward: 1.266, 8.980 sec/game, 49.3 min. total, 642.3 MB
demanding_wow v17 1229 games, 2470555 moves, e=0.010, loss: 18.5, -, 29.1% elo% vs. v13, avg. reward: 1.275, 9.044 sec/game, 49.4 min. total, 642.5 MB
demanding_wow v17 1230 games, 2474723 moves, e=0.010, loss: 16.5, -, 28.0% elo% vs. v13, avg. reward: 1.267, 9.081 sec/game, 49.6 min. total, 642.3 MB
demanding_wow v17 1231 games, 2478790 moves, e=0.010, loss: 16.9, -, 27.0% elo% vs. v13, avg. reward: 1.264, 9.098 sec/game, 49.7 min. total, 642.0 MB
demanding_wow v17 1232 games, 2482816 moves, e=0.010, loss: 18.4, +, 29.7% elo% vs. v13, avg. reward: 1.263, 9.166 sec/game, 49.9 min. total, 641.5 MB
demanding_wow v17 1233 games, 2486956 moves, e=0.010, loss: 17.4, +, 32.5% elo% vs. v13, avg. reward: 1.263, 9.253 sec/game, 50.1 min. total, 644.1 MB
demanding_wow v17 1234 games, 2491150 moves, e=0.010, loss: 21.6, -, 31.2% elo% vs. v13, avg. reward: 1.259, 9.280 sec/game, 50.2 min. total, 644.7 MB
demanding_wow v17 1235 games, 2495357 moves, e=0.010, loss: 20.7, -, 30.0% elo% vs. v13, avg. reward: 1.258, 9.265 sec/game, 50.4 min. total, 645.0 MB
demanding_wow v17 1236 games, 2499565 moves, e=0.010, loss: 22.8, -, 28.8% elo% vs. v13, avg. reward: 1.259, 9.333 sec/game, 50.6 min. total, 645.6 MB
demanding_wow v17 1237 games, 2503540 moves, e=0.010, loss: 20.8, ., 29.6% elo% vs. v13, avg. reward: 1.257, 9.354 sec/game, 50.7 min. total, 646.5 MB
demanding_wow v17 1238 games, 2507353 moves, e=0.010, loss: 23.9, ., 30.4% elo% vs. v13, avg. reward: 1.249, 9.341 sec/game, 50.9 min. total, 647.7 MB
demanding_wow v17 1239 games, 2511413 moves, e=0.010, loss: 22.9, -, 29.2% elo% vs. v13, avg. reward: 1.249, 9.384 sec/game, 51.0 min. total, 647.5 MB
demanding_wow v17 1240 games, 2515267 moves, e=0.010, loss: 22.4, -, 28.1% elo% vs. v13, avg. reward: 1.248, 9.395 sec/game, 51.2 min. total, 647.5 MB
demanding_wow v17 1241 games, 2519177 moves, e=0.010, loss: 19.5, -, 27.1% elo% vs. v13, avg. reward: 1.249, 9.388 sec/game, 51.3 min. total, 648.0 MB
demanding_wow v17 1242 games, 2522764 moves, e=0.010, loss: 21.1, -, 26.1% elo% vs. v13, avg. reward: 1.251, 9.364 sec/game, 51.5 min. total, 646.8 MB
demanding_wow v17 1243 games, 2526515 moves, e=0.010, loss: 23.5, -, 25.2% elo% vs. v13, avg. reward: 1.253, 9.360 sec/game, 51.6 min. total, 644.8 MB
demanding_wow v17 1244 games, 2530297 moves, e=0.010, loss: 24.0, -, 24.3% elo% vs. v13, avg. reward: 1.252, 9.337 sec/game, 51.7 min. total, 649.3 MB
demanding_wow v17 1245 games, 2534476 moves, e=0.010, loss: 26.2, -, 23.5% elo% vs. v13, avg. reward: 1.259, 9.355 sec/game, 51.9 min. total, 650.6 MB
demanding_wow v17 1246 games, 2538467 moves, e=0.010, loss: 26.5, -, 22.8% elo% vs. v13, avg. reward: 1.254, 9.355 sec/game, 52.1 min. total, 651.5 MB
demanding_wow v17 1247 games, 2542140 moves, e=0.010, loss: 28.6, -, 22.0% elo% vs. v13, avg. reward: 1.253, 9.295 sec/game, 52.2 min. total, 649.7 MB
demanding_wow v17 1248 games, 2545871 moves, e=0.010, loss: 28.0, -, 21.3% elo% vs. v13, avg. reward: 1.251, 9.276 sec/game, 52.3 min. total, 650.6 MB
demanding_wow v17 1249 games, 2549303 moves, e=0.010, loss: 31.7, -, 20.7% elo% vs. v13, avg. reward: 1.256, 9.169 sec/game, 52.5 min. total, 649.4 MB
demanding_wow v17 1250 games, 2553328 moves, e=0.010, loss: 28.7, -, 20.1% elo% vs. v13, avg. reward: 1.265, 9.143 sec/game, 52.6 min. total, 652.6 MB
demanding_wow v17 1251 games, 2557104 moves, e=0.010, loss: 29.3, -, 19.5% elo% vs. v13, avg. reward: 1.265, 9.110 sec/game, 52.8 min. total, 655.6 MB
demanding_wow v17 1252 games, 2561031 moves, e=0.010, loss: 28.4, -, 18.9% elo% vs. v13, avg. reward: 1.263, 9.083 sec/game, 52.9 min. total, 658.1 MB
demanding_wow v17 1253 games, 2564879 moves, e=0.010, loss: 29.3, -, 18.4% elo% vs. v13, avg. reward: 1.264, 9.034 sec/game, 53.1 min. total, 656.6 MB
demanding_wow v17 1254 games, 2568514 moves, e=0.010, loss: 31.2, -, 17.9% elo% vs. v13, avg. reward: 1.264, 8.959 sec/game, 53.2 min. total, 657.4 MB
demanding_wow v17 1255 games, 2572533 moves, e=0.010, loss: 30.2, +, 20.2% elo% vs. v13, avg. reward: 1.263, 8.958 sec/game, 53.4 min. total, 656.1 MB
demanding_wow v17 1256 games, 2576190 moves, e=0.010, loss: 33.0, -, 19.6% elo% vs. v13, avg. reward: 1.260, 8.899 sec/game, 53.5 min. total, 657.0 MB
demanding_wow v17 1257 games, 2580215 moves, e=0.010, loss: 29.9, +, 22.1% elo% vs. v13, avg. reward: 1.257, 8.898 sec/game, 53.7 min. total, 659.3 MB
demanding_wow v17 1258 games, 2584185 moves, e=0.010, loss: 28.4, -, 21.4% elo% vs. v13, avg. reward: 1.259, 8.913 sec/game, 53.8 min. total, 659.1 MB
demanding_wow v17 1259 games, 2588161 moves, e=0.010, loss: 32.6, +, 23.9% elo% vs. v13, avg. reward: 1.257, 8.916 sec/game, 54.0 min. total, 660.6 MB
demanding_wow v17 1260 games, 2592247 moves, e=0.010, loss: 32.2, -, 23.1% elo% vs. v13, avg. reward: 1.253, 8.923 sec/game, 54.1 min. total, 662.3 MB
demanding_wow v17 1261 games, 2596311 moves, e=0.010, loss: 31.8, -, 22.4% elo% vs. v13, avg. reward: 1.255, 8.945 sec/game, 54.3 min. total, 663.1 MB
demanding_wow v17 1262 games, 2600558 moves, e=0.010, loss: 32.9, -, 21.7% elo% vs. v13, avg. reward: 1.251, 9.018 sec/game, 54.5 min. total, 662.3 MB
demanding_wow v17 1263 games, 2604520 moves, e=0.010, loss: 30.7, +, 24.2% elo% vs. v13, avg. reward: 1.253, 9.045 sec/game, 54.6 min. total, 663.8 MB
demanding_wow v17 1264 games, 2608585 moves, e=0.010, loss: 31.6, -, 23.4% elo% vs. v13, avg. reward: 1.251, 9.093 sec/game, 54.8 min. total, 663.6 MB
demanding_wow v17 1265 games, 2612180 moves, e=0.010, loss: 31.1, -, 22.6% elo% vs. v13, avg. reward: 1.251, 9.020 sec/game, 54.9 min. total, 662.3 MB
demanding_wow v17 1266 games, 2616126 moves, e=0.010, loss: 34.3, -, 21.9% elo% vs. v13, avg. reward: 1.248, 9.002 sec/game, 55.1 min. total, 664.1 MB
demanding_wow v17 1267 games, 2619905 moves, e=0.010, loss: 36.6, +, 24.5% elo% vs. v13, avg. reward: 1.243, 9.034 sec/game, 55.2 min. total, 663.6 MB
demanding_wow v17 1268 games, 2623667 moves, e=0.010, loss: 32.7, +, 27.1% elo% vs. v13, avg. reward: 1.239, 9.025 sec/game, 55.4 min. total, 663.6 MB
demanding_wow v17 1269 games, 2627584 moves, e=0.010, loss: 31.6, -, 26.2% elo% vs. v13, avg. reward: 1.239, 9.088 sec/game, 55.5 min. total, 666.9 MB
demanding_wow v17 1270 games, 2631319 moves, e=0.010, loss: 28.1, -, 25.2% elo% vs. v13, avg. reward: 1.236, 9.070 sec/game, 55.7 min. total, 667.1 MB
demanding_wow v17 1271 games, 2635226 moves, e=0.010, loss: 27.8, -, 24.4% elo% vs. v13, avg. reward: 1.237, 9.081 sec/game, 55.8 min. total, 665.9 MB
demanding_wow v17 1272 games, 2638772 moves, e=0.010, loss: 30.0, -, 23.6% elo% vs. v13, avg. reward: 1.239, 9.046 sec/game, 55.9 min. total, 664.3 MB
demanding_wow v17 1273 games, 2642469 moves, e=0.010, loss: 31.1, -, 22.8% elo% vs. v13, avg. reward: 1.237, 9.036 sec/game, 56.1 min. total, 666.5 MB
demanding_wow v17 1274 games, 2645883 moves, e=0.010, loss: 30.7, -, 22.1% elo% vs. v13, avg. reward: 1.239, 9.020 sec/game, 56.2 min. total, 665.8 MB
