annuity_bulge v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 304.7 MB
annuity_bulge v11 745 games, 884403 moves, e=0.124, loss: 297.3, -, 11.9% elo% vs. simple_bot, avg. reward: 1.664, 7.291 sec/game, 39.6 min. total, 724.7 MB
annuity_bulge v11 746 games, 887103 moves, e=0.122, loss: 280.3, -, 11.7% elo% vs. simple_bot, avg. reward: 1.730, 7.300 sec/game, 39.8 min. total, 725.7 MB
annuity_bulge v11 747 games, 890010 moves, e=0.119, loss: 260.3, -, 11.4% elo% vs. simple_bot, avg. reward: 1.803, 7.337 sec/game, 39.9 min. total, 725.6 MB
annuity_bulge v11 748 games, 893453 moves, e=0.115, loss: 276.6, -, 11.2% elo% vs. simple_bot, avg. reward: 1.901, 7.439 sec/game, 40.0 min. total, 727.6 MB
annuity_bulge v11 749 games, 897115 moves, e=0.112, loss: 265.3, -, 11.0% elo% vs. simple_bot, avg. reward: 2.000, 7.563 sec/game, 40.2 min. total, 730.4 MB
annuity_bulge v11 750 games, 900610 moves, e=0.108, loss: 283.6, -, 10.8% elo% vs. simple_bot, avg. reward: 2.133, 7.663 sec/game, 40.3 min. total, 735.9 MB
annuity_bulge v11 751 games, 903315 moves, e=0.106, loss: 352.2, -, 10.6% elo% vs. simple_bot, avg. reward: 2.209, 7.663 sec/game, 40.5 min. total, 729.4 MB
annuity_bulge v11 752 games, 906393 moves, e=0.103, loss: 365.8, -, 10.4% elo% vs. simple_bot, avg. reward: 2.287, 7.729 sec/game, 40.6 min. total, 728.9 MB
annuity_bulge v11 753 games, 908945 moves, e=0.100, loss: 401.7, -, 10.3% elo% vs. simple_bot, avg. reward: 2.323, 7.715 sec/game, 40.7 min. total, 731.0 MB
annuity_bulge v11 754 games, 911989 moves, e=0.097, loss: 379.3, -, 10.1% elo% vs. simple_bot, avg. reward: 2.389, 7.750 sec/game, 40.8 min. total, 733.3 MB
annuity_bulge v11 755 games, 915158 moves, e=0.094, loss: 369.4, -, 9.9% elo% vs. simple_bot, avg. reward: 2.469, 7.741 sec/game, 41.0 min. total, 732.5 MB
annuity_bulge v11 756 games, 918145 moves, e=0.091, loss: 351.6, -, 9.8% elo% vs. simple_bot, avg. reward: 2.518, 7.795 sec/game, 41.1 min. total, 734.2 MB
annuity_bulge v11 757 games, 921143 moves, e=0.088, loss: 328.2, -, 9.6% elo% vs. simple_bot, avg. reward: 2.578, 7.819 sec/game, 41.2 min. total, 736.6 MB
annuity_bulge v11 758 games, 924132 moves, e=0.085, loss: 328.9, -, 9.5% elo% vs. simple_bot, avg. reward: 2.638, 7.815 sec/game, 41.4 min. total, 736.6 MB
annuity_bulge v11 759 games, 927839 moves, e=0.081, loss: 308.8, -, 9.3% elo% vs. simple_bot, avg. reward: 2.756, 7.834 sec/game, 41.5 min. total, 736.9 MB
annuity_bulge v11 760 games, 931493 moves, e=0.078, loss: 343.4, -, 9.2% elo% vs. simple_bot, avg. reward: 2.869, 7.938 sec/game, 41.7 min. total, 737.1 MB
annuity_bulge v11 761 games, 934819 moves, e=0.075, loss: 351.8, -, 9.0% elo% vs. simple_bot, avg. reward: 2.935, 7.965 sec/game, 41.8 min. total, 743.1 MB
annuity_bulge v11 762 games, 937627 moves, e=0.072, loss: 447.9, -, 8.9% elo% vs. simple_bot, avg. reward: 2.995, 7.958 sec/game, 41.9 min. total, 739.3 MB
annuity_bulge v11 763 games, 940348 moves, e=0.069, loss: 483.1, -, 8.8% elo% vs. simple_bot, avg. reward: 3.061, 7.964 sec/game, 42.1 min. total, 738.2 MB
annuity_bulge v11 764 games, 943611 moves, e=0.066, loss: 422.3, -, 8.6% elo% vs. simple_bot, avg. reward: 3.133, 7.982 sec/game, 42.2 min. total, 739.9 MB
annuity_bulge v11 765 games, 947137 moves, e=0.062, loss: 362.7, -, 8.5% elo% vs. simple_bot, avg. reward: 3.241, 8.113 sec/game, 42.3 min. total, 740.4 MB
annuity_bulge v11 766 games, 950560 moves, e=0.059, loss: 269.6, -, 8.4% elo% vs. simple_bot, avg. reward: 3.331, 8.205 sec/game, 42.5 min. total, 743.4 MB
annuity_bulge v11 767 games, 953731 moves, e=0.056, loss: 290.4, -, 8.3% elo% vs. simple_bot, avg. reward: 3.393, 8.243 sec/game, 42.6 min. total, 742.7 MB
annuity_bulge v11 768 games, 957283 moves, e=0.052, loss: 265.9, -, 8.1% elo% vs. simple_bot, avg. reward: 3.499, 8.234 sec/game, 42.8 min. total, 743.3 MB
annuity_bulge v11 769 games, 960787 moves, e=0.049, loss: 269.7, -, 8.0% elo% vs. simple_bot, avg. reward: 3.610, 8.246 sec/game, 42.9 min. total, 744.0 MB
annuity_bulge v11 770 games, 964426 moves, e=0.045, loss: 212.7, -, 7.9% elo% vs. simple_bot, avg. reward: 3.723, 8.242 sec/game, 43.1 min. total, 744.7 MB
annuity_bulge v11 771 games, 968776 moves, e=0.041, loss: 195.3, -, 7.8% elo% vs. simple_bot, avg. reward: 3.849, 8.455 sec/game, 43.3 min. total, 734.7 MB
annuity_bulge v11 772 games, 972882 moves, e=0.037, loss: 250.3, -, 7.7% elo% vs. simple_bot, avg. reward: 3.983, 8.593 sec/game, 43.5 min. total, 737.2 MB
annuity_bulge v11 773 games, 977097 moves, e=0.033, loss: 296.1, -, 7.6% elo% vs. simple_bot, avg. reward: 4.117, 8.829 sec/game, 43.6 min. total, 738.9 MB
annuity_bulge v11 774 games, 980825 moves, e=0.029, loss: 312.3, -, 7.5% elo% vs. simple_bot, avg. reward: 4.229, 8.923 sec/game, 43.8 min. total, 739.4 MB
annuity_bulge v11 775 games, 984404 moves, e=0.025, loss: 348.3, -, 7.4% elo% vs. simple_bot, avg. reward: 4.317, 8.994 sec/game, 44.0 min. total, 740.7 MB
annuity_bulge v11 776 games, 987318 moves, e=0.023, loss: 435.1, -, 7.3% elo% vs. simple_bot, avg. reward: 4.369, 9.006 sec/game, 44.1 min. total, 737.8 MB
annuity_bulge v11 777 games, 991015 moves, e=0.019, loss: 407.1, -, 7.2% elo% vs. simple_bot, avg. reward: 4.478, 9.169 sec/game, 44.3 min. total, 736.3 MB
