fifth_squid v0 0 games, 0 moves, e=1.000, loss: nan,  , 50.0% elo% vs. , avg. reward: nan, nan sec/game, 0.0 min. total, 302.1 MB
fifth_squid v3 466 games, 381820 moves, e=0.622, loss: 868.7, -, 1.4% elo% vs. random_no_suicide, avg. reward: 12.955, 1.946 sec/game, 12.5 min. total, 554.0 MB
fifth_squid v3 467 games, 382666 moves, e=0.621, loss: 810.8, -, 1.4% elo% vs. random_no_suicide, avg. reward: 12.940, 1.950 sec/game, 12.6 min. total, 556.2 MB
fifth_squid v3 468 games, 383597 moves, e=0.620, loss: 816.6, -, 1.4% elo% vs. random_no_suicide, avg. reward: 12.953, 1.954 sec/game, 12.6 min. total, 556.6 MB
fifth_squid v3 469 games, 384710 moves, e=0.619, loss: 848.1, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.959, 1.980 sec/game, 12.7 min. total, 557.0 MB
fifth_squid v3 470 games, 385804 moves, e=0.618, loss: 805.2, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.955, 1.979 sec/game, 12.7 min. total, 557.1 MB
fifth_squid v3 471 games, 386675 moves, e=0.617, loss: 787.6, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.957, 1.968 sec/game, 12.7 min. total, 557.2 MB
fifth_squid v3 472 games, 387550 moves, e=0.616, loss: 766.3, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.953, 1.968 sec/game, 12.7 min. total, 557.2 MB
fifth_squid v3 473 games, 388487 moves, e=0.615, loss: 791.1, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.941, 1.966 sec/game, 12.8 min. total, 556.8 MB
fifth_squid v3 474 games, 389362 moves, e=0.615, loss: 792.7, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.929, 1.946 sec/game, 12.8 min. total, 557.3 MB
fifth_squid v3 475 games, 390509 moves, e=0.613, loss: 767.9, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.928, 1.975 sec/game, 12.9 min. total, 557.2 MB
fifth_squid v3 476 games, 391542 moves, e=0.612, loss: 756.0, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.914, 1.987 sec/game, 12.9 min. total, 557.5 MB
fifth_squid v3 477 games, 392517 moves, e=0.611, loss: 784.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.917, 1.987 sec/game, 12.9 min. total, 559.4 MB
fifth_squid v3 478 games, 393243 moves, e=0.611, loss: 761.2, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.917, 1.975 sec/game, 12.9 min. total, 558.8 MB
fifth_squid v3 479 games, 394223 moves, e=0.610, loss: 764.7, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.901, 1.966 sec/game, 13.0 min. total, 559.3 MB
fifth_squid v3 480 games, 395277 moves, e=0.609, loss: 739.2, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.896, 1.988 sec/game, 13.0 min. total, 559.3 MB
fifth_squid v3 481 games, 396278 moves, e=0.608, loss: 715.3, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.873, 1.991 sec/game, 13.1 min. total, 559.1 MB
fifth_squid v3 482 games, 397227 moves, e=0.607, loss: 751.8, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.867, 1.991 sec/game, 13.1 min. total, 558.8 MB
fifth_squid v3 483 games, 398213 moves, e=0.606, loss: 741.8, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.869, 2.002 sec/game, 13.1 min. total, 559.4 MB
fifth_squid v3 484 games, 399197 moves, e=0.605, loss: 740.0, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.852, 2.000 sec/game, 13.2 min. total, 559.5 MB
fifth_squid v3 485 games, 400227 moves, e=0.604, loss: 714.6, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.858, 2.026 sec/game, 13.2 min. total, 560.6 MB
fifth_squid v3 486 games, 401241 moves, e=0.603, loss: 717.3, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.864, 2.055 sec/game, 13.2 min. total, 562.2 MB
fifth_squid v3 487 games, 402183 moves, e=0.602, loss: 745.6, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.864, 2.068 sec/game, 13.3 min. total, 563.1 MB
fifth_squid v3 488 games, 403165 moves, e=0.601, loss: 748.9, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.865, 2.067 sec/game, 13.3 min. total, 563.3 MB
fifth_squid v3 489 games, 404108 moves, e=0.600, loss: 707.3, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.862, 2.051 sec/game, 13.3 min. total, 563.6 MB
fifth_squid v3 490 games, 405048 moves, e=0.599, loss: 725.2, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.843, 2.033 sec/game, 13.4 min. total, 563.9 MB
fifth_squid v3 491 games, 406062 moves, e=0.598, loss: 710.7, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.839, 2.056 sec/game, 13.4 min. total, 563.8 MB
fifth_squid v3 492 games, 407070 moves, e=0.597, loss: 725.7, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.828, 2.066 sec/game, 13.4 min. total, 564.0 MB
fifth_squid v3 493 games, 407938 moves, e=0.596, loss: 685.0, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.826, 2.057 sec/game, 13.5 min. total, 564.2 MB
fifth_squid v3 494 games, 408846 moves, e=0.595, loss: 703.5, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.817, 2.068 sec/game, 13.5 min. total, 564.4 MB
fifth_squid v3 495 games, 409810 moves, e=0.594, loss: 727.9, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.803, 2.041 sec/game, 13.5 min. total, 564.0 MB
fifth_squid v3 496 games, 410809 moves, e=0.593, loss: 762.7, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.796, 2.039 sec/game, 13.6 min. total, 565.4 MB
fifth_squid v3 497 games, 411768 moves, e=0.592, loss: 734.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.790, 2.034 sec/game, 13.6 min. total, 565.5 MB
fifth_squid v3 498 games, 412746 moves, e=0.591, loss: 697.2, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.778, 2.056 sec/game, 13.6 min. total, 565.7 MB
fifth_squid v3 499 games, 413860 moves, e=0.590, loss: 685.4, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.781, 2.077 sec/game, 13.7 min. total, 565.5 MB
fifth_squid v3 500 games, 414910 moves, e=0.589, loss: 725.2, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.782, 2.066 sec/game, 13.7 min. total, 565.9 MB
fifth_squid v3 501 games, 415792 moves, e=0.588, loss: 689.7, -, 1.3% elo% vs. random_no_suicide, avg. reward: 12.778, 2.064 sec/game, 13.7 min. total, 566.1 MB
fifth_squid v3 502 games, 416691 moves, e=0.587, loss: 719.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.774, 2.056 sec/game, 13.8 min. total, 565.9 MB
fifth_squid v3 503 games, 417598 moves, e=0.587, loss: 669.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.787, 2.045 sec/game, 13.8 min. total, 567.7 MB
fifth_squid v3 504 games, 418722 moves, e=0.585, loss: 644.6, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.783, 2.064 sec/game, 13.8 min. total, 569.3 MB
fifth_squid v3 505 games, 419793 moves, e=0.584, loss: 637.7, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.798, 2.069 sec/game, 13.9 min. total, 568.7 MB
fifth_squid v3 506 games, 420787 moves, e=0.583, loss: 626.1, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.777, 2.061 sec/game, 13.9 min. total, 568.9 MB
fifth_squid v3 507 games, 421668 moves, e=0.583, loss: 662.7, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.772, 2.042 sec/game, 13.9 min. total, 568.8 MB
fifth_squid v3 508 games, 422721 moves, e=0.582, loss: 639.9, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.766, 2.051 sec/game, 14.0 min. total, 568.9 MB
fifth_squid v3 509 games, 423787 moves, e=0.580, loss: 619.1, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.756, 2.055 sec/game, 14.0 min. total, 568.9 MB
fifth_squid v3 510 games, 424721 moves, e=0.580, loss: 656.9, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.753, 2.075 sec/game, 14.1 min. total, 568.8 MB
fifth_squid v3 511 games, 425576 moves, e=0.579, loss: 642.7, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.744, 2.054 sec/game, 14.1 min. total, 568.7 MB
fifth_squid v3 512 games, 426545 moves, e=0.578, loss: 657.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.751, 2.054 sec/game, 14.1 min. total, 569.7 MB
fifth_squid v3 513 games, 427468 moves, e=0.577, loss: 690.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.756, 2.059 sec/game, 14.2 min. total, 571.3 MB
fifth_squid v3 514 games, 428385 moves, e=0.576, loss: 686.6, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.731, 2.066 sec/game, 14.2 min. total, 571.0 MB
fifth_squid v3 515 games, 429454 moves, e=0.575, loss: 680.6, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.722, 2.084 sec/game, 14.2 min. total, 571.2 MB
fifth_squid v3 516 games, 430599 moves, e=0.574, loss: 697.6, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.731, 2.097 sec/game, 14.3 min. total, 571.0 MB
fifth_squid v3 517 games, 431518 moves, e=0.573, loss: 705.2, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.727, 2.093 sec/game, 14.3 min. total, 571.0 MB
fifth_squid v3 518 games, 432723 moves, e=0.572, loss: 698.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.728, 2.111 sec/game, 14.3 min. total, 571.2 MB
fifth_squid v3 519 games, 433840 moves, e=0.570, loss: 679.9, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.739, 2.108 sec/game, 14.4 min. total, 571.0 MB
fifth_squid v3 520 games, 434801 moves, e=0.570, loss: 693.9, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.731, 2.101 sec/game, 14.4 min. total, 571.4 MB
fifth_squid v3 521 games, 435821 moves, e=0.569, loss: 689.5, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.725, 2.121 sec/game, 14.4 min. total, 572.5 MB
fifth_squid v3 522 games, 436852 moves, e=0.568, loss: 632.6, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.720, 2.132 sec/game, 14.5 min. total, 574.3 MB
fifth_squid v3 523 games, 437947 moves, e=0.566, loss: 647.0, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.711, 2.161 sec/game, 14.5 min. total, 575.0 MB
fifth_squid v3 524 games, 438881 moves, e=0.566, loss: 640.1, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.710, 2.138 sec/game, 14.6 min. total, 575.1 MB
fifth_squid v3 525 games, 439940 moves, e=0.564, loss: 677.2, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.711, 2.141 sec/game, 14.6 min. total, 574.9 MB
fifth_squid v3 526 games, 440979 moves, e=0.563, loss: 618.0, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.711, 2.143 sec/game, 14.6 min. total, 575.2 MB
fifth_squid v3 527 games, 441883 moves, e=0.563, loss: 621.8, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.708, 2.144 sec/game, 14.7 min. total, 575.4 MB
fifth_squid v3 528 games, 442765 moves, e=0.562, loss: 640.7, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.707, 2.133 sec/game, 14.7 min. total, 575.6 MB
fifth_squid v3 529 games, 443782 moves, e=0.561, loss: 664.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.702, 2.142 sec/game, 14.7 min. total, 575.5 MB
fifth_squid v3 530 games, 444793 moves, e=0.560, loss: 665.7, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.706, 2.120 sec/game, 14.8 min. total, 576.4 MB
fifth_squid v3 531 games, 445639 moves, e=0.559, loss: 642.2, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.700, 2.135 sec/game, 14.8 min. total, 576.6 MB
fifth_squid v3 532 games, 446651 moves, e=0.558, loss: 647.7, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.705, 2.136 sec/game, 14.8 min. total, 577.1 MB
fifth_squid v3 533 games, 447644 moves, e=0.557, loss: 701.0, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.697, 2.145 sec/game, 14.9 min. total, 577.2 MB
fifth_squid v3 534 games, 448710 moves, e=0.556, loss: 671.6, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.702, 2.150 sec/game, 14.9 min. total, 576.5 MB
fifth_squid v3 535 games, 449774 moves, e=0.555, loss: 638.6, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.690, 2.141 sec/game, 14.9 min. total, 577.3 MB
fifth_squid v3 536 games, 450793 moves, e=0.554, loss: 660.8, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.702, 2.129 sec/game, 15.0 min. total, 577.5 MB
fifth_squid v3 537 games, 451863 moves, e=0.553, loss: 663.2, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.710, 2.153 sec/game, 15.0 min. total, 577.4 MB
fifth_squid v3 538 games, 453017 moves, e=0.552, loss: 663.4, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.702, 2.147 sec/game, 15.1 min. total, 577.6 MB
fifth_squid v3 539 games, 453977 moves, e=0.551, loss: 695.0, -, 1.2% elo% vs. random_no_suicide, avg. reward: 12.709, 2.126 sec/game, 15.1 min. total, 578.7 MB
fifth_squid v3 540 games, 454947 moves, e=0.550, loss: 683.9, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.700, 2.135 sec/game, 15.1 min. total, 580.7 MB
fifth_squid v3 541 games, 455899 moves, e=0.549, loss: 676.3, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.709, 2.123 sec/game, 15.2 min. total, 580.8 MB
fifth_squid v3 542 games, 456833 moves, e=0.548, loss: 660.7, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.705, 2.120 sec/game, 15.2 min. total, 580.8 MB
fifth_squid v3 543 games, 457889 moves, e=0.547, loss: 674.8, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.681, 2.103 sec/game, 15.2 min. total, 581.1 MB
fifth_squid v3 544 games, 458894 moves, e=0.546, loss: 681.9, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.676, 2.116 sec/game, 15.3 min. total, 581.2 MB
fifth_squid v3 545 games, 460020 moves, e=0.545, loss: 663.8, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.672, 2.111 sec/game, 15.3 min. total, 581.4 MB
fifth_squid v3 546 games, 460983 moves, e=0.544, loss: 655.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.668, 2.108 sec/game, 15.3 min. total, 581.6 MB
fifth_squid v3 547 games, 462006 moves, e=0.543, loss: 670.5, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.654, 2.118 sec/game, 15.4 min. total, 581.3 MB
fifth_squid v3 548 games, 463088 moves, e=0.542, loss: 629.5, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.666, 2.131 sec/game, 15.4 min. total, 582.1 MB
fifth_squid v3 549 games, 464022 moves, e=0.541, loss: 625.3, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.641, 2.119 sec/game, 15.4 min. total, 583.1 MB
fifth_squid v3 550 games, 465000 moves, e=0.540, loss: 632.8, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.643, 2.125 sec/game, 15.5 min. total, 583.2 MB
fifth_squid v3 551 games, 466074 moves, e=0.539, loss: 682.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.638, 2.142 sec/game, 15.5 min. total, 583.1 MB
fifth_squid v3 552 games, 467148 moves, e=0.538, loss: 624.0, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.636, 2.145 sec/game, 15.5 min. total, 583.6 MB
fifth_squid v3 553 games, 468120 moves, e=0.537, loss: 637.2, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.631, 2.142 sec/game, 15.6 min. total, 583.7 MB
fifth_squid v3 554 games, 469086 moves, e=0.536, loss: 633.7, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.630, 2.135 sec/game, 15.6 min. total, 584.0 MB
fifth_squid v3 555 games, 470105 moves, e=0.535, loss: 619.6, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.615, 2.137 sec/game, 15.7 min. total, 583.4 MB
fifth_squid v3 556 games, 471087 moves, e=0.534, loss: 633.5, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.617, 2.137 sec/game, 15.7 min. total, 583.4 MB
fifth_squid v3 557 games, 472134 moves, e=0.533, loss: 613.0, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.616, 2.127 sec/game, 15.7 min. total, 585.2 MB
fifth_squid v3 558 games, 473206 moves, e=0.532, loss: 639.1, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.610, 2.122 sec/game, 15.8 min. total, 586.5 MB
fifth_squid v3 559 games, 474220 moves, e=0.531, loss: 633.2, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.609, 2.140 sec/game, 15.8 min. total, 586.4 MB
fifth_squid v3 560 games, 475247 moves, e=0.530, loss: 633.1, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.604, 2.141 sec/game, 15.8 min. total, 587.0 MB
fifth_squid v3 561 games, 476216 moves, e=0.529, loss: 651.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.599, 2.145 sec/game, 15.9 min. total, 587.0 MB
fifth_squid v3 562 games, 477344 moves, e=0.527, loss: 637.0, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.603, 2.157 sec/game, 15.9 min. total, 586.3 MB
fifth_squid v3 563 games, 478288 moves, e=0.526, loss: 607.1, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.601, 2.148 sec/game, 15.9 min. total, 587.0 MB
fifth_squid v3 564 games, 479307 moves, e=0.525, loss: 621.7, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.594, 2.146 sec/game, 16.0 min. total, 587.2 MB
fifth_squid v3 565 games, 480343 moves, e=0.524, loss: 620.9, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.593, 2.146 sec/game, 16.0 min. total, 587.2 MB
fifth_squid v3 566 games, 481283 moves, e=0.524, loss: 657.8, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.595, 2.153 sec/game, 16.1 min. total, 588.1 MB
fifth_squid v3 567 games, 482558 moves, e=0.522, loss: 648.0, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.598, 2.169 sec/game, 16.1 min. total, 590.1 MB
fifth_squid v3 568 games, 483631 moves, e=0.521, loss: 624.1, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.604, 2.183 sec/game, 16.1 min. total, 590.3 MB
fifth_squid v3 569 games, 484793 moves, e=0.520, loss: 590.7, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.608, 2.209 sec/game, 16.2 min. total, 590.5 MB
fifth_squid v3 570 games, 485895 moves, e=0.519, loss: 557.7, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.614, 2.240 sec/game, 16.2 min. total, 591.0 MB
fifth_squid v3 571 games, 486989 moves, e=0.518, loss: 579.7, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.600, 2.241 sec/game, 16.3 min. total, 591.3 MB
fifth_squid v3 572 games, 488080 moves, e=0.517, loss: 587.6, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.571, 2.257 sec/game, 16.3 min. total, 591.5 MB
fifth_squid v3 573 games, 489111 moves, e=0.516, loss: 583.7, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.583, 2.261 sec/game, 16.3 min. total, 591.5 MB
fifth_squid v3 574 games, 490081 moves, e=0.515, loss: 602.3, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.588, 2.279 sec/game, 16.4 min. total, 591.7 MB
fifth_squid v3 575 games, 491031 moves, e=0.514, loss: 617.0, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.588, 2.280 sec/game, 16.4 min. total, 592.5 MB
fifth_squid v3 576 games, 492094 moves, e=0.513, loss: 616.7, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.595, 2.289 sec/game, 16.5 min. total, 592.4 MB
fifth_squid v3 577 games, 493179 moves, e=0.512, loss: 619.6, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.590, 2.313 sec/game, 16.5 min. total, 582.8 MB
fifth_squid v3 578 games, 494231 moves, e=0.511, loss: 609.5, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.599, 2.341 sec/game, 16.5 min. total, 582.4 MB
fifth_squid v3 579 games, 495193 moves, e=0.510, loss: 621.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.599, 2.340 sec/game, 16.6 min. total, 583.2 MB
fifth_squid v3 580 games, 496191 moves, e=0.509, loss: 626.7, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.601, 2.358 sec/game, 16.6 min. total, 583.1 MB
fifth_squid v3 581 games, 497303 moves, e=0.508, loss: 643.7, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.604, 2.383 sec/game, 16.7 min. total, 582.7 MB
fifth_squid v3 582 games, 498472 moves, e=0.507, loss: 613.2, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.604, 2.397 sec/game, 16.7 min. total, 583.1 MB
fifth_squid v3 583 games, 499602 moves, e=0.505, loss: 634.4, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.590, 2.426 sec/game, 16.8 min. total, 583.8 MB
fifth_squid v3 584 games, 500562 moves, e=0.504, loss: 607.7, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.601, 2.418 sec/game, 16.8 min. total, 585.0 MB
fifth_squid v3 585 games, 501537 moves, e=0.503, loss: 609.8, -, 1.1% elo% vs. random_no_suicide, avg. reward: 12.592, 2.415 sec/game, 16.8 min. total, 586.8 MB
fifth_squid v3 586 games, 502671 moves, e=0.502, loss: 600.9, -, 1.0% elo% vs. random_no_suicide, avg. reward: 12.598, 2.427 sec/game, 16.9 min. total, 586.8 MB
fifth_squid v3 587 games, 503617 moves, e=0.501, loss: 573.2, -, 1.0% elo% vs. random_no_suicide, avg. reward: 12.582, 2.408 sec/game, 16.9 min. total, 587.0 MB
fifth_squid v3 588 games, 504511 moves, e=0.501, loss: 615.8, -, 1.0% elo% vs. random_no_suicide, avg. reward: 12.576, 2.383 sec/game, 16.9 min. total, 586.7 MB
fifth_squid v3 589 games, 505567 moves, e=0.499, loss: 620.0, -, 1.0% elo% vs. random_no_suicide, avg. reward: 12.576, 2.361 sec/game, 17.0 min. total, 586.9 MB
fifth_squid v3 590 games, 506586 moves, e=0.498, loss: 653.6, -, 1.0% elo% vs. random_no_suicide, avg. reward: 12.593, 2.336 sec/game, 17.0 min. total, 587.1 MB
fifth_squid v3 591 games, 507821 moves, e=0.497, loss: 668.0, -, 1.0% elo% vs. random_no_suicide, avg. reward: 12.587, 2.348 sec/game, 17.0 min. total, 587.3 MB
fifth_squid v3 592 games, 508944 moves, e=0.496, loss: 677.8, -, 1.0% elo% vs. random_no_suicide, avg. reward: 12.592, 2.343 sec/game, 17.1 min. total, 587.1 MB
fifth_squid v3 593 games, 509934 moves, e=0.495, loss: 659.9, -, 1.0% elo% vs. random_no_suicide, avg. reward: 12.575, 2.332 sec/game, 17.1 min. total, 587.3 MB
fifth_squid v3 594 games, 511052 moves, e=0.494, loss: 676.3, -, 1.0% elo% vs. random_no_suicide, avg. reward: 12.589, 2.339 sec/game, 17.2 min. total, 588.3 MB
fifth_squid v3 595 games, 512229 moves, e=0.493, loss: 673.3, -, 1.0% elo% vs. random_no_suicide, avg. reward: 12.592, 2.349 sec/game, 17.2 min. total, 588.2 MB
fifth_squid v3 596 games, 513245 moves, e=0.492, loss: 642.4, -, 1.0% elo% vs. random_no_suicide, avg. reward: 12.613, 2.343 sec/game, 17.2 min. total, 589.0 MB
